NFLX,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
362,376.96,381.4,4485383,385.37,376.51,382.5903,65191,2020-02-13 05:00:00
363,381.47,380.4,3736266,385.15,379.4342,381.8657,53252,2020-02-14 05:00:00
364,379.3,387.78,5180400,389.54,379.19,386.9044,68910,2020-02-18 05:00:00
365,388.12,386.19,4896368,392.95,384.9,388.3109,70289,2020-02-19 05:00:00
366,386.56,386,4079425,389.7,376.68,384.4017,60534,2020-02-20 05:00:00
367,385.33,380.07,3935618,387.32,377.9008,381.4722,58296,2020-02-21 05:00:00
368,364.76,368.7,6936418,372.82,361,368.131,97262,2020-02-24 05:00:00
369,372,360.09,6481243,375.65,357.72,363.8596,101699,2020-02-25 05:00:00
370,366.31,379.24,8947926,382,365,375.9525,124636,2020-02-26 05:00:00
371,371.46,371.71,10967699,391.5624,370.5962,381.9602,161337,2020-02-27 05:00:00
372,364.21,369.03,11178572,376.77,356.8,364.5135,165096,2020-02-28 05:00:00
373,373.11,381.05,6997891,381.36,364.502,373.481,111212,2020-03-02 05:00:00
374,381.03,368.77,8364623,393.52,367.4,379.0281,136633,2020-03-03 05:00:00
375,377.77,383.79,5487340,384.01,370.51,378.7804,79708,2020-03-04 05:00:00
376,381,372.78,8746985,391.4,368.6401,379.1772,126794,2020-03-05 05:00:00
377,367.7,368.97,8141765,371.31,356.85,364.5356,123663,2020-03-06 05:00:00
378,343.86,346.49,7405458,357.47,341.7209,348.6189,117721,2020-03-09 04:00:00
379,356.425,364.13,7604444,364.54,347.85,357.3706,111309,2020-03-10 04:00:00
380,358.92,349.92,6058782,362.98,344.79,353.4409,99723,2020-03-11 04:00:00
381,326.5,315.25,12071591,335.72,307.32,320.5378,181442,2020-03-12 04:00:00
382,330.51,336.295,9458197,336.42,307.39,321.6716,142723,2020-03-13 04:00:00
383,306.63,298.84,10559940,334.35,294.75,312.8916,158014,2020-03-16 04:00:00
384,306.19,319.75,10013913,322.9,290.25,312.8372,141852,2020-03-17 04:00:00
385,302.395,315.47,12593647,331.5794,300,315.9525,167452,2020-03-18 04:00:00
386,324.33,332.03,10608397,348.51,316.82,336.0858,148565,2020-03-19 04:00:00
387,342.31,332.83,10853846,350.49,332,340.5442,145008,2020-03-20 04:00:00
388,347.89,360.27,13449378,366.11,340.8838,356.1457,183845,2020-03-23 04:00:00
389,369.99,357.32,11638683,372.93,353.0301,359.9486,166034,2020-03-24 04:00:00
390,361.02,342.39,8767171,362,339.17,349.5649,142833,2020-03-25 04:00:00
391,344,362.99,7235016,363.84,341.73,354.4587,107516,2020-03-26 04:00:00
392,359.09,357.12,7948775,368.56,353,361.259,119469,2020-03-27 04:00:00
393,363,370.96,8621964,377.8,361.17,371.015,121963,2020-03-30 04:00:00
394,367.93,375.5,9366464,383.01,366.44,375.58,112381,2020-03-31 04:00:00
395,376.05,364.08,6672454,380.233,361.02,367.7298,105815,2020-04-01 04:00:00
396,364.08,370.08,4592477,370.99,360.06,365.8976,73655,2020-04-02 04:00:00
397,367.47,361.76,4860768,370.9,357.51,361.9268,69781,2020-04-03 04:00:00
398,365.22,379.96,8183921,380.29,361.71,373.7711,107069,2020-04-06 04:00:00
399,380,372.28,7046438,381.33,369.34,375.2249,108895,2020-04-07 04:00:00
400,374.01,371.12,6908879,378.39,368.31,371.8355,95747,2020-04-08 04:00:00
401,371.06,370.72,7711296,372.1,363.03,368.6877,103585,2020-04-09 04:00:00
402,371.31,396.72,11692922,400.51,367.72,391.0643,179975,2020-04-13 04:00:00
403,397.5,413.55,11580983,417.82,394.8468,408.7187,168314,2020-04-14 04:00:00
404,413,426.75,13561222,434.98,412.25,426.6111,202637,2020-04-15 04:00:00
405,437,439.17,16128666,449.52,431.61,440.7664,245968,2020-04-16 04:00:00
406,431,422.96,12616258,432,414.695,422.2881,217210,2020-04-17 04:00:00
407,435.17,437.49,12655818,444.49,430.56,438.4624,209708,2020-04-20 04:00:00
408,444.77,433.83,23177550,447,425.6,438.5773,377198,2020-04-21 04:00:00
409,429.725,421.42,21123773,433,413,422.9948,284037,2020-04-22 04:00:00
410,419.26,426.7,13952330,438.413,419.26,430.2502,184869,2020-04-23 04:00:00
411,425,424.99,8670362,427.17,415.88,422.8391,122963,2020-04-24 04:00:00
412,425,421.38,6277480,429,420.84,424.4244,101637,2020-04-27 04:00:00
413,419.99,403.83,10101233,421,402.9101,408.0702,174004,2020-04-28 04:00:00
414,399.53,411.89,9693137,415.86,393.6,408.4455,148089,2020-04-29 04:00:00
415,410.31,419.85,7953975,424.44,408,418.8615,120045,2020-04-30 04:00:00
416,415.1,415.27,8299858,427.97,411.73,418.7707,125532,2020-05-01 04:00:00
417,417.78,428.15,7799058,428.54,414.87,424.8057,111584,2020-05-04 04:00:00
418,427.555,424.68,6286293,431,421.56,426.7573,99878,2020-05-05 04:00:00
419,429.3,434.26,6660737,439.77,426.385,434.8339,109416,2020-05-06 04:00:00
420,436.89,436.53,5650281,438.88,430.66,435.3586,88599,2020-05-07 04:00:00
421,434.14,435.55,5054308,442,433.6389,437.8377,81859,2020-05-08 04:00:00
422,436.33,440.52,5436037,444.8899,435.56,441.5786,80735,2020-05-11 04:00:00
423,442,431.82,4598211,444.17,431.36,439.4751,80083,2020-05-12 04:00:00
424,435.69,438.27,7008063,447,427.27,437.6689,107086,2020-05-13 04:00:00
425,444.9,441.95,9007467,452.38,432.82,441.6555,129485,2020-05-14 04:00:00
426,440.7,454.19,7243998,455,437.51,446.1518,103313,2020-05-15 04:00:00
427,451.16,452.58,7780309,456.36,443.35,451.1165,124585,2020-05-18 04:00:00
428,453.3965,451.04,4810487,458.97,450.465,453.8117,77161,2020-05-19 04:00:00
429,454.25,447.67,5607257,455.81,444,448.777,95675,2020-05-20 04:00:00
430,448.56,436.25,9117325,448.96,430.25,435.3965,145078,2020-05-21 04:00:00
431,437,429.32,5422334,439.09,427.18,431.9564,90756,2020-05-22 04:00:00
432,427.77,414.77,7881115,428.5,413.14,418.2934,147982,2020-05-26 04:00:00
433,410.38,419.89,10446339,420.02,397.86,408.6164,174290,2020-05-27 04:00:00
434,417.24,413.44,5660160,422.3717,411.5,417.5453,98285,2020-05-28 04:00:00
435,417.46,419.73,5270484,420.295,411.85,416.4361,83673,2020-05-29 04:00:00
436,418.83,425.92,3748573,426.72,415.98,422.1787,68863,2020-06-01 04:00:00
437,425.87,427.31,3494801,427.59,419.46,424.5662,60708,2020-06-02 04:00:00
438,426.95,421.97,4316044,427.1,418.05,421.6962,78790,2020-06-03 04:00:00
439,422.39,414.33,5410529,428.71,410.03,417.5977,95210,2020-06-04 04:00:00
440,407.29,419.6,5099561,420.2392,404.25,415.4659,90386,2020-06-05 04:00:00
441,416,419.49,5851453,420.8,406.5,413.5397,106807,2020-06-08 04:00:00
442,421.65,434.05,6787649,434.73,420.31,430.2067,110902,2020-06-09 04:00:00
443,436,434.48,4896893,439.69,430.55,435.0151,87129,2020-06-10 04:00:00
444,428.2,425.56,7462868,445.57,424.1601,435.5019,129438,2020-06-11 04:00:00
445,429,418.07,6461127,434.06,412.45,420.8343,107106,2020-06-12 04:00:00
446,421.4,425.5,4471499,426.49,415.4238,422.5178,72834,2020-06-15 04:00:00
447,425.76,436.13,5514016,437.96,425.18,433.7272,93025,2020-06-16 04:00:00
448,441.82,447.77,6529568,450.46,439.22,446.7099,100597,2020-06-17 04:00:00
449,448.73,449.87,4277627,452.76,442.8,446.8076,72456,2020-06-18 04:00:00
450,449.12,453.72,5928751,453.97,445.6,451.0473,78093,2020-06-19 04:00:00
451,455.01,468.04,6272105,468.59,454.21,463.3444,105538,2020-06-22 04:00:00
452,466.5,466.26,5948436,474.01,464.5,469.187,90418,2020-06-23 04:00:00
453,468.54,457.85,4826191,472.36,454,460.277,84662,2020-06-24 04:00:00
454,458.86,465.91,4134513,467.01,454,463.3336,70232,2020-06-25 04:00:00
455,466.39,443.4,6804726,468.03,442.24,450.6152,114421,2020-06-26 04:00:00
456,445.23,447.24,4843978,447.67,432.14,443.0295,79234,2020-06-29 04:00:00
457,450.02,455.04,4198545,457.59,447,453.6098,76015,2020-06-30 04:00:00
458,454,485.64,9660020,488.23,454,476.2427,158794,2020-07-01 04:00:00
459,485.64,476.89,6351485,492.28,475.5258,481.5028,115339,2020-07-02 04:00:00
460,480.77,493.81,7838990,499.5,479.8,492.0924,122126,2020-07-06 04:00:00
461,497.3105,493.16,5669770,504.82,490.83,495.8146,98768,2020-07-07 04:00:00
462,498.5755,502.78,5691682,505.1,493.81,500.2725,92702,2020-07-08 04:00:00
463,508.4,507.76,5840541,510,495.78,504.0141,100685,2020-07-09 04:00:00
464,519.73,548.73,21605587,555.8799,511.28,537.9897,320911,2020-07-10 04:00:00
465,567.98,525.5,18399020,575.37,520.96,555.6295,320095,2020-07-13 04:00:00
466,517.08,524.88,15083300,525.5,490.49,513.4644,247134,2020-07-14 04:00:00
467,516.3,523.26,10016652,529,510.18,519.6148,160687,2020-07-15 04:00:00
468,526.48,527.39,24498994,535.54,504.3627,513.4094,411932,2020-07-16 04:00:00
469,494.87,492.99,24986277,503.59,484.14,491.2902,422367,2020-07-17 04:00:00
470,489.14,502.41,11940306,504.5,484.2001,496.4623,205420,2020-07-20 04:00:00
471,506,490.1,9127218,506.22,488.61,494.5856,153629,2020-07-21 04:00:00
472,492.19,489.82,6954078,497.2,487.2,491.0824,112624,2020-07-22 04:00:00
473,491.13,477.58,7722034,491.9,472.0201,481.0631,143469,2020-07-23 04:00:00
474,468.77,480.45,7746247,487.17,467.54,480.116,138233,2020-07-24 04:00:00
475,484.51,495.65,7863069,496.92,482.31,490.5149,141311,2020-07-27 04:00:00
476,496.02,488.51,5986727,497.7927,487.7601,491.6608,103121,2020-07-28 04:00:00
477,492.25,484.48,6611769,494.92,484.13,488.2205,119337,2020-07-29 04:00:00
478,480.7072,485.8,6608569,488.35,477.5101,484.7544,113873,2020-07-30 04:00:00
479,488.29,488.88,5924310,494.8,484.5,488.9812,116603,2020-07-31 04:00:00
480,490.86,498.62,5876190,503.09,490.23,498.0795,125781,2020-08-03 04:00:00
481,498.65,509.64,5607968,510.4436,498.65,506.8251,107214,2020-08-04 04:00:00
482,508.68,502.11,4313526,510.1021,501.2,504.8146,89506,2020-08-05 04:00:00
483,504.11,509.08,3725861,510.82,498.7,505.4988,78557,2020-08-06 04:00:00
484,505.45,494.73,5910348,508.29,486.68,495.2382,126800,2020-08-07 04:00:00
485,493.35,483.38,4691185,497.4584,478.6269,485.0989,101920,2020-08-10 04:00:00
486,479.75,466.93,7329226,480.92,466.55,472.9465,148818,2020-08-11 04:00:00
487,471.34,475.47,5441243,482.49,470.18,477.3606,104653,2020-08-12 04:00:00
488,478.4,481.33,3008933,484.45,476.45,480.9777,71750,2020-08-13 04:00:00
489,482.82,482.68,2943487,488.325,480.21,483.0537,63878,2020-08-14 04:00:00
490,484.19,482.35,2423545,486.24,479.1,482.622,60311,2020-08-17 04:00:00
491,484.35,491.87,3505518,495.3,482.8,490.9105,76591,2020-08-18 04:00:00
492,493.93,484.53,3156218,494.4985,483.5,487.4674,71691,2020-08-19 04:00:00
493,484.69,497.9,4806380,498.94,483.89,495.143,96747,2020-08-20 04:00:00
494,496.46,492.31,3921293,498.13,490,492.9382,73881,2020-08-21 04:00:00
495,495.4383,488.81,4762183,501,483.16,489.5418,86352,2020-08-24 04:00:00
496,488.19,490.58,4347721,492.47,485.09,489.134,60858,2020-08-25 04:00:00
497,492.5,547.53,20373681,549.04,492.075,532.6947,347444,2020-08-26 04:00:00
498,537.775,526.27,9062912,541,521.2471,530.7995,160633,2020-08-27 04:00:00
499,532,523.89,4417517,539,522,527.123,90522,2020-08-28 04:00:00
500,521.16,529.56,4941409,531.99,517.58,525.8592,99906,2020-08-31 04:00:00
501,532.6,556.55,9581907,557.3895,532.45,549.6847,162363,2020-09-01 04:00:00
502,553.78,552.84,5886930,556.5,537.369,549.0856,119803,2020-09-02 04:00:00
503,545,525.75,9071089,554,521.32,530.5574,171583,2020-09-03 04:00:00
504,520.18,516.05,8270118,527.36,485.98,506.7053,179579,2020-09-04 04:00:00
505,498.4,507.02,5572684,522,495,510.1163,111574,2020-09-08 04:00:00
506,519.21,500.19,6848127,520,492.5743,502.6351,138597,2020-09-09 04:00:00
507,503.35,480.67,6240181,506.29,478.84,492.0206,132810,2020-09-10 04:00:00
508,486.485,482.03,5035200,493.73,476.81,483.8983,104130,2020-09-11 04:00:00
509,480.62,476.26,7359126,488.99,471.3001,477.9914,130268,2020-09-14 04:00:00
510,484,495.99,5336992,497.47,481.63,492.9665,107539,2020-09-15 04:00:00
511,499.99,483.86,4401412,504.66,483.31,491.6747,94468,2020-09-16 04:00:00
512,475.16,470.2,5379301,478.4,463.27,470.3544,119615,2020-09-17 04:00:00
513,472.51,469.96,6717711,479.4,458.6,468.8778,109939,2020-09-18 04:00:00
514,467.6923,487.35,5457539,487.775,466.32,478.1164,109020,2020-09-21 04:00:00
515,489.01,491.17,3482324,491.82,479.26,487.1997,74933,2020-09-22 04:00:00
516,491.04,470.61,3686423,491.04,469,477.0571,76738,2020-09-23 04:00:00
517,470.53,473.08,3727201,477,467.82,473.1101,71380,2020-09-24 04:00:00
518,474.39,482.88,3769436,484.87,468.0258,479.4422,62929,2020-09-25 04:00:00
519,489.1094,490.65,4773497,492,477.88,486.85,89000,2020-09-28 04:00:00
520,489.5,493.48,3543193,496.2868,486.53,492.333,65180,2020-09-29 04:00:00
521,492.57,500.03,4634111,504.63,489.2704,499.46,88835,2020-09-30 04:00:00
522,506.03,527.51,8148905,529.55,503.6,517.0307,145643,2020-10-01 04:00:00
523,516.43,503.06,6071165,526.3714,502.7,512.792,131073,2020-10-02 04:00:00
524,506.8,520.65,4088069,520.99,501.6997,514.6626,79533,2020-10-05 04:00:00
525,518.72,505.87,4199034,521.82,504.16,511.1769,82044,2020-10-06 04:00:00
526,518,534.66,7988683,536.49,515.815,530.1778,146592,2020-10-07 04:00:00
527,533.48,531.79,5386238,535,524.15,529.4165,95533,2020-10-08 04:00:00
528,537.8339,539.44,4761259,544.28,535,539.019,93547,2020-10-09 04:00:00
529,548.81,539.81,5391074,551.81,538.24,544.2153,106026,2020-10-12 04:00:00
530,540.56,554.09,5602498,557.65,537.2,549.9991,99923,2020-10-13 04:00:00
531,562.61,541.45,9510081,572.49,541,553.7535,166057,2020-10-14 04:00:00
532,545.52,541.94,5110576,551.22,535.1,541.1513,101492,2020-10-15 04:00:00
533,549.5,530.79,6347363,554.33,530.03,540.0693,120586,2020-10-16 04:00:00
534,537.07,530.72,7567506,541.8,525.38,533.5779,126309,2020-10-19 04:00:00
535,528.14,525.42,10047175,533.78,522.26,520.17,205242,2020-10-20 04:00:00
536,501.03,489.05,17339708,506.85,488.25,494.6589,341364,2020-10-21 04:00:00
537,494.69,485.23,6979682,495.14,482,485.9947,153399,2020-10-22 04:00:00
538,488.11,488.28,4927862,490.06,481.35,486.0458,96941,2020-10-23 04:00:00
539,487.025,488.24,6086087,496.82,478.9,486.7335,121971,2020-10-26 04:00:00
540,490.01,488.93,3627175,490.49,482.93,486.4422,79651,2020-10-27 04:00:00
541,486.36,486.24,5992731,494,483.28,488.931,120185,2020-10-28 04:00:00
542,488.5,504.21,10930689,513.8999,479.34,500.2495,198720,2020-10-29 04:00:00
543,502.01,475.74,7813897,505.88,472.21,481.8318,170128,2020-10-30 04:00:00
544,478.87,484.12,4408193,486.3,475,481.94,94616,2020-11-02 05:00:00
545,484.93,487.22,3689997,495.305,478.76,489.1089,77721,2020-11-03 05:00:00
546,495.36,496.95,5137330,507.73,493.98,499.3614,115507,2020-11-04 05:00:00
547,506.56,513.76,5372781,518.7337,503.45,512.796,102809,2020-11-05 05:00:00
548,515,514.73,4236349,515.21,502.51,511.2059,73328,2020-11-06 05:00:00
549,485.54,470.5,10409926,495.85,467.26,480.7744,262245,2020-11-09 05:00:00
550,470.95,480.24,8306142,484.6,463.41,476.1367,159339,2020-11-10 05:00:00
551,483,490.76,5460532,491.68,478.26,485.8983,107242,2020-11-11 05:00:00
552,491,486.77,5071155,496.52,480.4255,487.0177,100743,2020-11-12 05:00:00
553,486.77,482.84,3006510,488.94,477.8,482.4349,72319,2020-11-13 05:00:00
554,480,479.1,3953563,485.58,477.3,480.1761,81492,2020-11-16 05:00:00
555,480.12,480.63,3690082,487.51,479.18,481.8099,72760,2020-11-17 05:00:00
556,481.95,481.79,3629237,488.61,477.7212,482.9919,84318,2020-11-18 05:00:00
557,482,484.67,2254653,487.8,480.47,485.0074,56400,2020-11-19 05:00:00
558,485.22,488.24,4255924,494.76,481.57,488.6515,94860,2020-11-20 05:00:00
559,490.46,476.62,5416571,491.15,475.84,481.2255,124760,2020-11-23 05:00:00
560,478.84,482.88,3557894,484.05,475.89,480.5754,87679,2020-11-24 05:00:00
561,485.13,485,3587154,486.9,478.919,483.7081,76839,2020-11-25 05:00:00
562,486.58,491.36,2805762,493.25,481.845,487.6541,61590,2020-11-27 05:00:00
563,490.08,490.7,3530940,492.55,481.2678,488.4017,77805,2020-11-30 05:00:00
564,492.3404,504.58,5063234,509.47,491.9812,503.3595,121086,2020-12-01 05:00:00
565,501.62,503.38,3028358,506.795,493.5,501.4672,76007,2020-12-02 05:00:00
566,502.99,497.52,2826116,508.77,496.04,500.6627,69894,2020-12-03 05:00:00
567,497.5,498.31,3666243,504.5,493.64,499.1611,57593,2020-12-04 05:00:00
568,500.01,515.78,4289293,517.76,497.77,512.5728,98624,2020-12-07 05:00:00
569,517.9,512.66,4228950,521.4909,505.55,511.4552,76922,2020-12-08 05:00:00
570,510.53,493.6,4178768,514.5,491.29,498.9368,99791,2020-12-09 05:00:00
571,494.56,501.09,3018203,503.77,492.91,500.0482,66158,2020-12-10 05:00:00
572,495,503.22,3160928,503.34,494.85,499.9147,64719,2020-12-11 05:00:00
573,505.44,522.42,5770424,524.1603,501.18,518.6447,118311,2020-12-14 05:00:00
574,518.5,519.78,3398209,524.7,513.56,518.7242,73284,2020-12-15 05:00:00
575,520.11,524.83,3676992,527.38,517.69,523.2331,68049,2020-12-16 05:00:00
576,529,532.9,3193377,535.49,526.44,531.4132,74032,2020-12-17 05:00:00
577,533.2,534.45,4502692,536.37,526.02,532.8245,66884,2020-12-18 05:00:00
578,530.05,528.91,3893964,532.62,521.15,527.5169,84004,2020-12-21 05:00:00
579,527.69,527.33,1908529,530.4,520.5,524.9744,53898,2020-12-22 05:00:00
580,524.76,514.48,2393187,526.32,514.2,518.2046,58686,2020-12-23 05:00:00
581,515.12,513.97,1143952,519.345,512.2104,514.7065,31153,2020-12-24 05:00:00
582,516.43,519.12,2891867,523.66,507.13,516.5566,71623,2020-12-28 05:00:00
583,519.9,530.87,4022358,536.5478,515.4801,530.2715,93049,2020-12-29 05:00:00
584,530.13,524.59,1876286,533.2575,523.69,526.3734,52090,2020-12-30 05:00:00
585,525.53,540.73,5392322,545.5,523.1502,539.1279,107116,2020-12-31 05:00:00
586,539,522.86,4444407,540.8,515.085,524.4913,116975,2021-01-04 05:00:00
587,521.55,520.8,3133872,526.78,515.89,521.3267,75276,2021-01-05 05:00:00
588,511.97,500.49,5346210,513.0998,499.5,506.5528,139366,2021-01-06 05:00:00
589,508.28,508.89,3686448,516.44,506.42,510.2571,81399,2021-01-07 05:00:00
590,511.31,510.4,2973949,513.24,504.51,509.7236,76258,2021-01-08 05:00:00
591,507.84,499.1,3812720,510.725,497.95,502.3004,87872,2021-01-11 05:00:00
592,500,494.25,5990425,501.09,485.6701,491.3245,132914,2021-01-12 05:00:00
593,495.5012,507.79,5032099,512.3542,493.01,505.8444,107603,2021-01-13 05:00:00
594,507.35,500.86,4177357,514.5,499.58,503.7044,85812,2021-01-14 05:00:00
595,500,497.98,5865788,506.32,495.1,499.7406,96491,2021-01-15 05:00:00
596,501,501.77,12308313,509.25,493.5427,523.2123,242871,2021-01-19 05:00:00
597,565.42,586.34,32631330,593.2877,556.86,577.3294,523949,2021-01-20 05:00:00
598,582.45,579.84,11840634,588.75,570.4,578.3304,211595,2021-01-21 05:00:00
599,582.1,565.17,7541822,583.99,564.35,571.7243,138668,2021-01-22 05:00:00
600,567,556.78,7207329,569.75,548.65,557.7797,165980,2021-01-25 05:00:00
601,554.73,561.93,5023847,567.99,554.06,562.6837,96159,2021-01-26 05:00:00
602,550.71,523.28,8670277,556.4187,515.73,535.8861,190779,2021-01-27 05:00:00
603,535.88,538.6,5968978,553.1482,530.74,542.738,136115,2021-01-28 05:00:00
604,538,532.39,4325264,541,530.18,534.0761,102682,2021-01-29 05:00:00
605,536.79,539.04,3547507,545.06,531.73,539.0619,85149,2021-02-01 05:00:00
606,542.01,548.16,3765969,555.48,538.935,550.4306,97616,2021-02-02 05:00:00
607,550.17,539.45,3172288,550.48,538.243,541.9835,80360,2021-02-03 05:00:00
608,539.81,552.16,5164537,559.48,537.51,550.0153,118019,2021-02-04 05:00:00
609,552.26,550.79,2376175,554.44,545.4778,549.8677,68339,2021-02-05 05:00:00
610,555,547.92,2791721,555,543.7,548.6415,72998,2021-02-08 05:00:00
611,546,559.07,3703499,566,543,559.0124,89791,2021-02-09 05:00:00
612,562.5,563.59,3991264,566.65,553.463,560.3401,83993,2021-02-10 05:00:00
613,564.442,557.59,2728987,565.93,554.22,558.228,67092,2021-02-11 05:00:00
614,556.94,556.52,2197128,561.2499,550.85,555.2952,53960,2021-02-12 05:00:00
615,557.286,557.28,2624097,563.63,552.73,557.5631,64057,2021-02-16 05:00:00
616,550.99,551.34,2071590,555.25,543.03,548.9768,59332,2021-02-17 05:00:00
617,549,548.22,2457604,550,538.2265,544.9653,66700,2021-02-18 05:00:00
618,548,540.22,2841457,548.99,538.8132,541.5335,69427,2021-02-19 05:00:00
619,534.99,533.78,3078594,541.79,530.79,535.3188,83103,2021-02-22 05:00:00
620,525.0035,546.15,4136532,548.54,518.28,536.6996,114864,2021-02-23 05:00:00
621,539.8,553.41,3245038,556.8499,539.065,550.5275,82957,2021-02-24 05:00:00
622,550.27,546.7,4252879,556.48,535.75,545.3631,106532,2021-02-25 05:00:00
623,546.51,538.85,3755274,553.09,538,543.8061,93825,2021-02-26 05:00:00
624,545.5734,550.64,3042180,552.14,542,548.5747,77661,2021-03-01 05:00:00
625,553.34,547.82,3042226,556.99,546.02,550.5171,74914,2021-03-02 05:00:00
626,545.93,520.7,5062443,548.005,517.81,526.8703,134220,2021-03-03 05:00:00
627,521.5,511.29,5034792,531.5,507.68,517.0925,129314,2021-03-04 05:00:00
628,511.98,516.39,5069973,517.76,498.7901,509.4464,138313,2021-03-05 05:00:00
629,514.46,493.33,3981758,518.84,492.85,502.8353,110213,2021-03-08 05:00:00
630,507.31,506.44,3470042,513.11,503.8221,507.6213,85122,2021-03-09 05:00:00
631,513.5,504.54,3771484,518.97,504.25,508.6241,80628,2021-03-10 05:00:00
632,512.2048,523.06,4710719,530.235,510.71,519.6489,98117,2021-03-11 05:00:00
