NFLX,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
35,332.28,301.83,19031697,333,300.73,313.8665,218429,2018-10-24 04:00:00
36,307.12,312.87,13336421,319.94,305.25,312.2607,152982,2018-10-25 04:00:00
37,300.51,299.83,19616041,313.99,292.3,301.1869,205708,2018-10-26 04:00:00
38,305.26,284.84,21698841,307.89,275.4,289.1889,230071,2018-10-29 04:00:00
39,275.57,285.81,23685702,290.525,271.2093,281.0852,243553,2018-10-30 04:00:00
40,297.77,301.78,20360342,311.5,295.05,304.19,199256,2018-10-31 04:00:00
41,304.59,317.38,15118950,318.45,296.67,309.746,156941,2018-11-01 04:00:00
42,318,309.1,13404646,321.88,308.33,314.0673,137528,2018-11-02 04:00:00
43,311.1,315.44,10283044,317.53,303.74,310.523,105997,2018-11-05 05:00:00
44,314.76,310.84,9702024,320.22,305.3,311.8051,98435,2018-11-06 05:00:00
45,312.9,327.5,13328328,328.56,311,323.4235,125322,2018-11-07 05:00:00
46,328,317.92,11023853,332.0499,316.6103,323.8446,116425,2018-11-08 05:00:00
47,311.07,303.47,13480792,312.98,298.01,304.7442,144546,2018-11-09 05:00:00
48,300,294.07,10924827,302.49,290.63,295.9465,126289,2018-11-12 05:00:00
49,295,294.4,12232162,303.55,289.1,295.4812,118305,2018-11-13 05:00:00
50,300.4,286.73,16853574,301.84,278.2969,287.2273,165006,2018-11-14 05:00:00
51,285.51,290.06,9967098,292.5,282.16,287.5327,112035,2018-11-15 05:00:00
52,287.14,286.21,9099485,291.72,281,286.277,92350,2018-11-16 05:00:00
53,283.79,270.6,12993797,285.09,269.15,273.7455,131905,2018-11-19 05:00:00
54,254.63,266.98,16693809,276.34,250,265.5911,195564,2018-11-20 05:00:00
55,274.42,262.13,11023037,275.34,261.51,266.504,119029,2018-11-21 05:00:00
56,260.11,258.82,5168323,265.5,256.84,260.2457,55103,2018-11-23 05:00:00
57,260.55,261.43,12498560,266.25,253.8,260.8835,128228,2018-11-26 05:00:00
58,259.24,266.63,11149501,269.08,256.14,264.9879,109704,2018-11-27 05:00:00
59,271.98,282.65,14801333,284,263.34,273.7315,158554,2018-11-28 05:00:00
60,282.32,288.75,15431538,290.49,275.5,284.6307,142892,2018-11-29 05:00:00
61,288,286.13,11860117,290.81,283.061,286.3824,100440,2018-11-30 05:00:00
62,293.19,290.3,14117370,298.72,284.58,292.0266,147018,2018-12-03 05:00:00
63,288.13,275.33,12800586,295.74,274.72,284.6779,135003,2018-12-04 05:00:00
64,268.33,282.88,13074324,283.22,267.14,275.36,138210,2018-12-06 05:00:00
65,282.48,265.14,12466711,284.209,263.38,270.5613,136984,2018-12-07 05:00:00
66,264.19,269.7,9605553,271.18,260.6094,266.8329,107966,2018-12-10 05:00:00
67,274.08,265.32,9843199,274.5,262.76,269.0256,101264,2018-12-11 05:00:00
68,267.66,274.88,11456716,281.7695,266.48,276.7116,119415,2018-12-12 05:00:00
69,277.64,276.02,8379292,279.32,271.85,275.2911,82347,2018-12-13 05:00:00
70,271.81,266.84,9915319,277.6665,265,271.7341,95659,2018-12-14 05:00:00
71,266.51,262.8,9634734,272.98,261.075,266.1504,106143,2018-12-17 05:00:00
72,263.3,270.94,10350079,275.75,263.29,270.2454,100381,2018-12-18 05:00:00
73,269.96,266.77,13788448,280.87,263.77,273.9764,129971,2018-12-19 05:00:00
74,264.64,260.58,16792928,269.9,251.88,259.986,155238,2018-12-20 05:00:00
75,263.83,246.39,21397595,264.5,241.29,249.4599,176417,2018-12-21 05:00:00
76,242,233.88,9547616,250.65,233.68,241.556,94164,2018-12-24 05:00:00
77,233.92,253.67,14402735,254.5,231.23,242.1845,145255,2018-12-26 05:00:00
78,250.11,255.565,12234413,255.59,240.1,247.6834,120580,2018-12-27 05:00:00
79,257.94,256.08,10887286,261.9144,249.8,255.6999,115245,2018-12-28 05:00:00
80,260.16,267.66,13508920,270.1001,260,265.5013,128440,2018-12-31 05:00:00
81,259.28,267.66,11679528,269.7499,256.58,264.199,127895,2019-01-02 05:00:00
82,270.2,271.2,14969647,275.79,264.43,271.2273,141476,2019-01-03 05:00:00
83,281.88,297.57,19330102,297.8,278.54,291.0526,196527,2019-01-04 05:00:00
84,302.1,315.34,18620116,316.8,301.65,311.3352,218518,2019-01-07 05:00:00
85,319.98,320.27,15359180,320.593,308.01,316.3458,154318,2019-01-08 05:00:00
86,317.71,319.96,13340652,323.3508,313.5,319.2626,132398,2019-01-09 05:00:00
87,314.57,324.66,13472475,325.37,312.5,321.6117,114870,2019-01-10 05:00:00
88,330.96,337.59,19500429,341.09,328.52,336.3294,194309,2019-01-11 05:00:00
89,334.24,332.94,10499582,335.48,329.13,333.1335,104278,2019-01-14 05:00:00
90,349.6,354.64,21155539,357.22,347,352.9554,210078,2019-01-15 05:00:00
91,354,351.39,15379048,358.85,348.11,352.7899,149391,2019-01-16 05:00:00
92,349.5,353.19,18871195,355.79,346.41,349.6668,217371,2019-01-17 05:00:00
93,351.97,339.1,26621040,353,336.73,342.8296,283759,2019-01-18 05:00:00
94,334.89,325.16,17941416,336.88,321.03,327.8033,178600,2019-01-22 05:00:00
95,328.25,321.99,13480138,331.75,318.6,323.5632,131058,2019-01-23 05:00:00
96,320.6,326.67,11131627,331.8,319,326.7364,111743,2019-01-24 05:00:00
97,328.72,338.05,11166609,340,328.51,335.9944,109605,2019-01-25 05:00:00
98,334.7,335.66,8652082,336.3,328.88,333.1399,80862,2019-01-28 05:00:00
99,335.87,328.9,7655189,338.22,328.151,331.383,69527,2019-01-29 05:00:00
100,332.75,340.66,9234530,341.78,330.8,336.264,89174,2019-01-30 05:00:00
101,339.68,339.5,8526967,345.99,338.0919,341.3623,86135,2019-01-31 05:00:00
102,337.18,339.85,9827760,346.84,336.5,342.2057,88958,2019-02-01 05:00:00
103,342.6,351.34,9051387,352,341.3,348.466,78289,2019-02-04 05:00:00
104,353.2,355.81,9026473,360,352.9,356.247,87386,2019-02-05 05:00:00
105,357,352.19,6717662,357.04,347.19,351.3952,65301,2019-02-06 05:00:00
106,347.9,344.71,7864529,348.75,339.02,344.0978,77171,2019-02-07 05:00:00
107,338,347.57,7561391,348,338,344.3002,72933,2019-02-08 05:00:00
108,350,345.73,5454863,352.87,344.81,348.1622,63496,2019-02-11 05:00:00
109,348.09,359.97,10429399,360,346.52,355.2871,108542,2019-02-12 05:00:00
110,357.3,351.77,10559146,359.6,350.28,355.3177,100792,2019-02-13 05:00:00
111,351.75,359.07,9289188,360.45,348.33,355.4787,86178,2019-02-14 05:00:00
112,358.47,356.87,9229980,364.4,355.5,359.2443,88525,2019-02-15 05:00:00
113,355.8,361.92,7396559,365,355.32,362.0806,74119,2019-02-19 05:00:00
114,364.85,359.91,8107641,366.71,356.7,361.6598,82602,2019-02-20 05:00:00
115,360.03,356.97,6227897,362.85,353.88,357.3489,69681,2019-02-21 05:00:00
116,360.34,363.02,7088214,366.13,360.05,363.0208,75299,2019-02-22 05:00:00
117,367.01,363.91,7569320,371.49,363.79,367.2911,72425,2019-02-25 05:00:00
118,362.98,364.97,4944593,365.7,359.33,363.1152,52631,2019-02-26 05:00:00
119,363.5,362.87,5629945,368.03,359.8,362.541,56593,2019-02-27 05:00:00
120,362.47,358.1,6186763,366.39,357.709,360.7514,55895,2019-02-28 05:00:00
121,362.26,357.32,5526539,362.87,354.6915,358.5426,57765,2019-03-01 05:00:00
122,359.72,351.04,7486996,362.25,348.0436,353.9066,75515,2019-03-04 05:00:00
123,351.46,354.3,5930716,356.17,348.25,352.9634,59420,2019-03-05 05:00:00
124,353.6,359.61,6211895,359.88,351.7,356.0887,62905,2019-03-06 05:00:00
125,360.16,352.6,6139141,362.86,350.5,355.705,66195,2019-03-07 05:00:00
126,345.75,349.6,6898838,349.92,342.47,346.2898,74978,2019-03-08 05:00:00
127,352,358.86,5387285,358.98,350.03,355.6737,55043,2019-03-11 04:00:00
128,359.37,356.27,5164571,360.13,353.8,356.7696,51375,2019-03-12 04:00:00
129,355.81,361.21,6444092,362.48,352.765,358.9815,63359,2019-03-13 04:00:00
130,360.5,358.82,5271429,363.84,358.1008,360.6615,55807,2019-03-14 04:00:00
131,361.02,361.46,8443210,364,358.89,361.7523,65155,2019-03-15 04:00:00
132,362.47,363.44,7194726,370.9705,361.86,366.4778,70529,2019-03-18 04:00:00
133,366.4,358.78,7541425,366.96,356.8,360.6937,72247,2019-03-19 04:00:00
134,358.91,375.22,10917165,375.9,357.01,368.591,106201,2019-03-20 04:00:00
135,374,377.87,8538792,379,370.61,375.5947,85521,2019-03-21 04:00:00
136,375.95,361.01,8661346,376.43,360.04,367.0085,95331,2019-03-22 04:00:00
137,359,366.23,8473845,367.0399,357.44,363.122,81294,2019-03-25 04:00:00
138,367.87,359.97,7666475,368.38,358.02,362.0328,71941,2019-03-26 04:00:00
139,361,353.37,7852370,362.47,350.37,354.8171,77815,2019-03-27 04:00:00
140,354.485,354.61,4360960,355.94,349.2,353.6446,46352,2019-03-28 04:00:00
141,357.16,356.56,4705636,358.25,353.71,356.0319,49711,2019-03-29 04:00:00
142,359,366.96,7036097,368.33,358.51,364.5889,73079,2019-04-01 04:00:00
143,366.25,367.72,5158742,368.42,362.22,365.8093,56245,2019-04-02 04:00:00
144,369.26,369.75,5376623,373.4105,366.19,370.3573,61573,2019-04-03 04:00:00
145,370.07,367.88,4616205,372.05,362.4,366.7731,50988,2019-04-04 04:00:00
146,369,365.49,3905493,369.8,364.66,366.5101,47824,2019-04-05 04:00:00
147,365.11,361.41,4653806,365.94,359.93,362.0042,49773,2019-04-08 04:00:00
148,360.54,364.71,5439228,366.74,359,364.0436,55766,2019-04-09 04:00:00
149,365.79,363.92,4545561,368.8481,362.25,365.0021,50760,2019-04-10 04:00:00
150,365,367.65,6526899,370.12,360.81,366.5938,68449,2019-04-11 04:00:00
151,360.69,351.14,15646199,361.75,349.36,354.0839,170911,2019-04-12 04:00:00
152,350.71,348.87,8828344,352.21,342.27,346.9904,98462,2019-04-15 04:00:00
153,355,359.46,18740232,364.4787,352.72,357.6383,203437,2019-04-16 04:00:00
154,365.05,354.74,18054101,368.764,350.6,357.8773,189617,2019-04-17 04:00:00
155,355,360.35,8353165,360.41,351.64,357.91,77074,2019-04-18 04:00:00
156,359.7,377.34,11980534,377.69,359,371.7616,118286,2019-04-22 04:00:00
157,375.45,381.89,10089820,384.8,374.7069,380.7954,105820,2019-04-23 04:00:00
158,381.07,374.23,6541872,381.9,373.2698,376.7618,72018,2019-04-24 04:00:00
159,374.49,368.33,6255496,374.76,365.7,369.0657,70743,2019-04-25 04:00:00
160,368.35,374.85,5621901,375.14,366.24,372.1962,56516,2019-04-26 04:00:00
161,373.68,371.83,3821703,374.5753,369.115,372.2306,44884,2019-04-29 04:00:00
162,369.56,370.54,3870095,374.5,368.348,371.673,45386,2019-04-30 04:00:00
163,374,378.81,9257284,385.99,373.1746,381.3905,101648,2019-05-01 04:00:00
164,378,379.06,5398167,383.5,374.51,378.6348,57497,2019-05-02 04:00:00
165,381.53,385.03,5130301,385.03,378.2717,382.3605,55333,2019-05-03 04:00:00
166,377.69,378.67,5793144,381.35,376,378.3372,66912,2019-05-06 04:00:00
167,377,370.46,6974924,379.91,365.81,371.2498,80011,2019-05-07 04:00:00
168,367.92,364.37,6571957,369,361.36,364.8513,72751,2019-05-08 04:00:00
169,360.9,362.75,5882572,364.2,352.75,359.6126,78482,2019-05-09 04:00:00
170,361.62,361.04,5657123,365.2578,353.06,358.986,79408,2019-05-10 04:00:00
171,352.29,345.26,8026697,354.26,343.1,346.3413,109036,2019-05-13 04:00:00
172,348.71,345.61,5353029,349.95,342.5,347.1628,73489,2019-05-14 04:00:00
173,343.34,354.99,6340118,356.5,341.39,351.6881,84193,2019-05-15 04:00:00
174,356.37,359.31,6441463,364,353.935,359.7002,79386,2019-05-16 04:00:00
175,356.39,354.45,4725448,359.62,353.785,356.6922,57215,2019-05-17 04:00:00
176,351.23,348.11,4621515,352.418,345.4,348.6008,64054,2019-05-20 04:00:00
177,350.95,354.27,4021469,356.425,349.93,354.1502,49558,2019-05-21 04:00:00
178,358.01,359.73,6229389,370.46,357.3,362.3229,74563,2019-05-22 04:00:00
179,355.5,352.21,5630443,357.42,347.7,351.7829,73770,2019-05-23 04:00:00
180,355.41,354.39,3830963,359.44,353.791,356.3315,52317,2019-05-24 04:00:00
181,354.39,354.78,4717144,361.2,353.64,357.3749,60335,2019-05-28 04:00:00
182,353.6,349.19,5658913,353.8476,345.9,349.6866,78108,2019-05-29 04:00:00
183,350.55,351.85,4008042,354.21,348.3,352.0257,44249,2019-05-30 04:00:00
184,347.22,343.28,5023449,349.34,342.92,345.2691,58022,2019-05-31 04:00:00
185,343.56,336.63,7849589,347.66,332.65,337.7141,93037,2019-06-03 04:00:00
186,345,353.4,7891632,353.61,343.25,349.5022,81783,2019-06-04 04:00:00
187,354.38,355.73,5020081,357.88,348.71,353.7647,56395,2019-06-05 04:00:00
188,354.84,357.13,3709955,358.21,352.09,355.1823,38829,2019-06-06 04:00:00
189,357.39,360.87,4777321,365.15,355.69,362.1225,52896,2019-06-07 04:00:00
190,363.65,352.01,7810261,367.1,349.285,356.9389,89668,2019-06-10 04:00:00
191,355,351.27,5396712,357.58,348.5,352.8684,66425,2019-06-11 04:00:00
192,351.82,345.56,4584704,353.61,343.23,345.8783,56299,2019-06-12 04:00:00
193,347.23,343.43,6202747,348.5,339.25,342.0821,73792,2019-06-13 04:00:00
194,341.63,339.73,5019011,343.4,336.155,339.137,62758,2019-06-14 04:00:00
195,342.69,350.62,5358219,351.77,342.06,349.174,60665,2019-06-17 04:00:00
196,355.57,357.12,5428542,361.5,353.75,358.1581,66396,2019-06-18 04:00:00
197,361.72,363.52,5667156,364.74,356.12,361.7079,65097,2019-06-19 04:00:00
198,365.91,365.21,5896347,370.12,361.215,366.2257,68508,2019-06-20 04:00:00
199,365,369.21,7448356,371.45,365,368.8597,66230,2019-06-21 04:00:00
200,370.27,371.04,4830240,375,370.2,372.7745,52107,2019-06-24 04:00:00
201,370.75,360.3,5750383,370.9994,358.29,363.2771,60211,2019-06-25 04:00:00
202,361.6,362.2,3669677,366.79,361.6,363.8765,42432,2019-06-26 04:00:00
203,363.2,370.02,4138575,370.85,363.2,368.2666,45654,2019-06-27 04:00:00
204,370.26,367.32,4592706,371.5448,364.87,367.3782,45878,2019-06-28 04:00:00
205,373.5,374.6,5001518,376.66,372,374.2959,59095,2019-07-01 04:00:00
206,374.89,375.43,3628962,376,370.31,373.3302,45735,2019-07-02 04:00:00
207,376.69,381.72,3799009,381.99,375.84,380.0508,45345,2019-07-03 04:00:00
208,378.29,380.55,3732162,381.4,375.555,378.6475,42871,2019-07-05 04:00:00
209,378.19,376.16,3113402,378.25,375.36,376.7625,36022,2019-07-08 04:00:00
210,379.06,379.93,6932822,384.76,377.5,381.6419,80652,2019-07-09 04:00:00
211,382.77,381,5878790,384.3399,377.4,380.688,62089,2019-07-10 04:00:00
212,381.1,379.5,4336287,384.54,378.8,381.7323,49568,2019-07-11 04:00:00
213,378.68,373.25,6636937,379.7375,372.7917,374.5113,72845,2019-07-12 04:00:00
214,372.94,366.6,7938680,373.68,362.3,366.0379,93740,2019-07-15 04:00:00
215,370.09,365.99,5863222,371.34,364.92,367.5675,65754,2019-07-16 04:00:00
216,366.25,362.44,13639536,366.5,361.75,347.9594,167240,2019-07-17 04:00:00
217,323.76,325.21,31305899,329.85,320.3,323.6306,355989,2019-07-18 04:00:00
218,323.4,315.1,16291632,325.85,314.23,320.1475,171467,2019-07-19 04:00:00
219,312,310.62,17696666,314.54,305.81,309.6125,176034,2019-07-22 04:00:00
220,311.44,307.3,9166068,313.5,306,308.5399,98136,2019-07-23 04:00:00
221,310.51,317.94,11961818,319.99,307.25,314.7447,124630,2019-07-24 04:00:00
222,318.86,326.46,10798496,327.69,316.3,323.4031,121529,2019-07-25 04:00:00
223,328.79,335.78,10847495,336,327.5,332.3283,122512,2019-07-26 04:00:00
224,335.98,332.7,5772817,336.4,328.77,331.655,63103,2019-07-29 04:00:00
225,329.2,325.93,6029320,329.65,323.23,325.8972,68797,2019-07-30 04:00:00
226,325.16,322.99,6259494,331.77,318.53,326.4525,70491,2019-07-31 04:00:00
227,324.25,319.5,6563156,328.58,318.735,322.7034,77966,2019-08-01 04:00:00
228,317.49,318.83,6280343,319.41,311.8,315.8371,76927,2019-08-02 04:00:00
229,310.96,307.63,8680485,313.4179,304.677,307.0621,102213,2019-08-05 04:00:00
230,310.58,310.1,6179090,311.88,305.3,308.4193,70012,2019-08-06 04:00:00
231,302.56,304.29,9322433,305,296.8126,301.2403,104032,2019-08-07 04:00:00
232,311.03,315.9,5905865,316.3648,306.63,312.5732,70863,2019-08-08 04:00:00
233,313.74,308.93,5349059,316.64,305.68,309.6971,63574,2019-08-09 04:00:00
234,305.46,310.83,6531722,312.89,303.24,310.1757,60438,2019-08-12 04:00:00
235,309.77,312.28,5338761,316.43,308.16,312.0587,56433,2019-08-13 04:00:00
236,308.01,299.11,7355753,308.41,298.005,301.0737,87270,2019-08-14 04:00:00
237,299.5,295.76,9683384,300.63,288,293.9129,108415,2019-08-15 04:00:00
238,298.86,302.8,7090757,303.55,296.27,301.3952,64419,2019-08-16 04:00:00
239,306.25,309.38,4951733,311.75,304.75,309.0948,61623,2019-08-19 04:00:00
240,304.57,298.99,7352162,305,297.6811,300.0429,77791,2019-08-20 04:00:00
241,301.61,297.81,5689746,302.88,296.2,299.2257,65695,2019-08-21 04:00:00
242,298.65,296.93,4977042,300.33,293.15,297.0656,53833,2019-08-22 04:00:00
243,295,291.44,6330724,299.01,290.32,293.6342,69884,2019-08-23 04:00:00
244,295.24,294.98,4696982,296.95,292.5,294.2747,47737,2019-08-26 04:00:00
245,294.54,291.03,6306559,296.77,287.1968,291.0232,67007,2019-08-27 04:00:00
246,289.47,291.77,3958043,292.82,287.75,290.789,45691,2019-08-28 04:00:00
247,295,296.78,4392532,299.93,294.99,297.8517,49295,2019-08-29 04:00:00
248,298.78,293.75,4447990,298.94,290.85,293.4448,51923,2019-08-30 04:00:00
249,290.82,289.29,3684177,293.9,288.06,290.3788,46044,2019-09-03 04:00:00
250,291.25,291.52,4653665,292.38,286.51,289.7492,56058,2019-09-04 04:00:00
251,285.32,293.25,8972356,293.97,282.785,289.2323,97269,2019-09-05 04:00:00
252,293.35,290.17,5166556,293.35,287.03,290.1036,58630,2019-09-06 04:00:00
253,294.81,294.34,8232744,301.55,290.6,295.7117,85115,2019-09-09 04:00:00
254,291.16,287.99,12320248,297.17,282.6629,288.2436,129598,2019-09-10 04:00:00
255,285.7,288.27,7405949,292.65,284.61,288.4976,84155,2019-09-11 04:00:00
256,288.1,288.86,5010927,292.73,286.6,289.8811,62470,2019-09-12 04:00:00
257,290.61,294.15,6583124,296.62,290.04,294.6132,98340,2019-09-13 04:00:00
258,294.23,294.29,5307386,297.43,289.78,293.314,88358,2019-09-16 04:00:00
259,294.5,298.6,4817119,299.15,291.79,296.5392,78282,2019-09-17 04:00:00
260,294.99,291.56,7840539,296.05,287.45,290.9344,97613,2019-09-18 04:00:00
261,291.56,286.6,8545761,293.81,283.4,286.9179,113915,2019-09-19 04:00:00
262,280.26,270.75,23941592,282.5,266,271.8485,273110,2019-09-20 04:00:00
263,268.345,265.92,13610294,273.39,261.89,266.1281,152131,2019-09-23 04:00:00
264,262.5,254.59,16385608,265,252.28,257.1975,186364,2019-09-24 04:00:00
265,255.71,264.75,11775348,266.6,253.7,260.455,124870,2019-09-25 04:00:00
266,266.42,263.31,7696858,268.05,260.2,263.4011,85538,2019-09-26 04:00:00
267,266.175,263.08,7367491,267.44,260.39,262.9168,91137,2019-09-27 04:00:00
268,264,267.62,6823100,268.88,262.78,266.6867,74759,2019-09-30 04:00:00
269,267.35,269.58,8786284,272.2,264.03,268.2752,108648,2019-10-01 04:00:00
270,263.61,268.03,7773299,269.35,262.19,266.8537,108917,2019-10-02 04:00:00
271,267.78,268.15,9068810,268.843,257.01,263.7576,98483,2019-10-03 04:00:00
272,268.2,272.79,9992774,275.4846,266.47,271.5727,108627,2019-10-04 04:00:00
273,271.99,274.46,6796811,276.68,271.28,274.3701,85000,2019-10-07 04:00:00
274,273.03,270.72,6302269,275.53,270.6427,273.2733,79683,2019-10-08 04:00:00
275,270.02,267.53,6843488,271,264.57,266.9917,89854,2019-10-09 04:00:00
276,265.97,280.48,10959601,280.53,265.0337,276.3788,125451,2019-10-10 04:00:00
277,284.8,282.93,8817301,287.87,282.3438,285.1375,112990,2019-10-11 04:00:00
278,283.93,285.53,5543120,286.93,282,284.9849,65150,2019-10-14 04:00:00
279,283.82,284.25,7710161,285.87,279.4,283.7999,95195,2019-10-15 04:00:00
280,283.12,286.28,18413335,288.17,280.7431,291.7855,222566,2019-10-16 04:00:00
281,304.49,293.35,38324093,308.75,288.3001,297.7404,393307,2019-10-17 04:00:00
282,289.36,275.3,23449638,290.9,273.36,279.1435,251507,2019-10-18 04:00:00
283,272.89,278.05,12633959,279.9399,269,275.6726,129149,2019-10-21 04:00:00
284,271.159,266.69,11865593,275.41,265.8,269.038,135012,2019-10-22 04:00:00
285,268.06,271.27,7154430,273.92,266.63,271.4074,86561,2019-10-23 04:00:00
286,271.81,271.5,4911033,274.02,268.8,271.437,60773,2019-10-24 04:00:00
287,270.68,276.82,4747829,277.77,270.18,275.4616,61590,2019-10-25 04:00:00
288,278.05,281.86,6248433,285.75,277.35,282.6959,74506,2019-10-28 04:00:00
289,281.87,281.21,4356181,284.41,277.545,280.9909,56562,2019-10-29 04:00:00
290,284.34,291.45,9345562,293.49,283,290.4914,109854,2019-10-30 04:00:00
291,291,287.41,5090021,291.45,284.78,287.3065,64654,2019-10-31 04:00:00
292,288.7,286.81,5594293,289.12,283.02,285.9607,67333,2019-11-01 04:00:00
293,288,292.86,5566213,295.39,287.16,292.2177,65268,2019-11-04 05:00:00
294,289.99,288.03,4062370,291.19,286.31,288.4114,50055,2019-11-05 05:00:00
295,288.19,288.59,3438257,290.56,285.84,288.521,42467,2019-11-06 05:00:00
296,290.7,289.57,5928471,298.19,288.2679,292.5552,70915,2019-11-07 05:00:00
297,288.73,291.57,4509588,293.99,287.505,291.5697,51168,2019-11-08 05:00:00
298,289.16,294.18,3945885,296.36,288.5,293.7307,47601,2019-11-11 05:00:00
299,295.32,292.01,5774833,295.345,288.7,291.8118,63930,2019-11-12 05:00:00
300,291.03,283.11,9233066,293.41,281.14,286.2198,103070,2019-11-13 05:00:00
301,283.25,289.62,6539771,290.63,283.22,287.9375,78591,2019-11-14 05:00:00
302,290.59,295.03,6337779,295.8186,287.568,293.6348,73414,2019-11-15 05:00:00
303,296,302.57,8621566,304.99,293.28,301.811,107315,2019-11-18 05:00:00
304,304.01,302.6,5819710,305.6699,298.5201,302.3365,66587,2019-11-19 05:00:00
305,301.01,305.16,5115546,308.25,301,305.2932,66645,2019-11-20 05:00:00
306,306,311.69,7482123,312.69,304.2622,309.6195,92079,2019-11-21 05:00:00
307,309.1,310.48,5970056,311.4,304.41,308.731,73024,2019-11-22 05:00:00
308,308.83,315.55,7878943,315.73,305.25,312.0086,89329,2019-11-25 05:00:00
309,315,312.49,5328348,316.5,311.69,313.4817,53185,2019-11-26 05:00:00
310,313.93,315.93,4100975,316.82,312.75,314.8738,48320,2019-11-27 05:00:00
311,315.78,314.66,2411749,316.62,313.34,314.779,30240,2019-11-29 05:00:00
312,314.39,309.99,6216710,314.39,303.75,308.1844,73106,2019-12-02 05:00:00
313,302.22,306.16,5227447,307.36,301.88,305.2986,61510,2019-12-03 05:00:00
314,308.43,304.32,3513551,308.43,303.2727,304.8589,47120,2019-12-04 05:00:00
315,305.27,302.86,4618867,306.48,298.81,301.8562,62482,2019-12-05 05:00:00
316,304.7,307.35,4459684,307.8495,302.6,305.7749,56023,2019-12-06 05:00:00
317,307.35,302.5,5766006,311.49,302.44,305.9454,66667,2019-12-09 05:00:00
318,296.12,293.12,10481239,298.94,292.02,295.4952,121964,2019-12-10 05:00:00
319,294.49,298.93,5604405,299.43,294.2,297.5327,68829,2019-12-11 05:00:00
320,295.67,298.44,4771404,299.165,295.06,297.1993,61152,2019-12-12 05:00:00
321,298.5,298.5,3883069,301.8,297.25,299.136,56244,2019-12-13 05:00:00
322,300.85,304.21,4660166,305.71,298.63,303.5668,63029,2019-12-16 05:00:00
323,307.36,315.48,10437127,316.8,306.6,314.3951,121011,2019-12-17 05:00:00
324,316.26,320.8,11205857,325.36,315.6,321.7683,133794,2019-12-18 05:00:00
325,324.5,332.22,9833355,332.83,324.18,330.4521,125201,2019-12-19 05:00:00
326,335,336.9,9914690,338,330.6,335.3727,100259,2019-12-20 05:00:00
327,337.76,333.1,5767937,337.95,331.0201,333.5382,73546,2019-12-23 05:00:00
328,334.01,333.2,2019322,335.7,331.6,333.4048,25805,2019-12-24 05:00:00
329,334.6,332.63,3587154,336.4623,332.01,333.5741,45359,2019-12-26 05:00:00
330,332.96,329.09,5037156,333.82,326.01,329.0305,61737,2019-12-27 05:00:00
331,329.08,323.31,4315267,329.185,322.86,325.5844,56181,2019-12-30 05:00:00
332,322,323.57,3714837,324.916,321.09,323.2673,45190,2019-12-31 05:00:00
333,326.1,329.81,4348493,329.98,324.78,327.995,59205,2020-01-02 05:00:00
334,326.78,325.9,3784966,329.8599,325.53,327.4322,52199,2020-01-03 05:00:00
335,323.12,335.83,5668577,336.36,321.2,331.8264,74751,2020-01-06 05:00:00
336,336.47,330.75,4742458,336.7,330.3,331.956,64781,2020-01-07 05:00:00
337,331.49,339.26,7059117,342.7,331.05,337.8414,87231,2020-01-08 05:00:00
338,342,335.66,4717430,343.4196,334.6101,337.892,61538,2020-01-09 05:00:00
339,337.13,329.05,4720540,338.5,327.27,331.1981,64502,2020-01-10 05:00:00
340,331.8,338.92,6296174,340.85,331.51,337.8378,77073,2020-01-13 05:00:00
341,344.4,338.69,7201544,345.38,335.52,339.0834,83697,2020-01-14 05:00:00
342,338.68,339.07,5158035,343.17,336.6,340.2185,55939,2020-01-15 05:00:00
343,343.5,338.62,5008572,343.555,335.85,338.4364,57413,2020-01-16 05:00:00
344,341,339.67,6066547,341.57,337.38,339.4428,60712,2020-01-17 05:00:00
345,340,338.11,14339122,341,332.59,337.3602,174590,2020-01-21 05:00:00
346,332.55,326,21729959,336.3,323.6,329.154,246481,2020-01-22 05:00:00
347,326.04,349.6,18197793,349.88,325.01,340.4609,209927,2020-01-23 05:00:00
348,348.46,353.16,17939681,359.85,345.88,352.8722,196926,2020-01-24 05:00:00
349,345.95,342.88,7709482,351.9,341.02,343.8744,90996,2020-01-27 05:00:00
350,345.88,348.52,6821581,352.4,342.78,349.003,74612,2020-01-28 05:00:00
351,349,343.16,7649183,349.4,338.55,343.3065,93026,2020-01-29 05:00:00
352,341.1,347.74,5328136,348.2,339.25,344.8465,66766,2020-01-30 05:00:00
353,347.39,345.09,5230001,347.39,340.98,344.3281,68005,2020-01-31 05:00:00
354,347.24,358,6674885,359.63,346.28,356.5737,83797,2020-02-03 05:00:00
355,361,369.01,7161451,369.57,356.0964,365.5663,91637,2020-02-04 05:00:00
356,375.125,369.67,6437026,375.25,362.3,368.5468,82201,2020-02-05 05:00:00
357,369.6,366.95,3920428,371.5499,362.505,367.1922,57303,2020-02-06 05:00:00
358,365.04,366.77,4385227,371.8,363.57,367.9582,55294,2020-02-07 05:00:00
359,365,371.07,5294138,374.8,362.52,370.7586,63071,2020-02-10 05:00:00
360,373.75,373.69,4772870,378.11,369.72,375.0092,60003,2020-02-11 05:00:00
361,377.18,380.01,4624772,380.62,375.88,378.7521,62002,2020-02-12 05:00:00
