SAM,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
473,676.26,659.23,343386,697,653.06,674.0577,8541,2020-07-23 04:00:00
474,711.2,828.34,640499,834.1086,703.99,790.4502,16766,2020-07-24 04:00:00
475,830.85,814.19,380614,838.66,787.57,805.8299,12151,2020-07-27 04:00:00
476,807.2,817.83,235179,845.6999,801.0932,831.4198,8311,2020-07-28 04:00:00
477,825,816.49,145051,834.06,812.28,822.2886,4773,2020-07-29 04:00:00
478,812,796.56,247630,820.3399,790.37,805.2361,8058,2020-07-30 04:00:00
479,800.12,810.44,114782,812.55,785.23,799.5042,3972,2020-07-31 04:00:00
480,815.07,817.82,170662,823.4,801.41,812.3402,5128,2020-08-03 04:00:00
481,813.97,827.56,126617,833.985,809.89,826.2643,3889,2020-08-04 04:00:00
482,832.16,842.66,301087,871.64,832.16,851.5322,6306,2020-08-05 04:00:00
483,845.66,844.76,121337,851.59,835.16,844.9933,3542,2020-08-06 04:00:00
484,844.47,825.79,116182,848.01,819.861,832.8524,3732,2020-08-07 04:00:00
485,822.21,794.41,166000,833.7,789.99,802.0243,5873,2020-08-10 04:00:00
486,795.12,797.36,213105,804.38,766.3,793.0025,4227,2020-08-11 04:00:00
487,804.02,818.67,74608,819.99,799.66,813.9817,3106,2020-08-12 04:00:00
488,820.48,843.72,115812,847.05,814.34,836.5829,3789,2020-08-13 04:00:00
489,849,817.09,98850,851.195,804.32,821.523,4200,2020-08-14 04:00:00
490,841.15,835.02,127780,845.73,828.92,836.3256,3526,2020-08-17 04:00:00
491,835.76,843.31,122615,847.68,829.66,840.1603,4395,2020-08-18 04:00:00
492,840.7,845.33,77919,860.765,838.21,847.9306,3174,2020-08-19 04:00:00
493,840.28,852.6,70070,860.715,840.28,852.3479,2871,2020-08-20 04:00:00
494,857,883.25,132513,883.25,857,875.2056,5132,2020-08-21 04:00:00
495,889.29,891.87,144327,897.5,871.35,887.439,6114,2020-08-24 04:00:00
496,894.44,875.68,68274,894.44,869.88,877.6892,4194,2020-08-25 04:00:00
497,875,881.8,121500,886.37,871.3122,880.2878,4471,2020-08-26 04:00:00
498,890,889.23,85998,896.0699,880.37,888.3838,3585,2020-08-27 04:00:00
499,889.33,878.43,62005,890.31,873.62,878.2297,3648,2020-08-28 04:00:00
500,881.39,881.98,91291,889.37,869,879.3123,4123,2020-08-31 04:00:00
501,884.15,880.49,99417,888.2,874.89,881.6762,4513,2020-09-01 04:00:00
502,887.49,855.11,140338,888,851.86,864.462,5988,2020-09-02 04:00:00
503,855.11,813.27,162298,855.11,800,814.6499,7895,2020-09-03 04:00:00
504,813.27,810.39,156562,815.12,756.86,792.8081,6596,2020-09-04 04:00:00
505,799.23,791.09,146067,803.67,779.76,789.5579,4981,2020-09-08 04:00:00
506,802.43,801.12,93580,806.4,794.74,801.2113,4577,2020-09-09 04:00:00
507,810,831.18,252200,849.5,801,832.5612,7767,2020-09-10 04:00:00
508,834.74,851.51,208219,852.91,820.715,843.391,5701,2020-09-11 04:00:00
509,851.29,865.75,135140,877.8,850,867.4861,6286,2020-09-14 04:00:00
510,870.08,874.38,103363,877.91,851.48,866.9947,4317,2020-09-15 04:00:00
511,874.96,857.81,62977,884.9114,856.34,868.4757,3216,2020-09-16 04:00:00
512,849.93,879.46,96195,884.665,846.8746,870.9183,3905,2020-09-17 04:00:00
513,884.72,877.36,302174,888.515,838.05,872.9267,5586,2020-09-18 04:00:00
514,875,879.27,102387,885,856.06,872.3855,4232,2020-09-21 04:00:00
515,886,912.86,159818,913.95,875.68,900.5273,6119,2020-09-22 04:00:00
516,918.51,895.63,161630,935.52,891.7321,909.4667,5709,2020-09-23 04:00:00
517,891.7,868.68,127690,891.7,859.64,868.9207,4442,2020-09-24 04:00:00
518,868.11,875.77,74434,886.2272,856.3,874.4483,4067,2020-09-25 04:00:00
519,880.39,899.91,142340,910.255,880.39,899.286,4439,2020-09-28 04:00:00
520,895.71,880.42,85830,903.4299,876.405,886.5552,3254,2020-09-29 04:00:00
521,885.34,883.36,111218,887.92,877.535,882.7626,3384,2020-09-30 04:00:00
522,883,873.42,94671,884.91,868.23,873.6,3929,2020-10-01 04:00:00
523,865.85,880.1,94713,882.305,865.85,876.1313,3659,2020-10-02 04:00:00
524,880.74,882.67,95206,902.61,875.28,884.1657,4220,2020-10-05 04:00:00
525,884.92,895.6,85920,905.29,884,891.6716,3148,2020-10-06 04:00:00
526,895.2,914,109457,926.0321,895.2,915.6962,4490,2020-10-07 04:00:00
527,922.6,920.01,72776,923.3244,909.63,918.3686,3274,2020-10-08 04:00:00
528,926.01,918.19,67728,929.655,913.45,920.8299,2812,2020-10-09 04:00:00
529,918,947.19,77174,950,918,940.6159,3917,2020-10-12 04:00:00
530,950,973.31,93305,974.55,949.38,965.7115,4302,2020-10-13 04:00:00
531,974.32,964.81,100580,986.7753,954.96,972.2327,4833,2020-10-14 04:00:00
532,961.15,947.21,58444,961.15,938.3501,947.1027,2861,2020-10-15 04:00:00
533,955,946.84,69654,955.72,926.73,941.3854,3431,2020-10-16 04:00:00
534,948.75,931.26,71074,952.5,924.02,936.5818,3773,2020-10-19 04:00:00
535,931,914,72914,937.42,913.875,922.8125,4078,2020-10-20 04:00:00
536,920.09,911.07,114622,934.0894,908,917.7674,4381,2020-10-21 04:00:00
537,915.97,918.08,141513,931.85,900,923.3391,6113,2020-10-22 04:00:00
538,1009,1091.1,457082,1092.8,1000.01,1059.3781,14358,2020-10-23 04:00:00
539,1080.79,1047.57,292462,1084.01,1025,1050.6167,9135,2020-10-26 04:00:00
540,1050,1076.57,118353,1080.78,1034.14,1065.5503,5035,2020-10-27 04:00:00
541,1054.07,1060.36,127938,1066.055,1029.53,1047.6917,5377,2020-10-28 04:00:00
542,1067.65,1057.15,124585,1071.07,1050,1059.6435,4163,2020-10-29 04:00:00
543,1047.73,1039.18,80837,1049.34,1025,1038.11,3770,2020-10-30 04:00:00
544,1043.79,1038.74,103444,1063.85,1035,1043.4351,4100,2020-11-02 05:00:00
545,1037.66,1003.8,134927,1046.02,982.67,1007.4051,5131,2020-11-03 05:00:00
546,1025.52,1024.68,138268,1047.505,1010.4928,1027.9289,3762,2020-11-04 05:00:00
547,1048.74,1025.24,117111,1048.74,1013.66,1029.8717,3971,2020-11-05 05:00:00
548,1033.29,1062,115796,1070.74,1023.675,1062.1081,5299,2020-11-06 05:00:00
549,1070.25,949.6,204536,1073.25,946.46,983.1463,10217,2020-11-09 05:00:00
550,929.67,917.64,303555,941,872.33,907.0166,10473,2020-11-10 05:00:00
551,925,958.4,184047,961.13,918.08,939.6108,6851,2020-11-11 05:00:00
552,957.95,955.01,108992,982.255,939.53,960.4032,4658,2020-11-12 05:00:00
553,964.99,937.53,78781,964.99,924.36,935.0371,3583,2020-11-13 05:00:00
554,937.53,946.22,170079,949.39,896.93,922.8667,6439,2020-11-16 05:00:00
555,943.28,963.45,132413,974.695,931.06,956.6216,4579,2020-11-17 05:00:00
556,961.1,918.84,96658,964.45,911.81,932.9585,4096,2020-11-18 05:00:00
557,919.1,930.37,84851,938.59,916.44,927.6621,3501,2020-11-19 05:00:00
558,936.98,938.3,73354,957.0393,930.93,941.5678,3771,2020-11-20 05:00:00
559,950,930.45,213275,950,927.17,932.9637,4225,2020-11-23 05:00:00
560,930,894.27,222443,931.63,886.92,898.0179,8088,2020-11-24 05:00:00
561,902.5,903.38,74264,921.63,894.82,905.4856,4059,2020-11-25 05:00:00
562,905.61,901.64,76226,909.16,895.94,901.6995,2405,2020-11-27 05:00:00
563,906.95,930.84,148707,931.53,873,910.3802,6257,2020-11-30 05:00:00
564,940.27,966.53,155754,967.9,930,947.6258,6090,2020-12-01 05:00:00
565,963.12,920.88,138686,963.12,909.105,926.0689,5735,2020-12-02 05:00:00
566,925.9,932.48,88554,946.97,920.961,933.3142,4402,2020-12-03 05:00:00
567,933.06,934.98,84372,938.03,920,931.349,2868,2020-12-04 05:00:00
568,934.87,937.37,89047,947.98,927.025,936.9476,3192,2020-12-07 05:00:00
569,927.36,940.01,95718,947.145,924.51,937.4271,4025,2020-12-08 05:00:00
570,945.04,936.23,111946,949.86,922.42,938.1834,4394,2020-12-09 05:00:00
571,936.24,949,99181,950,929.61,938.7622,2987,2020-12-10 05:00:00
572,949,940.17,89403,950.24,936.1,940.9446,3336,2020-12-11 05:00:00
573,944.07,927.44,89184,949.94,923.57,933.1007,3774,2020-12-14 05:00:00
574,927,930.4,101139,944.19,925,933.2984,3532,2020-12-15 05:00:00
575,936,954.5,99161,954.66,926.06,941.5544,3382,2020-12-16 05:00:00
576,954.58,958.37,156551,978.65,951.63,959.1763,4833,2020-12-17 05:00:00
577,966.69,964.53,231782,968.02,955.1506,961.3263,4636,2020-12-18 05:00:00
578,958.43,964.78,109931,965.6594,948.33,958.5759,4627,2020-12-21 05:00:00
579,964.74,1023.06,161329,1030.9495,963.53,1003.1725,5746,2020-12-22 05:00:00
580,1028,1024.04,161813,1064.74,1005.6,1026.2538,5109,2020-12-23 05:00:00
581,1020,1014.93,39112,1027.53,1006.74,1012.7536,1774,2020-12-24 05:00:00
582,1019.19,992.23,80737,1019.19,985,992.8012,4427,2020-12-28 05:00:00
583,1001.95,978.7,61698,1001.95,973.715,980.0866,3023,2020-12-29 05:00:00
584,989.93,997.41,60205,1003.6925,982.5,996.0541,3324,2020-12-30 05:00:00
585,997.09,994.29,79150,1000.96,982.345,991.9829,3221,2020-12-31 05:00:00
586,991.14,952.28,137827,994.55,937.44,953.8848,7052,2021-01-04 05:00:00
587,954.98,969.22,116244,978.9999,930,953.9566,5167,2021-01-05 05:00:00
588,968.91,972.73,82926,998.73,968.91,980.2021,3624,2021-01-06 05:00:00
589,974.06,1004.86,53796,1005.93,974.06,995.6783,3149,2021-01-07 05:00:00
590,1007.21,1000.49,64727,1021.57,984.12,1000.9796,5049,2021-01-08 05:00:00
591,985,933.79,154353,994.37,930.025,947.1277,7492,2021-01-11 05:00:00
592,941.87,918.65,184276,941.87,905,915.7767,8668,2021-01-12 05:00:00
593,900,923.43,148753,928.75,885.35,911.3045,6847,2021-01-13 05:00:00
594,923.3,910.71,75815,925.325,907.78,914.5228,3853,2021-01-14 05:00:00
595,910,907.22,73065,911.34,899.39,905.6227,3735,2021-01-15 05:00:00
596,907,917.79,89626,921.78,903.82,916.3878,3485,2021-01-19 05:00:00
597,925.58,922.53,74048,930.93,911.73,920.9232,3690,2021-01-20 05:00:00
598,917.99,920.01,87686,926.5,914,919.3183,3214,2021-01-21 05:00:00
599,915.24,930.19,88067,930.96,913.56,922.4589,3888,2021-01-22 05:00:00
600,935.31,947.3,93457,970.355,935.1,947.4716,4903,2021-01-25 05:00:00
601,953.22,974,119784,976.39,940.5747,962.0011,4552,2021-01-26 05:00:00
602,971.92,912.81,204346,996.39,901.73,928.1485,8021,2021-01-27 05:00:00
603,912.84,925.33,76716,929.03,905.915,921.7725,3408,2021-01-28 05:00:00
604,930,916.89,76565,933.89,902,918.6897,3667,2021-01-29 05:00:00
605,933.7,974.65,116248,980,928.605,963.8786,5725,2021-02-01 05:00:00
606,984.32,1073.39,198859,1079.97,979.825,1055.2258,8277,2021-02-02 05:00:00
607,1070,1067,140172,1087.63,1025.41,1059.2413,6957,2021-02-03 05:00:00
608,1068.04,1081.84,71580,1084.28,1063.55,1079.2829,3883,2021-02-04 05:00:00
609,1085.47,1123.33,97756,1126.38,1085.47,1111.6325,4818,2021-02-05 05:00:00
610,1140.22,1151.38,139097,1180,1140.22,1155.2381,4966,2021-02-08 05:00:00
611,1157.27,1146.98,58506,1171.46,1136.7313,1155.886,3242,2021-02-09 05:00:00
612,1145.33,1128.32,79594,1161.47,1111,1134.5059,4252,2021-02-10 05:00:00
613,1132.9,1124.96,48795,1137.1,1116.5922,1125.1995,2353,2021-02-11 05:00:00
614,1134.58,1167.13,66660,1174.04,1116.97,1153.3415,3178,2021-02-12 05:00:00
615,1176,1166.71,124723,1182.51,1158.68,1171.5178,5415,2021-02-16 05:00:00
616,1169.47,1213.62,255225,1236.57,1135.24,1194.1105,8464,2021-02-17 05:00:00
617,1098.84,1116.87,234606,1148.04,1088.5,1121.291,11298,2021-02-18 05:00:00
618,1122.13,1113.13,105396,1150.56,1110.4,1125.5422,5783,2021-02-19 05:00:00
619,1090,1029.9,164785,1098.96,1023.27,1055.2877,7744,2021-02-22 05:00:00
620,1011.09,1042.82,190403,1050,971.16,1025.6635,7540,2021-02-23 05:00:00
621,1044.34,1081.36,106261,1083.23,1015.87,1059.4158,4662,2021-02-24 05:00:00
622,1078.8,1035.19,113795,1094.98,1023.24,1055.1358,4792,2021-02-25 05:00:00
623,1040.18,1028.71,90928,1051.66,1006.74,1028.6351,4866,2021-02-26 05:00:00
624,1049.19,1094.48,113453,1108.52,1045.885,1082.37,5180,2021-03-01 05:00:00
625,1092.21,1066.98,84820,1103.49,1063.47,1077.7491,4539,2021-03-02 05:00:00
626,1060,1022.67,119640,1070.97,1020.14,1038.8556,4187,2021-03-03 05:00:00
627,1016.39,1030.81,150350,1041.715,980.47,1018.9252,6763,2021-03-04 05:00:00
628,1041,1088.32,137140,1089.08,1031.99,1059.3348,7116,2021-03-05 05:00:00
629,1078.76,1074.97,103052,1103.47,1073.47,1084.3553,5140,2021-03-08 05:00:00
630,1108,1106.83,85164,1135.525,1098.25,1117.6099,4012,2021-03-09 05:00:00
631,1111.18,1100.95,74482,1161.82,1097.165,1123.8126,4271,2021-03-10 05:00:00
632,1116.37,1117.76,61622,1126.485,1087.61,1111.2033,2997,2021-03-11 05:00:00
633,1128,1086.01,62718,1128,1077.52,1091.484,4447,2021-03-12 05:00:00
634,1099.99,1108.89,57007,1111.45,1076.03,1099.428,3034,2021-03-15 04:00:00
635,1111.95,1103.35,68775,1114.56,1090.28,1105.2666,3958,2021-03-16 04:00:00
636,1111.04,1101.34,73793,1124.54,1091.73,1109.0284,3752,2021-03-17 04:00:00
637,1105.33,1060,87658,1105.33,1059.37,1074.3339,4642,2021-03-18 04:00:00
638,1068.48,1105.74,163043,1121.14,1056.23,1098.1116,4675,2021-03-19 04:00:00
639,1095.46,1070.67,109616,1116.73,1060.5,1080.7907,5046,2021-03-22 04:00:00
640,1067.48,1063.27,80844,1074.4,1050.165,1061.8226,4813,2021-03-23 04:00:00
641,1061.66,1050.97,55349,1069.705,1040.71,1052.8318,3211,2021-03-24 04:00:00
642,1036,1077.36,116170,1082,1023.79,1063.1036,6880,2021-03-25 04:00:00
643,1096.2,1159.99,132900,1164.87,1089.335,1141.7333,8096,2021-03-26 04:00:00
644,1163.14,1166.02,194748,1229.125,1154.6801,1177.4179,9792,2021-03-29 04:00:00
645,1166,1195.67,125711,1206.56,1142.4,1180.558,6614,2021-03-30 04:00:00
646,1206.53,1206.28,172872,1256.04,1201.9,1222.483,7700,2021-03-31 04:00:00
647,1226.41,1184.68,97581,1233.6999,1179.95,1197.8724,7589,2021-04-01 04:00:00
648,1190.61,1211.08,94675,1218.865,1165.1805,1200.5076,7522,2021-04-05 04:00:00
649,1220.32,1225.3,91517,1241.43,1202.75,1222.8759,6693,2021-04-06 04:00:00
650,1221.01,1235.34,81010,1244.58,1218.03,1231.8222,4926,2021-04-07 04:00:00
651,1246.78,1270.11,137748,1280.11,1234.58,1269.254,6165,2021-04-08 04:00:00
