XRPUSD,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
431,0.49334,0.47153,13327850.3571229,0.49506,0.46763,0.4837,16246,2022-11-06
432,0.47151,0.46534,24400707.2191819,0.48032,0.45821,0.4705,19614,2022-11-07
433,0.46523,0.40637,84138520.686856,0.46749,0.33455,0.416,52389,2022-11-08
434,0.40637,0.33264,65777794.5306441,0.4109,0.31451,0.3583,48679,2022-11-09
435,0.33296,0.39435,52712523.7889274,0.40249,0.33019,0.3726,49378,2022-11-10
436,0.39432,0.38466,39067205.0584476,0.39874,0.36556,0.3823,35608,2022-11-11
437,0.38451,0.36384,19269876.5618537,0.38451,0.35902,0.3693,22705,2022-11-12
438,0.36276,0.3411,29438146.7835352,0.36984,0.33276,0.3487,25916,2022-11-13
439,0.34085,0.37785,66677790.0617973,0.37988,0.321,0.3524,44727,2022-11-14
440,0.37785,0.38846,37679605.1055132,0.3975,0.36658,0.3819,31866,2022-11-15
441,0.38833,0.37522,23430414.42497,0.39131,0.36139,0.3753,20930,2022-11-16
442,0.3751,0.38155,24786498.0688047,0.38728,0.36883,0.3771,22628,2022-11-17
443,0.38166,0.38251,15273814.9140613,0.38725,0.37404,0.3808,12598,2022-11-18
444,0.38237,0.38434,14791462.0975924,0.38828,0.37513,0.3808,11810,2022-11-19
445,0.38411,0.36103,46398719.5357888,0.39637,0.35852,0.3777,27058,2022-11-20
446,0.36028,0.36386,33113379.6957623,0.3683,0.3457,0.355,29279,2022-11-21
447,0.364,0.37517,25205937.8160252,0.3783,0.35094,0.3644,20095,2022-11-22
448,0.37542,0.38159,19831050.3857235,0.38226,0.36775,0.3765,17421,2022-11-23
449,0.38168,0.40207,35630275.6824301,0.405,0.374,0.3911,24081,2022-11-24
450,0.40199,0.4078,34622940.5843493,0.41923,0.38894,0.4055,27307,2022-11-25
451,0.40777,0.39619,18373889.5366883,0.41414,0.39277,0.4041,16256,2022-11-26
452,0.39616,0.3965,20357295.2271259,0.423,0.3944,0.403,15485,2022-11-27
453,0.39639,0.38886,28615221.1612899,0.39929,0.37306,0.3825,22328,2022-11-28
454,0.38884,0.39841,20474861.5305163,0.40385,0.383,0.3919,17115,2022-11-29
455,0.3984,0.40786,17796335.9899623,0.412,0.39288,0.4025,16538,2022-11-30
456,0.4082,0.39712,11523657.6179639,0.40945,0.39446,0.3994,11072,2022-12-01
457,0.39695,0.39579,16464075.1373193,0.39764,0.38367,0.3896,13880,2022-12-02
458,0.39585,0.38746,17648929.1513167,0.39718,0.38566,0.3925,12820,2022-12-03
459,0.38712,0.38992,13072579.4684446,0.39353,0.38623,0.3902,9262,2022-12-04
460,0.38989,0.38969,14255334.24817,0.39554,0.38,0.3895,11704,2022-12-05
461,0.38923,0.3914,17908809.6611513,0.39257,0.38081,0.3865,12280,2022-12-06
462,0.39126,0.38317,19838371.0170589,0.39256,0.37354,0.3818,12679,2022-12-07
463,0.3833,0.39444,18968492.578006,0.3967,0.3828,0.3889,12025,2022-12-08
464,0.39461,0.38897,16808453.5374047,0.39558,0.38476,0.3905,9830,2022-12-09
465,0.38908,0.38675,7655712.50790516,0.38949,0.38557,0.3875,4482,2022-12-10
466,0.38649,0.38119,15044444.7985784,0.38883,0.37827,0.385,7214,2022-12-11
467,0.38089,0.38756,21204317.1717291,0.39,0.37082,0.378,12098,2022-12-12
468,0.38739,0.39561,26260958.9381132,0.39739,0.37834,0.3887,14486,2022-12-13
469,0.39499,0.38532,19683712.1063745,0.39558,0.37538,0.3885,11710,2022-12-14
470,0.3853,0.37857,17768230.0142335,0.38691,0.37391,0.3801,12096,2022-12-15
471,0.3783,0.35139,34549778.5280581,0.3805,0.3444,0.3641,23398,2022-12-16
472,0.35138,0.35488,19200683.8723823,0.35749,0.34699,0.353,15840,2022-12-17
473,0.35449,0.35032,16239995.7808607,0.35598,0.34756,0.3516,11955,2022-12-18
474,0.35039,0.33915,39786830.3090154,0.35348,0.33206,0.3405,25846,2022-12-19
475,0.33922,0.34861,25185883.457992,0.35353,0.33606,0.344,19258,2022-12-20
476,0.34843,0.34533,18737892.6189751,0.35071,0.33731,0.3434,14616,2022-12-21
477,0.34472,0.34988,15875080.0251533,0.35067,0.34137,0.3451,11533,2022-12-22
478,0.34988,0.35505,9910065.50831271,0.35568,0.34708,0.3511,10131,2022-12-23
479,0.35443,0.35241,5323671.74751898,0.35503,0.35109,0.3526,5720,2022-12-24
480,0.35237,0.34619,6188097.55847549,0.35246,0.34423,0.3483,6969,2022-12-25
481,0.34618,0.36658,21784110.8908693,0.37041,0.34565,0.3591,15953,2022-12-26
482,0.3664,0.36798,22223945.6906867,0.3735,0.35858,0.3675,19252,2022-12-27
483,0.36802,0.35626,14255707.510643,0.36903,0.35478,0.3593,16001,2022-12-28
484,0.3559,0.34258,17713225.1573998,0.3582,0.33654,0.3458,16594,2022-12-29
485,0.34209,0.34546,16093326.136171,0.34624,0.33365,0.3394,14682,2022-12-30
486,0.34481,0.33949,9269927.36177447,0.34558,0.33855,0.3425,8334,2022-12-31
487,0.3396,0.33926,5946265.55778918,0.34041,0.33522,0.3381,7223,2023-01-01
488,0.33923,0.3488,60371982.5459303,0.3559,0.29828,0.3367,38859,2023-01-02
489,0.34822,0.34406,29305490.9297991,0.35256,0.34048,0.3449,21530,2023-01-03
490,0.34359,0.34759,33039174.8188462,0.35276,0.34231,0.348,20746,2023-01-04
491,0.34711,0.33826,18228262.6575747,0.34899,0.33385,0.3421,13155,2023-01-05
492,0.33825,0.34477,21403947.8100703,0.34619,0.3312,0.3375,14612,2023-01-06
493,0.34426,0.34462,8506584.23488367,0.34598,0.34151,0.344,6930,2023-01-07
494,0.34435,0.34544,16241783.0754427,0.34731,0.33656,0.3416,11724,2023-01-08
495,0.34502,0.34905,38072149.8984284,0.3579,0.34142,0.351,25685,2023-01-09
496,0.34909,0.35098,14741806.1250875,0.35429,0.34289,0.349,12611,2023-01-10
497,0.3509,0.37298,41785834.3899753,0.37834,0.34787,0.3668,28211,2023-01-11
498,0.37328,0.37487,26135811.986756,0.38121,0.36,0.3724,23116,2023-01-12
499,0.37487,0.38576,15110991.4200211,0.3868,0.3678,0.3775,18423,2023-01-13
500,0.38576,0.39536,64818527.9839871,0.40903,0.37633,0.3938,35340,2023-01-14
501,0.3954,0.38473,18632243.8454964,0.39727,0.37997,0.3868,16271,2023-01-15
502,0.38469,0.38602,28244638.8403464,0.40656,0.377,0.3896,23175,2023-01-16
503,0.38587,0.387,15889470.6436208,0.3989,0.3788,0.3879,16157,2023-01-17
504,0.38704,0.37858,26899462.9844174,0.39612,0.36545,0.3816,19426,2023-01-18
505,0.37797,0.39306,12729073.6164838,0.39649,0.37638,0.3881,7402,2023-01-19
506,0.39293,0.4129,12169848.3361615,0.41423,0.38586,0.4008,7724,2023-01-20
507,0.4127,0.40309,12967046.2770625,0.4164,0.397,0.4088,9641,2023-01-21
508,0.4032,0.40051,7454632.47506931,0.41229,0.39628,0.4036,7802,2023-01-22
509,0.40056,0.42355,23085747.7056832,0.43315,0.39973,0.4215,21496,2023-01-23
510,0.4235,0.40772,13831224.7504875,0.43142,0.4022,0.4199,14151,2023-01-24
511,0.40752,0.41708,12186281.3958142,0.4246,0.3967,0.4082,12865,2023-01-25
512,0.41711,0.40947,9880211.63831034,0.41782,0.40528,0.4116,10487,2023-01-26
513,0.40934,0.41276,8524941.24219909,0.41358,0.3985,0.4073,9668,2023-01-27
514,0.4128,0.40788,4863144.78960249,0.41691,0.40533,0.4103,7273,2023-01-28
515,0.40766,0.41335,6711963.10852198,0.41756,0.40677,0.4124,7780,2023-01-29
516,0.41339,0.39336,16752613.475475,0.42206,0.38584,0.4009,15025,2023-01-30
517,0.39329,0.40585,14161918.1836795,0.4115,0.3881,0.3999,12929,2023-01-31
518,0.40571,0.41347,9751803.9840255,0.41563,0.39666,0.405,11682,2023-02-01
519,0.41346,0.4099,7988101.08020922,0.41938,0.40799,0.4135,10832,2023-02-02
520,0.4098,0.41165,6343077.55789809,0.41354,0.40522,0.4097,8249,2023-02-03
521,0.41169,0.41092,5626460.21333106,0.42044,0.40746,0.4128,7117,2023-02-04
522,0.4106,0.39857,11793353.55249,0.41199,0.39443,0.4012,10751,2023-02-05
523,0.39857,0.39206,6959726.35444237,0.40357,0.39081,0.3981,9085,2023-02-06
524,0.39204,0.4038,6984864.38168993,0.40482,0.39,0.3969,8327,2023-02-07
525,0.40366,0.39777,5103981.65927992,0.40601,0.3938,0.3997,6512,2023-02-08
526,0.39773,0.38165,19565733.4295843,0.40886,0.3721,0.3915,15901,2023-02-09
527,0.38179,0.3821,8254463.49566354,0.38762,0.37692,0.383,8213,2023-02-10
528,0.38198,0.38372,2541722.45861165,0.38426,0.37971,0.3822,3686,2023-02-11
529,0.38353,0.37492,4265827.9321756,0.38511,0.3721,0.3801,5126,2023-02-12
530,0.37489,0.37031,12739875.7981892,0.37848,0.36123,0.3685,11300,2023-02-13
531,0.37053,0.38205,7897005.81826336,0.38374,0.36453,0.3717,8722,2023-02-14
532,0.38211,0.40135,12160854.0879212,0.40236,0.37675,0.3879,8573,2023-02-15
533,0.40115,0.38434,10086444.8228523,0.40459,0.38424,0.3977,10281,2023-02-16
534,0.38433,0.39491,6041671.27252884,0.39994,0.38121,0.3908,8975,2023-02-17
535,0.39511,0.39436,4531912.52821782,0.39752,0.39137,0.3945,5208,2023-02-18
536,0.39427,0.38635,5066573.21805869,0.39821,0.38486,0.3911,7300,2023-02-19
537,0.38608,0.39827,10554171.5150422,0.409,0.37731,0.3971,12337,2023-02-20
538,0.39842,0.39199,8462189.05016987,0.40246,0.38726,0.3931,9754,2023-02-21
539,0.39199,0.39524,9294024.34242851,0.39755,0.38301,0.3902,9507,2023-02-22
540,0.39527,0.38874,9553783.2096697,0.39802,0.38557,0.3921,7598,2023-02-23
541,0.38833,0.37835,10070117.4066952,0.39073,0.37254,0.3813,10050,2023-02-24
542,0.3782,0.37786,4950275.28686395,0.37944,0.36904,0.3758,7341,2023-02-25
543,0.37785,0.37797,4084905.46654659,0.38082,0.37475,0.3778,4866,2023-02-26
544,0.37787,0.37871,4937913.23801876,0.38024,0.37088,0.3755,7278,2023-02-27
545,0.37871,0.37642,5977373.01747654,0.38272,0.37197,0.3773,7807,2023-02-28
546,0.37615,0.38395,7179227.23213414,0.38476,0.37281,0.3805,7043,2023-03-01
547,0.38382,0.37729,4573038.38872463,0.38469,0.37382,0.3786,5989,2023-03-02
548,0.37725,0.37714,13181272.4669803,0.38075,0.35188,0.3661,11289,2023-03-03
549,0.37727,0.37354,4027796.46383753,0.37993,0.3681,0.3749,6082,2023-03-04
550,0.37351,0.3668,3781832.45641396,0.37757,0.36537,0.3713,5265,2023-03-05
551,0.36672,0.36948,6379924.2813815,0.374,0.35902,0.3672,8234,2023-03-06
552,0.36966,0.38024,11272757.865937,0.38442,0.36702,0.3768,11285,2023-03-07
553,0.38013,0.38899,19838241.8668327,0.40207,0.37248,0.3892,17787,2023-03-08
554,0.38893,0.371,17777211.1123927,0.39768,0.36411,0.3838,18687,2023-03-09
555,0.37068,0.3706,15313733.2191865,0.3751,0.3572,0.3678,16934,2023-03-10
556,0.37106,0.36504,23508984.3547726,0.37718,0.35962,0.3667,20578,2023-03-11
557,0.36504,0.37286,17060082.3024621,0.374,0.34885,0.3623,15220,2023-03-12
558,0.37393,0.37342,26471994.8564949,0.38146,0.35684,0.3702,19938,2023-03-13
559,0.3739,0.37354,21832013.7782582,0.38833,0.366,0.3762,17790,2023-03-14
560,0.37368,0.36038,10953329.4229351,0.37738,0.3566,0.3669,13426,2023-03-15
561,0.35974,0.36558,5582858.92016797,0.36774,0.35689,0.3634,8129,2023-03-16
562,0.36556,0.37965,13719146.2301962,0.38283,0.3629,0.3748,13895,2023-03-17
563,0.38027,0.37395,9825815.46104402,0.39041,0.36905,0.3801,13407,2023-03-18
564,0.37471,0.38566,18079519.7834703,0.40107,0.37377,0.3901,18823,2023-03-19
565,0.38566,0.37344,18309628.7497392,0.39206,0.3711,0.3788,16049,2023-03-20
566,0.37422,0.46943,51419211.9998749,0.49269,0.37302,0.444,42367,2023-03-21
567,0.46953,0.42218,34593675.7785889,0.47517,0.40857,0.443,33130,2023-03-22
568,0.42198,0.44439,22174935.4144633,0.4555,0.41158,0.442,23473,2023-03-23
569,0.44452,0.42589,11918630.2378936,0.44452,0.4141,0.4273,18244,2023-03-24
570,0.4264,0.44365,19673429.1320638,0.46513,0.4224,0.4495,23512,2023-03-25
571,0.44307,0.44792,9328732.08941019,0.46378,0.44079,0.4518,13751,2023-03-26
572,0.44829,0.47894,27612265.8574145,0.48839,0.44256,0.4679,28523,2023-03-27
573,0.47916,0.514,43759648.5301033,0.53627,0.46542,0.5019,37776,2023-03-28
574,0.51399,0.54277,48179322.4542859,0.585,0.51399,0.5506,41022,2023-03-29
575,0.54257,0.53229,27744392.6472041,0.5575,0.521,0.5363,28653,2023-03-30
576,0.53186,0.53772,19744366.4243814,0.55119,0.52532,0.5364,21148,2023-03-31
577,0.53745,0.50973,20237107.436764,0.53764,0.497,0.5128,21743,2023-04-01
578,0.50968,0.51871,11829205.8269801,0.52911,0.50144,0.5186,17581,2023-04-02
579,0.51854,0.4959,15315184.5437595,0.52487,0.48167,0.5034,19424,2023-04-03
580,0.49601,0.50276,10675520.1308907,0.50765,0.48713,0.4992,14840,2023-04-04
581,0.50268,0.50546,12122971.4716023,0.52683,0.49835,0.5105,13641,2023-04-05
582,0.50539,0.50313,6770737.79085056,0.50982,0.49128,0.501,9655,2023-04-06
583,0.50225,0.51306,8619083.86331362,0.51494,0.49702,0.5067,10543,2023-04-07
584,0.51232,0.50438,3389512.71196087,0.51294,0.5014,0.5083,4975,2023-04-08
585,0.50525,0.50589,2980112.08367056,0.50882,0.49769,0.5037,4538,2023-04-09
586,0.50528,0.51797,6611111.10353859,0.51998,0.49963,0.5095,6210,2023-04-10
587,0.51729,0.51756,11178401.2918493,0.52858,0.51065,0.5186,9828,2023-04-11
588,0.51756,0.50493,8886976.94249608,0.51792,0.49815,0.5052,8952,2023-04-12
589,0.50489,0.51262,7469274.10759695,0.51603,0.5014,0.5099,6880,2023-04-13
590,0.51208,0.52308,20469600.8722908,0.5476,0.51136,0.5259,17611,2023-04-14
591,0.5227,0.51935,4405364.72349609,0.52623,0.51625,0.5209,6500,2023-04-15
592,0.51903,0.52044,3763015.3908115,0.52455,0.51517,0.5204,5292,2023-04-16
593,0.52044,0.51087,8755374.232775,0.52104,0.50687,0.512,9172,2023-04-17
594,0.51102,0.53277,11179719.2434861,0.53909,0.5092,0.5206,11162,2023-04-18
595,0.53261,0.49149,28971614.1463403,0.53761,0.46477,0.4996,20607,2023-04-19
596,0.49156,0.47524,16383603.8235381,0.49945,0.46501,0.4814,14897,2023-04-20
597,0.47495,0.44935,17914742.7185349,0.47944,0.44036,0.4582,16944,2023-04-21
598,0.44937,0.47238,9861685.21943356,0.47608,0.44576,0.4654,12191,2023-04-22
599,0.47214,0.46517,7189058.03134852,0.47221,0.45294,0.4633,10190,2023-04-23
600,0.46548,0.46114,13124362.9941541,0.48597,0.44725,0.4667,15110,2023-04-24
601,0.46105,0.46974,7777785.61301329,0.47233,0.45102,0.4604,9137,2023-04-25
602,0.46972,0.46209,19462942.0060802,0.48327,0.43327,0.4636,14805,2023-04-26
603,0.46165,0.46682,7154128.76603834,0.47001,0.4557,0.4634,8371,2023-04-27
604,0.46692,0.48005,8722551.07731375,0.483,0.46378,0.4732,10082,2023-04-28
605,0.47997,0.47834,3683832.57137117,0.4873,0.4711,0.4803,6940,2023-04-29
606,0.47822,0.47071,3397560.68825149,0.48221,0.46912,0.4756,5946,2023-04-30
607,0.47108,0.46537,7003944.85396373,0.47283,0.4546,0.4627,7580,2023-05-01
608,0.46528,0.46472,5096917.33120329,0.46664,0.45782,0.4627,6492,2023-05-02
609,0.46455,0.46374,7444041.56895681,0.46572,0.44995,0.4574,10182,2023-05-03
610,0.46362,0.46126,4555615.58419956,0.46525,0.45512,0.4602,5450,2023-05-04
611,0.46108,0.46742,6770396.19296077,0.47077,0.45401,0.4637,7343,2023-05-05
612,0.46769,0.45929,4650610.21238338,0.46972,0.4517,0.4583,6608,2023-05-06
613,0.45966,0.44997,3449917.02065619,0.46094,0.44622,0.4552,4717,2023-05-07
614,0.44936,0.42885,17143708.8539414,0.45203,0.41001,0.4294,15286,2023-05-08
615,0.42884,0.42903,8692918.52463277,0.43096,0.42077,0.425,9347,2023-05-09
616,0.42898,0.43055,13789141.0625113,0.4343,0.41259,0.4264,12507,2023-05-10
617,0.4307,0.42133,8730109.33036723,0.4307,0.41184,0.4208,9565,2023-05-11
618,0.42141,0.43075,10088415.5110656,0.44466,0.41616,0.4283,11972,2023-05-12
619,0.43071,0.42452,3000358.71113763,0.43092,0.4231,0.4262,4348,2023-05-13
620,0.42435,0.42567,2075876.38527214,0.43206,0.4212,0.4264,3858,2023-05-14
621,0.4256,0.42732,4271644.53777784,0.43053,0.42157,0.4269,5786,2023-05-15
622,0.4276,0.44286,10743852.4345425,0.443,0.41829,0.4302,9138,2023-05-16
623,0.44298,0.44825,20683730.0799095,0.46179,0.43765,0.449,14502,2023-05-17
624,0.44921,0.46013,12890341.5196474,0.4732,0.44315,0.4609,11353,2023-05-18
625,0.46025,0.46759,13468319.5895621,0.476,0.45779,0.4665,8959,2023-05-19
626,0.46759,0.46889,3508167.52266264,0.47241,0.4623,0.4668,4314,2023-05-20
627,0.46895,0.45739,4737311.74859635,0.47094,0.4552,0.462,6135,2023-05-21
628,0.45757,0.46179,10793417.282585,0.46814,0.45,0.4605,7402,2023-05-22
629,0.46185,0.46555,5632138.04313783,0.46759,0.45857,0.4627,5477,2023-05-23
630,0.46548,0.45314,14713059.338646,0.46553,0.44535,0.4538,7780,2023-05-24
631,0.45333,0.45424,6127085.06379335,0.45593,0.44335,0.4509,4790,2023-05-25
632,0.45373,0.46908,8204475.16356066,0.47048,0.45276,0.4642,6911,2023-05-26
633,0.4689,0.47207,6056795.18937772,0.4798,0.46492,0.4725,5729,2023-05-27
634,0.47229,0.4826,5385187.32467265,0.4868,0.47022,0.4779,5048,2023-05-28
635,0.48269,0.49513,8741281.55718416,0.4959,0.47617,0.4858,8721,2023-05-29
636,0.49508,0.52124,30216800.7386996,0.52981,0.48958,0.5134,18722,2023-05-30
637,0.52124,0.51683,14218796.2143249,0.52811,0.50103,0.5149,12412,2023-05-31
638,0.51701,0.50655,7217620.86835177,0.51701,0.50169,0.5065,6964,2023-06-01
639,0.50655,0.52518,13516568.4144367,0.52753,0.50387,0.518,9205,2023-06-02
640,0.52474,0.51908,8095062.15971596,0.53441,0.5143,0.5227,6803,2023-06-03
641,0.51882,0.53629,12408948.1114721,0.547,0.51511,0.5347,11326,2023-06-04
642,0.53608,0.50917,29293927.3068853,0.54315,0.48601,0.513,23529,2023-06-05
643,0.50917,0.52984,19402450.7253914,0.5328,0.49579,0.5139,14163,2023-06-06
644,0.52994,0.5183,21585426.3647079,0.53807,0.50731,0.5243,13718,2023-06-07
645,0.5187,0.52438,7674493.73709149,0.52836,0.51612,0.5227,7355,2023-06-08
646,0.52464,0.53855,11482283.4550839,0.54225,0.52064,0.5332,10431,2023-06-09
647,0.5382,0.50725,35992547.7297839,0.53956,0.47152,0.4999,28966,2023-06-10
648,0.50704,0.52094,6740287.7406605,0.52982,0.50309,0.5154,9617,2023-06-11
649,0.52105,0.52527,9416179.08346139,0.52851,0.50903,0.5198,10770,2023-06-12
650,0.52565,0.51926,35598237.1939112,0.5662,0.50482,0.534,22226,2023-06-13
651,0.51912,0.48064,19138571.8508662,0.52076,0.46141,0.4901,16485,2023-06-14
652,0.48,0.48042,11153301.6437182,0.48567,0.46727,0.4769,11984,2023-06-15
653,0.4797,0.47617,13682181.628584,0.48349,0.455,0.4697,12368,2023-06-16
654,0.47551,0.47971,5697186.48590491,0.4876,0.46982,0.4791,7046,2023-06-17
655,0.47971,0.48678,9701022.55993828,0.49798,0.47401,0.4892,10320,2023-06-18
656,0.48729,0.49379,5704783.78225156,0.4985,0.48101,0.4913,7056,2023-06-19
657,0.49406,0.4932,10395255.1672071,0.4969,0.47128,0.484,9817,2023-06-20
658,0.49337,0.5003,13515042.0995872,0.50361,0.48948,0.4968,11558,2023-06-21
659,0.50033,0.49433,12169695.4601227,0.52756,0.48233,0.5032,14601,2023-06-22
660,0.49416,0.49646,9800314.66949414,0.50295,0.48404,0.4954,10476,2023-06-23
661,0.49628,0.48733,6675682.28860301,0.49644,0.47798,0.4882,7207,2023-06-24
662,0.48656,0.49016,5380548.06361341,0.49816,0.4832,0.4904,7164,2023-06-25
663,0.49028,0.47911,6842213.20006671,0.49232,0.47036,0.48,8428,2023-06-26
664,0.47882,0.48388,6183762.33425472,0.48716,0.4763,0.4813,4896,2023-06-27
665,0.48359,0.46472,12548483.8874532,0.48418,0.44607,0.4671,10170,2023-06-28
666,0.46477,0.47503,16949768.7083267,0.47762,0.46156,0.4695,9216,2023-06-29
667,0.47533,0.4736,15321696.0578067,0.48294,0.45014,0.4721,14113,2023-06-30
668,0.47364,0.47346,5674380.65591403,0.47653,0.46437,0.4707,6384,2023-07-01
669,0.47373,0.48431,8390621.2534816,0.4965,0.46985,0.4847,10863,2023-07-02
670,0.48445,0.48951,12814991.0170783,0.49175,0.47876,0.4836,9025,2023-07-03
671,0.48974,0.48691,5672825.6478777,0.49388,0.48196,0.4876,5903,2023-07-04
672,0.48752,0.47763,5955766.15581705,0.49207,0.46915,0.4784,7035,2023-07-05
673,0.47792,0.462,8269871.84817864,0.4843,0.46158,0.4724,8169,2023-07-06
674,0.46279,0.46899,3292612.91371671,0.4711,0.45777,0.466,4622,2023-07-07
675,0.46877,0.47041,2601926.91978752,0.47506,0.4654,0.4696,3611,2023-07-08
676,0.47042,0.46828,1984410.98314417,0.47229,0.46675,0.4693,3066,2023-07-09
677,0.46868,0.47838,8129557.4286369,0.48028,0.46258,0.4709,8121,2023-07-10
678,0.478,0.47568,3050994.45519626,0.47869,0.4711,0.4748,3737,2023-07-11
679,0.47566,0.47158,6379902.65835361,0.47753,0.46444,0.4716,5434,2023-07-12
680,0.47189,0.8177,202231854.240269,0.95,0.4695,0.7446,188132,2023-07-13
681,0.81579,0.7185,251825732.379738,0.8279,0.66557,0.7517,373324,2023-07-14
682,0.7185,0.715,82178691.7064893,0.73682,0.693,0.7165,117980,2023-07-15
683,0.7146,0.7475,107387473.023848,0.791,0.70243,0.7518,142946,2023-07-16
684,0.7474,0.7377,85131357.6507953,0.76721,0.71279,0.7393,119017,2023-07-17
685,0.7377,0.77881,91636690.7126372,0.78467,0.729,0.756,122631,2023-07-18
686,0.7787,0.8201,213263577.983598,0.85436,0.76848,0.8103,234386,2023-07-19
687,0.8201,0.79518,139559839.351299,0.85024,0.7669,0.8103,167663,2023-07-20
688,0.794,0.7716,68890188.4450403,0.7996,0.75,0.7796,93155,2023-07-21
689,0.7716,0.7329,61981752.4130564,0.78092,0.721,0.7567,80530,2023-07-22
690,0.7329,0.7383,48149531.9331491,0.75291,0.7152,0.737,68227,2023-07-23
691,0.7385,0.7022,84034255.1934038,0.7434,0.68,0.7041,111056,2023-07-24
692,0.7022,0.7088,45737285.2566764,0.7167,0.67349,0.6977,93516,2023-07-25
693,0.7091,0.7162,54994102.2608304,0.73295,0.6927,0.7106,75012,2023-07-26
694,0.71594,0.7136,36736131.7656177,0.73414,0.7065,0.7161,69055,2023-07-27
695,0.71357,0.712,28722911.5190959,0.7199,0.7018,0.7121,66699,2023-07-28
696,0.712,0.7123,16825995.672331,0.7166,0.7042,0.7109,51375,2023-07-29
697,0.7122,0.7049,28221619.5793413,0.73738,0.68395,0.7104,71349,2023-07-30
698,0.705,0.6977,50947215.3849895,0.73,0.6856,0.7056,83984,2023-07-31
699,0.6975,0.7066,46880012.4497124,0.70857,0.67234,0.6928,74787,2023-08-01
700,0.70659,0.6847,37831961.4167687,0.70857,0.67578,0.6919,66992,2023-08-02
701,0.68436,0.66244,50731058.2279754,0.68756,0.6531,0.6697,82889,2023-08-03
702,0.66226,0.6348,50083637.6484973,0.66806,0.6242,0.6515,92265,2023-08-04
703,0.63448,0.6283,50628403.8839338,0.63574,0.61,0.6236,69883,2023-08-05
704,0.6283,0.6229,29852422.9186879,0.63895,0.6204,0.6296,51862,2023-08-06
705,0.62293,0.623,56845634.9702063,0.6298,0.59267,0.6144,75747,2023-08-07
706,0.6229,0.6418,58441470.0569313,0.64845,0.6133,0.6302,75932,2023-08-08
707,0.64166,0.643,86610743.9047201,0.66659,0.63,0.648,92734,2023-08-09
708,0.64302,0.6324,44606422.0021548,0.6446,0.62351,0.6319,52512,2023-08-10
709,0.63249,0.6309,29516060.3915685,0.64064,0.6251,0.6315,57113,2023-08-11
710,0.63113,0.6272,19414306.8311121,0.63323,0.62216,0.6289,39318,2023-08-12
711,0.6273,0.6251,25383219.9031216,0.6386,0.6231,0.6301,40787,2023-08-13
712,0.625,0.6337,33154734.8639012,0.63682,0.6236,0.6293,53050,2023-08-14
713,0.6339,0.6097,62659807.4286981,0.63482,0.58003,0.6131,76523,2023-08-15
714,0.6097,0.5883,107011313.707215,0.61749,0.57114,0.5952,99614,2023-08-16
715,0.58825,0.5066,184581996.30503,0.59468,0.39948,0.5394,168359,2023-08-17
716,0.50645,0.5062,164548374.442162,0.5231,0.483,0.5024,155356,2023-08-18
717,0.50599,0.5199,63467484.0515063,0.5248,0.5005,0.5125,63040,2023-08-19
718,0.51982,0.5384,97012323.6297804,0.5581,0.5159,0.5374,78989,2023-08-20
719,0.53881,0.5245,85029403.9399063,0.54018,0.5025,0.5221,71831,2023-08-21
720,0.52429,0.5208,73758529.662832,0.52583,0.50078,0.5153,61324,2023-08-22
721,0.52074,0.5303,63716057.9122102,0.5369,0.5156,0.5241,57142,2023-08-23
722,0.5302,0.5185,43219036.6816463,0.53232,0.511,0.5212,45390,2023-08-24
723,0.51844,0.5256,54426082.6369576,0.5325,0.5074,0.5176,67551,2023-08-25
724,0.52547,0.523,20461852.4855854,0.5288,0.5175,0.5235,32357,2023-08-26
725,0.52295,0.5234,24000042.3866191,0.53071,0.51307,0.5253,32464,2023-08-27
726,0.52333,0.5227,48628929.0834128,0.52505,0.51,0.5184,45995,2023-08-28
727,0.52274,0.5398,77394956.2008011,0.55017,0.5126,0.5313,80591,2023-08-29
728,0.53973,0.5284,55129779.2153909,0.54085,0.52137,0.5296,47021,2023-08-30
729,0.52844,0.511,69087149.3642854,0.5291,0.4945,0.5153,64066,2023-08-31
