GOOG,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
85,53.8055,53.814,35305340,54.228,53.0265,53.6644,28158,2019-01-08 05:00:00
86,54.0825,53.733,23985440,54.1315,53.32,53.7786,24890,2019-01-09 05:00:00
87,53.383,53.5165,29128420,53.5575,52.8855,53.3394,26397,2019-01-10 05:00:00
88,53.159,52.8595,30415120,53.1888,52.424,52.7682,29315,2019-01-11 05:00:00
89,52.346,52.2345,22684260,52.5765,52.0628,52.312,21556,2019-01-14 05:00:00
90,52.5085,53.8575,29271400,54.0025,52.367,53.5629,27639,2019-01-15 05:00:00
91,54,54.0485,26636380,54.6188,53.967,54.1911,27490,2019-01-16 05:00:00
92,53.9735,54.495,24853280,54.59,53.675,54.2544,21710,2019-01-17 05:00:00
93,55,54.913,39111180,55.4176,54.545,55.0014,30987,2019-01-18 05:00:00
94,54.4,53.526,32269400,54.5755,53.1735,53.7401,27161,2019-01-22 05:00:00
95,53.8675,53.7785,19339120,54.2465,52.9875,53.6132,22446,2019-01-23 05:00:00
96,53.824,53.695,27233460,53.9738,53.035,53.5448,22668,2019-01-24 05:00:00
97,54.25,54.5495,22384320,54.7,54.091,54.4577,22451,2019-01-25 05:00:00
98,54.0055,53.504,25685620,54.15,53.19,53.524,24230,2019-01-28 05:00:00
99,53.634,53.031,20436380,53.7575,52.7932,53.1384,17630,2019-01-29 05:00:00
100,53.4215,54.453,25596440,54.55,53.3425,54.022,27722,2019-01-30 05:00:00
101,55.15,55.8185,30766480,55.8665,54.7705,55.5935,33269,2019-01-31 05:00:00
102,55.62,55.5375,29244160,56.25,55.2445,55.6985,29114,2019-02-01 05:00:00
103,55.633,56.64,50589400,56.64,55.451,56.0891,60482,2019-02-04 05:00:00
104,56.242,57.2995,71043880,57.3425,55.8624,56.5701,65686,2019-02-05 05:00:00
105,56.9785,55.7615,42111840,57.35,55.6385,56.1744,46861,2019-02-06 05:00:00
106,55.208,54.9355,40896540,55.242,54.3,54.7598,39620,2019-02-07 05:00:00
107,54.35,54.753,21515380,54.9455,54.3275,54.672,20329,2019-02-08 05:00:00
108,54.8475,54.7505,21303880,55.2973,54.643,54.8423,19465,2019-02-11 05:00:00
109,55.34,56.0685,32190260,56.2648,55.2925,55.9532,33615,2019-02-12 05:00:00
110,56.2495,56.008,20995620,56.7365,55.925,56.3377,23264,2019-02-13 05:00:00
111,55.9025,56.0835,18952640,56.4115,55.5223,55.6364,19824,2019-02-14 05:00:00
112,56.504,55.6825,28996600,56.5835,55.5325,55.8423,25633,2019-02-15 05:00:00
113,55.5,55.928,20932560,56.0945,55.5,55.9095,21361,2019-02-19 05:00:00
114,55.9995,55.69,21756340,56.1705,55.264,55.8148,22884,2019-02-20 05:00:00
115,55.542,54.8485,28309460,55.597,54.626,54.92,30517,2019-02-21 05:00:00
116,55.045,55.5185,20990900,55.562,54.78,55.3081,24481,2019-02-22 05:00:00
117,55.8,55.47,28261220,55.927,55.3635,55.6216,28101,2019-02-25 05:00:00
118,55.2875,55.7565,29434860,55.9755,54.996,55.5864,27407,2019-02-26 05:00:00
119,55.3475,55.8025,19375200,55.899,55.05,55.5942,21377,2019-02-27 05:00:00
120,55.565,55.996,30852180,56.3825,55.5505,56.0406,26240,2019-02-28 05:00:00
121,56.245,57.0495,29006320,57.1485,56.2375,56.8015,34804,2019-03-01 05:00:00
122,57.3495,57.39,28920940,57.914,56.5345,57.2098,32987,2019-03-04 05:00:00
123,57.503,58.1015,28863480,58.4805,57.3098,57.9548,37814,2019-03-05 05:00:00
124,58.1245,57.893,21985780,58.3783,57.7745,57.9993,23457,2019-03-06 05:00:00
125,57.786,57.165,23331180,57.8378,56.7455,57.2106,27442,2019-03-07 05:00:00
126,56.3365,57.116,24249780,57.354,56.165,56.9165,28311,2019-03-08 05:00:00
127,57.2225,58.788,34383840,58.8095,57.2225,58.345,35532,2019-03-11 04:00:00
128,58.913,59.66,40262300,60,58.913,59.6921,44320,2019-03-12 04:00:00
129,60.0323,59.666,28718720,60.0465,59.597,59.8733,31319,2019-03-13 04:00:00
130,59.7255,59.2775,23456300,59.894,59.224,59.4772,27753,2019-03-14 04:00:00
131,59.669,59.223,49199140,59.8285,59.1305,59.3969,36313,2019-03-15 04:00:00
132,59.165,59.213,25852660,59.5,58.8711,59.185,24701,2019-03-18 04:00:00
133,59.4405,59.9425,30413760,60,59.2935,59.7328,25149,2019-03-19 04:00:00
134,59.8675,61.1985,44555720,61.357,59.8085,60.7903,40260,2019-03-20 04:00:00
135,60.8,61.577,24080900,61.5895,60.6575,61.3331,25835,2019-03-21 04:00:00
136,61.316,60.275,34284940,61.5,60.1413,60.5673,36696,2019-03-22 04:00:00
137,59.8465,59.65,29936860,60.3199,59.352,59.7731,29497,2019-03-25 04:00:00
138,59.9265,59.231,38023120,60.1415,58.836,59.3903,40318,2019-03-26 04:00:00
139,59.275,58.651,28004800,59.378,57.9685,58.5631,33257,2019-03-27 04:00:00
140,58.577,58.4245,20248600,58.5783,57.9716,58.344,21331,2019-03-28 04:00:00
141,58.745,58.6655,25399580,58.9495,58.144,58.5754,25516,2019-03-29 04:00:00
142,59.205,59.7215,25055140,59.833,59.1,59.5852,29862,2019-04-01 04:00:00
143,59.766,60.0245,16559460,60.0675,59.2855,59.8109,18381,2019-04-02 04:00:00
144,60.374,60.296,20356760,60.815,60.025,60.3856,23752,2019-04-03 04:00:00
145,60.297,60.75,19014940,60.7835,60.2065,60.6156,21708,2019-04-04 04:00:00
146,60.7495,60.3575,18143040,60.811,60.2515,60.4793,21169,2019-04-05 04:00:00
147,60.3945,60.192,17207260,60.4345,59.993,60.1977,21169,2019-04-08 04:00:00
148,59.8,59.8625,17527620,60.1145,59.654,59.8472,20793,2019-04-09 04:00:00
149,60.034,60.108,14492860,60.1893,59.8218,60.0473,17721,2019-04-10 04:00:00
150,60.198,60.231,14204620,60.398,60.0065,60.218,16811,2019-04-11 04:00:00
151,60.5,60.8935,18675880,60.9175,60.4055,60.6978,21147,2019-04-12 04:00:00
152,60.9,61.055,23750380,61.21,60.4555,60.8955,23933,2019-04-15 04:00:00
153,61.25,61.3565,17126080,61.541,61.006,61.3088,21509,2019-04-16 04:00:00
154,61.65,61.817,24438600,62.028,61.391,61.78,29898,2019-04-17 04:00:00
155,61.959,61.8185,26636460,62.1,61.7305,61.894,22985,2019-04-18 04:00:00
156,61.7995,62.442,16146680,62.4545,61.4155,62.1166,17712,2019-04-22 04:00:00
157,62.5345,63.2275,26398200,63.45,62.319,63.0859,30040,2019-04-23 04:00:00
158,63.206,62.8,20375060,63.4005,62.75,62.9988,21553,2019-04-24 04:00:00
159,63.2385,63.1725,22145900,63.3704,62.6015,63.0701,30179,2019-04-25 04:00:00
160,63.45,63.609,24828560,63.6535,63.016,63.3921,29736,2019-04-26 04:00:00
161,63.7,64.379,49854640,64.4635,63.3147,63.0903,75196,2019-04-29 04:00:00
162,59.25,59.424,124113040,59.6405,58.75,59.1927,145152,2019-04-30 04:00:00
163,59.4025,58.404,52859660,59.4025,58.359,58.7444,68788,2019-05-01 04:00:00
164,58.388,58.1305,38896340,58.7095,57.7501,58.1242,45885,2019-05-02 04:00:00
165,58.6825,59.27,39613060,59.34,58.45,59.0233,45643,2019-05-03 04:00:00
166,58.313,59.4695,31278860,59.5425,58.313,59.127,44624,2019-05-06 04:00:00
167,59.0235,58.705,31027360,59.522,58.052,58.6283,41532,2019-05-07 04:00:00
168,58.6005,58.3135,26190280,59.0212,58.287,58.6375,31300,2019-05-08 04:00:00
169,57.9515,58.119,23719460,58.483,57.5425,57.9528,34120,2019-05-09 04:00:00
170,58.1795,58.2135,26290920,58.63,57.125,57.8357,36732,2019-05-10 04:00:00
171,57.098,56.6015,37212960,57.397,56.1055,56.5915,45761,2019-05-13 04:00:00
172,56.8605,56.022,36732080,57.021,55.9775,56.4469,58936,2019-05-14 04:00:00
173,55.8935,58.2105,45786040,58.5665,55.8333,57.6223,52820,2019-05-15 04:00:00
174,58.2255,58.949,30628080,59.408,58.142,59.0009,36840,2019-05-16 04:00:00
175,58.4235,58.115,24172460,59.0075,58.0005,58.4211,29329,2019-05-17 04:00:00
176,57.225,56.9425,27065840,57.3398,56.5721,56.9991,30145,2019-05-20 04:00:00
177,57.4245,57.4815,23203160,57.6354,56.897,57.3905,25031,2019-05-21 04:00:00
178,57.3375,57.571,18296780,57.926,57.2945,57.6511,22310,2019-05-22 04:00:00
179,57.025,57.0385,23986000,57.2986,56.4612,56.895,29105,2019-05-23 04:00:00
180,57.368,56.6735,22246820,57.4883,56.583,56.9874,28162,2019-05-24 04:00:00
181,56.7,56.7075,27303320,57.5794,56.656,56.9992,26935,2019-05-28 04:00:00
182,56.376,55.823,30764240,56.455,55.411,55.8305,38371,2019-05-29 04:00:00
183,55.777,55.8975,19037460,56.1565,55.606,55.8674,24521,2019-05-30 04:00:00
184,55.0645,55.1815,30164060,55.48,55.009,55.2526,35513,2019-05-31 04:00:00
185,53.275,51.8115,102611520,53.275,51.25,51.8269,117252,2019-06-03 04:00:00
186,52.145,52.6525,56669660,52.8025,51.6845,52.3243,56323,2019-06-04 04:00:00
187,52.577,52.111,43368780,52.6775,51.5245,52.0275,52047,2019-06-05 04:00:00
188,52.2495,52.217,34064880,52.3745,51.685,52.0205,34842,2019-06-06 04:00:00
189,52.5315,53.302,36047400,53.546,52.42,53.1326,42029,2019-06-07 04:00:00
190,53.649,54.019,29284960,54.633,53.6161,54.1654,31902,2019-06-10 04:00:00
191,54.699,53.936,28741260,55.0995,53.8801,54.469,35847,2019-06-11 04:00:00
192,53.9,53.8515,21225100,54.0465,53.377,53.7268,28093,2019-06-12 04:00:00
193,54.182,54.4385,21160000,54.7085,54.0075,54.4299,23338,2019-06-13 04:00:00
194,54.321,54.2675,22232860,54.6345,54.0086,54.2796,26824,2019-06-14 04:00:00
195,54.314,54.625,18832040,54.959,54.314,54.7072,23351,2019-06-17 04:00:00
196,55.4845,55.18,27733680,55.8195,54.9495,55.4173,34903,2019-06-18 04:00:00
197,55.28,55.1165,26784360,55.35,54.674,54.9712,32820,2019-06-19 04:00:00
198,55.9995,55.571,25240220,56.006,55.237,55.55,29096,2019-06-20 04:00:00
199,55.462,56.094,38951820,56.2055,55.404,55.897,34049,2019-06-21 04:00:00
200,55.9805,55.776,27913920,56.1,55.5505,55.814,31203,2019-06-24 04:00:00
201,55.633,54.3175,30938260,55.7175,54.19,54.6095,37303,2019-06-25 04:00:00
202,54.325,53.99,36217380,54.6485,53.612,54.0362,40683,2019-06-26 04:00:00
203,54.2,53.8005,20089540,54.355,53.7645,54.0042,24986,2019-06-27 04:00:00
204,53.8195,54.0455,33869000,54.05,53.6685,53.886,34725,2019-06-28 04:00:00
205,54.9,54.8975,28770080,55.379,54.6852,54.9415,33487,2019-07-01 04:00:00
206,55.112,55.5625,19835100,55.5885,54.9085,55.2992,25396,2019-07-02 04:00:00
207,55.8705,56.079,15340220,56.338,55.693,56.0765,20735,2019-07-03 04:00:00
208,55.89,56.5795,25290800,56.644,55.807,56.3413,25034,2019-07-05 04:00:00
209,56.2585,55.8175,24728380,56.299,55.5605,55.8085,26390,2019-07-08 04:00:00
210,55.59,56.2415,26607400,56.4013,55.3585,56.0785,29587,2019-07-09 04:00:00
211,56.561,57.024,24189320,57.1025,56.5485,56.8685,31561,2019-07-10 04:00:00
212,57.1625,57.2105,23911380,57.6535,56.979,57.3148,27467,2019-07-11 04:00:00
213,57.1995,57.245,17279460,57.367,56.939,57.2015,21423,2019-07-12 04:00:00
214,57.343,57.517,18075600,57.541,56.97,57.34,21259,2019-07-15 04:00:00
215,57.3,57.679,24776140,57.929,57.25,57.6681,28560,2019-07-16 04:00:00
216,57.5485,57.3175,23400940,57.918,57.2885,57.4709,25298,2019-07-17 04:00:00
217,57.087,57.3165,25825620,57.3803,56.6365,57.108,24709,2019-07-18 04:00:00
218,57.4095,56.505,32944900,57.557,56.481,56.8833,27064,2019-07-19 04:00:00
219,56.6725,56.9035,26036920,56.9625,56.212,56.6764,28877,2019-07-22 04:00:00
220,57.2,57.3105,21873760,57.345,56.59,57.0298,26867,2019-07-23 04:00:00
221,56.595,56.8905,31802020,57.2,56.3495,56.8043,33436,2019-07-24 04:00:00
222,56.891,56.606,44196460,57.085,56.046,57.4851,62618,2019-07-25 04:00:00
223,61.202,62.5205,96115040,63.2775,61.2,62.4539,123879,2019-07-26 04:00:00
224,62.0525,61.9705,44474620,62.3685,61.4115,61.864,50476,2019-07-29 04:00:00
225,61.2705,61.257,28987260,61.7435,61.165,61.3763,30601,2019-07-30 04:00:00
226,61.15,60.834,34491080,61.7,60.3882,61.1739,42512,2019-07-31 04:00:00
227,60.7015,60.4505,33970200,61.7055,60.286,60.9121,41680,2019-08-01 04:00:00
228,60.037,59.6995,32901300,60.345,59.447,59.7748,41043,2019-08-02 04:00:00
229,58.502,57.616,51857100,58.762,57.007,57.7961,59096,2019-08-05 04:00:00
230,58.1655,58.4975,34187480,58.998,58,58.4935,38589,2019-08-06 04:00:00
231,57.8,58.6995,28886480,58.9223,57.4812,58.4233,36656,2019-08-07 04:00:00
232,59.1415,60.24,29359940,60.2505,58.651,59.7747,34166,2019-08-08 04:00:00
233,59.8995,59.4005,21313160,60.194,59.1802,59.5721,27696,2019-08-09 04:00:00
234,58.9605,58.7355,20063740,59.248,58.3836,58.8065,23170,2019-08-12 04:00:00
235,58.573,59.8635,26360180,60.239,58.573,59.7857,33446,2019-08-13 04:00:00
236,58.8155,58.2145,31573360,59.115,58.027,58.4194,38239,2019-08-14 04:00:00
237,58.175,58.363,24494780,58.792,58.1055,58.4427,32351,2019-08-15 04:00:00
238,58.9775,58.88,26988720,59.136,58.5905,58.8869,32453,2019-08-16 04:00:00
239,59.5045,59.9225,24650340,60.3495,59.5045,59.967,30178,2019-08-19 04:00:00
240,59.7625,59.1345,18312100,59.803,59.1055,59.3518,20182,2019-08-20 04:00:00
241,59.6575,59.5625,14821060,59.95,59.3715,59.6756,18372,2019-08-21 04:00:00
242,59.7035,59.4765,18958120,59.9006,58.929,59.4246,22769,2019-08-22 04:00:00
243,59.0995,57.5645,33765420,59.704,57.3875,58.0395,42602,2019-08-23 04:00:00
244,57.863,58.4445,24528820,58.4735,57.648,58.0823,30689,2019-08-26 04:00:00
245,59.0265,58.392,21549040,59.12,58.0725,58.452,27373,2019-08-27 04:00:00
246,58.0855,58.551,16044860,58.821,57.865,58.4932,21939,2019-08-28 04:00:00
247,59.056,59.6425,21777160,59.803,59.056,59.6095,30950,2019-08-29 04:00:00
248,59.925,59.405,22599180,59.925,59.1901,59.4504,25778,2019-08-30 04:00:00
249,58.8515,58.4195,29608400,59.3445,58.16,58.6793,34057,2019-09-03 04:00:00
250,58.8355,59.0705,21379360,59.174,58.55,58.8936,25897,2019-09-04 04:00:00
251,59.5765,60.569,28172020,60.652,59.5765,60.352,38544,2019-09-05 04:00:00
252,60.4065,60.2465,21442860,60.6008,60.1261,60.3485,26517,2019-09-06 04:00:00
253,60.2,60.2205,29437600,61,59.631,60.3235,37758,2019-09-09 04:00:00
254,59.7575,60.3,25202300,60.5,59.729,60.1145,33277,2019-09-10 04:00:00
255,60.1705,61.0085,26140660,61.13,60.11,60.8582,33633,2019-09-11 04:00:00
256,61.215,61.7125,34518160,62.093,61.151,61.7837,44917,2019-09-12 04:00:00
257,61.5675,61.978,26027000,62.044,61.3505,61.7621,31277,2019-09-13 04:00:00
258,61.476,61.565,21065980,61.978,61.2805,61.5959,26385,2019-09-16 04:00:00
259,61.52,61.4575,19162240,61.75,61.1845,61.3819,22549,2019-09-17 04:00:00
260,61.3755,61.6205,22886660,61.7805,60.8265,61.3926,26415,2019-09-18 04:00:00
261,61.603,61.9355,20003100,62.222,61.601,61.9699,27397,2019-09-19 04:00:00
262,61.656,61.4965,46717980,62.166,61.154,61.6395,30609,2019-09-20 04:00:00
263,61.3,61.7015,21505060,61.9545,61.2085,61.6917,23984,2019-09-23 04:00:00
264,62,60.938,31835720,62.337,60.534,61.3521,37150,2019-09-24 04:00:00
265,60.791,62.326,31877500,62.415,60.5045,61.7214,32941,2019-09-25 04:00:00
266,62.098,62.0695,31237640,62.25,61.6134,61.9534,39374,2019-09-26 04:00:00
267,62.1505,61.2545,27088640,62.201,60.7225,61.3284,49171,2019-09-27 04:00:00
268,61.0485,60.95,28393520,61.3,60.615,60.9488,44852,2019-09-30 04:00:00
269,60.95,60.255,27165580,61.5615,60.179,60.6054,36506,2019-10-01 04:00:00
270,59.849,58.8315,32784740,59.8495,58.5645,58.9523,51999,2019-10-02 04:00:00
271,59,59.3915,33273120,59.453,58.1215,59.0132,47296,2019-10-03 04:00:00
272,59.5945,60.45,23665280,60.572,59.4585,60.1881,34915,2019-10-04 04:00:00
273,60.22,60.384,17342980,60.9102,60.1875,60.5513,27144,2019-10-07 04:00:00
274,59.8795,59.4565,22835680,60.304,59.4505,59.7131,32405,2019-10-08 04:00:00
275,59.9675,60.1155,17532640,60.4175,59.8815,60.1262,29165,2019-10-09 04:00:00
276,59.929,60.4335,18650620,60.75,59.867,60.3999,26414,2019-10-10 04:00:00
277,61.1105,60.7725,25542880,61.4195,60.687,61.1321,36792,2019-10-11 04:00:00
278,60.617,60.857,17640780,61.3165,60.588,60.9996,24895,2019-10-14 04:00:00
279,61.02,62.1505,27905180,62.3665,61.02,61.796,143567,2019-10-15 04:00:00
280,62.0585,62.182,23363480,62.737,61.9225,62.31,29324,2019-10-16 04:00:00
281,62.5465,62.6535,19610200,63.1663,62.497,62.7198,26214,2019-10-17 04:00:00
282,62.673,62.2745,27056780,62.9445,62.054,62.4598,30646,2019-10-18 04:00:00
283,62.613,62.3075,20760840,62.7314,62.03,62.3499,23129,2019-10-21 04:00:00
284,62.3925,62.14,20957020,62.53,62.069,62.2676,26940,2019-10-22 04:00:00
285,62.118,62.9565,18571900,62.9945,62.118,62.7525,25049,2019-10-23 04:00:00
286,63.045,63.0495,20797360,63.2,62.6858,62.9773,26138,2019-10-24 04:00:00
287,62.5515,63.2565,24261020,63.48,62.5005,63.1685,29643,2019-10-25 04:00:00
288,63.7725,64.5,52264740,64.9655,63.627,64.361,70392,2019-10-28 04:00:00
289,63.8115,63.131,37727600,64.0795,62.8606,63.1924,51418,2019-10-29 04:00:00
290,62.6485,63.0645,28177020,63.468,62.6,63.047,38715,2019-10-30 04:00:00
291,63.064,63.0055,29113020,63.3835,62.5421,62.8838,34559,2019-10-31 04:00:00
292,63.25,63.687,33401440,63.731,63.025,63.3979,41149,2019-11-01 04:00:00
293,63.8225,64.5685,30019280,64.7065,63.8178,64.4293,38873,2019-11-04 05:00:00
294,64.6445,64.6015,25654220,64.9465,64.5614,64.725,35116,2019-11-05 05:00:00
295,64.473,64.59,23059540,64.6865,64.125,64.5021,27729,2019-11-06 05:00:00
296,64.714,65.443,40599400,66.187,64.7123,65.7293,55602,2019-11-07 05:00:00
297,65.264,65.5685,25038320,65.9,65.2183,65.5402,34617,2019-11-08 05:00:00
298,65.159,64.9595,20248580,65.3213,64.8705,64.9808,28051,2019-11-11 05:00:00
299,65,64.94,21717180,65.5,64.7885,65.1015,29836,2019-11-12 05:00:00
300,64.7035,64.9,17077220,65.215,64.6755,64.9541,24594,2019-11-13 05:00:00
301,64.875,65.573,23886100,65.85,64.7825,65.4597,34294,2019-11-14 05:00:00
302,65.947,66.7435,35659100,66.744,65.714,66.4832,42809,2019-11-15 05:00:00
303,66.611,66.035,29761660,66.7764,65.875,66.1404,40282,2019-11-18 05:00:00
304,66.385,65.773,25387440,66.385,65.64,65.84,33860,2019-11-19 05:00:00
305,65.587,65.1525,26196700,65.75,64.5575,65.148,35665,2019-11-20 05:00:00
306,65.074,65.0675,19909980,65.6295,64.65,65.0305,30321,2019-11-21 05:00:00
307,65.281,64.767,27730120,65.4365,64.5705,64.8696,35484,2019-11-22 05:00:00
308,64.959,65.3345,20729740,65.5655,64.9065,65.2914,28308,2019-11-25 05:00:00
309,65.493,65.6775,21395900,65.74,65.2545,65.5567,27278,2019-11-26 05:00:00
310,65.75,65.6495,19926580,65.918,65.4815,65.651,26272,2019-11-27 05:00:00
311,65.356,65.248,11739620,65.5103,65.1985,65.3259,17585,2019-11-29 05:00:00
312,65.05,64.496,30237020,65.2915,64.05,64.5202,41364,2019-12-02 05:00:00
313,63.9785,64.764,25372940,64.9231,63.95,64.4944,37245,2019-12-03 05:00:00
314,65.3505,66.027,30762200,66.29,65.2435,65.9976,47153,2019-12-04 05:00:00
315,66.4,66.4065,24256360,66.4679,65.822,66.1977,32202,2019-12-05 05:00:00
316,66.672,67.031,26310200,67.2,66.672,67.0355,36374,2019-12-06 05:00:00
317,66.902,67.178,27115900,67.9725,66.892,67.4604,36782,2019-12-09 05:00:00
318,67.075,67.233,21893060,67.4988,66.802,67.2033,27768,2019-12-10 05:00:00
319,67.542,67.251,17015920,67.56,67.1335,67.2615,23300,2019-12-11 05:00:00
320,67.297,67.5135,25634440,67.7888,67.025,67.4272,37729,2019-12-12 05:00:00
321,67.3975,67.3915,31000560,67.6547,67.1935,67.416,38234,2019-12-13 05:00:00
322,67.825,68.0585,27949020,68.234,67.6335,68.0139,36523,2019-12-16 05:00:00
323,68.1445,67.756,36635180,68.25,67.5662,67.8099,38571,2019-12-17 05:00:00
324,67.83,67.631,33141380,68.0235,67.55,67.6978,29795,2019-12-18 05:00:00
325,67.591,67.802,29402040,67.905,67.4492,67.7214,31380,2019-12-19 05:00:00
326,68.1675,67.4795,66338100,68.182,67.45,67.6333,34203,2019-12-20 05:00:00
327,67.7935,67.442,17664000,67.99,67.3255,67.5536,24975,2019-12-23 05:00:00
328,67.425,67.178,6950360,67.513,67.139,67.2488,10086,2019-12-24 05:00:00
329,67.3085,68.02,13355080,68.0663,67.2235,67.7452,20376,2019-12-26 05:00:00
330,68.1495,67.5945,20774360,68.2265,67.4655,67.76,25821,2019-12-27 05:00:00
331,67.5,66.807,21026460,67.65,66.701,66.8856,32081,2019-12-30 05:00:00
332,66.5055,66.851,19249360,66.9,66.4543,66.7144,24506,2019-12-31 05:00:00
333,67.0775,68.3685,28134620,68.407,67.0775,67.9143,41393,2020-01-02 05:00:00
334,67.393,68.033,23740120,68.625,67.2772,68.1808,28661,2020-01-03 05:00:00
335,67.5,69.7105,34662980,69.825,67.5,69.3705,43016,2020-01-06 05:00:00
336,69.897,69.667,30233860,70.1495,69.519,69.8211,37866,2020-01-07 05:00:00
337,69.604,70.216,30583540,70.579,69.542,70.1822,38567,2020-01-08 05:00:00
338,71.0285,70.9915,30053280,71.3665,70.5135,71.001,39067,2020-01-09 05:00:00
339,71.378,71.4865,36431320,71.7465,70.9175,71.4732,40834,2020-01-10 05:00:00
340,71.8065,71.9615,33069640,72.026,71.301,71.7999,34474,2020-01-13 05:00:00
341,71.9505,71.544,31209060,72.09,71.4185,71.7481,41870,2020-01-14 05:00:00
342,71.5105,71.96,25653700,72.0698,71.5105,71.8684,32323,2020-01-15 05:00:00
343,72.372,72.585,23473760,72.5995,72.046,72.3612,32085,2020-01-16 05:00:00
344,73.1455,74.0195,47924300,74.0648,72.911,73.5589,48284,2020-01-17 05:00:00
345,73.956,74.22,40735600,74.5925,73.56,74.1302,41472,2020-01-21 05:00:00
346,74.55,74.2975,32216920,75.1607,74.2465,74.5699,35249,2020-01-22 05:00:00
347,74.382,74.3325,27027080,74.776,74.105,74.3867,27661,2020-01-23 05:00:00
348,74.6795,73.3355,35692880,74.7748,73.2625,73.7593,41318,2020-01-24 05:00:00
349,71.55,71.695,35104020,71.9035,71.06,71.6075,42834,2020-01-27 05:00:00
350,72.15,72.628,31548440,72.8,71.6235,72.4684,34530,2020-01-28 05:00:00
351,72.94,72.9315,21573340,73.2715,72.337,72.878,34262,2020-01-29 05:00:00
352,71.998,72.792,26788420,72.864,71.82,72.38,36481,2020-01-30 05:00:00
353,73.445,71.7115,48344280,73.5065,71.4265,71.9965,63906,2020-01-31 05:00:00
354,73.1,74.297,61104320,74.5,72.9495,73.5227,104280,2020-02-03 05:00:00
355,72.8535,72.3535,78659080,73.475,71.315,71.9512,120728,2020-02-04 05:00:00
356,73.121,72.4115,39723140,73.192,71.528,72.1669,55971,2020-02-05 05:00:00
357,72.5165,73.8115,33587680,74.1,72.4785,73.5194,50450,2020-02-06 05:00:00
358,73.365,73.9615,23445400,74.292,73.3175,73.8132,33824,2020-02-07 05:00:00
359,73.716,75.434,28397520,75.475,73.716,74.9723,37441,2020-02-10 05:00:00
360,75.5905,75.4395,26892660,76.4815,75.2819,75.8083,41802,2020-02-11 05:00:00
361,75.724,75.9135,23351300,76.0348,75.4055,75.7853,34981,2020-02-12 05:00:00
362,75.6345,75.733,18594600,76.359,75.23,75.7887,31896,2020-02-13 05:00:00
363,75.78,76.037,23956720,76.037,75.367,75.8768,25109,2020-02-14 05:00:00
364,75.75,75.9835,22422800,76.5815,75.6295,76.0363,31143,2020-02-18 05:00:00
365,76.2535,76.3345,18985360,76.6053,76.07,76.4094,31792,2020-02-19 05:00:00
366,76.1,75.9075,21931040,76.482,75.341,75.8673,32783,2020-02-20 05:00:00
367,75.4015,74.2555,34645460,75.6108,74.022,74.6735,48790,2020-02-21 05:00:00
368,71.3055,71.0795,57341060,71.8485,70.5695,71.2599,79082,2020-02-24 05:00:00
369,71.65,69.4225,49565560,71.907,69.12,70.3305,69641,2020-02-25 05:00:00
370,69.807,69.659,44080740,70.785,68.95,69.9192,62459,2020-02-26 05:00:00
371,68.103,65.9045,59566000,68.5852,65.8585,67.2792,89203,2020-02-27 05:00:00
372,63.875,66.9665,75812360,67.057,63.55,65.2276,119096,2020-02-28 05:00:00
373,67.5805,69.4555,48629360,69.5435,66.3408,68.0069,84405,2020-03-02 05:00:00
374,69.971,67.0695,48046520,70.5075,66.6,68.3985,76344,2020-03-03 05:00:00
375,67.9615,69.326,38266300,69.4045,67.1555,68.3905,57124,2020-03-04 05:00:00
376,67.51,65.952,51225760,67.9455,65.255,66.5529,86034,2020-03-05 05:00:00
377,63.853,64.9205,53212560,65.311,63.0525,64.0607,85472,2020-03-06 05:00:00
378,60.265,60.778,67307300,62.738,60,61.5098,112119,2020-03-09 04:00:00
379,63,64.0195,52227460,64.0575,60.9385,62.7261,68048,2020-03-10 04:00:00
380,62.485,60.7705,52224580,63.048,59.8035,61.083,78221,2020-03-11 04:00:00
381,56.3,55.7455,84534960,59.6935,55.665,56.8192,133400,2020-03-12 04:00:00
382,58.95,60.9865,74002500,60.988,55.8572,58.2601,108758,2020-03-13 04:00:00
383,54.8,54.2165,85047300,57.6133,53.722,55.3314,120232,2020-03-16 04:00:00
384,54.6555,55.99,77229780,56.543,52.8005,54.9151,112900,2020-03-17 04:00:00
385,52.8255,54.84,84668700,55.325,51.864,53.8466,106721,2020-03-18 04:00:00
386,54.6525,55.7645,73022120,57.8985,53.0054,55.9403,86581,2020-03-19 04:00:00
387,56.786,53.616,72035000,57.1995,53.2745,54.9787,91131,2020-03-20 04:00:00
388,53.066,52.831,80882740,53.566,50.6768,52.0459,117013,2020-03-23 04:00:00
389,55.1885,56.723,66889000,56.75,54.531,55.8549,90974,2020-03-24 04:00:00
390,56.3235,55.1245,81630560,57.445,54.3005,55.5543,107456,2020-03-25 04:00:00
391,55.59,58.0875,71475100,58.4985,54.6765,56.8875,89911,2020-03-26 04:00:00
392,56.2835,55.5355,64169900,57.5335,55.2955,55.9313,85375,2020-03-27 04:00:00
393,56.252,57.341,51481220,57.5815,54.824,56.4594,73133,2020-03-30 04:00:00
394,57.365,58.1405,49759660,58.7655,56.907,58.0551,63677,2020-03-31 04:00:00
395,56.1,55.281,46883460,56.4845,54.8725,55.6376,71423,2020-04-01 04:00:00
