GOOG,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
58,52.05,52.2205,36063280,52.879,51.9245,52.3245,33329,2018-11-27 05:00:00
59,52.438,54.3115,49508380,54.342,51.788,53.4174,54375,2018-11-28 05:00:00
60,53.804,54.415,29377180,54.7123,53.8,54.3067,31862,2018-11-29 05:00:00
61,54.4535,54.7215,51612240,54.7785,53.894,54.4854,40995,2018-11-30 05:00:00
62,56.157,55.3215,39815160,56.2325,55.1832,55.6227,43446,2018-12-03 05:00:00
63,55.156,52.541,46903320,55.221,52.499,53.4709,42996,2018-12-04 05:00:00
64,51.713,53.4365,55384500,53.56,51.5385,52.6654,46476,2018-12-06 05:00:00
65,53.0005,51.829,42024120,53.763,51.425,52.2611,41316,2018-12-07 05:00:00
66,51.7525,51.9775,36154500,52.4225,51.1645,51.9198,33220,2018-12-10 05:00:00
67,52.8245,52.5875,27894620,53.03,51.992,52.5402,30723,2018-12-11 05:00:00
68,53.4,53.184,30476080,54.0825,53.1395,53.5544,27807,2018-12-12 05:00:00
69,53.4035,53.095,26595360,53.988,52.6965,53.2145,23858,2018-12-13 05:00:00
70,52.499,52.105,33732380,53.13,52.0395,52.3439,28065,2018-12-14 05:00:00
71,51.8755,50.8265,47707280,52.6575,50.395,51.2572,42752,2018-12-17 05:00:00
72,51.3045,51.4355,43850660,52.474,51.072,51.7166,40256,2018-12-18 05:00:00
73,51.6995,51.1505,49586760,53.1,50.4025,51.8811,48811,2018-12-19 05:00:00
74,50.9065,50.4705,53469280,51.711,49.818,50.5831,57683,2018-12-20 05:00:00
75,50.765,48.977,91917820,51.201,48.6845,49.5058,75818,2018-12-21 05:00:00
76,48.695,48.811,31806560,50.177,48.5055,49.1729,32987,2018-12-24 05:00:00
77,49.4505,51.973,47465400,52,49.15,50.6859,41787,2018-12-26 05:00:00
78,50.8575,52.194,42195540,52.1945,49.85,51.1539,41241,2018-12-27 05:00:00
79,52.481,51.854,28275440,52.778,51.655,52.1045,28763,2018-12-28 05:00:00
80,52.548,51.7805,29874440,52.635,51.1795,51.7143,28884,2018-12-31 05:00:00
81,50.8285,52.2925,30652160,52.616,50.7855,51.91,29321,2019-01-02 05:00:00
82,52.05,50.803,36821320,52.849,50.7035,51.2029,36228,2019-01-03 05:00:00
83,51.6295,53.5355,41877880,53.542,51.3709,52.993,38227,2019-01-04 05:00:00
84,53.575,53.4195,39637480,53.7,52.738,53.2965,37359,2019-01-07 05:00:00
