VETUSD,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
636,0.020512,0.020919,639385.13376946,0.02104,0.020421,0.0208,251,2023-05-30
637,0.020876,0.020328,1167051.99970239,0.020957,0.02022,0.0204,250,2023-05-31
638,0.020424,0.019731,891205.35880436,0.020424,0.019728,0.02,122,2023-06-01
639,0.019685,0.019763,208727.56334679,0.020029,0.019549,0.0199,102,2023-06-02
640,0.019747,0.019934,792906.03876927,0.020096,0.019669,0.0199,128,2023-06-03
641,0.019975,0.019727,208825.4546145,0.020062,0.019727,0.02,106,2023-06-04
642,0.019704,0.018589,1705516.06668863,0.019751,0.018045,0.0189,170,2023-06-05
643,0.018503,0.018894,2276994.28700886,0.019376,0.018124,0.0188,345,2023-06-06
644,0.018855,0.017731,929203.40303563,0.018855,0.017661,0.0182,274,2023-06-07
645,0.017744,0.017832,644598.16912785,0.018036,0.017427,0.0177,229,2023-06-08
646,0.017789,0.017119,1033516.31772945,0.017833,0.016943,0.0173,386,2023-06-09
647,0.017078,0.015595,9377967.65003455,0.017078,0.01339,0.015,1334,2023-06-10
648,0.015592,0.015837,1697579.45204317,0.015971,0.015431,0.0156,990,2023-06-11
649,0.015863,0.015915,2157772.70065052,0.015983,0.015406,0.0158,763,2023-06-12
650,0.015928,0.016051,4517414.34771866,0.01639,0.015795,0.0161,974,2023-06-13
651,0.016055,0.015407,4540318.89669767,0.017605,0.015212,0.0161,1054,2023-06-14
652,0.015401,0.014975,1800448.24830747,0.015704,0.014686,0.0152,466,2023-06-15
653,0.014935,0.0147,1954600.244955,0.014936,0.014402,0.0147,659,2023-06-16
654,0.014693,0.015006,1624319.2602987,0.015283,0.014677,0.0151,446,2023-06-17
655,0.015021,0.014835,982617.39086458,0.015142,0.014773,0.0149,415,2023-06-18
656,0.014866,0.015174,2568748.94064453,0.015238,0.014681,0.0149,755,2023-06-19
657,0.015139,0.015608,1969937.91104532,0.015616,0.014701,0.0151,566,2023-06-20
658,0.015617,0.016462,3462171.08485557,0.0165,0.015564,0.0161,814,2023-06-21
659,0.016475,0.016894,6502601.58044019,0.0176,0.016284,0.0169,1103,2023-06-22
660,0.016852,0.018762,5516585.7482645,0.019791,0.016836,0.0184,1688,2023-06-23
661,0.0188,0.018153,2881202.99839398,0.018894,0.017896,0.0182,969,2023-06-24
662,0.018129,0.018476,2074379.06439092,0.01878,0.018003,0.0183,801,2023-06-25
663,0.018405,0.018327,4037615.97577757,0.019227,0.017743,0.0184,726,2023-06-26
664,0.018259,0.018961,2061142.9024271,0.018961,0.018048,0.0184,762,2023-06-27
665,0.019012,0.01802,3964313.43732108,0.019836,0.017702,0.019,958,2023-06-28
666,0.017969,0.018775,3397528.12782145,0.019376,0.017935,0.0189,1172,2023-06-29
667,0.018826,0.019688,6075793.62380694,0.020157,0.018181,0.0194,1328,2023-06-30
668,0.01978,0.020529,3441954.52330839,0.021249,0.01978,0.0206,886,2023-07-01
669,0.02056,0.020431,1463653.22903836,0.020682,0.019941,0.0203,405,2023-07-02
670,0.020462,0.020451,4494665.69737991,0.020932,0.020267,0.0206,395,2023-07-03
671,0.020408,0.019884,1389463.13219886,0.020609,0.019712,0.0202,431,2023-07-04
672,0.019906,0.019253,1480504.6930216,0.020155,0.018933,0.0195,411,2023-07-05
673,0.019228,0.018398,1926717.60972564,0.019763,0.018381,0.0192,614,2023-07-06
674,0.018383,0.018661,1576870.9908297,0.018789,0.018193,0.0185,508,2023-07-07
675,0.018665,0.018849,1497616.9813627,0.018965,0.018508,0.0188,796,2023-07-08
676,0.01883,0.018608,457992.23228556,0.01895,0.01849,0.0188,501,2023-07-09
677,0.018577,0.018626,3210086.37414967,0.018877,0.017956,0.0185,974,2023-07-10
678,0.018702,0.01882,663204.46536773,0.018826,0.018427,0.0187,501,2023-07-11
679,0.018837,0.019047,2510236.42094953,0.019258,0.018641,0.019,1032,2023-07-12
680,0.019023,0.020263,2456700.73075758,0.020346,0.018778,0.0198,559,2023-07-13
681,0.0203,0.019488,4434801.25964039,0.020365,0.01895,0.0199,733,2023-07-14
682,0.019463,0.019642,540131.30045674,0.020154,0.019463,0.0199,270,2023-07-15
683,0.01962,0.019419,791815.68592031,0.019928,0.019304,0.0196,299,2023-07-16
684,0.019353,0.019449,3059350.24287792,0.019668,0.018955,0.0194,536,2023-07-17
685,0.019438,0.019023,2143387.11159406,0.019752,0.01883,0.0194,741,2023-07-18
686,0.019077,0.019103,1404890.9975607,0.019486,0.018984,0.0193,1064,2023-07-19
687,0.01914,0.019104,2258703.17079299,0.019725,0.018932,0.0193,871,2023-07-20
688,0.019125,0.019268,2052048.35644177,0.019496,0.018975,0.0193,353,2023-07-21
689,0.019289,0.019191,2175067.52659805,0.0199,0.019083,0.0196,312,2023-07-22
690,0.019294,0.019638,315510.18339056,0.019889,0.019229,0.0196,192,2023-07-23
691,0.019662,0.018721,3949650.76400072,0.019662,0.018183,0.019,787,2023-07-24
692,0.018717,0.018585,2691613.5890322,0.018743,0.018352,0.0185,565,2023-07-25
693,0.018567,0.01867,1164151.80542235,0.018781,0.018329,0.0186,744,2023-07-26
694,0.018655,0.018574,390775.22153024,0.018813,0.0184,0.0186,334,2023-07-27
695,0.01852,0.018666,810912.25297248,0.018841,0.018365,0.0186,326,2023-07-28
696,0.018698,0.018917,825687.40973601,0.018932,0.018681,0.0188,786,2023-07-29
697,0.018906,0.018716,1447225.83428288,0.01906,0.018395,0.0188,896,2023-07-30
698,0.018706,0.018642,1328143.07491674,0.018941,0.018506,0.0188,710,2023-07-31
699,0.018626,0.018938,2062262.97545109,0.018938,0.01809,0.0185,932,2023-08-01
700,0.018923,0.018273,3957417.07762028,0.019001,0.01825,0.0185,882,2023-08-02
701,0.018277,0.017938,2671335.82448585,0.018468,0.017862,0.0181,477,2023-08-03
702,0.017963,0.017892,254707.80061045,0.018066,0.017698,0.0178,192,2023-08-04
703,0.017928,0.017865,39599.08212759,0.017961,0.01776,0.0179,104,2023-08-05
704,0.017824,0.017738,227633.38731196,0.017998,0.017678,0.0178,283,2023-08-06
705,0.017719,0.0177,704208.38903838,0.018041,0.017349,0.0177,582,2023-08-07
706,0.017712,0.017931,837608.91360606,0.018164,0.01744,0.0179,470,2023-08-08
707,0.017958,0.017821,1621902.96105598,0.018116,0.017732,0.0179,915,2023-08-09
708,0.01781,0.018095,1737172.95200204,0.018198,0.017741,0.018,1094,2023-08-10
709,0.018062,0.01809,303266.97438796,0.018217,0.01802,0.0182,242,2023-08-11
710,0.018064,0.017942,712445.05581913,0.018137,0.017825,0.018,97,2023-08-12
711,0.017923,0.018093,1621738.41022589,0.01835,0.017923,0.0182,681,2023-08-13
712,0.018088,0.018621,5863606.72527181,0.018781,0.018049,0.0185,1098,2023-08-14
713,0.018601,0.017631,6095715.02226924,0.018647,0.017336,0.0181,401,2023-08-15
714,0.017592,0.016854,5096870.69220484,0.01764,0.016764,0.0173,1293,2023-08-16
715,0.016853,0.0157,7469353.61023095,0.017142,0.014858,0.0164,1348,2023-08-17
716,0.015683,0.016011,3131516.00135364,0.016131,0.015544,0.0158,1102,2023-08-18
717,0.016019,0.016047,1413840.05635144,0.016167,0.015787,0.0159,507,2023-08-19
718,0.016067,0.016377,308710.5609488,0.016467,0.016033,0.0163,263,2023-08-20
719,0.016351,0.016138,1355887.0665136,0.016449,0.015738,0.0161,419,2023-08-21
720,0.016088,0.015998,1590567.73081279,0.016152,0.015511,0.0158,512,2023-08-22
721,0.015996,0.016338,687784.60944691,0.016546,0.015849,0.0164,369,2023-08-23
722,0.016394,0.015891,2891965.95015538,0.01647,0.015602,0.0159,410,2023-08-24
723,0.015867,0.016058,1570116.64860898,0.016076,0.015722,0.0158,456,2023-08-25
724,0.016056,0.015876,484894.26322797,0.016153,0.015848,0.016,279,2023-08-26
725,0.015867,0.015976,1325366.93582474,0.01606,0.015799,0.0159,823,2023-08-27
726,0.016017,0.015994,1626650.06483802,0.01621,0.01559,0.016,684,2023-08-28
727,0.016007,0.016617,3583087.60904613,0.016813,0.015599,0.0164,1149,2023-08-29
728,0.016673,0.01626,525798.42821635,0.016702,0.016114,0.0163,302,2023-08-30
729,0.016278,0.015755,2135227.6067393,0.016531,0.0156,0.0159,539,2023-08-31
