CELH,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
997,96.21,103.59,1762182,104.65,95.1,102.1887,27918,2022-08-22 04:00:00
998,102.95,113.04,3324066,114.79,102.0301,110.7309,47396,2022-08-23 04:00:00
999,114.295,113.54,2185947,117.13,112.05,114.4289,34381,2022-08-24 04:00:00
1000,115.991,116.1,1373149,118.1899,113.11,115.6411,22262,2022-08-25 04:00:00
1001,114.735,110.71,2300558,114.99,107.25,110.3997,36162,2022-08-26 04:00:00
1002,107.81,104.98,1799465,109.99,104.54,106.9562,32337,2022-08-29 04:00:00
1003,106.24,104.43,1322584,106.28,101.83,104.0177,26872,2022-08-30 04:00:00
1004,106.87,103.49,1071614,107.49,101.59,103.7418,19460,2022-08-31 04:00:00
1005,102,99.19,2135049,102.5,94.615,98.1004,34435,2022-09-01 04:00:00
1006,101,96.36,1160984,102.27,95.9,98.2654,22470,2022-09-02 04:00:00
1007,96.88,93.82,1140360,97.62,93.3012,94.6587,23645,2022-09-06 04:00:00
1008,94,98.93,1334525,99.28,93.7,97.1523,22234,2022-09-07 04:00:00
1009,97.04,104.98,1716575,105.6192,95.5964,102.0348,29665,2022-09-08 04:00:00
1010,106.21,105.93,1205138,107.6699,103.54,105.5143,24527,2022-09-09 04:00:00
1011,106.93,107.36,1239185,108.2,104.08,106.6032,24118,2022-09-12 04:00:00
1012,102.43,99.8,1339352,103.92,99.13,101.3006,23683,2022-09-13 04:00:00
1013,100.27,103.97,1242441,104.19,96.4,101.3411,21418,2022-09-14 04:00:00
1014,103.41,101.6,1115318,108.37,100.86,104.0174,20762,2022-09-15 04:00:00
1015,99.35,100.7,1576744,101.43,97.2,99.9323,21001,2022-09-16 04:00:00
1016,99.71,106.05,1069179,106.6209,99.079,104.8343,21262,2022-09-19 04:00:00
1017,105.71,102.23,909912,105.96,101.43,103.2238,18564,2022-09-20 04:00:00
1018,103.67,98.23,1235132,104,98.17,100.0109,23638,2022-09-21 04:00:00
1019,96.83,89.9,2028480,98,89.74,91.8262,33988,2022-09-22 04:00:00
1020,87.1,88.52,1838368,88.81,85.46,87.2206,33381,2022-09-23 04:00:00
1021,88.37,88.26,827269,92.25,87.86,89.4515,18025,2022-09-26 04:00:00
1022,91.2,89.83,986063,92.67,88.29,90.3813,20491,2022-09-27 04:00:00
1023,90.11,92.77,683960,93.82,88.88,92.2019,14397,2022-09-28 04:00:00
1024,91.1,90.85,954258,91.77,87.33,89.4377,19696,2022-09-29 04:00:00
1025,90.1,90.68,1234413,94.95,89.2,92.9602,18169,2022-09-30 04:00:00
1026,92.84,91.22,995158,93.79,89.35,91.1721,17498,2022-10-03 04:00:00
1027,94.53,94.35,857884,95.85,92.65,94.3518,15404,2022-10-04 04:00:00
1028,93.78,89.09,2083733,93.99,84.8401,87.8082,34229,2022-10-05 04:00:00
1029,89.1,89.65,944223,93.04,88.98,91.0254,20198,2022-10-06 04:00:00
1030,87.14,85.57,1039735,89.2699,84.4,85.829,21324,2022-10-07 04:00:00
1031,85.49,89.24,877327,90.45,84.04,88.553,19230,2022-10-10 04:00:00
1032,88.03,86.31,998925,88.5326,82.89,85.5533,21787,2022-10-11 04:00:00
1033,87.78,90.34,799716,90.78,86.345,89.2177,18155,2022-10-12 04:00:00
1034,86.35,90.55,1014129,91.68,83.7,88.466,21871,2022-10-13 04:00:00
1035,92.28,82.68,926682,93,82.38,84.7138,17636,2022-10-14 04:00:00
1036,85.12,88.82,811858,89.38,84.7786,88.0804,16585,2022-10-17 04:00:00
1037,92.89,89.33,1014234,95.78,87.76,90.8527,18581,2022-10-18 04:00:00
1038,87.8,84.79,679986,89.26,83.6,85.2904,14429,2022-10-19 04:00:00
1039,84,83.54,694533,86.73,83.23,84.3304,14788,2022-10-20 04:00:00
1040,83.61,85.66,775559,86.45,80.7,84.599,16274,2022-10-21 04:00:00
1041,86.04,84.21,751610,87.53,80.88,83.7925,14229,2022-10-24 04:00:00
1042,85.67,88.35,1100618,88.8,84.61,87.2907,21632,2022-10-25 04:00:00
1043,87.61,90.45,901378,94.23,87.13,91.223,15438,2022-10-26 04:00:00
1044,91.07,89.37,851744,92.3958,88.75,90.5524,14380,2022-10-27 04:00:00
1045,89.3,91.72,599215,92.1122,86.21,90.0845,13412,2022-10-28 04:00:00
1046,91.77,91.08,655092,93.35,88.8001,91.5373,14195,2022-10-31 04:00:00
1047,93,90.56,928687,96.5339,89.49,91.4496,16983,2022-11-01 04:00:00
1048,90.54,86.65,880124,92.92,86.35,89.419,18466,2022-11-02 04:00:00
1049,84.55,88.88,633932,90.11,84.03,88.1997,13242,2022-11-03 04:00:00
1050,90.16,86.24,1025966,92.74,83.05,86.3273,18477,2022-11-04 04:00:00
1051,87.18,87,1044060,90.39,86.61,88.0858,21054,2022-11-07 05:00:00
1052,87.32,82.36,1495019,87.455,80.52,82.8694,31059,2022-11-08 05:00:00
1053,81.35,78.65,1722471,82.69,78.2475,79.9508,34065,2022-11-09 05:00:00
1054,92,89.21,3490933,100.51,86.16,91.6633,54741,2022-11-10 05:00:00
1055,89.2,93.35,1528164,95.4999,87.35,92.515,34797,2022-11-11 05:00:00
1056,93.01,91.16,1191342,97.37,90.69,92.896,22806,2022-11-14 05:00:00
1057,93.68,98.37,1364402,98.54,93.05,96.623,25054,2022-11-15 05:00:00
1058,98.16,100.67,996317,100.94,95.03,98.6718,21125,2022-11-16 05:00:00
1059,98.14,99.71,1188469,102.7,96.0429,99.9642,23913,2022-11-17 05:00:00
1060,102.39,96.99,972782,102.7,94.11,97.0444,19203,2022-11-18 05:00:00
1061,96.31,96.09,734385,96.9925,94.44,96.0172,15897,2022-11-21 05:00:00
1062,96.25,93.17,2036695,96.405,87.38,90.3741,37436,2022-11-22 05:00:00
1063,93.25,103.92,1802147,105.85,93.185,102.2531,31644,2022-11-23 05:00:00
1064,103.75,109.24,1144553,110.5398,103.525,108.2826,21216,2022-11-25 05:00:00
1065,108.79,107.82,1251509,112.2499,107.25,109.4744,28276,2022-11-28 05:00:00
1066,108.03,102.78,858663,108.44,101.8222,104.1383,16454,2022-11-29 05:00:00
1067,102.38,111.34,1063662,111.93,102.25,108.9099,22707,2022-11-30 05:00:00
1068,112.39,113.38,1278846,115.48,110.03,112.9805,25246,2022-12-01 05:00:00
1069,110.21,117.58,1252505,119.73,108.27,116.8359,25132,2022-12-02 05:00:00
1070,117,113.42,816678,119.09,112.27,114.4365,18929,2022-12-05 05:00:00
1071,115.27,113.96,900763,117.298,111.6,114.0409,22316,2022-12-06 05:00:00
1072,114.66,111.36,1044345,115.42,107.4438,111.217,23410,2022-12-07 05:00:00
1073,113.58,118.23,1372452,121.63,111.74,117.2531,27805,2022-12-08 05:00:00
1074,117.54,113.74,655601,118.9,113.52,115.5324,15380,2022-12-09 05:00:00
1075,114.21,115.28,509385,116.395,112.345,115.0084,13893,2022-12-12 05:00:00
1076,121.18,115.7,1062087,122.24,113.801,118.2112,19970,2022-12-13 05:00:00
1077,116.2,116.04,804807,118.8899,113.73,116.5663,15583,2022-12-14 05:00:00
1078,113.54,107.14,1111326,113.8085,105.68,108.4322,22203,2022-12-15 05:00:00
1079,104.56,108.8,1082420,109.94,103.1,107.8978,19201,2022-12-16 05:00:00
1080,107.87,105.84,629709,108.61,104.205,105.9179,14423,2022-12-19 05:00:00
1081,105,106.28,405613,108.2789,103.55,106.7255,10934,2022-12-20 05:00:00
1082,106.98,107.88,548850,111.3,105.515,108.5295,12594,2022-12-21 05:00:00
1083,107.31,105.7,632526,108.1899,101.87,104.4546,13564,2022-12-22 05:00:00
1084,106.31,106.79,319800,106.92,103.24,105.7199,7907,2022-12-23 05:00:00
1085,106.79,105.03,448442,109.31,104.21,106.3933,11620,2022-12-27 05:00:00
1086,104.66,103.51,418514,104.89,101.88,103.387,10612,2022-12-28 05:00:00
1087,104.62,103.39,495310,106.7599,102.61,104.2253,10706,2022-12-29 05:00:00
1088,101.9,104.04,862867,105.29,98.63,103.1236,17074,2022-12-30 05:00:00
1089,105.52,100.47,1216499,106.51,97.1305,100.5488,22862,2023-01-03 05:00:00
1090,103.34,100.91,822645,103.38,98.2105,100.7966,18986,2023-01-04 05:00:00
1091,99.97,101.23,601313,103.56,99,101.4147,15837,2023-01-05 05:00:00
1092,101.32,97.26,1055391,103.9,96.76,98.1458,22297,2023-01-06 05:00:00
1093,99,97.67,640066,102.25,97.58,99.5587,15572,2023-01-09 05:00:00
1094,97.05,101.24,834999,101.71,96,99.9091,18260,2023-01-10 05:00:00
1095,102.27,106.57,1301136,108.7999,101.2488,105.8954,23235,2023-01-11 05:00:00
1096,106.98,106.4,801588,109.94,104.04,106.6849,17566,2023-01-12 05:00:00
1097,105.12,110.18,951030,110.52,104.5931,108.5596,19845,2023-01-13 05:00:00
1098,111.36,112.68,1177497,116.01,109.39,112.8799,23691,2023-01-17 05:00:00
1099,113.53,101.83,1534278,114.49,101.57,105.8896,28201,2023-01-18 05:00:00
1100,99.74,97.81,979839,102,97.38,98.8745,20570,2023-01-19 05:00:00
1101,99.1,99.88,1089830,100.18,95.65,98.3571,21034,2023-01-20 05:00:00
1102,99.71,103.4,688694,104.01,98.3101,102.4081,14963,2023-01-23 05:00:00
1103,102.86,104.02,850156,108.02,102.13,104.9715,19047,2023-01-24 05:00:00
1104,101.81,101.43,702828,101.81,98.301,100.5104,16249,2023-01-25 05:00:00
1105,102.86,102.16,450705,103.9899,100.3,101.6951,10828,2023-01-26 05:00:00
1106,101.76,99.03,703838,101.89,97.9726,99.4648,15444,2023-01-27 05:00:00
1107,98.1,97.73,478101,100.49,97.01,98.6811,11974,2023-01-30 05:00:00
1108,98.3,100.32,482382,100.58,97.78,99.7614,10149,2023-01-31 05:00:00
1109,100.16,100.45,736776,101.82,96.1,99.2151,17148,2023-02-01 05:00:00
1110,101.88,94.13,1657727,103.75,93.35,96.6036,31005,2023-02-02 05:00:00
1111,92.5,92.13,1397518,95.87,90.85,93.3731,25395,2023-02-03 05:00:00
1112,95.57,99.45,2051348,101.97,94.59,99.2879,34461,2023-02-06 05:00:00
1113,99.19,98.13,1074798,100.11,95.32,97.9649,19457,2023-02-07 05:00:00
1114,98.27,97.41,450408,99.87,96.89,97.8591,12188,2023-02-08 05:00:00
1115,98.92,96.41,797338,100.58,95.67,97.0624,19744,2023-02-09 05:00:00
1116,95.48,97.13,538847,98.23,93.52,96.5892,14183,2023-02-10 05:00:00
1117,97.87,97.86,890784,99.3,95.17,97.7282,17922,2023-02-13 05:00:00
1118,96.53,96.18,517619,99.09,95.61,96.8427,12661,2023-02-14 05:00:00
1119,96.62,96.66,488837,97.5,94.7001,96.4088,11689,2023-02-15 05:00:00
1120,95.98,93.81,719328,98.8736,93.725,95.6375,14490,2023-02-16 05:00:00
1121,93.8,94.84,681226,95.4699,92.5184,94.3959,14029,2023-02-17 05:00:00
1122,93.48,86.91,1353319,94.1247,86.34,88.3005,27729,2023-02-21 05:00:00
1123,88,89.04,1190455,89.41,85.285,87.7169,23389,2023-02-22 05:00:00
1124,90.33,91.78,1072528,92.38,86.98,90.0351,23702,2023-02-23 05:00:00
1125,89.92,92.07,884364,93.19,89.31,91.6725,20937,2023-02-24 05:00:00
1126,92.79,90.02,1224320,92.794,89.31,90.4896,25207,2023-02-27 05:00:00
1127,93.56,90.8,1918760,95.01,89.55,91.1979,33168,2023-02-28 05:00:00
1128,89.62,88.78,2047457,90.75,86.625,88.0886,42406,2023-03-01 05:00:00
1129,84.84,94.41,2350543,96.89,84.02,92.9202,43883,2023-03-02 05:00:00
1130,93.88,94.78,1620194,95,89.9702,92.6663,33945,2023-03-03 05:00:00
1131,92,88.39,2500176,92.49,87.62,89.6711,44473,2023-03-06 05:00:00
1132,88.71,89.19,1184435,91,88.27,89.3409,23182,2023-03-07 05:00:00
1133,89.19,88.21,764827,91.03,87.74,89.136,17750,2023-03-08 05:00:00
1134,88,87,847679,88.95,86.49,87.5579,18690,2023-03-09 05:00:00
1135,86.92,83.01,1134668,87.65,82.84,84.1774,25866,2023-03-10 05:00:00
1136,81.515,81.64,985809,84.16,80.25,82.2002,21814,2023-03-13 04:00:00
1137,83.8,84.52,880837,84.91,82.45,83.9804,19230,2023-03-14 04:00:00
1138,82.62,83.48,860225,84.12,82.15,83.1417,19435,2023-03-15 04:00:00
1139,83.53,85.17,672162,86.65,81.9,85.0069,17202,2023-03-16 04:00:00
1140,84.64,83.78,866983,85.45,83.1442,83.8947,14970,2023-03-17 04:00:00
1141,84.02,83.8,522450,85.21,82.7794,83.8254,12756,2023-03-20 04:00:00
1142,85.04,89.195,1070820,90.04,84.67,88.377,22666,2023-03-21 04:00:00
1143,89.54,88.53,749266,90.73,88.165,89.2849,16475,2023-03-22 04:00:00
1144,89.4,88.88,655491,91.035,87.6201,89.3048,15865,2023-03-23 04:00:00
1145,90.35,90.46,696695,91.57,89.2701,90.5041,15477,2023-03-24 04:00:00
1146,91.29,92.52,682996,92.95,90.35,92.0114,14943,2023-03-27 04:00:00
1147,92.05,89.45,503135,92.2999,89.04,90.103,11740,2023-03-28 04:00:00
1148,90.63,90.62,417047,92.48,89.6,90.9362,10266,2023-03-29 04:00:00
1149,91.94,91.44,382689,93,90.85,91.738,9891,2023-03-30 04:00:00
1150,91.85,92.94,682679,94.295,91.298,93.1233,12960,2023-03-31 04:00:00
1151,92.44,92.14,547801,93.2799,90.59,91.872,12593,2023-04-03 04:00:00
1152,92.15,89.91,499695,92.99,89.28,90.6163,12977,2023-04-04 04:00:00
1153,89.09,88.36,521858,89.5,86.68,87.8982,13824,2023-04-05 04:00:00
1154,87.86,86.71,511966,88.47,86.375,87.2209,12402,2023-04-06 04:00:00
1155,85.77,87,521836,87.46,84.25,86.4216,11762,2023-04-10 04:00:00
1156,87.28,86.89,512995,88,86.55,87.049,11785,2023-04-11 04:00:00
1157,87.54,86.07,486591,87.75,85.5,86.215,12889,2023-04-12 04:00:00
1158,87.04,87.36,619434,88.65,86.7624,87.6736,18532,2023-04-13 04:00:00
1159,86.83,86.92,438839,88.28,85.78,86.8565,13185,2023-04-14 04:00:00
1160,87.09,87.43,758514,89.04,86.83,87.5941,12708,2023-04-17 04:00:00
1161,87.65,87.69,737487,88.12,84.8952,86.6391,18374,2023-04-18 04:00:00
1162,87.03,89.49,1058412,89.6,84.29,87.5957,20965,2023-04-19 04:00:00
1163,88.27,90.02,1078255,91.44,88.27,90.211,20111,2023-04-20 04:00:00
1164,90.54,90.58,979546,92.3,89.25,90.8383,14848,2023-04-21 04:00:00
1165,90.62,92.48,736692,92.57,90.62,91.8343,17059,2023-04-24 04:00:00
1166,91.65,89.98,489837,92.83,89.7228,90.7261,13539,2023-04-25 04:00:00
1167,91.67,91.86,961490,94.9599,91,92.8144,21113,2023-04-26 04:00:00
1168,92,93.05,717387,93.85,91.35,92.8446,17899,2023-04-27 04:00:00
1169,92.24,95.57,929844,95.7,89.76,93.2144,21718,2023-04-28 04:00:00
1170,96.17,103.35,1581773,103.71,96.17,101.8961,34880,2023-05-01 04:00:00
1171,100.57,99.51,1647057,101.7876,96.86,99.1828,31879,2023-05-02 04:00:00
1172,100.26,99.83,817186,101.69,99.59,100.5405,16405,2023-05-03 04:00:00
1173,100.45,100.04,719945,102.33,98.97,100.7935,16903,2023-05-04 04:00:00
1174,100.82,104.26,1072187,105.83,100.82,104.3535,22049,2023-05-05 04:00:00
1175,103.9,106.89,1047085,107.32,103.0089,106.1406,24268,2023-05-08 04:00:00
1176,105.71,107.12,1501816,107.44,104.23,107.2652,29499,2023-05-09 04:00:00
1177,118.5,128.29,6958148,134.5,118.5,128.4915,104554,2023-05-10 04:00:00
1178,129.95,130.21,1939550,130.99,126.1,128.8155,38233,2023-05-11 04:00:00
1179,131.12,129.83,1748872,135.19,128.7565,131.3717,35652,2023-05-12 04:00:00
1180,129.73,131.56,1061235,132.33,127.64,130.1471,22552,2023-05-15 04:00:00
1181,132.13,132.26,1149827,133.3849,129.82,132.0896,23886,2023-05-16 04:00:00
1182,132.3,133.13,819578,133.74,130.3086,132.1951,21180,2023-05-17 04:00:00
1183,132.32,133.38,1574903,138.7999,131.5,134.9651,29240,2023-05-18 04:00:00
1184,135.53,131.67,966324,135.534,131.14,132.2657,20591,2023-05-19 04:00:00
1185,132.35,131.22,1023167,135.2,130.98,132.1272,17380,2023-05-22 04:00:00
1186,131.7,129.61,1513282,133.15,128.4,130.1775,28779,2023-05-23 04:00:00
1187,128.21,131.43,1412490,132.15,126.51,130.0682,24641,2023-05-24 04:00:00
1188,131.5,129.11,754113,132.73,127.89,129.1376,17405,2023-05-25 04:00:00
1189,129.36,126.44,945852,129.86,125.25,127.2763,20881,2023-05-26 04:00:00
1190,127.89,124.56,823440,128.7999,124.31,126.0626,19187,2023-05-30 04:00:00
1191,124.3,125.53,1361005,126.43,122.62,125.0072,23156,2023-05-31 04:00:00
1192,126.01,133.29,2242736,136.71,125.61,133.4294,43029,2023-06-01 04:00:00
1193,136.26,138.17,1600946,140.39,135.25,138.2109,35521,2023-06-02 04:00:00
1194,138.52,143.94,1863537,147.9,138.44,144.7282,38058,2023-06-05 04:00:00
1195,143.22,142.21,1324662,146.8,141.81,144.1024,28985,2023-06-06 04:00:00
1196,143.87,138.03,1242091,145.925,137.79,140.6526,29691,2023-06-07 04:00:00
1197,137.61,141,1064458,141.42,136.18,140.1097,23823,2023-06-08 04:00:00
1198,141.57,139.19,727189,143.2499,138.9301,140.2695,18825,2023-06-09 04:00:00
1199,140.56,144.11,865434,145.41,139.8955,143.6225,23356,2023-06-12 04:00:00
1200,145.37,149.485,1596857,150.35,143.52,148.0758,33754,2023-06-13 04:00:00
1201,147,143.06,1760293,148.309,140.171,143.7247,35631,2023-06-14 04:00:00
1202,142.72,144.75,950689,145.49,140.85,143.455,20239,2023-06-15 04:00:00
1203,146.53,144.44,861498,148,143.4,144.953,16820,2023-06-16 04:00:00
1204,144.43,141.36,952146,147.1799,140.65,142.2527,21130,2023-06-20 04:00:00
1205,141,140.47,750580,143.2438,139.54,140.668,18853,2023-06-21 04:00:00
1206,141.41,147.87,1580794,149.97,141.41,147.3348,32337,2023-06-22 04:00:00
1207,148,150.1,7894735,153.4599,147.23,150.3124,38576,2023-06-23 04:00:00
1208,149.86,147.16,1246796,151.99,145.44,148.2219,26795,2023-06-26 04:00:00
1209,146.43,150.71,1152631,151.3919,146.43,150.043,21134,2023-06-27 04:00:00
1210,149.95,150.35,852903,153.94,149.84,151.3347,20360,2023-06-28 04:00:00
1211,150.35,148.83,643421,152.1799,148.52,149.9042,16960,2023-06-29 04:00:00
1212,149.25,149.19,843923,152.7465,148.89,150.1619,17166,2023-06-30 04:00:00
1213,149.2,148.27,429701,150.2299,146.32,148.0434,12364,2023-07-03 04:00:00
1214,148.77,147.84,627355,149.74,146.81,148.1417,17675,2023-07-05 04:00:00
1215,146.1,146.05,1096334,148.58,143.4301,145.8335,27299,2023-07-06 04:00:00
1216,146.97,146.01,720089,149.16,145.77,147.3031,19488,2023-07-07 04:00:00
1217,146.65,149.52,862785,151,146.65,149.1709,19003,2023-07-10 04:00:00
1218,149.07,145.79,1312752,150.43,141.0931,145.2632,27877,2023-07-11 04:00:00
1219,147.02,149.84,1095082,152.2,145.52,149.8494,25956,2023-07-12 04:00:00
1220,150.69,148.71,1023351,154.9994,148.31,150.684,26251,2023-07-13 04:00:00
1221,148.85,153.11,1767104,154.6,148.12,152.2274,33291,2023-07-14 04:00:00
1222,153.11,151.91,1058933,157.28,151.68,153.672,24951,2023-07-17 04:00:00
1223,151.91,144.54,1713009,151.91,143.52,145.9209,37094,2023-07-18 04:00:00
1224,143.44,145.3,1038394,146.3,141.68,144.4121,24159,2023-07-19 04:00:00
1225,144.9,143.51,622420,145.37,141.66,143.1968,20127,2023-07-20 04:00:00
1226,144.97,143.38,566651,145.31,142.8,143.5924,15138,2023-07-21 04:00:00
1227,143.3,143.4,853619,147.34,141.46,143.9818,21469,2023-07-24 04:00:00
1228,143.42,146.64,933897,147.43,143.11,146.1791,19478,2023-07-25 04:00:00
1229,146.06,147.35,910037,150.8799,145.35,148.1348,21813,2023-07-26 04:00:00
1230,149.54,144.43,689022,149.54,143.4785,146.0716,18253,2023-07-27 04:00:00
1231,147.53,147.48,584232,149.06,145.78,147.3646,16736,2023-07-28 04:00:00
1232,148.77,144.7,1619496,151.84,141.5966,144.456,30827,2023-07-31 04:00:00
1233,143.52,142.43,735007,145.98,141.94,142.8796,19370,2023-08-01 04:00:00
1234,140.26,139.34,1268328,141.25,135.09,139.2076,27844,2023-08-02 04:00:00
1235,139.5,143.36,877670,145.82,139.5,143.3871,22267,2023-08-03 04:00:00
1236,143.37,142.61,975653,146.165,141.16,143.6447,23464,2023-08-04 04:00:00
1237,142.5,143.22,1458316,145.45,137.18,141.959,34892,2023-08-07 04:00:00
1238,143.11,143.36,2701317,146.5899,140.18,145.1198,47680,2023-08-08 04:00:00
1239,171.5,172.67,5459221,175.85,160.55,170.5165,90342,2023-08-09 04:00:00
1240,175.19,172.975,2308536,178.76,168.84,173.3114,42849,2023-08-10 04:00:00
1241,172.72,175.06,1346081,176.4885,170.01,173.9103,29137,2023-08-11 04:00:00
1242,176.28,183,1953904,183.06,174,180.7813,34565,2023-08-14 04:00:00
1243,179.41,182.74,1987348,183.6774,177.04,179.7107,31707,2023-08-15 04:00:00
1244,183,179.15,1080976,183.5,178.1431,179.8629,24649,2023-08-16 04:00:00
1245,179.6,169.35,1540209,179.9,169.12,172.8445,33787,2023-08-17 04:00:00
1246,168.26,174.79,1067955,176.4,167.16,172.4853,25809,2023-08-18 04:00:00
1247,175.27,177.52,1195220,179.95,174.01,176.9932,25712,2023-08-21 04:00:00
1248,179.98,178.01,756524,181.828,176.95,178.3555,18729,2023-08-22 04:00:00
1249,177.97,180.355,1013721,185.05,177.14,181.2758,25496,2023-08-23 04:00:00
1250,180.34,177.62,748866,181.65,176.34,178.4854,17629,2023-08-24 04:00:00
1251,179.02,181.99,839574,182.42,176.19,180.4089,19624,2023-08-25 04:00:00
1252,183.07,182.13,502541,183.5,180.29,181.9427,15697,2023-08-28 04:00:00
1253,183.75,187.81,1542835,188.88,183.51,187.0484,26274,2023-08-29 04:00:00
1254,187.75,194.01,974084,194.35,187.75,192.3497,23648,2023-08-30 04:00:00
1255,194.01,196.04,1212404,196.5873,192.43,195.161,23376,2023-08-31 04:00:00
