PEP,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
436,131.6,132.99,4050410,133.9461,131.19,132.9696,54265,2020-06-01 04:00:00
437,133.05,132.63,5327465,133.81,131.12,132.0211,62844,2020-06-02 04:00:00
438,133.24,132.82,5421190,134.275,132.6,133.0833,56397,2020-06-03 04:00:00
439,131.59,130.57,5229737,133.56,130.18,131.5193,62435,2020-06-04 04:00:00
440,131,132.44,7075650,133.52,130.77,132.3333,70183,2020-06-05 04:00:00
441,131.38,132.21,5613020,132.465,131.235,132.0108,51659,2020-06-08 04:00:00
442,131.83,132.97,6447278,133.15,131.05,132.467,59126,2020-06-09 04:00:00
443,133.28,134.13,7069852,135.16,133.17,134.181,60101,2020-06-10 04:00:00
444,134.22,127.84,8540975,135.14,127.46,129.3063,87377,2020-06-11 04:00:00
445,129.15,129,7039513,129.93,127.43,128.7991,78778,2020-06-12 04:00:00
446,128.29,130.48,5482111,130.96,126.53,129.5304,56534,2020-06-15 04:00:00
447,132.68,131.67,5198806,133.06,130.12,131.8174,63867,2020-06-16 04:00:00
448,131.89,131.76,3309878,133.04,131.49,132.2283,42407,2020-06-17 04:00:00
449,131.42,132.78,3417168,133.13,130.63,132.2466,36983,2020-06-18 04:00:00
450,134.41,131.28,8296892,134.82,131.22,132.4949,52439,2020-06-19 04:00:00
451,130.55,131.05,3379894,131.76,129.95,130.9639,39441,2020-06-22 04:00:00
452,131.62,131.36,3625580,132.68,130.98,131.8294,40360,2020-06-23 04:00:00
453,130.52,129.56,4853490,131.07,128.68,129.6034,55267,2020-06-24 04:00:00
454,129.14,131.41,4442112,131.73,128.05,130.3089,47234,2020-06-25 04:00:00
455,131.68,128.93,7372682,132.37,128.06,129.6265,56074,2020-06-26 04:00:00
456,130.18,131.08,4173863,131.4,129.43,130.8672,37857,2020-06-29 04:00:00
457,131.83,132.26,4626817,132.82,130.855,131.9519,43263,2020-06-30 04:00:00
458,132.53,132.36,3633043,133.62,131.94,132.6502,46205,2020-07-01 04:00:00
459,133.54,132.85,2769248,134.17,132.54,133.2236,34456,2020-07-02 04:00:00
460,133.08,133.3,4221605,133.95,132.31,133.1538,44145,2020-07-06 04:00:00
461,132.27,133.57,4424469,134.62,132.17,133.4164,46272,2020-07-07 04:00:00
462,134.16,134.22,3798259,134.69,133.16,134.0574,43937,2020-07-08 04:00:00
463,132.9,132.71,4005220,133.94,131.7272,132.825,45458,2020-07-09 04:00:00
464,132.37,134.46,5932824,134.89,131.2835,133.6645,50246,2020-07-10 04:00:00
465,136.77,134.91,8960022,138.07,134.47,136.1833,89574,2020-07-13 04:00:00
466,134.59,135.52,6766836,136.9515,134.25,135.6361,66343,2020-07-14 04:00:00
467,135.35,133.69,5561264,136.19,133.25,134.4037,59608,2020-07-15 04:00:00
468,134.0556,133.88,3788127,134.36,133.05,133.8056,45766,2020-07-16 04:00:00
469,134.65,134.66,3229486,135.06,133.55,134.5541,34240,2020-07-17 04:00:00
470,134.6136,133.11,3620256,134.6136,132.18,133.014,42634,2020-07-20 04:00:00
471,134.0045,134.43,5435487,136.41,133.79,134.8529,59000,2020-07-21 04:00:00
472,135.56,136.01,3522313,136.25,133.68,135.245,39248,2020-07-22 04:00:00
473,136.59,137.08,5011384,137.25,135.49,136.5969,46499,2020-07-23 04:00:00
474,136.99,136.06,3300145,138.64,135.39,136.5845,42451,2020-07-24 04:00:00
475,135.53,137.67,3607669,137.76,134.85,137.0449,37112,2020-07-27 04:00:00
476,137.98,137.38,3787724,138.59,137.09,137.7193,33918,2020-07-28 04:00:00
477,137.38,137.93,3179281,139,137.04,138.0939,38204,2020-07-29 04:00:00
478,137.24,137.69,2817632,138.22,136.48,137.4024,36142,2020-07-30 04:00:00
479,137.26,137.66,4304080,137.7,135.2,136.9201,42901,2020-07-31 04:00:00
480,137.11,136.7,2819273,137.5,136,136.7386,40856,2020-08-03 04:00:00
481,137.52,137.47,2553613,137.59,136.02,137.2054,31108,2020-08-04 04:00:00
482,138.15,136.25,2924634,138.15,135.77,136.5105,34544,2020-08-05 04:00:00
483,135.2735,135.86,2693058,136.29,135.2735,135.8191,39225,2020-08-06 04:00:00
484,135.94,136.74,3692151,136.76,135.37,136.4094,34198,2020-08-07 04:00:00
485,136.32,135.98,3052091,136.88,135.38,135.9935,40111,2020-08-10 04:00:00
486,136.97,135.12,3301552,137.45,134.62,135.7749,43208,2020-08-11 04:00:00
487,135.34,137.8,4425182,138.68,135.25,137.8006,39559,2020-08-12 04:00:00
488,137.1,138.1,2393520,138.61,137.1,138.0531,35950,2020-08-13 04:00:00
489,138.11,137.56,2461687,138.172,137.2,137.6619,28472,2020-08-14 04:00:00
490,137.5,137.92,2862635,138.89,137.05,138.0348,30793,2020-08-17 04:00:00
491,138.61,138.11,2638555,138.61,137.04,137.9608,34462,2020-08-18 04:00:00
492,138.69,136.45,3682226,138.795,136.1,136.9798,38066,2020-08-19 04:00:00
493,135.66,136.72,2263090,137.15,135.63,136.5521,32817,2020-08-20 04:00:00
494,136.37,136.46,4295630,136.66,135.25,136.179,34157,2020-08-21 04:00:00
495,136.46,137.64,3177925,137.68,136.11,137.2114,41489,2020-08-24 04:00:00
496,138.26,137.3,2579448,138.38,136.7,137.2045,31451,2020-08-25 04:00:00
497,136.5753,138.47,6019737,138.66,136.38,138.0957,44589,2020-08-26 04:00:00
498,138.71,138.4,4159270,139.9284,137.91,138.5285,47177,2020-08-27 04:00:00
499,138.52,139.94,3355482,139.96,137.24,139.0718,42952,2020-08-28 04:00:00
500,139.32,140.06,3828697,141.02,139,140.1194,41516,2020-08-31 04:00:00
501,140.25,139.19,3422807,140.48,138.505,139.2058,46723,2020-09-01 04:00:00
502,139.52,143.29,4918523,143.82,139.35,142.5171,57927,2020-09-02 04:00:00
503,142.7663,139.37,6639867,144.035,138.12,140.2429,64244,2020-09-03 04:00:00
504,139.66,138.76,4836833,140.31,136.94,138.6458,51074,2020-09-04 04:00:00
505,138.31,135.55,4901536,138.6295,134.41,135.6556,58773,2020-09-08 04:00:00
506,135.5,137.11,4282289,138.46,135.4,137.0556,42557,2020-09-09 04:00:00
507,136.6,134.76,6050544,137.55,133.88,135.2913,50508,2020-09-10 04:00:00
508,135.22,135.81,3404714,136.38,134.23,135.4737,44180,2020-09-11 04:00:00
509,136.5275,136.67,2779316,137.5,135.8,136.8221,31949,2020-09-14 04:00:00
510,136.48,135.62,4080783,137.24,135.41,136.0687,49866,2020-09-15 04:00:00
511,136.28,134.98,3353726,136.6,134.78,135.6419,48865,2020-09-16 04:00:00
512,133.39,133.2,5186417,134.55,131.69,132.8548,68365,2020-09-17 04:00:00
513,133.71,131.47,8472958,134.79,130.01,132.0946,64027,2020-09-18 04:00:00
514,130.37,131.24,4402723,131.31,129.36,130.4085,61168,2020-09-21 04:00:00
515,131,132.15,3950959,132.89,130.445,132.2026,49426,2020-09-22 04:00:00
516,132.7,131,5909940,132.82,129.85,130.8168,51960,2020-09-23 04:00:00
517,131.437,131.58,4316594,132.31,129.92,131.463,57194,2020-09-24 04:00:00
518,130.89,133.55,4575979,133.83,130.515,132.5864,56583,2020-09-25 04:00:00
519,136.04,137.97,7487509,138.58,135.67,137.6217,76339,2020-09-28 04:00:00
520,138.66,137.16,4333805,139.54,137.13,137.9228,58059,2020-09-29 04:00:00
521,137.99,138.6,7060713,139.19,136.9,138.4127,70657,2020-09-30 04:00:00
522,139.44,140.8,6483894,140.85,137.4866,139.6497,87603,2020-10-01 04:00:00
523,139.28,138.06,5130582,139.91,136.2,138.2337,64565,2020-10-02 04:00:00
524,138.11,137.93,4519821,138.38,136.98,137.6526,48318,2020-10-05 04:00:00
525,138,135.7,5031019,138.82,135.15,136.8318,60839,2020-10-06 04:00:00
526,135.94,137.01,4347287,137.52,135.76,136.7097,45599,2020-10-07 04:00:00
527,137.28,137.85,2977598,138.13,136.76,137.7448,36876,2020-10-08 04:00:00
528,138.7,138.44,3194022,139.26,137.895,138.5619,39286,2020-10-09 04:00:00
529,141.12,142.13,6167150,143.49,139.78,141.9924,65046,2020-10-12 04:00:00
530,142.22,143.54,4293198,144,141.91,143.158,47098,2020-10-13 04:00:00
531,143.55,142.52,3641327,144.11,141.625,142.7316,42614,2020-10-14 04:00:00
532,141.16,141.43,3307718,141.97,140.62,141.3097,46039,2020-10-15 04:00:00
533,141.75,141.73,5076139,142.82,141.13,141.9884,46042,2020-10-16 04:00:00
534,141.34,139.68,3223384,142.53,139.25,140.4511,38975,2020-10-19 04:00:00
535,141,139.71,2751622,141.215,139.4072,140.2603,38709,2020-10-20 04:00:00
536,139.6829,139.6,2560061,140.48,139.1,139.7475,31513,2020-10-21 04:00:00
537,139.8,139.61,2909227,140.2,139.01,139.5835,32460,2020-10-22 04:00:00
538,140.22,139.56,2758507,140.53,139.04,139.5943,28935,2020-10-23 04:00:00
539,138.74,138.06,3431215,139.08,136.41,137.4764,49115,2020-10-26 04:00:00
540,138.571,139.12,3390825,139.89,138.3,139.1474,38270,2020-10-27 04:00:00
541,137.1506,134.17,5196038,137.71,133.94,134.8734,61100,2020-10-28 04:00:00
542,133.755,133.99,3856469,135.63,132.2621,134.1278,45271,2020-10-29 04:00:00
543,132.93,133.29,4287571,133.84,131.71,132.9434,49380,2020-10-30 04:00:00
544,135.61,135.15,3126408,136.23,133.78,135.1012,42305,2020-11-02 05:00:00
545,136.62,137.04,3293928,138.6,136.28,137.1827,39490,2020-11-03 05:00:00
546,139,137.86,4576320,141.7,137.66,139.0797,56895,2020-11-04 05:00:00
547,139.3548,138.05,3667806,140.27,137.47,138.6453,44036,2020-11-05 05:00:00
548,138.56,138.38,2867077,139.77,137.33,138.4353,33923,2020-11-06 05:00:00
549,142,138.45,6111302,143.6499,138.17,139.9211,63914,2020-11-09 05:00:00
550,136.99,141.72,5284513,142.44,136.1935,141.1412,58603,2020-11-10 05:00:00
551,142.8555,143.9,4389762,144.24,141.61,143.5328,43002,2020-11-11 05:00:00
552,144.25,143.84,2570479,144.74,142.76,143.5877,36148,2020-11-12 05:00:00
553,143.77,144.71,2580479,144.89,143.27,144.1632,37496,2020-11-13 05:00:00
554,145,145.76,3398971,146.26,144.69,145.4891,40938,2020-11-16 05:00:00
555,144.27,145.24,2924071,146.1,144.11,145.0987,39467,2020-11-17 05:00:00
556,145.49,143.38,4335257,146.565,143.3,144.4702,37573,2020-11-18 05:00:00
557,142.88,143.32,4263568,143.7,142.34,143.188,50514,2020-11-19 05:00:00
558,143.65,143.42,3469179,144.6366,143,143.7548,37944,2020-11-20 05:00:00
559,143.31,143.02,3443855,143.65,141.88,142.7786,40418,2020-11-23 05:00:00
560,143.19,144.03,4473522,144.36,142.82,143.6118,45371,2020-11-24 05:00:00
561,144.45,144.16,2278398,144.9224,143.7,144.1946,31973,2020-11-25 05:00:00
562,144.62,144.6,1595978,145.28,144.18,144.5927,21366,2020-11-27 05:00:00
563,144.46,144.23,4906898,144.63,142.88,143.8961,49626,2020-11-30 05:00:00
564,145.03,146.07,3999578,146.63,144.5,145.9026,47867,2020-12-01 05:00:00
565,145.88,144.62,4131005,146.94,143.89,144.6658,49629,2020-12-02 05:00:00
566,143.02,144.45,4758137,144.96,143.02,144.3475,41640,2020-12-03 05:00:00
567,143.87,145.85,3592561,145.98,143.855,145.5462,37034,2020-12-04 05:00:00
568,145.68,145.37,4217416,146.56,144.62,145.3138,39811,2020-12-07 05:00:00
569,145.33,145.52,3623756,146.16,144.2903,145.486,37904,2020-12-08 05:00:00
570,145.56,145.69,3841971,146.1,144.275,145.5097,42421,2020-12-09 05:00:00
571,146.04,144.67,3985022,146.29,144.42,144.9479,36365,2020-12-10 05:00:00
572,143.63,144.97,2975473,145.1,143.41,144.4302,36514,2020-12-11 05:00:00
573,145.25,144.23,3952380,146.47,144.05,144.9523,34921,2020-12-14 05:00:00
574,144.56,144.77,3183783,145.27,143.89,144.6449,36728,2020-12-15 05:00:00
575,143.98,144.89,4915809,145.4699,143.9,144.8354,35364,2020-12-16 05:00:00
576,145.25,145.71,3312453,146.2,145.18,145.6679,35681,2020-12-17 05:00:00
577,146.33,146.93,8980403,147.1,145.495,146.6136,41895,2020-12-18 05:00:00
578,145,145.4,3946888,145.66,143.47,145.061,41884,2020-12-21 05:00:00
579,144.6,144.02,2653806,145,143.475,144.1579,39380,2020-12-22 05:00:00
580,144.49,144.41,2645127,145.6,144.074,144.5608,35004,2020-12-23 05:00:00
581,144.83,145.06,883285,145.11,144.14,144.8042,14369,2020-12-24 05:00:00
582,145.776,146.91,2493497,147.6,145.54,146.5862,33087,2020-12-28 05:00:00
583,147.68,147.42,3186688,148.77,146.84,147.5706,45378,2020-12-29 05:00:00
584,147.47,147.31,2224859,147.9899,147.01,147.3858,32196,2020-12-30 05:00:00
585,147.48,148.3,2076825,148.46,146.64,147.8284,23274,2020-12-31 05:00:00
586,147.01,144.27,7486940,147.78,141.94,144.0251,81809,2021-01-04 05:00:00
587,144.07,144.7,4126000,145.18,142.9,144.2528,45447,2021-01-05 05:00:00
588,141.67,142.93,4843265,143.6,141.59,142.8312,66326,2021-01-06 05:00:00
589,142.81,142.47,4473376,143.145,141.145,142.2076,58760,2021-01-07 05:00:00
590,142.47,144.18,4312289,144.4,141.66,143.4799,48807,2021-01-08 05:00:00
591,144.03,142.09,3902743,144.31,141.69,142.4161,46322,2021-01-11 05:00:00
592,141.63,141.43,5149996,141.995,139.445,140.8539,60969,2021-01-12 05:00:00
593,141.12,142.59,4361696,143.24,141,142.5163,46245,2021-01-13 05:00:00
594,141.48,141.76,4724886,142.44,141.07,141.7613,47933,2021-01-14 05:00:00
595,141.45,141.39,4309077,142.6,140.53,141.5537,41255,2021-01-15 05:00:00
596,142.375,142.06,5158614,142.58,141.44,142.093,51971,2021-01-19 05:00:00
597,141.04,141.33,5019321,141.78,139.92,141.0546,53342,2021-01-20 05:00:00
598,140.29,139.61,5684273,140.79,138.74,139.6089,62261,2021-01-21 05:00:00
599,139.5,138.59,4014925,139.54,138.23,138.8268,46000,2021-01-22 05:00:00
600,138.0637,140.18,3829014,140.33,137.58,139.5341,55445,2021-01-25 05:00:00
601,141.31,141.8,4242522,142.085,139.75,141.3605,50893,2021-01-26 05:00:00
602,140.505,138.04,6659804,142.33,137.55,139.0113,84048,2021-01-27 05:00:00
603,138.83,139.19,5513965,140.79,137.76,139.5595,64166,2021-01-28 05:00:00
604,138.1135,136.57,6778137,138.46,136.015,136.8489,71905,2021-01-29 05:00:00
605,136.98,136.98,4185689,137.96,135.9001,137.104,56526,2021-02-01 05:00:00
606,137.45,138.38,3581697,139.525,136.6,138.6654,46994,2021-02-02 05:00:00
607,137.75,138.02,3609640,138.95,137.07,138.1225,45963,2021-02-03 05:00:00
608,137.75,139.68,3824314,139.76,137.75,139.085,48500,2021-02-04 05:00:00
609,140.49,140.96,4437864,142.12,140.09,141.2221,52951,2021-02-05 05:00:00
610,141.19,140.4,4112165,141.81,139.5,140.3203,51476,2021-02-08 05:00:00
611,141.13,139.6,3179260,141.15,139.49,139.8437,44545,2021-02-09 05:00:00
612,141.12,137.7,6966613,141.12,136.76,137.8296,85321,2021-02-10 05:00:00
613,137.85,134.97,7527981,138.205,134.34,135.7027,93898,2021-02-11 05:00:00
614,135.26,133.87,5659348,135.6,133.45,134.1295,73178,2021-02-12 05:00:00
615,134.5605,134.38,5180052,134.81,133.4,134.1825,63967,2021-02-16 05:00:00
616,134.06,134.46,3354067,135.07,133.8601,134.4032,47053,2021-02-17 05:00:00
617,134.07,135.37,3943138,135.7,133.91,135.1217,49892,2021-02-18 05:00:00
618,135.01,132.51,5414944,135.12,132.285,133.3115,66809,2021-02-19 05:00:00
619,132.04,131.99,5792943,132.595,130.76,131.7572,68220,2021-02-22 05:00:00
620,132.65,132.78,6264268,134.34,131.3,132.6166,79795,2021-02-23 05:00:00
621,131.85,132.09,4944008,132.29,131.2,131.8807,61781,2021-02-24 05:00:00
622,131.35,130,5702339,132.09,129.8,130.5633,88584,2021-02-25 05:00:00
623,130.57,129.19,8329044,130.87,128.57,129.6318,98721,2021-02-26 05:00:00
624,130.61,130.62,5287738,131.9699,130.34,131.1315,71767,2021-03-01 05:00:00
625,130.5,131.07,5613974,132.03,130.38,131.2581,72239,2021-03-02 05:00:00
626,129.802,129.14,7505755,130.53,128.98,129.6591,85885,2021-03-03 05:00:00
627,129.25,128.83,9102794,131.75,128.32,129.7677,125942,2021-03-04 05:00:00
628,129.64,133.03,10186542,133.41,129.19,131.8919,131809,2021-03-05 05:00:00
629,133.23,132.13,8634912,134.18,131.99,132.9761,114576,2021-03-08 05:00:00
630,132.94,132.25,8930215,133.91,132,132.8778,93242,2021-03-09 05:00:00
631,132.5226,133.58,7791665,134.47,130.54,132.7043,103734,2021-03-10 05:00:00
632,133.345,133.22,4459150,134.58,133.1,133.6867,56330,2021-03-11 05:00:00
633,133.12,133.04,5275179,133.79,132.64,133.1723,66993,2021-03-12 05:00:00
634,133.56,133.03,5389458,133.63,131.97,132.7578,69776,2021-03-15 04:00:00
