,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
23,150.2,151.14,25067918.0,152.6357,148.34,150.594,197245,2018-10-08 04:00:00
24,147.97,146.94,31067130.0,150.5898,146.47,148.0857,231097,2018-10-09 04:00:00
25,142.5,138.29,55821248.0,144.0,137.92,140.4658,406473,2018-10-10 04:00:00
26,135.53,141.9,43120950.0,142.91,135.14,139.6116,323017,2018-10-11 04:00:00
27,148.62,147.29,30755536.0,149.0,144.52,146.84,221761,2018-10-12 04:00:00
28,144.77,144.16,18581816.0,145.69,142.3,144.1292,140373,2018-10-15 04:00:00
29,145.71,149.6,18366817.0,149.76,145.26,147.7575,119465,2018-10-16 04:00:00
30,150.68,148.14,16740626.0,150.68,146.37,147.9943,128927,2018-10-17 04:00:00
31,145.85,142.02,20618995.0,146.28,140.8,142.995,156391,2018-10-18 04:00:00
32,145.34,142.93,14856711.0,146.77,142.61,144.3031,114070,2018-10-19 04:00:00
33,148.99,148.8,22591288.0,150.2,146.1,148.4107,154732,2018-10-22 04:00:00
34,143.22,146.65,19953027.0,147.51,142.62,145.2767,136620,2018-10-23 04:00:00
35,145.18,139.61,18512426.0,146.69,139.34,142.4668,147117,2018-10-24 04:00:00
36,142.5,144.6,13655758.0,144.91,141.01,143.5662,108304,2018-10-25 04:00:00
37,139.0,142.87,19477013.0,145.8293,138.55,142.3065,153176,2018-10-26 04:00:00
38,142.42,133.38,35067799.0,144.0,131.36,136.5212,261117,2018-10-29 04:00:00
39,132.28,136.33,25230138.0,136.4,130.06,133.5595,189156,2018-10-30 04:00:00
40,141.35,142.28,23655649.0,142.65,139.14,141.2229,171312,2018-10-31 04:00:00
41,144.98,151.25,47028672.0,152.3175,138.62,147.424,341204,2018-11-01 04:00:00
42,152.56,147.59,45981857.0,154.36,146.28,150.4079,318654,2018-11-02 04:00:00
43,146.22,144.64,16197375.0,149.37,144.23,145.6981,124344,2018-11-05 05:00:00
44,145.87,147.44,17842072.0,149.96,145.325,147.804,129915,2018-11-06 05:00:00
45,150.77,152.5,17885685.0,152.8,148.94,150.8968,130391,2018-11-07 05:00:00
46,150.99,148.99,17067369.0,151.88,146.69,148.8495,131915,2018-11-08 05:00:00
47,145.57,144.85,16220191.0,145.72,142.48,144.3232,135567,2018-11-09 05:00:00
48,145.01,142.82,16516543.0,146.406,139.97,142.5828,131488,2018-11-12 05:00:00
49,144.83,146.98,19515272.0,149.94,143.91,147.2614,159947,2018-11-13 05:00:00
50,150.21,150.44,21786207.0,152.15,148.44,150.206,183567,2018-11-14 05:00:00
51,152.9,156.22,30087866.0,157.4,150.89,154.3082,234518,2018-11-15 05:00:00
52,155.04,154.1,20039405.0,155.8,152.1423,154.0443,160286,2018-11-16 05:00:00
53,152.02,149.53,18088306.0,153.21,148.77,150.3383,133516,2018-11-19 05:00:00
54,144.48,145.98,19477281.0,148.07,142.82,145.5994,153416,2018-11-20 05:00:00
55,149.06,149.41,14719930.0,151.48,148.65,150.0701,122779,2018-11-21 05:00:00
56,147.3,150.33,7437580.0,151.17,147.0,149.7393,69416,2018-11-23 05:00:00
57,153.21,156.01,15900873.0,156.53,152.37,155.0514,138506,2018-11-26 05:00:00
58,154.64,156.46,17911877.0,157.94,153.5802,156.3605,128253,2018-11-27 05:00:00
59,159.01,159.34,20767458.0,159.8,155.26,157.8729,160773,2018-11-28 05:00:00
60,158.08,156.28,20532549.0,159.0,153.54,156.1752,162786,2018-11-29 05:00:00
61,157.9,160.86,35071607.0,160.86,156.7201,159.9306,145537,2018-11-30 05:00:00
62,168.64,163.74,31088608.0,168.8,163.51,165.6899,246771,2018-12-03 05:00:00
63,164.88,158.34,22199491.0,164.98,156.46,159.5379,178109,2018-12-04 05:00:00
64,153.0,155.83,25337814.0,155.87,150.51,153.5895,198377,2018-12-06 05:00:00
65,155.4,153.06,17448131.0,158.05,151.73,154.3568,151890,2018-12-07 05:00:00
66,150.39,151.43,15525600.0,152.81,147.48,150.3877,134574,2018-12-10 05:00:00
67,155.26,151.83,13654957.0,156.24,150.9,153.3258,114303,2018-12-11 05:00:00
68,155.24,151.5,16620789.0,156.17,151.43,154.3037,129848,2018-12-12 05:00:00
69,153.05,151.48,12255995.0,153.46,150.52,151.9771,102020,2018-12-13 05:00:00
70,147.71,149.0,15549216.0,150.7,145.72,148.4729,125565,2018-12-14 05:00:00
71,146.5,143.98,15788260.0,147.94,142.24,144.7585,120374,2018-12-17 05:00:00
72,144.28,140.82,17848449.0,144.75,140.11,141.9031,131132,2018-12-18 05:00:00
73,141.04,137.14,27661460.0,141.325,135.73,138.9215,185884,2018-12-19 05:00:00
74,135.83,135.11,24104441.0,137.755,132.91,135.1131,198365,2018-12-20 05:00:00
75,137.08,132.0,28791710.0,137.19,130.23,133.3603,192785,2018-12-21 05:00:00
76,130.0,131.89,11243722.0,134.57,129.77,132.0793,97981,2018-12-24 05:00:00
77,132.87,138.0,14862563.0,138.02,130.18,134.154,125448,2018-12-26 05:00:00
78,135.05,138.45,11460488.0,138.45,133.89,135.9449,101532,2018-12-27 05:00:00
79,139.2,139.09,11955298.0,140.98,136.79,139.1219,97647,2018-12-28 05:00:00
80,141.83,137.07,11188158.0,142.02,136.04,138.3936,90446,2018-12-31 05:00:00
81,134.13,136.7,16713427.0,137.7488,133.03,135.7423,130709,2019-01-02 05:00:00
82,134.27,130.6,19536286.0,134.8699,129.83,131.4526,154658,2019-01-03 05:00:00
83,134.26,139.75,22847210.0,141.08,133.66,138.373,181863,2019-01-04 05:00:00
84,140.55,143.1,17239134.0,144.08,139.01,142.4247,126050,2019-01-07 05:00:00
85,145.0,146.79,16488785.0,147.55,142.06,145.7102,127005,2019-01-08 05:00:00
86,149.89,151.92,20215604.0,153.35,148.5,151.5656,148520,2019-01-09 05:00:00
87,149.81,151.69,14222645.0,152.03,148.88,150.5742,103762,2019-01-10 05:00:00
88,151.83,151.32,9589468.0,153.38,150.1401,151.58,79541,2019-01-11 05:00:00
89,148.5,149.27,13357764.0,150.57,146.54,148.8645,102481,2019-01-14 05:00:00
90,150.68,150.88,14983464.0,154.17,149.9643,151.584,108559,2019-01-15 05:00:00
91,152.81,154.84,14731140.0,155.39,151.5,154.0396,100786,2019-01-16 05:00:00
92,152.11,155.97,16153319.0,158.55,151.9,155.5525,116969,2019-01-17 05:00:00
93,158.45,157.02,19611641.0,159.49,154.73,157.0594,130132,2019-01-18 05:00:00
94,154.4,152.15,21295018.0,155.44,150.2069,152.2392,125490,2019-01-22 05:00:00
95,154.65,152.03,10195902.0,155.18,150.95,152.4268,73242,2019-01-23 05:00:00
96,151.47,155.86,10998461.0,156.0,151.21,154.7488,89153,2019-01-24 05:00:00
97,158.91,159.21,16459579.0,160.5,157.43,158.9447,127755,2019-01-25 05:00:00
98,157.8,158.92,10141111.0,159.69,155.3,157.9215,79564,2019-01-28 05:00:00
99,159.04,156.88,18193253.0,160.3746,155.92,157.3118,117352,2019-01-29 05:00:00
100,161.29,166.82,36998028.0,167.84,160.5,164.7362,254286,2019-01-30 05:00:00
101,167.8,168.49,21220269.0,169.73,165.7,168.1494,153271,2019-01-31 05:00:00
102,168.0,167.97,10771566.0,169.4,167.63,168.3756,86707,2019-02-01 05:00:00
103,166.32,166.7,7380441.0,167.55,165.61,166.6815,59236,2019-02-04 05:00:00
104,168.55,171.83,12801907.0,171.95,168.0,170.7153,98278,2019-02-05 05:00:00
105,171.86,171.52,11267924.0,173.09,169.99,171.3662,74875,2019-02-06 05:00:00
106,169.16,166.96,11911342.0,169.61,164.336,167.029,104792,2019-02-07 05:00:00
107,163.83,167.36,8331593.0,167.65,163.75,166.2161,67460,2019-02-08 05:00:00
108,168.85,167.45,7260938.0,170.33,167.45,168.693,58412,2019-02-11 05:00:00
109,169.6,168.71,8598001.0,170.49,168.61,169.4394,71436,2019-02-12 05:00:00
110,169.91,169.4,8662019.0,171.05,168.99,169.9914,71096,2019-02-13 05:00:00
111,167.64,168.38,8722792.0,168.5,166.61,167.8118,75916,2019-02-14 05:00:00
112,168.61,166.15,12099575.0,168.77,165.41,166.5109,94828,2019-02-15 05:00:00
113,166.98,170.18,12985508.0,171.15,166.5,169.9715,92883,2019-02-19 05:00:00
114,171.0,170.71,12454921.0,172.68,170.61,171.7313,99534,2019-02-20 05:00:00
115,171.0,171.66,8435069.0,171.78,169.8,170.8174,71395,2019-02-21 05:00:00
116,172.8,176.92,16175724.0,177.02,172.52,175.2624,123642,2019-02-22 05:00:00
117,181.26,183.25,22830882.0,183.72,180.73,182.6814,169950,2019-02-25 05:00:00
118,179.79,183.54,13871149.0,184.35,179.37,182.3377,107441,2019-02-26 05:00:00
119,181.72,184.58,16734090.0,184.93,180.88,183.7677,103147,2019-02-27 05:00:00
120,183.01,183.03,12370703.0,184.3,181.47,183.149,92943,2019-02-28 05:00:00
121,185.09,183.88,14348588.0,186.9,183.38,185.0367,112465,2019-03-01 05:00:00
122,186.0,187.25,14744415.0,187.34,184.46,186.3387,120047,2019-03-04 05:00:00
123,186.94,185.0,11513374.0,188.08,185.0,186.4729,89122,2019-03-05 05:00:00
124,184.38,184.17,10009117.0,185.59,183.02,184.1844,87664,2019-03-06 05:00:00
125,180.91,177.32,16489114.0,181.8,176.73,178.4332,132173,2019-03-07 05:00:00
126,171.565,175.03,14687531.0,175.35,171.565,173.7015,117400,2019-03-08 05:00:00
127,177.83,180.41,13764241.0,181.72,177.58,180.3892,96164,2019-03-11 04:00:00
128,182.04,180.63,8660026.0,182.18,179.51,180.9667,61343,2019-03-12 04:00:00
129,180.73,180.7,8868280.0,182.535,179.26,181.1938,60554,2019-03-13 04:00:00
130,179.06,180.36,9272122.0,180.82,178.01,179.5918,75420,2019-03-14 04:00:00
131,180.66,180.97,10844094.0,181.45,179.66,180.6598,67696,2019-03-15 04:00:00
132,181.93,181.83,7847850.0,182.89,180.76,181.8624,59052,2019-03-18 04:00:00
133,181.63,182.14,10242627.0,183.36,180.85,182.2143,71704,2019-03-19 04:00:00
134,180.94,181.28,15901621.0,181.95,178.43,180.6333,86678,2019-03-20 04:00:00
135,178.95,181.5,9754492.0,181.73,178.52,180.4808,73533,2019-03-21 04:00:00
136,179.77,176.26,11688642.0,180.48,175.3362,177.3545,107260,2019-03-22 04:00:00
137,174.33,178.77,7513897.0,178.9,174.1,177.123,74257,2019-03-25 04:00:00
138,179.7,178.08,7899369.0,180.65,177.095,178.5235,65590,2019-03-26 04:00:00
139,177.7,177.03,8371087.0,179.83,176.9125,177.8843,62576,2019-03-27 04:00:00
140,177.47,177.73,7233192.0,178.53,175.97,177.3494,66873,2019-03-28 04:00:00
141,180.73,182.45,13853965.0,182.6,179.0,181.3194,102737,2019-03-29 04:00:00
142,185.09,180.89,12722367.0,185.56,180.89,183.2765,105827,2019-04-01 04:00:00
143,181.46,181.74,8021710.0,183.5627,180.95,181.9889,69545,2019-04-02 04:00:00
144,179.51,178.32,26820972.0,180.7,176.76,178.7666,222436,2019-04-03 04:00:00
145,177.04,181.07,17002665.0,181.96,176.89,180.1302,134084,2019-04-04 04:00:00
146,182.51,185.35,18713135.0,185.5,182.0,184.3445,139604,2019-04-05 04:00:00
147,184.19,186.5,14718273.0,187.82,184.01,186.4679,111280,2019-04-08 04:00:00
148,186.49,187.19,11562238.0,187.89,186.16,187.2464,94671,2019-04-09 04:00:00
149,186.69,186.19,10655172.0,187.4,184.0,185.6437,88688,2019-04-10 04:00:00
150,185.15,184.98,8900425.0,186.06,183.75,184.7372,62469,2019-04-11 04:00:00
151,187.71,188.91,12603038.0,189.79,187.14,188.5934,90688,2019-04-12 04:00:00
152,188.06,183.07,14597299.0,188.17,182.56,183.8741,122332,2019-04-15 04:00:00
153,185.55,185.78,12174961.0,185.79,183.4,184.9312,89609,2019-04-16 04:00:00
154,187.34,187.55,11616975.0,188.2,185.78,187.1781,96395,2019-04-17 04:00:00
155,186.41,186.94,7823945.0,187.28,185.39,186.4763,64236,2019-04-18 04:00:00
156,184.5,185.38,8677875.0,186.47,183.61,185.3201,63683,2019-04-22 04:00:00
157,186.0,187.29,11410712.0,188.15,185.44,187.2487,87573,2019-04-23 04:00:00
158,186.76,185.67,9085375.0,186.9,184.58,185.5634,85386,2019-04-24 04:00:00
159,185.24,187.88,10328953.0,188.13,183.955,186.9631,82682,2019-04-25 04:00:00
160,187.88,187.09,9421162.0,188.74,185.51,187.2788,64822,2019-04-26 04:00:00
161,187.42,186.94,8660831.0,188.0,185.76,186.9705,59072,2019-04-29 04:00:00
162,186.3,185.57,15076585.0,188.25,183.82,185.6922,92769,2019-04-30 04:00:00
163,186.75,189.31,17405782.0,193.195,185.88,190.1475,124136,2019-05-01 04:00:00
164,189.42,190.39,11468276.0,192.7,186.65,189.9637,94083,2019-05-02 04:00:00
165,191.88,195.21,14521431.0,195.72,191.88,194.5835,118261,2019-05-03 04:00:00
166,185.17,188.24,23941573.0,189.0,184.83,187.0891,187576,2019-05-06 04:00:00
167,186.05,181.43,22664778.0,186.45,179.63,182.194,185141,2019-05-07 04:00:00
168,180.95,179.59,16598446.0,183.2,178.58,180.3978,139042,2019-05-08 04:00:00
169,175.43,179.04,22679856.0,180.695,173.07,176.7358,188252,2019-05-09 04:00:00
170,180.18,178.0,18987185.0,180.79,174.1,177.1608,154418,2019-05-10 04:00:00
171,169.79,170.01,22334742.0,172.47,168.78,170.1657,210131,2019-05-13 04:00:00
172,172.75,174.84,17875210.0,175.15,171.48,173.7856,166604,2019-05-14 04:00:00
173,177.06,177.6,37613441.0,180.24,173.3212,177.5263,293277,2019-05-15 04:00:00
174,178.18,175.57,20580941.0,178.25,174.75,176.3506,173033,2019-05-16 04:00:00
175,171.69,169.57,22539635.0,172.29,168.49,170.0429,185275,2019-05-17 04:00:00
176,164.44,160.65,33420826.0,164.57,160.02,161.7134,273010,2019-05-20 04:00:00
177,163.16,163.43,22008257.0,165.5896,162.52,163.6026,184014,2019-05-21 04:00:00
178,162.41,158.83,25831353.0,162.82,158.07,159.5878,195990,2019-05-22 04:00:00
179,155.45,156.0,26904444.0,158.4795,154.41,156.0754,210481,2019-05-23 04:00:00
180,157.615,155.0,21489867.0,158.43,154.9,156.0162,183764,2019-05-24 04:00:00
181,156.4,154.81,38588964.0,157.07,153.22,154.6406,199200,2019-05-28 04:00:00
182,153.58,152.48,30083302.0,154.385,150.71,151.8218,217613,2019-05-29 04:00:00
183,152.36,151.07,17350753.0,153.37,150.25,151.8385,144137,2019-05-30 04:00:00
184,149.63,149.26,26896119.0,150.68,147.95,149.3925,214458,2019-05-31 04:00:00
185,149.6,149.91,25254534.0,151.77,148.845,150.2917,213657,2019-06-03 04:00:00
186,151.56,154.15,27417348.0,155.2,150.64,153.6634,189610,2019-06-04 04:00:00
187,155.17,151.65,22891594.0,156.11,149.31,151.6611,195386,2019-06-05 04:00:00
188,152.0,151.5,15608061.0,152.7,150.57,151.4522,121448,2019-06-06 04:00:00
189,152.95,154.23,17822841.0,155.69,152.2135,154.3716,152148,2019-06-07 04:00:00
190,158.78,159.85,36475789.0,161.98,157.4,159.8006,275838,2019-06-10 04:00:00
191,164.2,162.65,23408628.0,165.68,161.9245,163.5319,205309,2019-06-11 04:00:00
192,160.47,160.04,16330515.0,161.7,158.81,160.2071,131424,2019-06-12 04:00:00
193,160.55,160.33,17576694.0,161.32,159.8,160.3912,110893,2019-06-13 04:00:00
194,158.37,158.1,14979451.0,158.71,157.23,157.9567,118219,2019-06-14 04:00:00
195,157.53,159.91,16079999.0,160.55,157.42,159.5879,119056,2019-06-17 04:00:00
196,162.89,165.51,35756430.0,169.11,161.95,165.9706,281330,2019-06-18 04:00:00
197,167.77,165.46,20799971.0,167.9,163.42,165.4051,201209,2019-06-19 04:00:00
198,170.19,168.25,24005049.0,170.48,166.275,168.1369,201487,2019-06-20 04:00:00
199,167.48,167.55,17415886.0,169.471,166.77,167.6653,141569,2019-06-21 04:00:00
200,168.4,168.1,18422919.0,168.88,165.78,167.8956,168084,2019-06-24 04:00:00
201,167.04,165.8,20447884.0,167.34,164.62,165.7632,172652,2019-06-25 04:00:00
202,168.28,168.99,22416606.0,171.24,168.15,169.4288,202865,2019-06-26 04:00:00
203,170.62,170.9,18338157.0,171.98,169.38,170.794,140129,2019-06-27 04:00:00
204,170.2,169.45,19928414.0,170.89,167.96,169.3361,148820,2019-06-28 04:00:00
205,175.865,175.05,25911103.0,177.95,174.36,175.6365,203024,2019-07-01 04:00:00
206,175.13,175.45,14160771.0,175.55,174.25,175.1808,120626,2019-07-02 04:00:00
207,175.69,174.67,8532596.0,175.85,173.85,174.5202,74893,2019-07-03 04:00:00
208,173.75,173.3,12620416.0,173.82,172.82,173.378,98601,2019-07-05 04:00:00
209,170.09,168.45,16531131.0,170.28,168.35,169.059,148838,2019-07-08 04:00:00
210,167.085,168.8,15783211.0,168.98,166.5,168.1667,126027,2019-07-09 04:00:00
211,171.24,166.93,16679071.0,171.37,166.86,168.0618,144155,2019-07-10 04:00:00
212,167.56,166.55,14796538.0,168.424,165.0,167.3125,132137,2019-07-11 04:00:00
213,168.0,169.07,18103778.0,170.2,167.65,169.1065,142101,2019-07-12 04:00:00
214,171.5,173.5,22199179.0,173.75,170.42,172.3568,205041,2019-07-15 04:00:00
215,174.2,174.19,19043750.0,175.52,173.46,174.5339,161152,2019-07-16 04:00:00
216,172.75,174.82,15032291.0,176.22,172.49,175.1916,138810,2019-07-17 04:00:00
217,173.41,172.8,15603737.0,174.4,172.06,173.1475,133434,2019-07-18 04:00:00
218,174.87,172.99,13647294.0,175.15,172.99,174.4054,128032,2019-07-19 04:00:00
219,173.5,174.0,18498218.0,174.28,171.4373,173.0622,177302,2019-07-22 04:00:00
220,175.39,178.09,20860564.0,178.64,174.845,176.6927,178140,2019-07-23 04:00:00
221,178.0,178.67,14933225.0,178.96,176.9382,178.129,134247,2019-07-24 04:00:00
222,178.49,177.29,14049192.0,179.15,175.369,177.5396,153423,2019-07-25 04:00:00
223,178.25,178.74,15281219.0,179.4,176.88,178.0982,159043,2019-07-26 04:00:00
224,178.43,177.02,15130439.0,179.88,175.35,177.0239,139972,2019-07-29 04:00:00
225,174.25,174.1,14300835.0,175.71,172.89,174.2378,140044,2019-07-30 04:00:00
226,173.71,173.11,14628873.0,174.89,170.09,173.5359,132299,2019-07-31 04:00:00
227,174.54,165.65,32728207.0,175.7145,162.1,169.2083,268704,2019-08-01 04:00:00
228,162.56,161.0,27109272.0,163.85,160.35,161.89,243958,2019-08-02 04:00:00
229,155.03,153.67,28919790.0,157.23,151.85,154.6764,254863,2019-08-05 04:00:00
230,158.48,157.43,24998313.0,158.73,156.11,157.5747,212134,2019-08-06 04:00:00
231,155.73,159.17,17918983.0,159.48,155.3,157.9423,167643,2019-08-07 04:00:00
232,161.71,162.22,19270709.0,162.3,159.12,160.8392,148847,2019-08-08 04:00:00
233,160.98,159.12,11895058.0,161.99,159.11,160.2292,111598,2019-08-09 04:00:00
234,157.5,159.31,14467863.0,159.38,155.54,157.7815,124721,2019-08-12 04:00:00
235,160.64,164.03,23256159.0,167.36,159.57,164.7006,200177,2019-08-13 04:00:00
236,161.34,162.06,21065303.0,163.0,159.21,161.2475,202815,2019-08-14 04:00:00
237,170.11,166.97,36869691.0,171.0,164.36,166.9519,285529,2019-08-15 04:00:00
238,170.0,174.6,26361789.0,177.55,168.57,172.4509,187855,2019-08-16 04:00:00
239,177.43,178.28,16486202.0,178.8,175.59,177.4201,129218,2019-08-19 04:00:00
240,175.91,177.21,10584690.0,177.99,175.62,177.1499,91873,2019-08-20 04:00:00
241,177.22,175.24,10859661.0,178.5,174.89,176.556,87592,2019-08-21 04:00:00
242,174.1,171.91,11784065.0,174.9796,170.5,172.2864,107681,2019-08-22 04:00:00
243,169.69,164.54,21279077.0,171.49,163.831,166.5247,194397,2019-08-23 04:00:00
244,166.49,165.9,8908646.0,167.45,165.53,166.3064,83395,2019-08-26 04:00:00
245,167.2,166.2,12951032.0,168.19,165.19,166.5402,90600,2019-08-27 04:00:00
246,164.64,167.48,9624185.0,168.0,164.2,167.2005,68546,2019-08-28 04:00:00
247,171.0,172.81,11825035.0,173.96,170.95,172.4564,103440,2019-08-29 04:00:00
248,174.35,175.03,10460859.0,175.25,172.66,174.409,85681,2019-08-30 04:00:00
249,173.0,172.41,8769318.0,174.72,172.15,173.1835,79200,2019-09-03 04:00:00
250,176.26,174.33,7415151.0,176.55,173.99,175.2224,65716,2019-09-04 04:00:00
251,176.88,178.94,11314453.0,178.95,176.52,177.9618,89275,2019-09-05 04:00:00
252,179.01,176.69,8551516.0,179.22,176.21,177.3678,74526,2019-09-06 04:00:00
253,177.88,177.78,7060865.0,177.99,175.86,177.1559,65257,2019-09-09 04:00:00
254,176.28,174.99,9991631.0,176.3,172.22,174.2213,88453,2019-09-10 04:00:00
255,176.0,176.09,7235979.0,176.66,174.15,175.9196,62808,2019-09-11 04:00:00
256,177.89,178.24,12634428.0,180.5,177.0,178.7164,96564,2019-09-12 04:00:00
257,179.74,179.17,9630526.0,180.18,178.61,179.4671,81791,2019-09-13 04:00:00
258,177.75,177.07,10850085.0,179.17,175.37,176.935,83892,2019-09-16 04:00:00
259,176.85,179.0,7751009.0,179.12,176.05,178.1062,67753,2019-09-17 04:00:00
260,179.15,180.0,9399620.0,180.17,177.58,179.1774,81835,2019-09-18 04:00:00
261,180.9,180.46,15382466.0,184.13,180.43,182.359,122254,2019-09-19 04:00:00
262,182.31,182.51,25074765.0,183.82,178.84,182.0851,132620,2019-09-20 04:00:00
263,181.25,176.98,14320054.0,181.33,176.8,178.076,118410,2019-09-23 04:00:00
264,179.17,171.55,14794854.0,179.49,171.3,173.8438,125122,2019-09-24 04:00:00
265,172.3,176.66,11993905.0,176.99,171.72,174.8701,98854,2019-09-25 04:00:00
266,177.0,175.0,10175799.0,178.23,174.83,175.7796,78900,2019-09-26 04:00:00
267,176.0,165.98,33419622.0,176.5,163.15,167.3142,276983,2019-09-27 04:00:00
268,169.8865,167.23,15308688.0,170.2,166.45,168.2182,135008,2019-09-30 04:00:00
269,168.01,165.15,14408429.0,168.23,163.64,165.2354,117053,2019-10-01 04:00:00
270,162.82,165.77,11800659.0,166.88,161.9,164.8185,102413,2019-10-02 04:00:00
271,166.65,169.48,10510977.0,170.18,165.0,168.1127,91233,2019-10-03 04:00:00
272,169.6,170.34,8972914.0,170.7,167.56,169.7378,75026,2019-10-04 04:00:00
273,168.83,168.32,12132858.0,172.3,167.21,169.0015,96600,2019-10-07 04:00:00
274,164.3,161.93,16141125.0,165.22,161.68,163.4745,128723,2019-10-08 04:00:00
275,165.5,165.19,11493483.0,166.58,163.42,165.1588,100009,2019-10-09 04:00:00
276,165.96,166.07,11660932.0,168.57,164.09,166.4631,94878,2019-10-10 04:00:00
277,170.77,172.94,19664645.0,174.88,169.57,173.0438,163129,2019-10-11 04:00:00
278,172.84,171.16,7975552.0,173.34,170.79,171.78,65720,2019-10-14 04:00:00
279,172.91,175.29,13984336.0,176.75,172.69,175.1313,110242,2019-10-15 04:00:00
280,175.8,177.12,11097461.0,177.35,174.12,176.2634,87926,2019-10-16 04:00:00
281,178.0,176.85,8240793.0,178.59,175.23,176.7384,63393,2019-10-17 04:00:00
282,176.0,169.13,14702083.0,176.23,169.0,171.3183,115271,2019-10-18 04:00:00
283,172.64,173.52,9237367.0,173.91,170.87,172.7194,72028,2019-10-21 04:00:00
284,174.53,169.89,11083149.0,175.3602,169.26,171.5109,83716,2019-10-22 04:00:00
285,170.45,169.92,9031528.0,171.04,168.12,169.4132,68399,2019-10-23 04:00:00
286,171.28,172.55,7587908.0,172.75,170.21,171.7124,64518,2019-10-24 04:00:00
287,171.56,174.31,9986518.0,175.81,170.88,174.201,76850,2019-10-25 04:00:00
288,176.5,178.68,11962271.0,179.64,176.41,178.3723,88699,2019-10-28 04:00:00
289,177.06,176.89,8225723.0,177.74,175.44,176.5771,70552,2019-10-29 04:00:00
290,175.42,177.53,10422720.0,177.88,173.9359,176.1958,83295,2019-10-30 04:00:00
291,179.16,176.67,15341371.0,179.24,175.5,176.6174,107067,2019-10-31 04:00:00
292,179.01,176.46,29198611.0,182.12,176.06,178.4633,195805,2019-11-01 04:00:00
293,180.66,179.69,45057881.0,182.4,178.02,180.1887,317496,2019-11-04 05:00:00
294,181.42,182.0,24015291.0,183.2,180.31,181.6253,171513,2019-11-05 05:00:00
295,183.61,184.16,15073059.0,185.0,182.2,183.8138,112652,2019-11-06 05:00:00
296,187.07,186.66,20636958.0,188.07,184.69,186.738,145563,2019-11-07 05:00:00
297,187.9016,187.16,20143264.0,188.28,185.15,187.297,126345,2019-11-08 05:00:00
298,184.82,186.71,20902299.0,187.2,181.37,184.3211,165538,2019-11-11 05:00:00
299,185.91,186.97,11993453.0,187.65,185.14,186.6364,81149,2019-11-12 05:00:00
300,185.47,182.48,15667604.0,185.674,181.0,182.995,125167,2019-11-13 05:00:00
301,182.87,182.8,12957177.0,184.5,181.3212,182.6737,114052,2019-11-14 05:00:00
302,184.0,185.49,11520789.0,185.6,183.71,184.9246,93425,2019-11-15 05:00:00
303,186.98,184.61,12119104.0,186.98,184.16,185.5559,81801,2019-11-18 05:00:00
304,186.31,185.25,13717252.0,186.71,183.87,184.9471,108038,2019-11-19 05:00:00
305,183.67,182.35,17061054.0,183.7,181.06,182.5688,148427,2019-11-20 05:00:00
306,181.77,184.86,10417422.0,184.89,181.6,183.7471,92516,2019-11-21 05:00:00
307,185.8,186.78,10718547.0,186.78,183.935,185.7316,80258,2019-11-22 05:00:00
308,188.32,190.45,19475353.0,190.72,187.88,189.7807,155871,2019-11-25 05:00:00
309,190.39,194.7,52293900.0,195.0,189.04,193.3378,190329,2019-11-26 05:00:00
310,197.24,200.82,34090809.0,200.98,197.0,199.012,242054,2019-11-27 05:00:00
311,199.81,200.0,19441153.0,200.43,198.3502,199.6353,135910,2019-11-29 05:00:00
312,198.58,196.31,19739452.0,198.67,193.51,195.5204,197641,2019-12-02 05:00:00
313,190.97,194.9,18837194.0,195.0,189.85,192.9132,162876,2019-12-03 05:00:00
314,195.53,193.74,15113752.0,196.66,193.23,194.7457,117529,2019-12-04 05:00:00
315,196.93,200.0,22625306.0,200.94,196.43,199.207,182247,2019-12-05 05:00:00
316,201.11,201.89,14468401.0,202.0,199.51,201.1138,124504,2019-12-06 05:00:00
317,200.32,198.74,14490732.0,203.43,198.55,200.4888,118219,2019-12-09 05:00:00
318,200.71,200.45,11854164.0,202.48,199.23,201.129,115550,2019-12-10 05:00:00
319,201.1,204.64,11914286.0,204.8,200.72,203.3232,115114,2019-12-11 05:00:00
320,203.71,204.5,22627835.0,206.0,202.0,204.2889,188109,2019-12-12 05:00:00
321,205.76,204.91,19637146.0,207.1,203.77,205.3761,166392,2019-12-13 05:00:00
322,206.33,206.97,17007546.0,209.15,206.19,207.7638,125525,2019-12-16 05:00:00
323,208.69,208.18,11548629.0,208.87,206.82,207.7293,101794,2019-12-17 05:00:00
324,208.53,210.0,13789968.0,210.05,208.04,209.4858,99122,2019-12-18 05:00:00
325,209.61,210.13,12318268.0,211.37,209.23,210.2843,96558,2019-12-19 05:00:00
326,211.35,212.25,26852602.0,213.98,210.42,212.3632,137927,2019-12-20 05:00:00
327,213.25,214.83,12769800.0,215.05,212.91,214.4135,89456,2019-12-23 05:00:00
328,215.01,214.26,5666397.0,215.43,213.35,214.2255,47412,2019-12-24 05:00:00
329,214.65,216.38,6997311.0,216.99,214.33,215.721,59253,2019-12-26 05:00:00
330,217.99,215.47,11869963.0,218.11,215.17,216.5186,90696,2019-12-27 05:00:00
331,215.78,212.91,8867836.0,215.78,211.76,213.0163,90338,2019-12-30 05:00:00
332,212.0,212.1,6871539.0,213.64,210.73,212.3874,64014,2019-12-31 05:00:00
