BTCUSD,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
123,47746,47299.07,10724.0938602684,48012,46633.36,47243.3904,431851,2022-01-02
124,47297.66,46459.56,16693.0285045426,47586.58,45689,46630.0499,450817,2022-01-03
125,46459.57,45814.61,24161.2826550835,47671.86280513,45515,46464.56,556220,2022-01-04
126,45817.13,43436.04,39467.8498503601,47076.55,42413.59,45006.006,798720,2022-01-05
127,43457,43083.76,31429.9866736825,43794.5,42412,43078.5828,757283,2022-01-06
128,43081.79,41564.61,42282.3976202709,43144.72,40571.53,41834.0907,770366,2022-01-07
129,41564.57,41684.84,23746.2970987468,42319.82508013,40505.3,41470.8119,488599,2022-01-08
130,41687.21240698,41876.52,18331.361831471,42831.12,41200,41965.0126,493430,2022-01-09
131,41875.01,41824.07,42411.1836859109,42270,39558.7,41191.2883,759306,2022-01-10
132,41842.22,42753.43,30244.2649229649,43144.74,41265,42274.2987,664879,2022-01-11
133,42748.21,43918.65,25370.6828013018,44348.5,42459.21,43471.0337,556887,2022-01-12
134,43935.01,42581.65,23467.7788849738,44456.34,42321,43306.956,532935,2022-01-13
135,42576.27,43086.89,21959.4714554635,43473.98,41736,42699.5524,546425,2022-01-14
136,43085.76,43098.2,11197.1072621503,43826.8,42387.86,43179.2719,449526,2022-01-15
137,43101.43,43104.34,9949.7339650682,43497.24,42600,43095.8618,399255,2022-01-16
138,43104.35,42218.01,16622.1375655493,43209.47,41465,42412.3362,450554,2022-01-17
139,42221,42369.74,21501.2507225265,42692.71,41204,41832.5629,438040,2022-01-18
140,42372.15,41674.27,25679.8901103749,42596,41126,41925.7561,545647,2022-01-19
141,41672.14,40686.9,28494.1222376182,43591,40554.14,42192.9335,582463,2022-01-20
142,40671.77,36456.96,82049.1452267326,41132,35409.7,38303.0633,1397550,2022-01-21
143,36447.37,35066.43,57519.8391050044,36861.57424928,33854.97502491,35335.9562,973230,2022-01-22
144,35075.7,36282.47,31075.6161986421,36574.47,34613.3,35472.1429,709583,2022-01-23
145,36282.45,36693.32,75855.9506474487,38050,32933.33,34777.503,1094298,2022-01-24
146,36687.58,36987.8,36441.4483610293,37584,35685.3,36626.2342,718291,2022-01-25
147,36980,36840.63,47239.3080167236,38960,36251.2,37650.4638,831520,2022-01-26
148,36846.22,37188.37,37926.1280654506,37275,35504,36322.0877,685493,2022-01-27
149,37188.37,37741.59,32383.9632985183,38055,36162.48,37048.5882,816860,2022-01-28
150,37741.9,38191.1,19684.1712063685,38898,37275.7,37911.6355,700538,2022-01-29
151,38176.45,37905,14429.6555606459,38403,37365.31,37916.645,580693,2022-01-30
152,37904.99,38491.33,28951.0264551232,38786,36631.66,37754.5934,703734,2022-01-31
153,38492.53,38718.23,26080.1913144084,39416.42020804,38000,38641.1442,648788,2022-02-01
154,38717.60475262,36923.39,22377.2407655179,38888.88,36584.29,37738.6839,600474,2022-02-02
155,36930.43,37366,21670.3547462022,37450.75,36259.01,36749.6996,563938,2022-02-03
156,37367,41614.66,38984.8368441506,41788.81,37051.36,39264.7769,797778,2022-02-04
157,41613.75,41404.85,17889.1093924965,41983.12,40883.7,41528.3287,519815,2022-02-05
158,41441,42415.16,11484.0446906718,42739,41135.39,41768.2849,392809,2022-02-06
159,42421.82387236,43868.07,32762.6967236571,44540,41678.79,43309.7381,782958,2022-02-07
160,43865,44077,34032.1582460666,45519.24,42688,43850.6328,852915,2022-02-08
161,44079.55202568,44416.35,21336.0261438939,44865.72,43155.5,43994.7892,582440,2022-02-09
162,44437,43527.71,35524.7755631265,45900,43209.07,44500.5884,779335,2022-02-10
163,43521.87,42386.47,30509.325865845,43969.72,41983.12,43088.7612,761480,2022-02-11
164,42386.47,42244.97,14159.4002822578,43050,41715,42326.2564,481659,2022-02-12
165,42244.91,42074.99,9799.62892029705,42789,41882.54,42324.9175,402919,2022-02-13
166,42090,42548.71,22780.7647895715,42876.15,41545,42289.5439,613669,2022-02-14
167,42548.71,44583.52,22232.4056169003,44785.66,42433.28,43948.4283,586007,2022-02-15
168,44567,43895.56,15939.7138665194,44590.75,43236.5,43963.1255,517028,2022-02-16
169,43894.94,40536.73,31507.9481668446,44204.78,40088.88,42090.1916,662964,2022-02-17
170,40532.65,39981.77,26209.5096953527,40996.31,39425.07,40250.8724,625763,2022-02-18
171,40027,40101.94,9320.05629584146,40482,39587.08,40060.2994,375005,2022-02-19
172,40101.93,38389.05,18570.5314483269,40164.0547683,37974.18,38660.9133,498905,2022-02-20
173,38395.99,37023,37627.0074253753,39555,36782.6,38254.5966,780592,2022-02-21
174,37022.11,38299,34745.114563013,38485,36350,37427.7049,783280,2022-02-22
175,38269.94,37305,26330.0024394814,39310,37055,38224.2713,598399,2022-02-23
176,37253.26,38347.3,76581.9176928581,39926,34322,36097.0993,1345296,2022-02-24
177,38380,39238.5,32669.7011807203,39744.30276268,38016.44,38955.2697,766777,2022-02-25
178,39252,39137.8,15209.4464758811,40330.99,38592.04,39312.2713,482076,2022-02-26
179,39157.95514117,37717.08,25136.0333889061,39892,37015.74,38428.6742,605371,2022-02-27
180,37739.64675691,43192.66,44623.3804287828,44268,37447.6,40391.906,891288,2022-02-28
181,43189.48,44439.95,39444.7863987156,44993.12,42841.4,43792.5224,853885,2022-03-01
182,44442,43916.46,33420.4999139804,45470,43342.16,44162.2301,907914,2022-03-02
183,43946,42464.41,29803.6658711927,44118.53,41811,42850.4879,676370,2022-03-03
184,42476.25,39166.51,40348.7922748549,42559.00615524,38577.01,40746.1833,831825,2022-03-04
185,39166.77,39402.43,12979.8085411766,39628,38587.27,39172.4519,439829,2022-03-05
186,39407.87,38408.02,17197.5295405161,39730.5,38091.02,38898.0841,467373,2022-03-06
187,38437.04838587,38021.18416736,32440.8512875841,39583,37159.4,38250.6271,746134,2022-03-07
188,38018.58365775,38749.37,30237.0398289206,39398,37851.54,38681.2661,702445,2022-03-08
189,38749.16,41953.97,37850.9329017373,42607,38655.98,41503.6512,767472,2022-03-09
190,41968,39435.8,34638.4044426449,42069,38545.19,39617.5851,767932,2022-03-10
191,39454,38732.05,31043.1731628607,40251.51,38230,38942.2027,754960,2022-03-11
192,38739,38813.02,9968.53095342627,39499.8,38653.89,39093.2113,368186,2022-03-12
193,38815,37793.01,14505.536322198,39325,37577,38648.8505,444307,2022-03-13
194,37779,39678.3,26504.5056193569,40005.03139151,37450,38802.9071,659474,2022-03-14
195,39678.51,39298.1,24446.5095737074,39966,38135,39061.7706,692033,2022-03-15
196,39323,41127.97,43935.4665423533,41788,38807.5,40364.7629,1209698,2022-03-16
197,41139,40950.33,20967.0229395016,41499,40521,40921.3101,779502,2022-03-17
198,40949.46502595,41774.98,23537.9326841022,42427,40130,41126.7942,734169,2022-03-18
199,41772.27591881,42232.26,12066.0361770068,42429,41438,41909.6606,502592,2022-03-19
200,42232.05,41287.24,11397.6671624968,42330.1,40918.72,41562.5979,470212,2022-03-20
201,41287.25,41017.71,15573.3643866688,41578.33,40509,41055.6313,585077,2022-03-21
202,41010.41264944,42378.26,28248.6657820474,43402.6,40878,42477.6018,739917,2022-03-22
203,42376,42899.7,18705.6252563649,43036.95,41750,42304.2107,609850,2022-03-23
204,42886.85386804,44012.29,28208.2587996113,44246.9,42587,43433.3654,771571,2022-03-24
205,44000,44331.85,27145.3348478459,45130.91,43604.8,44382.3483,743673,2022-03-25
206,44336,44539.42,9783.92855258678,44820.58,44091.09,44414.1204,457269,2022-03-26
207,44536.21835356,46850.01,17908.7265820124,46976.1,44437.22,45615.9455,573115,2022-03-27
208,46810,47144.92,28590.3913774786,48240,46662.28,47435.7261,870791,2022-03-28
209,47146.92,47440.2,21032.842701307,48124.94,46589,47590.9002,667923,2022-03-29
210,47448.41,47078.03,18707.5079958308,47717.01,46446,47190.3662,627538,2022-03-30
211,47048.94776884,45528.22,24432.867713768,47665,45190.19424317,46411.5898,678930,2022-03-31
212,45525.25,46296.34,26254.177505158,46740.70525005,44232.86,45526.13,764801,2022-04-01
213,46301.01257854,45826.27,12074.5974473587,47240,45636,46432.9248,543779,2022-04-02
214,45820,46422.16,13032.800061788,47600,45505,46485.5565,467177,2022-04-03
215,46424.2,46596.83,19159.5118286497,46900,45111,46018.1979,573008,2022-04-04
216,46617.1,45506.5,18859.405512612,47200,45359,46193.7017,648524,2022-04-05
217,45498.3,43195.91199284,10432.7578795529,45534.3,43123.7,44269.7503,115013,2022-04-06
218,43179.5,43452.18,17211.8838703886,43920.8,42734.69,43411.3101,581896,2022-04-07
219,43469.8,42262.02,18534.7875661596,44000,42112,43129.6724,645882,2022-04-08
220,42262.02,42780,7350.04886885762,42824,42111,42445.4636,422417,2022-04-09
221,42766.46,42165.96,9919.9145234554,44023,41805.4,42755.0594,408335,2022-04-10
222,42165.96,39535.87,27235.5602285722,42437,39204.59,40772.3447,796390,2022-04-11
223,39535.88,40085.91,20144.1608819037,40770,39250,39991.8974,709450,2022-04-12
224,40086.7,41146.68,18440.0796687316,41570.88,39550,40631.2214,583989,2022-04-13
225,41149.56,39954.08,16081.4054339082,41512.43,39573.8,40547.9971,615110,2022-04-14
226,39953.62,40554.59,9830.45733531723,40890.3,39770.22,40270.541,478718,2022-04-15
227,40562.71,40387.6,6159.94638980466,40717,40005,40385.7214,363434,2022-04-16
228,40391.31,39681.2,7472.21101073558,40652.8,39553.07,40201.1741,358519,2022-04-17
229,39677.48,40803.58,20709.5557234609,41127.50821203,38547,39739.297,652003,2022-04-18
230,40810.87,41501.57,14030.3450192065,41825.8,40571.99,41207.2012,500369,2022-04-19
231,41501.57,41377.61,20189.0743084994,42235.7,40900,41517.7048,615058,2022-04-20
232,41370,40483.49,25086.2758348414,43109.47,39744.75,41662.3036,763637,2022-04-21
233,40483.38,39712.25,23215.7080374024,40802.65,39139,39976.4074,766859,2022-04-22
234,39712.21,39465.87,9688.33232080722,40103,39296.19,39693.1106,427793,2022-04-23
235,39459.63,39464.56,9762.98630833938,39973,38942,39578.635,444174,2022-04-24
236,39463.75,40439.22,30658.9184392564,40635,38200,39202.7777,975673,2022-04-25
237,40440.9,38121.7,30830.3826406411,40817.16,37672,39083.3744,896952,2022-04-26
238,38118.43,39251.08,28414.8336455823,39496,37882.83,38872.5686,814836,2022-04-27
239,39251.49,39743.22,24501.319340794,40400,38883.83,39658.5763,830481,2022-04-28
240,39741.21,38593.1,19926.8516798434,39927.17935766,38131.8,38938.6219,827474,2022-04-29
241,38592.94,37644.09,10935.7695060682,38811,37590,38357.5012,503671,2022-04-30
242,37659,38473.05,12672.7948221665,38714,37399.4,38076.2138,490538,2022-05-01
243,38469.49,38510.89,24181.9288632482,39208.80322028,38011,38654.64,669768,2022-05-02
244,38510.88,37719.59,23445.840828932,38673.49243394,37505.01,38141.8178,594932,2022-05-03
245,37716.96,39669.56,29843.1198116218,40046,37651.38,39067.9538,699903,2022-05-04
246,39669.56,36537.22,43675.3245087855,39864.55,35407,37400.7132,979841,2022-05-05
247,36537.22,35999.1,39121.2966405252,36685,35255.4,36076.1965,967590,2022-05-06
248,35999.1,35458,16446.9479480961,36170,34755,35638.6851,506343,2022-05-07
249,35458,34027.91,32652.9398244157,35541,33700,34466.1272,732570,2022-05-08
250,34033.49,30078.27,87684.8343277313,34277,30010,32004.0956,1733072,2022-05-09
251,30078.27,31002.39,80410.8243776091,32687,29735.05,31238.8884,1842884,2022-05-10
252,31002.39,28972.34,112792.867534094,32227,27682.38,30114.1586,2308013,2022-05-11
253,29149.69356674,28941.95,117116.295979817,30270,25332.8,28092.5767,2528596,2022-05-12
254,28941.95,29232.18,47658.1186298104,31136,28662.7,30152.2959,1220353,2022-05-13
255,29234.74,30045.23,22123.1225983629,30416.94862318,28564.38,29379.3119,719165,2022-05-14
256,30041.9,31290.05,20761.234484252,31500,29436.06,30258.3426,678502,2022-05-15
257,31294.5,29839.89,30870.7993818437,31324.08253275,29055,29936.5178,883678,2022-05-16
258,29839.89,30412.12,25720.1557009957,30773,29403,30223.284,699346,2022-05-17
259,30412.1,28664.3,36474.6479974321,30702,28589.1,29409.2551,795870,2022-05-18
260,28669.76,30274.59,37222.9462134054,30550,28645.2,29680.7188,783500,2022-05-19
261,30274.59,29202.32017749,41985.1531573313,30769,28690.92,29697.8106,850269,2022-05-20
262,29151.82,29408.26,12304.1383214253,29654,28913.26,29298.1549,405709,2022-05-21
263,29407.4,30260.87,16321.4784511166,30500,29211,29920.8234,443574,2022-05-22
264,30279,29082.52,31230.9027299435,30666,28829.5,29962.1253,690692,2022-05-23
265,29102,29627.24,22789.8824014695,29854,28611,29221.0172,604839,2022-05-24
266,29625,29503.49,22165.0523135792,30219.30951769,29296.12,29745.7843,562498,2022-05-25
267,29503.48,29166.06,37102.6014146273,29859.22423568,27505,29164.8177,751653,2022-05-26
268,29166.06,28598.31,29819.1718179663,29386.5,28220,28835.5336,768603,2022-05-27
269,28618.20387438,29008.99,10545.4250165995,29269,28500,28858.6352,390738,2022-05-28
270,29008.99,29447.07,10594.0514475632,29699.25013822,28809.84,29201.2756,392906,2022-05-29
271,29447.08,31711.42,38503.7094099352,32503,29273.65,30811.2401,735887,2022-05-30
272,31721.53,31784.05,27583.4521077943,32407.93272565,31183.7,31707.2332,649373,2022-05-31
273,31784.18,29833,36869.6199496429,31974.1614267,29308.01,30692.1045,763425,2022-06-01
274,29785.1,30433.75,26915.7706043388,31449.2,29558.61,30025.4906,599554,2022-06-02
275,30429.11,29670.85,20527.7015304479,30708.17873851,29213.47,29818.2358,533097,2022-06-03
276,29672.77,29843.18,8674.65012551473,30028,29450.1,29705.2313,310712,2022-06-04
277,29837.56,29901.51,8162.69949736475,30245,29505.65,29875.5378,308588,2022-06-05
278,29894.04,31350.32,28615.8048503163,31775,29866.44,31223.1468,657244,2022-06-06
279,31371,31098.6,35401.0731077785,31591,29174,30236.2218,805807,2022-06-07
280,31097.2,30180.42,22250.9728609354,31339,29829.98,30440.8867,662890,2022-06-08
281,30182.92,30079.61,17370.7051107998,30711.83055338,29892.2,30196.728,509741,2022-06-09
282,30079.59,29063.11,32413.4699623851,30395,28821.15,29446.3483,687574,2022-06-10
283,29054.33,28388.63,19343.2678016991,29456,28080.01,28673.8656,568391,2022-06-11
284,28397.9,26555.2,31238.8321428035,28558.26751191,26506.5,27529.0746,733481,2022-06-12
285,26555.2,22460.97,141785.563684351,26951,21920,24081.8841,2240555,2022-06-13
286,22500,22119.97,74314.0218424587,23377,20816.4,22069.8527,1485728,2022-06-14
287,22120.23,22562.33,94380.078054093,22810,20071,21218.7724,1730469,2022-06-15
288,22562.33,20372,52222.5125679623,23010,20200,21243.0445,966834,2022-06-16
