MNST,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
89,26.91,27.075,6155562,27.215,26.73,27.0312,21188,2019-01-14 05:00:00
90,27.095,27.38,4538368,27.48,27.025,27.3284,17745,2019-01-15 05:00:00
91,27.205,26.905,6750946,27.38,26.755,26.9805,21503,2019-01-16 05:00:00
92,26.95,27.135,5129536,27.335,26.945,27.1404,18561,2019-01-17 05:00:00
93,27.425,27.79,7967576,27.9,27.26,27.6601,27667,2019-01-18 05:00:00
94,27.675,27.74,5651912,27.77,27.26,27.563,19475,2019-01-22 05:00:00
95,27.69,27.59,5941026,27.88,27.425,27.6132,17583,2019-01-23 05:00:00
96,27.55,27.68,6017262,27.81,27.465,27.6755,15467,2019-01-24 05:00:00
97,27.885,27.925,3694806,28.125,27.845,27.936,13573,2019-01-25 05:00:00
98,27.77,27.78,3731856,27.905,27.53,27.7404,15212,2019-01-28 05:00:00
99,27.865,27.74,3016670,27.945,27.595,27.7304,14401,2019-01-29 05:00:00
100,27.775,28.11,4000970,28.19,27.675,27.982,16328,2019-01-30 05:00:00
101,28.12,28.62,5461666,28.665,28.06,28.4236,19551,2019-01-31 05:00:00
102,28.69,28.975,6026692,29,28.565,28.8931,17421,2019-02-01 05:00:00
103,29.005,29.09,8924046,29.1,28.735,29.0565,10836,2019-02-04 05:00:00
104,29.17,28.805,10100552,29.29,28.705,28.9008,20456,2019-02-05 05:00:00
105,28.715,28.68,5392556,28.83,28.635,28.7002,18419,2019-02-06 05:00:00
106,28.575,28.715,3255398,28.88,28.465,28.7049,13800,2019-02-07 05:00:00
107,28.59,28.945,3071368,28.945,28.56,28.7927,12532,2019-02-08 05:00:00
108,28.97,29,3033466,29.16,28.9,29.002,11460,2019-02-11 05:00:00
109,28.99,29.445,4428236,29.5575,28.99,29.3734,16381,2019-02-12 05:00:00
110,29.505,29.655,3448622,29.695,29.475,29.6045,13895,2019-02-13 05:00:00
111,29.405,29.315,5913680,29.59,29,29.3847,14685,2019-02-14 05:00:00
112,29.5,29.36,5226454,29.61,29.29,29.4182,19096,2019-02-15 05:00:00
113,29.25,29.115,6840510,29.325,28.965,29.1289,24211,2019-02-19 05:00:00
114,29.19,29.35,5472346,29.55,29.105,29.3153,21545,2019-02-20 05:00:00
115,29.23,29.44,5712298,29.865,29.15,29.4613,21159,2019-02-21 05:00:00
116,29.4,29.22,5120410,29.595,29.105,29.3102,19528,2019-02-22 05:00:00
117,29.54,29.27,4860018,29.57,29.135,29.2983,23200,2019-02-25 05:00:00
118,29.305,29.37,3570102,29.525,29.21,29.4288,17186,2019-02-26 05:00:00
119,29.165,29.37,10246840,29.4148,28.955,29.2068,35899,2019-02-27 05:00:00
120,31.61,31.915,20948126,33.19,31.61,32.2052,58034,2019-02-28 05:00:00
121,32.185,32.37,7700826,32.49,31.625,32.0674,33027,2019-03-01 05:00:00
122,32.385,32.51,7171514,32.785,32.145,32.4672,25910,2019-03-04 05:00:00
123,32.25,31.31,10248772,32.25,31.2525,31.4831,32398,2019-03-05 05:00:00
124,31.365,30.87,9506784,31.55,30.755,30.9785,37386,2019-03-06 05:00:00
125,31,30.795,10783860,31.3,30.615,30.8887,31194,2019-03-07 05:00:00
126,30.615,30.305,5926484,30.74,30.04,30.2464,27392,2019-03-08 05:00:00
127,30.25,30.595,8385468,30.66,30.225,30.4512,32439,2019-03-11 04:00:00
128,30.37,30.115,10997176,30.495,29.7325,29.9793,32922,2019-03-12 04:00:00
129,30.055,29.885,7786076,30.29,29.695,29.9043,32431,2019-03-13 04:00:00
130,29.85,29.835,8270764,30.0825,29.785,29.8811,27879,2019-03-14 04:00:00
131,30,30.135,12522560,30.54,29.935,30.1663,32426,2019-03-15 04:00:00
132,30.165,30.3,6111418,30.575,30.14,30.3366,23221,2019-03-18 04:00:00
133,29.44,28.96,13199322,29.495,28.765,29.0355,48204,2019-03-19 04:00:00
134,28.415,28.25,18263166,28.775,28.15,28.3872,56733,2019-03-20 04:00:00
135,28.325,27.1,23419346,28.42,27.085,27.5073,76486,2019-03-21 04:00:00
136,27.105,26.755,16682068,27.225,26.47,26.8151,55050,2019-03-22 04:00:00
137,26.76,27.275,12775776,27.4075,26.705,27.1846,41773,2019-03-25 04:00:00
138,27.365,27.81,16577394,27.84,27.3525,27.6134,36228,2019-03-26 04:00:00
139,27.715,27.44,7433850,27.89,27.28,27.5001,28504,2019-03-27 04:00:00
140,27.395,27.23,9046414,27.665,27.185,27.3547,31501,2019-03-28 04:00:00
141,27.275,27.29,9803054,27.42,26.87,27.195,34027,2019-03-29 04:00:00
142,27.19,26.64,10675142,27.435,26.525,26.7858,41525,2019-04-01 04:00:00
143,26.495,26.665,14974650,27.095,26.115,26.7462,42783,2019-04-02 04:00:00
144,26.75,26.295,9952902,26.955,26.2225,26.468,35315,2019-04-03 04:00:00
145,26.38,26.435,6896824,26.56,26.21,26.402,26316,2019-04-04 04:00:00
146,26.615,26.44,6386472,26.9,26.365,26.5517,24661,2019-04-05 04:00:00
147,26.535,26.535,6415646,26.7,26.375,26.513,25119,2019-04-08 04:00:00
148,26.515,27.345,12463298,27.37,26.515,27.1473,40678,2019-04-09 04:00:00
149,27.35,27.485,11282888,27.58,27.09,27.3936,32081,2019-04-10 04:00:00
150,27.585,27.375,16114314,27.69,26.93,27.3355,39487,2019-04-11 04:00:00
151,27.375,26.51,12316580,27.4125,26.285,26.6373,37333,2019-04-12 04:00:00
152,26.5,27.035,6061456,27.23,26.5,26.9807,22656,2019-04-15 04:00:00
153,27.045,27.1,8438166,27.6,26.895,27.0815,31869,2019-04-16 04:00:00
154,27.18,27.445,7925564,27.535,27.145,27.389,29845,2019-04-17 04:00:00
155,27.615,27.6,8432522,27.71,27.4,27.5723,26439,2019-04-18 04:00:00
156,27.52,27.485,5183296,27.695,27.375,27.5393,20915,2019-04-22 04:00:00
157,27.495,28.115,9304208,28.13,27.495,27.9678,29698,2019-04-23 04:00:00
158,28.195,28.41,7337642,28.575,28.175,28.3929,28189,2019-04-24 04:00:00
159,28.13,28.95,9231872,29.0325,27.89,28.7074,35892,2019-04-25 04:00:00
160,29.165,29.825,10826630,29.8425,29.165,29.5947,42396,2019-04-26 04:00:00
161,29.73,29.345,8506942,29.785,29.34,29.536,35499,2019-04-29 04:00:00
162,29.59,29.8,9130458,29.9282,29.5,29.7756,36313,2019-04-30 04:00:00
163,29.74,28.97,7273020,29.74,28.935,29.1901,28625,2019-05-01 04:00:00
164,28.995,28.995,9689408,29.495,28.72,29.0051,36712,2019-05-02 04:00:00
165,31.45,31.555,19805366,32.0525,30.63,31.5538,53064,2019-05-03 04:00:00
166,31.025,31.31,5876102,31.3875,30.68,31.1879,22999,2019-05-06 04:00:00
167,31.065,30.8,7418220,31.165,30.585,30.8224,31404,2019-05-07 04:00:00
168,30.735,30.84,6518080,30.965,30.58,30.8493,26038,2019-05-08 04:00:00
169,30.58,30.96,5555870,31.135,30.37,30.8547,23075,2019-05-09 04:00:00
170,30.8,31.5,7175408,31.58,30.765,31.3099,24729,2019-05-10 04:00:00
171,31.11,31.17,6549108,31.3,30.905,31.154,27702,2019-05-13 04:00:00
172,31.05,31.175,6071208,31.34,30.7648,31.1595,25565,2019-05-14 04:00:00
173,31.125,31.535,5900794,31.6075,31.0277,31.4487,18757,2019-05-15 04:00:00
174,31.535,31.965,5339298,32.085,31.535,31.937,18964,2019-05-16 04:00:00
175,31.935,31.815,3800014,32.035,31.76,31.9064,14886,2019-05-17 04:00:00
176,31.73,31.805,4226796,31.87,31.575,31.7852,15528,2019-05-20 04:00:00
177,31.93,31.87,3545080,32.005,31.635,31.8795,13487,2019-05-21 04:00:00
178,31.85,32,5430422,32.125,31.655,31.8622,14784,2019-05-22 04:00:00
179,31.74,31.615,4559872,31.96,31.5,31.6788,17978,2019-05-23 04:00:00
180,31.67,31.71,2823562,31.845,31.375,31.65,12203,2019-05-24 04:00:00
181,31.675,31.135,6031106,31.91,31.11,31.3468,20541,2019-05-28 04:00:00
182,31.255,30.88,5685920,31.33,30.805,30.945,25615,2019-05-29 04:00:00
183,31,31.14,3018186,31.215,30.885,31.0817,14913,2019-05-30 04:00:00
184,30.975,30.93,5246526,31.42,30.9,31.0637,19447,2019-05-31 04:00:00
185,31.02,31.405,5136328,31.535,31.02,31.3638,26269,2019-06-03 04:00:00
186,31.74,31.435,5795006,31.745,31.1095,31.4145,26917,2019-06-04 04:00:00
187,31.75,32.015,7878530,32.1375,31.67,31.9884,30076,2019-06-05 04:00:00
188,32.1,31.92,5197932,32.13,31.73,31.9237,21276,2019-06-06 04:00:00
189,32.175,32.96,13515936,33.1786,32.135,32.8769,43261,2019-06-07 04:00:00
190,32.93,32.875,6066506,33.145,32.65,32.8922,23124,2019-06-10 04:00:00
191,33.005,32.25,7780652,33.07,32.08,32.3765,25529,2019-06-11 04:00:00
192,32.32,32.04,3985004,32.555,31.965,32.143,20223,2019-06-12 04:00:00
193,32.04,30.3,11557762,32.195,30.285,30.7258,44361,2019-06-13 04:00:00
194,30.405,30.665,7513748,31.065,30.405,30.6543,32651,2019-06-14 04:00:00
195,30.74,30.96,7867764,31.225,30.605,30.9797,28576,2019-06-17 04:00:00
196,31.305,31.06,4476164,31.405,30.98,31.1449,20511,2019-06-18 04:00:00
197,30.99,31.18,3747852,31.25,30.615,31.0435,16183,2019-06-19 04:00:00
198,31.465,31.76,4434842,31.81,31.3686,31.6781,20040,2019-06-20 04:00:00
199,31.75,31.89,7115462,31.9575,31.535,31.8253,18906,2019-06-21 04:00:00
200,31.95,31.78,3586076,32.065,31.7525,31.8643,16633,2019-06-24 04:00:00
201,31.965,31.665,3422954,31.965,31.615,31.7343,16173,2019-06-25 04:00:00
202,31.875,31.8,4275978,32.07,31.7025,31.8247,19717,2019-06-26 04:00:00
203,31.765,31.785,5310636,31.9375,31.665,31.8046,15480,2019-06-27 04:00:00
204,31.915,31.915,5810234,32.175,31.675,31.9411,17637,2019-06-28 04:00:00
205,31.55,32.385,4820056,32.415,31.5244,32.1083,23758,2019-07-01 04:00:00
206,32.505,32.325,3327420,32.67,32.155,32.3518,18336,2019-07-02 04:00:00
207,32.51,32.975,5492318,33.025,32.355,32.8428,17802,2019-07-03 04:00:00
208,32.425,32.96,2188216,32.965,32.425,32.7493,11024,2019-07-05 04:00:00
209,32.945,33,4245858,33.0825,32.695,32.9509,16894,2019-07-08 04:00:00
210,32.85,32.38,4528674,32.87,32.17,32.3656,20298,2019-07-09 04:00:00
211,32.48,32.515,4573604,32.78,32.4,32.5557,19077,2019-07-10 04:00:00
212,32.55,32.4,3298614,32.55,32.0925,32.3291,16331,2019-07-11 04:00:00
213,32.44,32.5,3212728,32.62,32.195,32.4713,15278,2019-07-12 04:00:00
214,32.61,32.63,2747240,32.85,32.5175,32.6702,13312,2019-07-15 04:00:00
215,32.55,32.895,4291222,32.93,32.515,32.7442,19678,2019-07-16 04:00:00
216,32.65,32.87,3381720,32.94,32.6,32.8574,16901,2019-07-17 04:00:00
217,32.935,32.485,4033318,32.97,32.45,32.5527,16861,2019-07-18 04:00:00
218,32.375,31.63,7739808,32.375,31.39,31.7986,34106,2019-07-19 04:00:00
219,31.635,31.765,3771968,32.15,31.505,31.8796,21144,2019-07-22 04:00:00
220,32.05,32.05,5057630,32.19,31.475,31.8947,19293,2019-07-23 04:00:00
221,32.14,32.37,3557588,32.535,32.05,32.3265,19039,2019-07-24 04:00:00
222,32.315,32.08,2704770,32.535,32.0175,32.1758,14117,2019-07-25 04:00:00
223,32.235,32.6,3418194,32.715,31.995,32.5522,16623,2019-07-26 04:00:00
224,32.615,32.695,4383908,32.855,32.575,32.7274,16481,2019-07-29 04:00:00
225,32.58,32.755,4201170,32.84,32.525,32.7398,15658,2019-07-30 04:00:00
226,32.665,32.235,5420922,32.72,31.86,32.3471,22516,2019-07-31 04:00:00
227,32.395,31.73,5764642,32.665,31.645,32.081,23049,2019-08-01 04:00:00
228,31.81,31.195,5865942,31.865,31.105,31.2734,24011,2019-08-02 04:00:00
229,31.57,29.48,10775200,31.57,29.42,29.7799,38614,2019-08-05 04:00:00
230,29.5,30.09,13123950,30.285,29.285,30.0337,43469,2019-08-06 04:00:00
231,29.795,30.195,10984210,30.315,29.4869,29.834,43270,2019-08-07 04:00:00
232,27.45,31.09,24494672,31.185,26.905,29.4592,81186,2019-08-08 04:00:00
233,30.865,29.615,10508876,30.9,29.555,29.928,40306,2019-08-09 04:00:00
234,29.51,28.24,10564042,29.525,28.1575,28.471,45871,2019-08-12 04:00:00
235,28.01,29.02,7000764,29.1525,28,28.9605,30600,2019-08-13 04:00:00
236,28.67,28.055,5229078,28.855,27.995,28.1839,25903,2019-08-14 04:00:00
237,28.32,28.475,6127466,28.66,28.06,28.4557,31934,2019-08-15 04:00:00
238,28.705,28.59,3733914,28.845,28.33,28.5671,17621,2019-08-16 04:00:00
239,28.975,28.9,4904156,29.105,28.7,28.9177,20082,2019-08-19 04:00:00
240,28.785,28.92,4162826,29.105,28.535,28.8956,21196,2019-08-20 04:00:00
241,29.175,29.015,3467984,29.24,28.9107,29.0183,18068,2019-08-21 04:00:00
242,28.995,28.595,4765104,29.03,28.36,28.6803,23283,2019-08-22 04:00:00
243,28.59,28.04,5169020,28.83,27.925,28.2038,23924,2019-08-23 04:00:00
244,28.26,28.325,3365804,28.372,27.995,28.223,17359,2019-08-26 04:00:00
245,28.43,28.285,4533678,28.565,28.025,28.2986,17568,2019-08-27 04:00:00
246,28.535,29.04,6395728,29.23,28.365,28.9986,27435,2019-08-28 04:00:00
247,29.32,28.805,4096554,29.325,28.75,29.0333,22081,2019-08-29 04:00:00
248,29.025,29.335,4427010,29.4138,29.025,29.29,18424,2019-08-30 04:00:00
249,29.06,28.82,5075704,29.11,28.6775,28.8592,24932,2019-09-03 04:00:00
250,28.99,29.03,3721252,29.185,28.825,29.0209,15899,2019-09-04 04:00:00
251,29.22,29.385,4049148,29.51,29.03,29.3686,18124,2019-09-05 04:00:00
252,29.375,28.585,5908260,29.465,28.515,28.7869,27699,2019-09-06 04:00:00
253,28.515,28.615,7793880,28.8775,28.16,28.5418,34446,2019-09-09 04:00:00
254,28.49,28.88,4650930,28.88,28.335,28.7072,24481,2019-09-10 04:00:00
255,28.685,28.435,7753804,28.985,27.995,28.3327,32701,2019-09-11 04:00:00
256,28.72,28.725,4019526,29.065,28.66,28.7995,19219,2019-09-12 04:00:00
257,28.685,29.43,9108762,29.7825,28.685,29.4981,37419,2019-09-13 04:00:00
258,29.285,29.615,6446522,29.7125,29.185,29.5466,29562,2019-09-16 04:00:00
259,29.525,28.995,8700316,29.68,28.8,29.1053,38095,2019-09-17 04:00:00
260,28.885,29.18,5564728,29.285,28.795,29.0653,22443,2019-09-18 04:00:00
261,29.27,29.395,3285998,29.53,29.265,29.4059,18205,2019-09-19 04:00:00
262,29.36,29.175,8479668,29.56,29.16,29.3335,22873,2019-09-20 04:00:00
263,29.305,29.56,4388636,29.76,29.23,29.5651,18654,2019-09-23 04:00:00
264,29.71,29.405,4700002,29.745,29.125,29.395,22352,2019-09-24 04:00:00
265,29.145,29.185,6562052,29.485,28.46,29.0461,29414,2019-09-25 04:00:00
266,29.24,28.885,5201640,29.4149,28.4075,28.8278,21693,2019-09-26 04:00:00
267,29.01,28.905,4073670,29.285,28.695,28.9356,16705,2019-09-27 04:00:00
268,29.08,29.03,2993880,29.425,28.915,29.1092,14216,2019-09-30 04:00:00
269,29.045,28.21,6885672,29.24,28.025,28.3102,30354,2019-10-01 04:00:00
270,27.22,27.56,9641392,27.815,26.835,27.5886,38608,2019-10-02 04:00:00
271,27.69,27.81,7493588,28.005,27.445,27.814,24905,2019-10-03 04:00:00
272,27.91,28.29,5443440,28.38,27.91,28.2385,24076,2019-10-04 04:00:00
273,28.08,27.865,8088772,28.24,27.79,27.9139,28580,2019-10-07 04:00:00
274,27.7,27.94,5596092,28.4125,27.6818,28.0863,26160,2019-10-08 04:00:00
275,28.365,28.14,2730560,28.365,27.97,28.1286,15097,2019-10-09 04:00:00
276,28.06,28.06,3199678,28.18,27.92,28.0607,16091,2019-10-10 04:00:00
277,28.24,28.15,4973484,28.4175,28.005,28.2432,20960,2019-10-11 04:00:00
278,28.205,28.275,2559294,28.485,28.03,28.2711,12963,2019-10-14 04:00:00
279,28.03,28.145,4184158,28.27,27.925,28.0969,19822,2019-10-15 04:00:00
280,28.185,28.26,3667290,28.3425,27.99,28.2439,14366,2019-10-16 04:00:00
281,27.915,28.28,8361452,28.64,27.915,28.402,19687,2019-10-17 04:00:00
282,28.24,28.0275,7019526,28.435,27.965,28.0782,25359,2019-10-18 04:00:00
283,28.125,28.145,3462388,28.25,28.01,28.1294,13730,2019-10-21 04:00:00
284,28.19,27.97,3727000,28.33,27.97,28.0782,16494,2019-10-22 04:00:00
285,28,28.1,3057442,28.25,27.925,28.1209,14349,2019-10-23 04:00:00
286,28.14,28.305,3497440,28.335,27.88,28.1609,16695,2019-10-24 04:00:00
287,28.31,28.175,3524144,28.3795,28,28.163,13858,2019-10-25 04:00:00
288,28.305,27.985,5471892,28.485,27.93,28.0503,18206,2019-10-28 04:00:00
289,27.87,28.075,5351352,28.31,27.77,28.0666,21158,2019-10-29 04:00:00
290,28.035,28.075,4411134,28.17,27.925,28.0231,21540,2019-10-30 04:00:00
291,28.08,28.065,4873414,28.195,27.75,27.9766,18003,2019-10-31 04:00:00
292,28.22,28.125,4767692,28.355,28.005,28.1101,18600,2019-11-01 04:00:00
293,28.29,28.045,6618578,28.29,27.845,28.0627,22958,2019-11-04 05:00:00
294,27.985,28.235,9056888,28.535,27.9325,28.2592,32846,2019-11-05 05:00:00
295,28.375,27.995,11082764,28.4587,27.955,28.0669,33195,2019-11-06 05:00:00
296,28,28.32,13799114,28.47,27.9,28.1895,45840,2019-11-07 05:00:00
297,29.75,29.08,13200826,30.745,28.905,29.3536,48815,2019-11-08 05:00:00
298,29.005,29.015,5388702,29.32,28.55,28.9067,27865,2019-11-11 05:00:00
299,28.75,29.2,7102418,29.245,28.585,29.0135,27591,2019-11-12 05:00:00
300,29.145,29.475,5065734,29.575,29.025,29.4304,22605,2019-11-13 05:00:00
301,29.575,29.465,5087922,29.58,29.34,29.4641,19077,2019-11-14 05:00:00
302,29.62,29.32,5042252,29.69,29.045,29.3314,19425,2019-11-15 05:00:00
303,29.27,29.515,5781770,29.825,29.0625,29.5922,23976,2019-11-18 05:00:00
304,29.58,29.28,3424084,29.67,29.28,29.4013,13399,2019-11-19 05:00:00
305,29.335,29,4969542,29.485,28.96,29.1248,21010,2019-11-20 05:00:00
306,28.96,29.2,4175610,29.205,28.795,29.1007,15215,2019-11-21 05:00:00
307,29.285,29.315,2966674,29.45,28.98,29.2654,16250,2019-11-22 05:00:00
308,29.425,29.33,3174732,29.615,29.14,29.2999,15829,2019-11-25 05:00:00
309,29.395,29.82,5171048,30,29.24,29.7373,16519,2019-11-26 05:00:00
310,29.91,30.045,3453832,30.14,29.85,30.0385,15178,2019-11-27 05:00:00
311,29.98,29.91,2198708,30.055,29.78,29.9128,9598,2019-11-29 05:00:00
312,29.88,29.905,4364644,29.94,29.6825,29.8456,18784,2019-12-02 05:00:00
313,29.62,29.495,5435166,29.89,29.23,29.4551,21211,2019-12-03 05:00:00
314,29.445,30.195,4982908,30.235,29.445,30.1046,21108,2019-12-04 05:00:00
315,30.135,29.96,5898118,30.145,29.72,29.9278,16966,2019-12-05 05:00:00
316,30.035,30.02,5233870,30.205,29.86,30.0595,18997,2019-12-06 05:00:00
317,30.05,30.245,5437036,30.33,29.785,30.174,25039,2019-12-09 05:00:00
318,30.375,30.755,11368848,30.7725,30.285,30.6453,33617,2019-12-10 05:00:00
319,30.81,31.215,6493958,31.255,30.66,31.1215,28262,2019-12-11 05:00:00
320,31.14,31.12,5731210,31.35,30.955,31.1179,24491,2019-12-12 05:00:00
321,31.05,31.105,4383094,31.24,30.9001,31.119,21531,2019-12-13 05:00:00
322,31.22,31.245,3352310,31.4,31.01,31.2352,15852,2019-12-16 05:00:00
323,31.23,31.385,3810528,31.45,30.91,31.3227,18733,2019-12-17 05:00:00
324,31.53,31.43,5466438,31.645,31.2,31.3866,20598,2019-12-18 05:00:00
325,31.38,31.735,5649678,31.79,31.325,31.6664,21199,2019-12-19 05:00:00
326,31.81,31.96,14707760,32.01,31.605,31.9101,30060,2019-12-20 05:00:00
327,32.07,31.68,4970432,32.07,31.66,31.7788,16161,2019-12-23 05:00:00
328,31.765,31.735,1320386,31.9,31.6926,31.7661,7755,2019-12-24 05:00:00
329,31.88,31.94,3277010,31.965,31.725,31.9114,9624,2019-12-26 05:00:00
330,31.97,31.785,4530052,32.035,31.74,31.8601,16765,2019-12-27 05:00:00
331,31.71,31.68,3310564,31.8675,31.51,31.7177,16280,2019-12-30 05:00:00
332,31.73,31.775,3341736,31.875,31.5875,31.7589,15919,2019-12-31 05:00:00
333,31.98,31.85,3430240,32.01,31.6525,31.8243,17529,2020-01-02 05:00:00
334,31.56,31.64,3482296,31.805,31.435,31.6019,17760,2020-01-03 05:00:00
335,31.495,31.69,4469178,31.765,31.495,31.6547,18087,2020-01-06 05:00:00
336,31.935,31.845,6736538,32.07,31.77,31.9215,29391,2020-01-07 05:00:00
337,31.85,31.91,6053530,32.03,31.685,31.9043,23438,2020-01-08 05:00:00
338,32.08,32.125,6612984,32.17,31.86,32.0787,23417,2020-01-09 05:00:00
339,32.34,32.67,8936334,33.095,32.25,32.843,37873,2020-01-10 05:00:00
340,32.7,32.765,5419812,32.855,32.3275,32.6376,25423,2020-01-13 05:00:00
341,32.77,32.79,5768878,32.935,32.645,32.8055,21711,2020-01-14 05:00:00
342,32.805,32.94,5894202,33.0775,32.61,32.9216,23485,2020-01-15 05:00:00
343,33.075,33.55,5228772,33.585,32.985,33.3992,24082,2020-01-16 05:00:00
344,33.6,33.655,8846152,33.81,33.345,33.6501,26212,2020-01-17 05:00:00
345,33.645,33.41,4751018,33.705,33.2,33.4077,22578,2020-01-21 05:00:00
346,33.47,33.73,3979806,33.75,33.36,33.6594,18448,2020-01-22 05:00:00
347,33.67,33.885,4477042,33.975,33.5774,33.868,22808,2020-01-23 05:00:00
348,34,33.55,4698740,34.005,33.4625,33.6486,22882,2020-01-24 05:00:00
349,33.28,33.3,4479086,33.5275,33.165,33.3708,20455,2020-01-27 05:00:00
350,33.305,33.44,5429316,33.555,33.305,33.4555,16214,2020-01-28 05:00:00
351,33.37,33.275,3698522,33.455,33.13,33.3216,15652,2020-01-29 05:00:00
352,33.15,33.505,4988550,33.57,32.9,33.3853,19402,2020-01-30 05:00:00
353,33.415,33.3,6732652,33.74,33.105,33.3342,25882,2020-01-31 05:00:00
354,34.435,33.71,9039028,34.465,33.695,33.9035,28244,2020-02-03 05:00:00
355,33.81,34.44,11572040,34.72,33.81,34.4013,30459,2020-02-04 05:00:00
356,34.625,34.475,5838306,34.87,34.4,34.5115,19089,2020-02-05 05:00:00
357,34.71,34.725,8602384,34.77,34.4,34.631,25355,2020-02-06 05:00:00
358,34.655,34.4525,4785744,34.83,34.44,34.603,18128,2020-02-07 05:00:00
359,34.41,34.585,6544804,34.74,34.41,34.5925,16275,2020-02-10 05:00:00
360,34.63,34.575,4321220,34.725,34.4,34.5546,15804,2020-02-11 05:00:00
361,34.595,34.625,3125718,34.8,34.305,34.5523,17386,2020-02-12 05:00:00
362,34.625,34.845,3890248,34.915,34.5725,34.8052,15918,2020-02-13 05:00:00
363,34.84,34.93,5318608,34.97,34.7,34.8939,14163,2020-02-14 05:00:00
364,34.715,34.8,4773296,34.985,34.68,34.7905,14536,2020-02-18 05:00:00
365,34.86,35.0425,6444852,35.26,34.8,35.101,18713,2020-02-19 05:00:00
366,34.915,35.2,6650318,35.225,34.5,34.9729,19832,2020-02-20 05:00:00
367,35.01,34.87,5946554,35.1,34.725,34.9303,17055,2020-02-21 05:00:00
368,34.835,34.095,6622056,35.095,33.895,34.3226,31582,2020-02-24 05:00:00
369,34.19,33.31,5684582,34.255,33.22,33.5827,29730,2020-02-25 05:00:00
370,33.555,32.94,7001752,33.875,32.935,33.2594,32926,2020-02-26 05:00:00
371,32.87,31.87,14253682,32.97,31.72,32.1587,51479,2020-02-27 05:00:00
372,32.41,31.205,14434936,32.52,30.61,31.4096,56948,2020-02-28 05:00:00
373,31.06,32.385,9094708,32.42,30.64,31.8839,44331,2020-03-02 05:00:00
374,32.145,31.89,10584064,33.085,31.565,32.174,46807,2020-03-03 05:00:00
375,32.51,34.025,13059892,34.07,32.265,33.4923,52048,2020-03-04 05:00:00
376,33.185,33.565,10910820,34.415,33.0414,33.6981,51101,2020-03-05 05:00:00
377,32.415,33.095,12287590,33.225,32.17,32.7843,48673,2020-03-06 05:00:00
378,31.035,30.93,10938112,31.485,30.525,31.0417,53302,2020-03-09 04:00:00
379,31.75,33.065,16962242,33.105,31.455,32.3972,72822,2020-03-10 04:00:00
380,32,30.905,13025732,32.37,30.245,31.0228,70122,2020-03-11 04:00:00
381,29,28.695,15201002,30.395,28.315,29.076,75876,2020-03-12 04:00:00
382,29.9,31.195,15497204,31.25,29.295,30.1181,75568,2020-03-13 04:00:00
383,28.1,28.72,12150608,30.435,27.39,29.3904,61071,2020-03-16 04:00:00
384,29.415,29.87,12112854,30.2225,28.805,29.531,60559,2020-03-17 04:00:00
385,28.815,27.945,12934070,28.815,25.255,27.0614,63814,2020-03-18 04:00:00
386,27.855,27.16,12526230,28.575,25.755,27.1602,53766,2020-03-19 04:00:00
387,27.525,26.05,11583528,27.915,25.03,27.0051,51106,2020-03-20 04:00:00
388,26.055,25.485,11411918,26.67,25.375,25.8762,51352,2020-03-23 04:00:00
389,26.765,26.865,15505428,27.235,25.695,26.3955,64644,2020-03-24 04:00:00
390,26.855,26.83,9431880,27.55,26.33,26.8917,44778,2020-03-25 04:00:00
391,27,28.92,10911108,29.165,26.9121,28.349,44510,2020-03-26 04:00:00
392,28.045,28.195,7995778,29.045,28,28.4987,33457,2020-03-27 04:00:00
393,28.085,29,7250368,29.16,27.8,28.6656,36190,2020-03-30 04:00:00
394,28.04,28.13,5758888,29,27.98,28.392,31588,2020-03-31 04:00:00
395,27.185,26.55,7631746,27.24,26.365,26.549,36737,2020-04-01 04:00:00
396,26.355,27.53,6176156,27.6,26.195,27.2909,29167,2020-04-02 04:00:00
397,27.26,27.11,5574178,27.465,26.835,27.1236,22508,2020-04-03 04:00:00
398,28.335,29.035,9525884,29.155,27.73,28.6032,27160,2020-04-06 04:00:00
399,29.925,29.205,8599292,30.265,29.115,29.5095,26409,2020-04-07 04:00:00
400,29.08,30.13,4396214,30.275,28.9625,29.871,23027,2020-04-08 04:00:00
401,30.24,30.255,5118488,30.675,29.915,30.3002,22084,2020-04-09 04:00:00
402,30.13,29.765,5413044,30.295,29.35,29.7361,19478,2020-04-13 04:00:00
403,30.4,32.205,9673568,32.22,30.055,31.5611,45184,2020-04-14 04:00:00
404,31.24,31.145,6982302,31.56,30.84,31.1618,32115,2020-04-15 04:00:00
405,31.51,30.935,4204552,31.565,30.615,30.9448,22241,2020-04-16 04:00:00
406,31.285,31.095,6349134,31.565,30.945,31.123,27494,2020-04-17 04:00:00
407,30.9,30.69,5705812,31.02,30.455,30.7246,27697,2020-04-20 04:00:00
408,29.935,29.52,4214502,30.21,29.4,29.6771,22045,2020-04-21 04:00:00
409,30.05,30.06,4876782,30.29,29.575,29.9634,18250,2020-04-22 04:00:00
410,30.09,29.815,3298514,30.445,29.73,30.0006,18347,2020-04-23 04:00:00
411,29.88,29.9,5112072,30.3175,29.55,29.8429,21855,2020-04-24 04:00:00
412,30.3,30.26,5847210,30.37,29.815,30.1945,22382,2020-04-27 04:00:00
