FIZZ,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
101,41.99,41.92,407008,42.01,41.46,41.793,2936,2019-01-31 05:00:00
102,41.89,41.53,527886,42.075,40.995,41.5031,3537,2019-02-01 05:00:00
103,41.53,42.055,629208,42.385,41.39,41.9586,3091,2019-02-04 05:00:00
104,41.525,37.765,2005668,41.785,37.3901,38.5657,10288,2019-02-05 05:00:00
105,37.79,36.675,1405020,37.8396,36.3,36.6597,8068,2019-02-06 05:00:00
106,36.655,36.59,631556,36.92,36.25,36.5683,3867,2019-02-07 05:00:00
107,36.515,36.68,539588,36.9069,36.135,36.4901,3346,2019-02-08 05:00:00
108,36.73,36.645,549628,36.83,36.125,36.5256,4248,2019-02-11 05:00:00
109,36.675,37.295,391272,37.325,36.245,37.0582,3014,2019-02-12 05:00:00
110,37.37,37.22,339578,37.585,36.8,37.1257,2945,2019-02-13 05:00:00
111,36.925,36.8,328086,37.495,36.7,37.0959,2536,2019-02-14 05:00:00
112,37.055,37.55,493142,37.8975,36.915,37.5462,3055,2019-02-15 05:00:00
113,37.125,36.105,758942,37.25,35.9694,36.5258,4243,2019-02-19 05:00:00
114,36.1,36.515,657108,37.0275,36.0001,36.5677,3550,2019-02-20 05:00:00
115,36.585,36.59,372526,37.265,36.49,36.7432,2616,2019-02-21 05:00:00
116,36.515,36.655,429716,36.71,36.165,36.4646,3040,2019-02-22 05:00:00
117,36.745,35.885,468066,36.9749,35.555,35.993,3086,2019-02-25 05:00:00
118,35.875,34.205,1014746,36.13,34.165,34.5819,5635,2019-02-26 05:00:00
119,34.19,34.25,1808820,34.29,33.285,33.7832,8027,2019-02-27 05:00:00
120,34.425,34.295,551906,34.815,34.22,34.4769,3256,2019-02-28 05:00:00
121,34.365,33.825,738744,34.51,33.135,33.6651,4344,2019-03-01 05:00:00
122,33.81,34.04,804416,34.235,33.325,33.9511,3694,2019-03-04 05:00:00
123,34.03,33.46,560300,34.435,33.05,33.5655,3792,2019-03-05 05:00:00
124,33.57,33.76,925390,34.145,32.84,33.4715,6289,2019-03-06 05:00:00
125,33.725,34.135,933024,35.05,33.32,33.5518,5463,2019-03-07 05:00:00
126,27.655,29.135,10829980,29.415,25.2655,27.6522,40774,2019-03-08 05:00:00
127,29.1,29.68,2459154,30.5026,28.64,29.4046,12611,2019-03-11 04:00:00
128,29.69,29.535,1452270,29.925,28.58,29.2274,7653,2019-03-12 04:00:00
129,29.45,29.895,1026844,30.16,29.145,29.7088,6015,2019-03-13 04:00:00
130,30,29.325,835752,30.225,29.13,29.5968,4164,2019-03-14 04:00:00
131,29.445,29.3,924766,29.995,29.225,29.5471,4373,2019-03-15 04:00:00
132,29.835,29.99,831862,30.03,29.665,29.9162,4003,2019-03-18 04:00:00
133,30,28.855,729652,30.0833,28.805,29.2898,4507,2019-03-19 04:00:00
134,28.75,28.56,744428,28.98,28.175,28.6107,3748,2019-03-20 04:00:00
135,28.535,28.565,648134,28.82,28.265,28.4948,3627,2019-03-21 04:00:00
136,28.48,28.345,424954,28.75,28.185,28.4738,2527,2019-03-22 04:00:00
137,28.345,28.71,645724,28.9675,28.345,28.6951,3678,2019-03-25 04:00:00
138,28.845,29.175,491228,29.345,28.55,29.1124,3022,2019-03-26 04:00:00
139,29.14,29.19,580420,29.6017,29.075,29.3291,3410,2019-03-27 04:00:00
140,29.18,28.25,789682,29.5,28.1604,28.5442,5480,2019-03-28 04:00:00
141,28.16,28.865,1527226,29.025,26.965,28.2988,8513,2019-03-29 04:00:00
142,28.935,28.79,724530,29.28,28.6776,28.9104,4378,2019-04-01 04:00:00
143,28.855,28.8,462212,29.38,28.405,28.777,3396,2019-04-02 04:00:00
144,28.8,28.335,673970,28.95,27.975,28.4602,3906,2019-04-03 04:00:00
145,28.34,28.75,544396,28.79,28.075,28.5356,3468,2019-04-04 04:00:00
146,28.75,28.945,372376,29.2,28.38,28.8938,2497,2019-04-05 04:00:00
147,28.945,28.955,445590,29.06,28.795,28.9374,2809,2019-04-08 04:00:00
148,28.78,27.86,854220,29.05,27.7,28.0672,4920,2019-04-09 04:00:00
149,28.005,27.89,816790,28.08,27.25,27.6208,4908,2019-04-10 04:00:00
150,28.07,27.11,683754,28.4225,26.815,27.2065,4663,2019-04-11 04:00:00
151,27.185,26.545,697124,27.5025,26.285,26.6544,4665,2019-04-12 04:00:00
152,26.66,26.655,862840,26.895,26.075,26.4924,4938,2019-04-15 04:00:00
153,26.635,26.685,789422,27.13,26.56,26.767,4534,2019-04-16 04:00:00
154,26.85,26.895,544264,27.0475,26.655,26.9208,3421,2019-04-17 04:00:00
155,26.855,27.185,457946,27.2975,26.855,27.1318,3036,2019-04-18 04:00:00
156,27.175,27.055,645192,27.5825,26.7375,27.2101,4586,2019-04-22 04:00:00
157,27.275,27.75,550316,28.035,27.2575,27.6944,4019,2019-04-23 04:00:00
158,27.835,28.37,611994,28.6125,27.835,28.4223,4078,2019-04-24 04:00:00
159,28.24,27.985,401672,28.34,27.63,28.005,2537,2019-04-25 04:00:00
160,28.135,28.75,458970,29,28.135,28.6951,2654,2019-04-26 04:00:00
161,28.755,28.175,596618,28.77,27.895,28.1827,5140,2019-04-29 04:00:00
162,28.17,28,483458,28.37,27.835,28.0014,3220,2019-04-30 04:00:00
163,27.925,27.56,1168918,28.2,27.535,27.7856,6163,2019-05-01 04:00:00
164,27.565,28.375,547668,28.66,27.54,28.245,3671,2019-05-02 04:00:00
165,28.555,28.63,834782,29.015,28.4575,28.7263,5499,2019-05-03 04:00:00
166,28.445,28.88,542072,29.0863,28.4,28.8665,4607,2019-05-06 04:00:00
167,28.855,29.06,411594,29.14,28.4706,28.9506,2832,2019-05-07 04:00:00
168,28.955,28.255,429922,29.1375,28.175,28.4691,3368,2019-05-08 04:00:00
169,28.04,27.555,476720,28.2,27.045,27.5733,3155,2019-05-09 04:00:00
170,27.505,27.945,352824,28.21,27.2,27.8162,2845,2019-05-10 04:00:00
171,27.58,27.275,376058,27.635,27.06,27.3139,2852,2019-05-13 04:00:00
172,26.75,25.985,1515726,26.845,25.055,25.7918,7891,2019-05-14 04:00:00
173,25.82,26.205,785318,26.3175,25.405,26.0789,4525,2019-05-15 04:00:00
174,26.2,26.415,699976,26.935,26.095,26.5836,4725,2019-05-16 04:00:00
175,26.37,26.265,754636,26.85,26.235,26.5561,3850,2019-05-17 04:00:00
176,26.125,26.325,457404,26.595,25.69,26.2105,3448,2019-05-20 04:00:00
177,26.385,26.255,655996,26.885,26.07,26.4128,3642,2019-05-21 04:00:00
178,26.335,26.02,488744,26.51,25.995,26.154,3004,2019-05-22 04:00:00
179,25.8,25.435,428870,26.015,25.28,25.5771,3032,2019-05-23 04:00:00
180,25.585,25.475,390410,25.72,25.025,25.4304,3142,2019-05-24 04:00:00
181,25.25,23.63,1599308,25.66,23.355,24.0876,8665,2019-05-28 04:00:00
182,23.46,23.705,776118,23.99,23.095,23.5136,5574,2019-05-29 04:00:00
183,23.605,22.88,825448,24.8025,22.6,22.977,5093,2019-05-30 04:00:00
184,22.535,22.575,673314,23.12,22.3,22.7032,3976,2019-05-31 04:00:00
185,22.67,23.47,983010,23.495,22.525,23.12,6604,2019-06-03 04:00:00
186,23.97,24.785,1162024,24.965,23.7875,24.6379,6703,2019-06-04 04:00:00
187,24.865,24.225,799542,25.14,24.15,24.5347,5135,2019-06-05 04:00:00
188,24.13,24.42,520030,24.425,23.875,24.1581,3495,2019-06-06 04:00:00
189,24.56,24.19,659250,24.95,24.18,24.4039,3576,2019-06-07 04:00:00
190,24.22,23.72,847594,24.86,23.6,24.0537,5917,2019-06-10 04:00:00
191,23.89,22.575,4819436,23.97,21.245,22.1203,19737,2019-06-11 04:00:00
192,21.97,22.73,1442992,22.935,21.85,22.5192,8567,2019-06-12 04:00:00
193,22.815,22.655,862674,23.185,22.375,22.8492,5688,2019-06-13 04:00:00
194,22.7,22.295,660220,22.88,21.895,22.333,4393,2019-06-14 04:00:00
195,22.305,22.505,648940,22.83,22.15,22.5807,4602,2019-06-17 04:00:00
196,22.54,22.075,652682,22.805,21.985,22.2321,4089,2019-06-18 04:00:00
197,22.08,22.01,1285758,22.15,20.925,21.6375,7677,2019-06-19 04:00:00
198,22.11,21.62,1142794,22.515,21.425,21.7535,5057,2019-06-20 04:00:00
199,21.49,21.955,1018734,22.16,21.27,21.7604,5733,2019-06-21 04:00:00
200,21.95,22.08,1515628,22.78,21.88,22.4757,7312,2019-06-24 04:00:00
201,22.165,21.58,1220456,22.17,21.43,21.6536,5939,2019-06-25 04:00:00
202,21.405,21.11,1169986,21.71,20.785,21.0667,7220,2019-06-26 04:00:00
203,20.895,22.03,2528084,22.385,20.025,21.7747,13571,2019-06-27 04:00:00
204,22.21,22.315,1781742,23.155,21.925,22.4272,10541,2019-06-28 04:00:00
205,22.41,22.595,979326,23.1,22.17,22.5735,6354,2019-07-01 04:00:00
206,22.59,22.25,1038764,22.815,22.015,22.2727,7023,2019-07-02 04:00:00
207,22.335,22.78,369888,22.975,22.21,22.7558,2515,2019-07-03 04:00:00
208,22.675,22.735,663430,22.875,22.0303,22.5907,4641,2019-07-05 04:00:00
209,22.755,22.41,1870050,22.935,21.78,22.2457,5230,2019-07-08 04:00:00
210,22.445,21.34,1021642,22.45,21.315,21.5892,6289,2019-07-09 04:00:00
211,21.305,21.175,761416,21.6067,21.04,21.3153,5102,2019-07-10 04:00:00
212,21.21,20.9,675876,21.39,20.765,20.9117,4732,2019-07-11 04:00:00
213,20.95,21.08,665130,21.28,20.67,21.0336,4557,2019-07-12 04:00:00
214,21.08,20.93,857512,21.46,20.5756,20.8955,5815,2019-07-15 04:00:00
215,20.95,21.36,1005940,21.575,20.8,21.2058,5577,2019-07-16 04:00:00
216,21.465,21.2,486224,21.465,21.06,21.2161,3581,2019-07-17 04:00:00
217,21.2,21.185,1894532,21.33,20.83,21.1592,4419,2019-07-18 04:00:00
218,21.15,21.03,867164,21.6025,20.85,21.1845,6133,2019-07-19 04:00:00
219,21.015,20.625,697412,21.0328,20.31,20.6226,4549,2019-07-22 04:00:00
220,20.805,20.81,579282,21.165,20.57,20.8329,4263,2019-07-23 04:00:00
221,20.805,20.86,612364,20.99,20.5,20.7473,4294,2019-07-24 04:00:00
222,20.905,20.415,566440,20.985,20.38,20.6028,3778,2019-07-25 04:00:00
223,20.505,21.305,536876,21.4,20.445,21.1308,3424,2019-07-26 04:00:00
224,21.37,21.15,358630,21.375,20.76,21.0614,3180,2019-07-29 04:00:00
225,21.115,21.61,632596,21.7825,20.85,21.5116,4017,2019-07-30 04:00:00
226,21.635,21.765,576740,22.0825,21.41,21.7758,4143,2019-07-31 04:00:00
227,21.855,21.52,586228,21.9775,21.25,21.6074,4559,2019-08-01 04:00:00
228,23.45,23.14,2761704,23.49,22.645,22.9826,16069,2019-08-02 04:00:00
229,22.825,22.16,1633624,23,21.88,22.3106,10915,2019-08-05 04:00:00
230,22.355,21.91,6049156,22.58,21.69,21.9611,14335,2019-08-06 04:00:00
231,21.825,21.45,1141062,22.1425,20.845,21.2963,8017,2019-08-07 04:00:00
232,21.57,22.265,790878,22.295,21.425,22.0629,6212,2019-08-08 04:00:00
233,22.31,21.82,628102,22.36,21.755,21.9473,5141,2019-08-09 04:00:00
234,21.74,21.865,436348,22.1,21.085,21.7525,3583,2019-08-12 04:00:00
235,21.745,21.775,362920,22.275,21.575,21.7612,3417,2019-08-13 04:00:00
236,21.58,20.49,996356,21.595,20.215,20.6797,6992,2019-08-14 04:00:00
237,20.62,20.69,950672,20.975,20.525,20.7172,5093,2019-08-15 04:00:00
238,20.765,21.345,781414,21.64,20.75,21.2955,4624,2019-08-16 04:00:00
239,21.375,21.685,542818,22.055,21.285,21.771,4063,2019-08-19 04:00:00
240,21.715,21.64,420432,21.885,21.12,21.6536,3010,2019-08-20 04:00:00
241,21.835,20.665,931530,21.835,20.495,20.844,5364,2019-08-21 04:00:00
242,20.68,20.56,659074,21.005,20.5,20.6984,3793,2019-08-22 04:00:00
243,20.56,20.055,534558,20.6775,19.995,20.1546,3592,2019-08-23 04:00:00
244,20.26,20.38,395906,20.4,19.875,20.2434,2930,2019-08-26 04:00:00
245,20.32,19.945,625938,20.4606,19.86,20.0038,4287,2019-08-27 04:00:00
246,19.985,20.075,555036,20.59,19.8945,20.2714,3600,2019-08-28 04:00:00
247,20.195,20.075,425684,20.735,19.97,20.2368,3278,2019-08-29 04:00:00
248,20.265,20.45,718180,20.785,20.265,20.5311,4356,2019-08-30 04:00:00
249,20.275,20.76,908888,20.775,19.7,20.3368,6162,2019-09-03 04:00:00
250,20.805,20.29,816954,20.84,19.78,20.3282,5455,2019-09-04 04:00:00
251,20.415,20.325,1070232,21.185,20.13,20.5967,6644,2019-09-05 04:00:00
252,20.09,20.33,1751518,20.985,19.14,20.1691,9425,2019-09-06 04:00:00
253,20.43,22.155,1111976,22.26,20.19,21.7029,8160,2019-09-09 04:00:00
254,22.135,22.775,1128096,22.855,21.355,22.3263,8753,2019-09-10 04:00:00
255,22.645,23.44,1074072,23.455,22.255,23.0105,8082,2019-09-11 04:00:00
256,23.44,23.535,1297756,24.065,23.22,23.6767,6128,2019-09-12 04:00:00
257,23.48,23.265,770360,24.165,23.1404,23.6251,4874,2019-09-13 04:00:00
258,23.325,22.755,718526,23.62,22.5,22.8963,4696,2019-09-16 04:00:00
259,22.59,23.15,602948,23.205,22.255,22.843,5614,2019-09-17 04:00:00
260,23.165,23.555,738542,23.625,22.9725,23.3317,5041,2019-09-18 04:00:00
261,23.66,23.095,1007216,24.165,23.04,23.5088,4985,2019-09-19 04:00:00
262,23.105,22.52,912070,23.375,22.4756,22.7351,4296,2019-09-20 04:00:00
263,22.385,22.225,598104,22.935,21.615,22.1438,3987,2019-09-23 04:00:00
264,22.335,21.765,583850,22.51,21.635,21.8926,4275,2019-09-24 04:00:00
265,21.89,22.035,463042,22.25,21.755,22.0643,3405,2019-09-25 04:00:00
266,22.135,21.8,377280,22.22,21.725,21.9024,3662,2019-09-26 04:00:00
267,21.955,21.78,399394,22.075,21.4703,21.728,3601,2019-09-27 04:00:00
268,21.825,22.18,520326,22.3245,21.7525,22.1523,3481,2019-09-30 04:00:00
269,22.28,23.03,675730,23.065,22.125,22.6735,5662,2019-10-01 04:00:00
270,22.855,23.08,978234,23.24,22.5247,23.0112,7556,2019-10-02 04:00:00
271,23.205,23.425,1241190,24.26,23.1025,23.7013,7532,2019-10-03 04:00:00
272,23.325,24.405,1326012,24.5,23.1865,24.159,7681,2019-10-04 04:00:00
273,24.375,23.575,1123450,24.65,23.16,23.5999,8197,2019-10-07 04:00:00
274,23.515,22.92,624686,23.515,22.855,23.0212,4871,2019-10-08 04:00:00
275,23.17,23.325,712986,23.465,22.53,23.0955,4558,2019-10-09 04:00:00
276,23.21,24.02,654492,24.075,23.21,23.7213,4496,2019-10-10 04:00:00
277,24.205,24.545,1240694,25,24.0625,24.7074,8320,2019-10-11 04:00:00
278,24.55,24.07,1324050,24.7525,23.6825,24.016,6581,2019-10-14 04:00:00
279,24.115,24.49,986516,24.805,23.7,24.4618,7247,2019-10-15 04:00:00
280,24.575,24.18,740594,24.975,24.165,24.4098,5593,2019-10-16 04:00:00
281,24.47,24.59,661744,24.71,24.255,24.5277,5061,2019-10-17 04:00:00
282,24.605,24.11,1110434,24.6525,23.88,24.2228,5815,2019-10-18 04:00:00
283,24.29,23.93,568252,24.425,23.39,23.8432,4635,2019-10-21 04:00:00
284,23.855,24.645,733186,24.77,23.485,24.465,5786,2019-10-22 04:00:00
285,24.685,24.9375,734482,25.31,24.59,24.873,5666,2019-10-23 04:00:00
286,24.9,24.87,612604,25.095,24.29,24.6861,5158,2019-10-24 04:00:00
287,24.725,24.945,553692,25.205,24.53,24.9632,3850,2019-10-25 04:00:00
288,25.1,25.35,759208,25.555,25.04,25.298,5299,2019-10-28 04:00:00
289,25.32,21.605,2525438,25.32,21.47,22.6014,14944,2019-10-29 04:00:00
290,21.63,21.995,1474384,22.175,21.2575,21.8276,9957,2019-10-30 04:00:00
291,22.11,21.98,673754,22.16,21.575,21.8618,5587,2019-10-31 04:00:00
292,21.975,22.445,575942,22.485,21.7663,22.3547,4916,2019-11-01 04:00:00
293,22.44,22.835,490718,23.06,22.3125,22.7363,4189,2019-11-04 05:00:00
294,22.83,22.815,654102,23.075,22.55,22.8258,3990,2019-11-05 05:00:00
295,22.875,22.465,605272,23.01,22.43,22.6685,4728,2019-11-06 05:00:00
296,22.29,20.045,2504670,22.29,19.66,20.4987,14387,2019-11-07 05:00:00
297,20.055,20.515,1138384,20.775,19.665,20.4005,8055,2019-11-08 05:00:00
298,20.385,20.055,1554856,20.425,19.6925,20.0297,11122,2019-11-11 05:00:00
299,20.1,20.945,4289248,20.95,19.9925,20.4901,7671,2019-11-12 05:00:00
300,20.67,21.65,1559834,21.655,20.6115,21.2939,6103,2019-11-13 05:00:00
301,21.55,21.455,1187504,22.17,21.4,21.6308,8281,2019-11-14 05:00:00
302,21.59,21.7,580852,21.73,21.1225,21.4636,4388,2019-11-15 05:00:00
303,21.475,21.64,795720,22.02,21.33,21.7146,5288,2019-11-18 05:00:00
304,21.695,22.25,1019888,22.25,21.52,21.9308,6302,2019-11-19 05:00:00
305,22,22.335,819600,22.48,21.985,22.2911,5407,2019-11-20 05:00:00
306,22.33,22.355,869368,22.425,21.745,22.1903,4402,2019-11-21 05:00:00
307,22.5,22.745,710142,22.82,22.0355,22.6197,4900,2019-11-22 05:00:00
308,22.89,23.045,640176,23.155,22.78,23.005,5300,2019-11-25 05:00:00
309,23.18,24.385,1281834,24.545,22.945,24.1891,8743,2019-11-26 05:00:00
310,24.51,24.7,1043176,25.1,24.2075,24.7587,7142,2019-11-27 05:00:00
311,24.655,24.82,238270,24.8925,24.28,24.7274,1699,2019-11-29 05:00:00
312,24.775,24.595,575904,24.85,24.385,24.5755,5515,2019-12-02 05:00:00
313,24.345,24.435,736544,24.46,23.825,24.2362,6310,2019-12-03 05:00:00
314,24.485,24.765,630034,24.915,24.4,24.7347,5932,2019-12-04 05:00:00
315,24.8,24.12,947458,24.895,23.5501,23.9817,7362,2019-12-05 05:00:00
316,27.495,27.03,4567152,28.995,25.505,26.7551,26423,2019-12-06 05:00:00
317,27.115,27.565,2054872,27.975,26.715,27.4239,12832,2019-12-09 05:00:00
318,27.75,27.8975,1596482,29.05,27.565,28.1828,10205,2019-12-10 05:00:00
319,28.015,27.15,1067048,28.17,27.025,27.3106,6954,2019-12-11 05:00:00
320,27.15,27.245,701432,27.555,27.05,27.2816,5509,2019-12-12 05:00:00
321,27.17,26,1113142,27.38,25.87,26.4289,7925,2019-12-13 05:00:00
322,26.115,25.9,1359400,26.39,25.845,25.9869,10037,2019-12-16 05:00:00
323,25.855,25.65,1172956,25.925,25.51,25.6906,9054,2019-12-17 05:00:00
324,25.78,25.52,644826,25.91,25.405,25.5359,5383,2019-12-18 05:00:00
325,25.485,25.21,805616,25.74,25.125,25.3544,7083,2019-12-19 05:00:00
326,25.29,26.22,1551180,26.32,25.105,25.9483,9112,2019-12-20 05:00:00
327,26.225,26.545,677754,26.6,25.9423,26.3744,5565,2019-12-23 05:00:00
328,26.53,26.16,356114,26.545,26.04,26.2657,2495,2019-12-24 05:00:00
329,26.37,25.75,678634,26.445,25.68,25.8964,4858,2019-12-26 05:00:00
330,25.84,25.845,611426,26.235,25.675,25.9289,4771,2019-12-27 05:00:00
331,25.87,25.385,814084,26.075,25.3,25.5352,5739,2019-12-30 05:00:00
332,25.365,25.51,775350,25.8175,25.33,25.5684,5783,2019-12-31 05:00:00
333,25.675,24.3,994220,25.73,24.145,24.568,8147,2020-01-02 05:00:00
334,24.04,24.085,1032544,24.335,23.815,23.9951,7242,2020-01-03 05:00:00
335,23.855,24.16,839230,24.495,23.515,24.1518,6917,2020-01-06 05:00:00
336,24.125,23.21,1236250,24.16,23.01,23.3256,6615,2020-01-07 05:00:00
337,23.25,23.44,770010,23.78,23.065,23.44,5152,2020-01-08 05:00:00
338,23.495,23.205,598958,23.565,23.045,23.1782,3835,2020-01-09 05:00:00
339,23.265,23.16,411586,23.63,23.12,23.2524,3294,2020-01-10 05:00:00
340,23.19,23.135,397446,23.4625,22.875,23.1453,3560,2020-01-13 05:00:00
341,23.035,23.545,331640,23.605,23.0316,23.4395,3198,2020-01-14 05:00:00
342,23.51,23.545,346170,23.825,23.3,23.5344,3170,2020-01-15 05:00:00
343,23.665,23.06,502974,24.0957,22.955,23.3604,4005,2020-01-16 05:00:00
344,23.185,22.93,373054,23.27,22.88,23.0403,3803,2020-01-17 05:00:00
345,22.875,22.455,825528,23.265,22.425,22.7057,6537,2020-01-21 05:00:00
346,22.465,22.81,525976,23.0025,22.3875,22.7533,3704,2020-01-22 05:00:00
347,22.76,22.905,421392,22.92,22.38,22.7361,3460,2020-01-23 05:00:00
348,22.91,22.9,296308,22.91,22.4625,22.6929,2707,2020-01-24 05:00:00
349,22.445,22.805,442390,22.91,22.3375,22.7413,3636,2020-01-27 05:00:00
350,22.9,23.015,374712,23.185,22.8,23.0786,4058,2020-01-28 05:00:00
351,23.085,22.4,370550,23.16,22.26,22.6563,3250,2020-01-29 05:00:00
352,22.315,22.005,354122,22.585,21.73,22.0525,3266,2020-01-30 05:00:00
353,21.88,21.455,414422,22.05,21.34,21.5929,3191,2020-01-31 05:00:00
354,21.555,21.275,427510,21.79,21.065,21.2899,3624,2020-02-03 05:00:00
355,21.515,21.735,509034,22.02,21.355,21.7993,4536,2020-02-04 05:00:00
356,21.895,21.72,421904,22.21,21.26,21.6406,3793,2020-02-05 05:00:00
357,21.75,21.765,296800,22.0675,21.555,21.7173,2139,2020-02-06 05:00:00
358,21.655,21.425,246352,21.735,21.365,21.518,2163,2020-02-07 05:00:00
359,21.415,21.345,297382,21.615,21.18,21.3532,2696,2020-02-10 05:00:00
360,21.43,21.71,347816,21.815,21.18,21.607,3197,2020-02-11 05:00:00
361,21.85,21.63,606378,22.425,21.32,21.6728,4479,2020-02-12 05:00:00
362,21.545,21.685,285998,21.9489,21.395,21.6548,2573,2020-02-13 05:00:00
363,21.75,22.295,460568,22.58,21.5,22.3013,3344,2020-02-14 05:00:00
364,22.255,21.84,405834,22.4132,21.51,21.9174,3556,2020-02-18 05:00:00
365,21.815,22.52,647600,22.68,21.15,22.2453,4717,2020-02-19 05:00:00
366,22.535,22.735,427890,23.075,22.365,22.6982,3451,2020-02-20 05:00:00
367,22.75,23.035,525522,23.315,22.635,23.079,4062,2020-02-21 05:00:00
368,22.505,22.045,373830,22.515,22.04,22.2812,3418,2020-02-24 05:00:00
369,22.12,21.34,485382,22.375,21.01,21.4386,3622,2020-02-25 05:00:00
370,21.54,22.0025,1025652,22.015,21.375,22.0156,4478,2020-02-26 05:00:00
371,21.515,22.04,705044,22.4,21.3485,21.8713,5219,2020-02-27 05:00:00
372,21.325,21.145,1255686,23.425,20.625,21.1733,8141,2020-02-28 05:00:00
373,21.14,22.08,537560,22.11,20.73,21.6763,4087,2020-03-02 05:00:00
374,21.875,21.175,572396,22.2325,21.065,21.6582,3677,2020-03-03 05:00:00
375,21.485,21.6,900810,21.8,21.02,21.4422,3366,2020-03-04 05:00:00
376,21.18,21.125,699670,21.485,20.7821,21.1567,4456,2020-03-05 05:00:00
377,22.42,22.575,2808816,23.51,21.1775,22.627,16260,2020-03-06 05:00:00
378,21.235,21.915,1704612,21.98,17.855,19.9664,10378,2020-03-09 04:00:00
379,22,23.115,1155542,23.19,20.345,21.9557,7763,2020-03-10 04:00:00
380,22.62,20.765,914368,22.83,20.73,21.3471,6977,2020-03-11 04:00:00
381,19.6,19.44,1009318,22.16,19.055,20.1975,6954,2020-03-12 04:00:00
382,20.19,20.09,650018,20.9325,19.255,20.0145,4348,2020-03-13 04:00:00
383,18.47,19.845,1066222,22.365,18.1,20.3115,7675,2020-03-16 04:00:00
384,20.04,19.905,928350,21.02,19.25,20.0585,6806,2020-03-17 04:00:00
385,19.045,20.625,859844,21.09,18.905,20.0654,6907,2020-03-18 04:00:00
386,20.555,20.9,1065136,22.375,19.8025,21.1962,6988,2020-03-19 04:00:00
387,20.985,20.4,1029930,22.22,20.135,20.8325,7170,2020-03-20 04:00:00
388,20.615,18.605,704610,20.865,18.385,19.1226,5216,2020-03-23 04:00:00
389,19.175,20.295,568348,20.58,19.085,20.1022,3891,2020-03-24 04:00:00
390,20.42,19.09,904262,20.65,18.98,19.8355,6884,2020-03-25 04:00:00
391,19.205,19.235,661978,19.94,19.125,19.403,5365,2020-03-26 04:00:00
392,18.82,20.095,506238,20.285,18.77,19.7716,4468,2020-03-27 04:00:00
393,21.54,21.355,1035186,21.9632,20.575,21.1283,7965,2020-03-30 04:00:00
394,21.565,21.325,1259126,23.0492,20.675,21.5034,8091,2020-03-31 04:00:00
395,21.045,20.625,662390,21.315,20.315,20.7894,6356,2020-04-01 04:00:00
396,20.5,20.44,681582,21.155,19.825,20.3239,5657,2020-04-02 04:00:00
397,20.305,21.14,704566,21.27,20.065,20.6202,4428,2020-04-03 04:00:00
398,21.605,21.83,504122,21.99,20.9475,21.5196,4862,2020-04-06 04:00:00
399,22,23.165,940442,23.245,22,22.8219,7130,2020-04-07 04:00:00
400,23.225,24.32,810216,24.71,22.6882,24.1783,6933,2020-04-08 04:00:00
401,24.685,25.675,696768,25.895,24.55,25.3706,6603,2020-04-09 04:00:00
402,25.725,24.875,715854,26.085,24.315,24.8903,6583,2020-04-13 04:00:00
403,25.5,26.13,439758,26.27,24.89,25.8117,4087,2020-04-14 04:00:00
404,26,25.93,448842,26.345,25.08,25.8511,4110,2020-04-15 04:00:00
405,25.975,25.99,478514,26.43,25.245,25.8005,4795,2020-04-16 04:00:00
406,26.41,25.3,288032,26.55,25.185,25.5581,3111,2020-04-17 04:00:00
407,25.19,24.785,337080,25.8,24.755,25.1428,3227,2020-04-20 04:00:00
408,24.59,24.365,327692,24.875,24.105,24.478,3042,2020-04-21 04:00:00
409,24.695,24.11,247566,24.995,23.9825,24.2474,2707,2020-04-22 04:00:00
410,24.18,24.585,586522,24.9761,23.99,24.5342,5284,2020-04-23 04:00:00
411,24.78,25.69,613378,25.805,24.54,25.2895,4169,2020-04-24 04:00:00
412,25.93,26.265,887380,26.53,25.26,26.0648,7941,2020-04-27 04:00:00
413,26.75,26.005,545834,27.2432,25.965,26.3708,5373,2020-04-28 04:00:00
414,26.305,25.765,637638,26.49,25.63,25.9907,5923,2020-04-29 04:00:00
415,25.275,25.115,521804,25.725,24.609,25.1444,5402,2020-04-30 04:00:00
416,24.92,25.035,398576,25.445,24.6,25.0555,4168,2020-05-01 04:00:00
417,25.06,25.025,268540,25.255,24.57,24.8649,3027,2020-05-04 04:00:00
418,25.065,25.145,230106,25.66,25.065,25.3314,2941,2020-05-05 04:00:00
419,25.385,25.835,344394,26.0499,24.99,25.6759,2916,2020-05-06 04:00:00
420,26.125,25.045,329138,26.32,24.94,25.3528,3590,2020-05-07 04:00:00
421,25.4,25.99,467886,26.195,25.4,25.8391,3957,2020-05-08 04:00:00
422,25.89,26.245,468456,26.775,25.575,26.3438,5325,2020-05-11 04:00:00
423,26.39,25.365,411914,26.5,25.305,25.7958,3710,2020-05-12 04:00:00
424,25.365,25.295,343468,25.97,25.135,25.3763,3353,2020-05-13 04:00:00
425,24.945,24.86,416220,25.18,24.42,24.806,3885,2020-05-14 04:00:00
426,25.245,26.29,1257050,27.08,25.01,26.408,7294,2020-05-15 04:00:00
427,26.645,26.315,469028,27.26,26.11,26.5044,4820,2020-05-18 04:00:00
428,26.41,26.355,317520,27.08,26.115,26.6902,3768,2020-05-19 04:00:00
429,26.605,27.51,363374,27.585,26.605,27.2461,3933,2020-05-20 04:00:00
