FIZZ,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
430,27.81,27.47,356766,27.965,27.16,27.6066,4429,2020-05-21 04:00:00
431,27.5,27.685,221366,27.9955,27.33,27.6351,3157,2020-05-22 04:00:00
432,28.29,28.43,553116,28.75,28.14,28.5065,6519,2020-05-26 04:00:00
433,28.805,29.38,366920,29.4,28.295,28.9685,4623,2020-05-27 04:00:00
434,29.56,28.325,489690,29.72,28.2,28.7363,5865,2020-05-28 04:00:00
435,28.13,28.49,611284,28.695,27.3722,28.021,5290,2020-05-29 04:00:00
436,28.58,29.075,625814,29.36,28.31,29.0119,5014,2020-06-01 04:00:00
437,29.06,28.255,409366,29.115,28.1975,28.5684,4493,2020-06-02 04:00:00
438,28.425,28.655,670976,28.9,28.305,28.6436,6016,2020-06-03 04:00:00
439,28.34,28.32,311910,28.73,28.165,28.46,3503,2020-06-04 04:00:00
440,28.64,29.135,362096,29.23,28.325,28.9354,3840,2020-06-05 04:00:00
441,29.475,29.575,401158,29.815,28.97,29.4901,4612,2020-06-08 04:00:00
442,29.355,29.215,386744,29.61,28.8825,29.273,3749,2020-06-09 04:00:00
443,29.165,29,310018,29.475,28.74,29.0665,3083,2020-06-10 04:00:00
444,28.495,27.74,562796,28.495,27.71,28.0701,5707,2020-06-11 04:00:00
445,28.28,28.515,377662,28.565,27.575,28.1827,4474,2020-06-12 04:00:00
446,27.95,29.275,628692,29.995,27.785,29.3213,5627,2020-06-15 04:00:00
447,29.5,29.305,338140,29.86,28.855,29.3389,3721,2020-06-16 04:00:00
448,29.47,31.67,920480,31.905,29.455,31.3622,6404,2020-06-17 04:00:00
449,31.705,31.32,407776,31.97,30.98,31.3027,4806,2020-06-18 04:00:00
450,31.55,32.05,582918,32.749,31.52,31.9927,3906,2020-06-19 04:00:00
451,31.99,31.625,300400,32.045,31.31,31.5722,3385,2020-06-22 04:00:00
452,31.905,32.13,458944,32.6,31.82,32.1882,4444,2020-06-23 04:00:00
453,32.115,30.335,469892,32.115,30.0325,30.6844,5454,2020-06-24 04:00:00
454,30.33,30.79,474252,30.88,29.79,30.5032,4006,2020-06-25 04:00:00
455,30.81,30.89,464590,31.28,30.34,30.9237,3841,2020-06-26 04:00:00
456,30.995,30.54,346424,31.3957,30.215,30.6448,3193,2020-06-29 04:00:00
457,30.585,30.51,482772,30.9525,30.2,30.4962,4294,2020-06-30 04:00:00
458,30.675,31.69,754044,32.03,30.35,31.5337,6623,2020-07-01 04:00:00
459,34.34,31.965,1841638,34.4325,30.775,32.2697,12433,2020-07-02 04:00:00
460,32.285,32.38,736226,33.3258,32.0451,32.646,6339,2020-07-06 04:00:00
461,32.1,33.015,667500,33.42,31.685,32.8976,5106,2020-07-07 04:00:00
462,32.98,34.055,462226,34.09,32.805,33.7017,4492,2020-07-08 04:00:00
463,33.96,32.79,690348,34.28,32.4625,32.9932,6347,2020-07-09 04:00:00
464,32.985,33.685,299416,33.72,32.76,33.4639,3014,2020-07-10 04:00:00
465,33.97,33.08,284068,34.14,33.055,33.5126,3415,2020-07-13 04:00:00
466,32.955,33.8,310576,33.815,32.735,33.5182,3127,2020-07-14 04:00:00
467,34,33.505,334058,34.26,33.451,33.7355,3240,2020-07-15 04:00:00
468,33.38,33.505,287870,33.79,33.075,33.4929,2758,2020-07-16 04:00:00
469,33.685,33.685,357654,34.41,33.59,33.8418,3418,2020-07-17 04:00:00
470,33.69,33.18,283160,33.775,33.135,33.3076,3206,2020-07-20 04:00:00
471,33.345,32.975,402508,33.51,32.905,33.1578,4084,2020-07-21 04:00:00
472,33.1,33.37,375580,33.395,32.79,33.1304,3369,2020-07-22 04:00:00
473,33.345,33.6,244594,34.375,33.345,33.8442,2593,2020-07-23 04:00:00
474,33.5,33.575,249066,33.6,32.93,33.4052,2972,2020-07-24 04:00:00
475,33.76,34.375,446912,34.785,33.67,34.3988,4511,2020-07-27 04:00:00
476,33.895,34.24,316232,34.8984,33.6615,34.3375,2795,2020-07-28 04:00:00
477,34.445,35.07,358738,35.3,34.375,34.9912,3501,2020-07-29 04:00:00
478,34.36,34.81,1286550,35.32,34.28,34.6965,4802,2020-07-30 04:00:00
479,34.865,32.075,1181158,35.18,31.37,32.5551,9554,2020-07-31 04:00:00
480,32.615,30.31,1026892,32.615,30.055,30.6484,8648,2020-08-03 04:00:00
481,30.465,30.295,629220,30.8775,29.7,30.3119,5558,2020-08-04 04:00:00
482,30.39,31.4,713558,31.615,30.26,31.0998,5687,2020-08-05 04:00:00
483,31.325,31.565,491626,31.905,30.955,31.516,4081,2020-08-06 04:00:00
484,31.525,31.585,619250,32.425,31.36,31.8612,4531,2020-08-07 04:00:00
485,31.605,30.645,412884,31.94,30.4275,30.8092,3756,2020-08-10 04:00:00
486,30.8,30.965,514092,31.5,30.425,31.0477,5138,2020-08-11 04:00:00
487,31.23,31.47,318610,31.885,31.225,31.565,3554,2020-08-12 04:00:00
488,31.465,32.165,299406,32.34,31.385,32.1209,2875,2020-08-13 04:00:00
489,32.12,32.32,329922,32.73,32.0525,32.3135,3727,2020-08-14 04:00:00
490,32.33,32.67,360666,33.2275,32.315,32.7345,3589,2020-08-17 04:00:00
491,32.695,33.005,365460,33.045,32.26,32.7334,3018,2020-08-18 04:00:00
492,33.09,33.665,564320,34.495,33.035,33.7848,4493,2020-08-19 04:00:00
493,33.5,34.19,288156,34.215,33.5,33.9766,3666,2020-08-20 04:00:00
494,34.02,34.475,317742,34.605,33.8954,34.2584,3138,2020-08-21 04:00:00
495,34.785,36.85,1215234,37.495,34.745,36.6795,7992,2020-08-24 04:00:00
496,36.91,37.435,453502,37.5,36.32,37.2104,5228,2020-08-25 04:00:00
497,37.505,39.135,753400,39.1625,37.34,38.6233,7902,2020-08-26 04:00:00
498,39.165,40.265,983538,40.64,38.585,40.0684,9649,2020-08-27 04:00:00
499,40.53,41.09,564124,41.26,40.0866,40.7688,6016,2020-08-28 04:00:00
500,41.09,40.66,998870,42.425,40.555,41.0936,8093,2020-08-31 04:00:00
501,40.395,41.635,1215876,43.1325,39.71,42.0111,8308,2020-09-01 04:00:00
502,41.775,42.145,539248,42.365,41.29,41.8987,5597,2020-09-02 04:00:00
503,41.515,41.1,972372,42.6825,40.005,41.3513,8536,2020-09-03 04:00:00
504,41.275,40.52,629616,41.4,39.335,40.3762,6528,2020-09-04 04:00:00
505,40.16,37.955,770166,40.16,37.61,38.4844,6903,2020-09-08 04:00:00
506,38.595,40.75,641444,41.16,38.595,40.5211,5311,2020-09-09 04:00:00
507,38.49,38.95,1242124,40.02,37.5055,38.8668,9226,2020-09-10 04:00:00
508,39.695,38.79,660142,39.8,38.77,39.2552,6409,2020-09-11 04:00:00
509,39.22,40.58,912892,40.7425,39.0375,40.0215,9175,2020-09-14 04:00:00
510,40.94,37.335,1405674,41.143,36.94,38.3862,10705,2020-09-15 04:00:00
511,37.78,36.83,609430,37.92,36.695,37.1608,5752,2020-09-16 04:00:00
512,36.4,35.97,474952,36.745,35.75,36.0409,5061,2020-09-17 04:00:00
513,36.195,36.155,663176,36.6515,35.335,36.0243,5369,2020-09-18 04:00:00
514,35.455,35.825,414830,36.465,35.435,35.7551,4443,2020-09-21 04:00:00
515,35.88,36.305,376016,36.3323,35.495,36.0213,4700,2020-09-22 04:00:00
516,36.615,35.67,491602,37.3329,35.615,36.0212,3855,2020-09-23 04:00:00
517,35.67,34.89,1200710,36.01,34.105,34.9993,9318,2020-09-24 04:00:00
518,34.665,35.03,581046,35.39,34.55,35.0113,5479,2020-09-25 04:00:00
519,35.445,34.69,526732,35.62,34.6175,34.8111,6221,2020-09-28 04:00:00
520,34.785,34.265,477714,34.8247,34.16,34.4224,5645,2020-09-29 04:00:00
521,34.355,34.005,634668,35.29,33.9725,34.3474,4565,2020-09-30 04:00:00
522,34.385,35.64,588938,35.675,34.01,35.0964,7406,2020-10-01 04:00:00
523,34.93,34.98,395538,35.67,34.835,35.1624,4354,2020-10-02 04:00:00
524,35.12,35.48,354204,35.6705,35.112,35.4204,4315,2020-10-05 04:00:00
525,35.345,37.11,686592,37.32,35.345,36.7925,7432,2020-10-06 04:00:00
526,37.79,38.25,1698110,39.11,37.36,38.2907,13575,2020-10-07 04:00:00
527,38.4,38.525,435874,38.65,37.685,38.2266,4389,2020-10-08 04:00:00
528,38.935,39.655,517158,39.78,38.6698,39.4522,4563,2020-10-09 04:00:00
529,39.995,40.195,547434,40.4,39.31,40.0152,5162,2020-10-12 04:00:00
530,39.94,41.395,599502,41.715,39.365,40.8665,5948,2020-10-13 04:00:00
531,41.33,42.025,338898,42.23,41,41.853,4361,2020-10-14 04:00:00
532,41.56,41.26,466748,42.695,40.615,41.5038,5069,2020-10-15 04:00:00
533,41.175,41.43,643818,42.475,41.175,41.847,5063,2020-10-16 04:00:00
534,41.725,42.24,472012,42.475,41.6279,42.1523,5479,2020-10-19 04:00:00
535,42.905,43.695,1597254,44.885,42.89,43.8605,11732,2020-10-20 04:00:00
536,43.805,43.985,647126,44.43,42.995,43.7871,6852,2020-10-21 04:00:00
537,44.21,44.545,874662,46.705,43.77,45.1695,8394,2020-10-22 04:00:00
538,44.595,43.535,518604,45.4716,42.84,43.6765,5231,2020-10-23 04:00:00
539,43.445,41.525,843630,43.535,41.0725,41.9419,7931,2020-10-26 04:00:00
540,41.665,42.335,388248,42.79,41.5375,42.2815,5305,2020-10-27 04:00:00
541,41.505,40.245,472846,41.725,40.19,40.8854,5839,2020-10-28 04:00:00
542,40.395,40.44,403376,40.845,39.0623,40.2475,5631,2020-10-29 04:00:00
543,40.135,39.145,621880,40.135,38.2954,39.0272,6718,2020-10-30 04:00:00
544,39.67,39.88,449164,40.925,39.28,40.0647,4541,2020-11-02 05:00:00
545,40.445,40.57,343152,41.18,40.135,40.5568,4069,2020-11-03 05:00:00
546,41.435,40.48,387172,42.125,40.15,40.9569,4629,2020-11-04 05:00:00
547,40.975,41.455,338984,41.865,40.825,41.2924,4559,2020-11-05 05:00:00
548,41.675,40.795,307370,41.935,40.435,40.9997,3190,2020-11-06 05:00:00
549,41.6,40.49,669532,42.215,39.688,40.9841,6716,2020-11-09 05:00:00
550,39.89,40.15,586870,40.64,38.8865,39.9492,6328,2020-11-10 05:00:00
551,40.155,42.695,750410,42.915,40.05,42.1152,7340,2020-11-11 05:00:00
552,42.7,43.46,494932,43.605,41.525,42.7998,5511,2020-11-12 05:00:00
553,43.8,45.56,824270,45.5925,43.585,44.8561,8343,2020-11-13 05:00:00
554,46.135,47.605,1078792,47.675,45.21,46.7696,10838,2020-11-16 05:00:00
555,47.14,48.46,1038350,49.375,46.7456,48.4646,9006,2020-11-17 05:00:00
556,48.545,46.825,1281692,49.63,46.66,47.9354,9645,2020-11-18 05:00:00
557,46.56,47.81,423788,48.11,45.77,47.4814,5446,2020-11-19 05:00:00
558,47.765,46.795,653558,48.2175,46.42,46.9162,7126,2020-11-20 05:00:00
559,47.555,47.97,456428,48.23,46.525,47.6463,5143,2020-11-23 05:00:00
560,48.625,47.495,640378,48.625,45.51,47.1764,5762,2020-11-24 05:00:00
561,47.74,47.53,554064,48.29,46.89,47.6373,5652,2020-11-25 05:00:00
562,48.31,47.45,235422,49.25,47.415,47.9428,2662,2020-11-27 05:00:00
563,47.61,49.015,747914,49.4335,47.575,48.5785,6900,2020-11-30 05:00:00
564,48.995,49.465,697592,50.11,48.0833,49.2916,6824,2020-12-01 05:00:00
565,49.25,49.505,555830,50.0075,48.67,49.4399,4689,2020-12-02 05:00:00
566,48.8,47.01,981698,48.85,45.575,46.7612,8199,2020-12-03 05:00:00
567,46.63,48.195,559234,48.36,46.31,47.6718,5585,2020-12-04 05:00:00
568,48.02,47.25,429056,48.82,47.095,47.4508,4699,2020-12-07 05:00:00
569,46.975,46.59,633638,47.865,46.45,47.0013,5678,2020-12-08 05:00:00
570,46.62,43.985,932014,47.1046,43.48,44.59,7423,2020-12-09 05:00:00
571,44.005,44,694614,44.4767,42.65,43.7373,6934,2020-12-10 05:00:00
572,43.12,42.2,1617524,44,40.7051,41.703,14134,2020-12-11 05:00:00
573,42.73,40.595,710868,43.335,40.515,41.1572,7450,2020-12-14 05:00:00
574,40.69,41.205,769858,41.88,40.3429,41.0645,8083,2020-12-15 05:00:00
575,41.22,42.195,1334316,43.18,41.22,42.3385,10617,2020-12-16 05:00:00
576,42.77,42.575,623510,43.115,41.88,42.4423,6922,2020-12-17 05:00:00
577,42.82,42.28,1339548,43.03,41.77,42.3244,6807,2020-12-18 05:00:00
578,42.015,42.87,583454,42.975,41.035,42.3391,7124,2020-12-21 05:00:00
579,43.005,43.06,384870,43.18,41.9475,42.71,4427,2020-12-22 05:00:00
580,43.19,43.24,319652,44.015,42.965,43.3535,4061,2020-12-23 05:00:00
581,43.02,43.935,200158,44.175,42.95,43.6492,2553,2020-12-24 05:00:00
582,44.45,43.475,451574,44.75,42.985,43.5755,3910,2020-12-28 05:00:00
583,43.705,43.095,283630,43.8887,42.775,43.2841,3250,2020-12-29 05:00:00
584,43.405,42.89,377042,43.495,42.825,43.0748,3784,2020-12-30 05:00:00
585,42.935,42.45,632102,42.935,40.8577,42.1899,5424,2020-12-31 05:00:00
586,43.0644,42.37,535750,43.215,41.69,42.289,7556,2021-01-04 05:00:00
587,42.285,42.02,546492,43.085,42,42.4375,5725,2021-01-05 05:00:00
588,42.025,41.54,555116,42.35,41.1775,41.5555,6759,2021-01-06 05:00:00
589,41.565,40.54,795060,41.7575,40.065,40.6806,7961,2021-01-07 05:00:00
590,40.74,41.29,459336,41.435,40.175,40.8221,5850,2021-01-08 05:00:00
591,41.135,39.7,674372,41.72,39.41,40.0943,7075,2021-01-11 05:00:00
592,39.91,39.43,614180,40.3999,39.165,39.5146,8394,2021-01-12 05:00:00
593,39.455,41.45,740250,41.605,38.73,40.8317,7234,2021-01-13 05:00:00
594,41.54,43.87,1202782,44.03,41.05,43.068,11374,2021-01-14 05:00:00
595,43.515,44.335,952434,44.4475,42.36,43.8486,7791,2021-01-15 05:00:00
596,44.99,46.34,1403682,47.775,44.5501,46.1796,9954,2021-01-19 05:00:00
597,46.85,47.3,829400,47.785,46.56,47.2427,6590,2021-01-20 05:00:00
598,47.495,47.375,746930,48.1875,47.105,47.7756,8160,2021-01-21 05:00:00
599,47.175,49.22,752708,49.51,46.915,48.7328,7541,2021-01-22 05:00:00
600,50,55.705,4379224,70,49.975,58.4329,31694,2021-01-25 05:00:00
601,56.075,64.745,2682930,65.615,55.72,61.3244,19722,2021-01-26 05:00:00
602,68.6,90.755,9471920,98.215,67.855,82.8121,66263,2021-01-27 05:00:00
603,75,78.585,6659214,78.7,69.467,74.1319,40993,2021-01-28 05:00:00
604,81.2382,75.77,3422004,97.65,73.5301,85.0342,33045,2021-01-29 05:00:00
605,75.7239,65.79,2214158,76.06,59.63,64.4911,24798,2021-02-01 05:00:00
606,60.19,60.805,2225214,63.2793,59.165,60.8851,18323,2021-02-02 05:00:00
607,58.425,61.005,2430054,64.945,55.615,60.3915,19939,2021-02-03 05:00:00
608,61.72,55.26,1601830,61.875,54.65,56.1152,14856,2021-02-04 05:00:00
609,56.1,54.675,861476,57.45,54.13,55.7968,8793,2021-02-05 05:00:00
610,54.98,57.235,914954,58.19,52.795,56.4423,9285,2021-02-08 05:00:00
611,57.35,58.12,824600,58.875,56.535,57.9162,8403,2021-02-09 05:00:00
612,58.705,58.52,1288262,61.45,56.8313,59.3097,11116,2021-02-10 05:00:00
613,59.245,56.915,1052690,59.525,55.55,57.3763,8509,2021-02-11 05:00:00
614,58.3653,54.755,769426,58.3653,54.0599,55.3869,7411,2021-02-12 05:00:00
615,55.04,53.025,1332168,55.04,51.38,53.4112,10910,2021-02-16 05:00:00
616,52.63,50.78,1014104,53.0675,50.53,51.4347,10240,2021-02-17 05:00:00
617,50.105,50.605,701376,52.32,49.5,51.1233,7643,2021-02-18 05:00:00
618,50.515,50.4,917986,51.91,49.8688,50.5911,8525,2021-02-19 05:00:00
619,52.8,49.15,917506,52.84,48.25,49.5791,13143,2021-02-22 05:00:00
620,47.5,48.39,935659,49.72,46.0038,48.2694,11585,2021-02-23 05:00:00
621,48.67,51.21,1013860,51.29,47.28,50.0557,13649,2021-02-24 05:00:00
622,53.9763,48.56,991888,54.78,48.36,50.6649,13827,2021-02-25 05:00:00
623,49.3034,47.66,1576242,50.8299,47.06,48.1146,11572,2021-02-26 05:00:00
624,48.33,48.99,727491,50.8999,48.33,49.5447,10827,2021-03-01 05:00:00
625,48.77,48.38,542783,49.66,47.75,48.5799,7839,2021-03-02 05:00:00
626,48.65,48.39,570081,49.89,47.81,48.5343,8530,2021-03-03 05:00:00
627,48.45,48.88,2622022,52.9745,47.38,49.4455,20316,2021-03-04 05:00:00
628,49.75,54.71,1827429,55.52,48.25,52.8892,24164,2021-03-05 05:00:00
629,54.5,52.9,1115157,55.41,51.07,52.9878,15857,2021-03-08 05:00:00
630,53.79,55.81,954213,57.33,53.71,56.1157,12962,2021-03-09 05:00:00
631,56.64,55.56,707192,58.13,55.055,56.3555,9891,2021-03-10 05:00:00
632,56.04,55.11,657099,56.76,53.18,54.9487,10304,2021-03-11 05:00:00
633,53.39,50.71,1404221,54.08,49.5,50.9064,18726,2021-03-12 05:00:00
634,51.02,52.49,645018,53.46,50.39,52.4335,10368,2021-03-15 04:00:00
635,52.7,52.45,803254,54.47,51.49,52.7947,11301,2021-03-16 04:00:00
636,52.1,52,670035,53,50.84,52.1245,9822,2021-03-17 04:00:00
637,51.13,50.05,1034736,51.9,49.27,50.01,14161,2021-03-18 04:00:00
638,50.05,50.79,817531,51.945,49.64,50.7629,10657,2021-03-19 04:00:00
639,51.07,49.99,619369,51.71,49.88,50.4885,9314,2021-03-22 04:00:00
640,49.88,49.36,841218,50.37,48.26,49.4789,11701,2021-03-23 04:00:00
641,49.4,46.85,914477,49.665,46.64,47.7024,12538,2021-03-24 04:00:00
642,46.6,48.11,719793,49.39,46.25,48.0854,10681,2021-03-25 04:00:00
643,48.2,49.19,1050614,49.35,45.925,47.916,14488,2021-03-26 04:00:00
644,49.5926,48.37,611933,50.58,47.68,48.6344,10256,2021-03-29 04:00:00
645,48.48,48.25,501298,49.15,47.46,48.4401,9277,2021-03-30 04:00:00
646,48.14,48.91,810954,49.63,47.18,48.4931,11206,2021-03-31 04:00:00
647,49.5,48.04,598127,49.68,47.55,48.4275,9914,2021-04-01 04:00:00
648,48.38,48.63,593254,49.905,48,49.6412,9567,2021-04-05 04:00:00
649,48.41,48.63,439253,49.855,48.25,49.0327,7415,2021-04-06 04:00:00
650,48.3,49.67,713109,50.02,47.9,49.3078,7734,2021-04-07 04:00:00
651,49.68,49.6,553783,50.245,49.24,49.8318,7600,2021-04-08 04:00:00
652,49.5,47.91,490997,49.75,47.61,48.1842,7921,2021-04-09 04:00:00
653,47.9,49.93,764317,50.57,47.42,49.2304,9674,2021-04-12 04:00:00
654,49.88,49.37,1181599,52.03,49.18,50.5639,12821,2021-04-13 04:00:00
655,49.41,50.19,529082,50.86,49.33,50.2797,8145,2021-04-14 04:00:00
656,50.47,50.86,444343,51.315,49.81,50.7273,7835,2021-04-15 04:00:00
657,51.04,51.88,1034915,53.92,50.4144,52.4166,15758,2021-04-16 04:00:00
658,51.89,53.13,649924,53.5,51.29,52.6486,9721,2021-04-19 04:00:00
659,53.63,53.82,555385,54.585,52.4836,53.7636,10013,2021-04-20 04:00:00
660,53.8,54.7,402363,55.23,53.61,54.4858,6483,2021-04-21 04:00:00
661,54.9,53.29,365890,55.33,52.66,53.4715,7371,2021-04-22 04:00:00
662,53.22,52.39,236217,53.56,52.27,52.6787,5425,2021-04-23 04:00:00
663,52.73,52.43,218568,52.75,51.55,52.1996,4186,2021-04-26 04:00:00
664,52.32,50.42,383200,52.43,50.18,50.8504,6760,2021-04-27 04:00:00
665,50.32,48.89,570958,50.47,48.5,49.238,8407,2021-04-28 04:00:00
666,48.95,48.66,419344,49.35,48.26,48.6703,7603,2021-04-29 04:00:00
667,48.56,48.59,543413,48.8,47.45,48.2756,7583,2021-04-30 04:00:00
668,48.68,48.6,340433,49.385,48.1434,48.7803,6100,2021-05-03 04:00:00
669,48.24,46.01,640590,48.57,45.6,46.4035,10674,2021-05-04 04:00:00
670,46.53,46.93,366572,47.01,45.27,46.4851,6531,2021-05-05 04:00:00
671,47.27,47.33,228834,47.55,46.315,47.0058,4898,2021-05-06 04:00:00
672,47.22,47.69,205066,47.83,46.86,47.4547,5063,2021-05-07 04:00:00
673,47.34,46.14,442211,47.53,45.83,46.4372,8075,2021-05-10 04:00:00
674,45.2,46.44,312242,46.555,44.64,46.086,6362,2021-05-11 04:00:00
675,46.35,45.12,542309,46.89,44.77,45.5772,9254,2021-05-12 04:00:00
676,45.19,45.08,398830,46.39,44.35,45.221,8093,2021-05-13 04:00:00
677,45.46,45.97,325351,46.8309,45.44,46.0974,7195,2021-05-14 04:00:00
678,45.76,45.51,185410,46.37,45.05,45.4983,4350,2021-05-17 04:00:00
679,45.55,45.18,187083,46.14,45.15,45.5953,4976,2021-05-18 04:00:00
680,44.06,44.73,319532,45.02,43.71,44.2901,5734,2021-05-19 04:00:00
681,44.92,45.77,196617,46.11,44.85,45.7475,3839,2021-05-20 04:00:00
682,46.05,46.01,279596,46.31,45.3,46.0386,5172,2021-05-21 04:00:00
683,46.27,46.12,310024,47.55,46.08,46.8157,6217,2021-05-24 04:00:00
684,46.04,46.95,226542,47.2,45.87,46.6393,5632,2021-05-25 04:00:00
685,47,48.15,403213,48.35,47,47.8629,7219,2021-05-26 04:00:00
686,48.1,48.7,425048,49.44,47.78,48.5668,9793,2021-05-27 04:00:00
687,48.77,49.93,663540,51.34,48.77,50.4361,8885,2021-05-28 04:00:00
688,49.75,47.31,484413,50.275,47.09,47.5734,11313,2021-06-01 04:00:00
689,47.33,52.8,1305165,53.22,46.6,50.8789,19632,2021-06-02 04:00:00
690,52.01,50.42,760896,54.02,49.7323,51.0016,13007,2021-06-03 04:00:00
691,50.99,49.77,350919,50.99,49.4,50.0325,6406,2021-06-04 04:00:00
692,50.02,50.51,498152,50.63,48.84,49.7409,7404,2021-06-07 04:00:00
693,51.36,50.51,341087,51.87,49.83,50.5963,7098,2021-06-08 04:00:00
694,50.99,49.94,294032,51.38,49.71,50.3587,5772,2021-06-09 04:00:00
695,49.73,48.78,383543,50.39,48.73,49.3886,5552,2021-06-10 04:00:00
696,48.71,49.35,367719,49.74,48.4,49.4148,5370,2021-06-11 04:00:00
697,49.44,48.94,273927,49.86,48.16,48.9804,4507,2021-06-14 04:00:00
698,49.25,47.66,225836,49.91,47.265,47.815,4944,2021-06-15 04:00:00
699,47.65,47.11,300460,47.96,46.6,47.2147,5943,2021-06-16 04:00:00
700,47.08,47.52,234645,47.92,46.75,47.5107,4887,2021-06-17 04:00:00
701,47.23,45.76,370020,47.48,45.75,46.0948,6134,2021-06-18 04:00:00
702,46.14,46.49,395423,47.18,45.95,46.6268,7268,2021-06-21 04:00:00
703,46.3,46.36,436307,46.82,45.06,46.0066,8315,2021-06-22 04:00:00
704,46.12,46.53,278792,46.85,45.75,46.3423,4810,2021-06-23 04:00:00
705,46.84,47.15,316392,48.28,46.27,47.3845,6311,2021-06-24 04:00:00
706,47.01,47.38,379385,47.73,46.53,47.3317,4720,2021-06-25 04:00:00
707,47.5,47.37,331402,47.64,46.04,46.9341,6824,2021-06-28 04:00:00
708,47.44,47.83,307008,48.05,46.9035,47.6946,5391,2021-06-29 04:00:00
709,47.58,47.23,346963,47.58,45.91,46.881,6373,2021-06-30 04:00:00
710,47.17,45.86,437945,47.515,45.86,46.4556,7344,2021-07-01 04:00:00
711,46.15,45.45,418787,46.99,45.38,46.054,8520,2021-07-02 04:00:00
712,45.81,45.95,425126,46.27,44.865,45.7371,7037,2021-07-06 04:00:00
713,45.69,44.87,384402,45.863,44.09,45.0974,7466,2021-07-07 04:00:00
714,44.37,45.4,309338,45.6,44.125,45.2136,6016,2021-07-08 04:00:00
715,45.74,45.1,276754,45.74,44.74,45.1518,5356,2021-07-09 04:00:00
716,45.12,44.53,256583,45.38,44.28,44.5985,5544,2021-07-12 04:00:00
717,44.62,44.38,214852,44.96,43.98,44.3947,4678,2021-07-13 04:00:00
718,44.65,43.7,235010,44.76,43.65,44.14,4571,2021-07-14 04:00:00
719,43.73,44.19,295943,44.68,43.4,44.2119,6344,2021-07-15 04:00:00
720,44.24,43.72,304727,44.79,43.59,44.0373,5846,2021-07-16 04:00:00
721,43.31,44.45,543949,45.4122,42.92,44.3914,7949,2021-07-19 04:00:00
722,44.45,46.1,413196,46.7877,44.45,46.0489,8936,2021-07-20 04:00:00
723,46.19,43.96,428502,46.54,43.72,44.5067,8780,2021-07-21 04:00:00
724,44.23,43.58,205831,44.23,43.17,43.5657,5680,2021-07-22 04:00:00
725,43.58,43.27,259261,43.96,43.01,43.3608,5193,2021-07-23 04:00:00
726,43.23,44.7,204109,44.91,43.23,44.5006,4261,2021-07-26 04:00:00
727,44.58,45.46,212908,45.58,44.2792,45.2062,5142,2021-07-27 04:00:00
728,45.39,45.33,258593,45.8,44.7,45.2719,5466,2021-07-28 04:00:00
729,45.5,46.96,391705,47.01,44.85,46.4944,7655,2021-07-29 04:00:00
730,46.61,45.38,253744,46.95,45.23,45.6086,4653,2021-07-30 04:00:00
731,45.35,45.47,281036,46,44.71,45.4163,5772,2021-08-02 04:00:00
732,45.56,45.51,169224,46.05,45.1,45.4547,3124,2021-08-03 04:00:00
733,45.47,43.48,275610,46.08,43.15,43.9092,5143,2021-08-04 04:00:00
734,43.76,44.03,165592,44.37,43.725,44.0756,2738,2021-08-05 04:00:00
735,44.16,44.21,144497,45.07,44.105,44.4476,2344,2021-08-06 04:00:00
736,44.18,44.47,124946,44.54,43.845,44.2777,3071,2021-08-09 04:00:00
737,44.45,45.06,150361,45.175,44.21,44.9009,2994,2021-08-10 04:00:00
738,45.01,44.27,158544,45.17,44.13,44.5029,2645,2021-08-11 04:00:00
739,44.09,44.25,200496,44.41,43.85,44.2243,3023,2021-08-12 04:00:00
740,44.32,44.1,183575,44.58,43.97,44.2683,2749,2021-08-13 04:00:00
741,43.98,43.46,207720,44.15,43.34,43.6376,4166,2021-08-16 04:00:00
742,43.725,42.31,270737,43.725,42.09,42.5344,4704,2021-08-17 04:00:00
743,42.46,42.84,304974,43.42,41.73,42.9417,6340,2021-08-18 04:00:00
744,42.48,42.83,200536,43.22,42.48,42.868,3488,2021-08-19 04:00:00
745,42.75,42.48,187436,43.15,42.105,42.5669,4723,2021-08-20 04:00:00
746,42.53,43.01,243944,43.53,42.14,42.9978,5412,2021-08-23 04:00:00
747,43.27,44.8,416345,44.91,42.62,44.2837,6389,2021-08-24 04:00:00
748,44.61,44.4,327514,44.99,43.63,44.4409,6469,2021-08-25 04:00:00
749,44.59,44.36,204402,45.3686,44.04,44.579,4436,2021-08-26 04:00:00
750,44.33,45.13,291640,45.57,43.655,44.9769,4799,2021-08-27 04:00:00
751,45.14,45.07,192855,45.3708,43.795,44.779,4402,2021-08-30 04:00:00
752,45.33,46.55,280655,46.66,44.85,46.113,6038,2021-08-31 04:00:00
753,46.77,47.17,326965,47.63,45.31,47.0569,8173,2021-09-01 04:00:00
754,47.25,46.99,246078,47.87,45.955,46.7681,5010,2021-09-02 04:00:00
755,46.93,46.43,269832,47.56,46.31,46.7328,5024,2021-09-03 04:00:00
756,46.45,47.14,327385,47.72,46.45,47.1984,6405,2021-09-07 04:00:00
757,47.42,46.15,549947,47.65,45.66,46.7652,7834,2021-09-08 04:00:00
758,45.72,46.79,424179,47.14,45.53,46.4636,6996,2021-09-09 04:00:00
759,47.67,52.55,1377438,52.8,47.56,50.8497,16305,2021-09-10 04:00:00
