SUSHIUSD,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
180,3.1254,3.54,1790418.55616609,3.5421,3.09,3.2874,11218,2022-02-28
181,3.54,3.4719,1847373.28740461,3.6213,3.4,3.503,10087,2022-03-01
182,3.4759,3.4112,2999301.30302529,3.64,3.36,3.4771,13210,2022-03-02
183,3.41,3.3,2014954.63443287,3.43,3.23,3.3505,8751,2022-03-03
184,3.306,3.04,1864319.2651618,3.32,3,3.1824,8636,2022-03-04
185,3.05,3.1,1064232.02476372,3.14,2.9488,3.055,6361,2022-03-05
186,3.1,2.91,1670084.40013063,3.14,2.89,3.0267,10212,2022-03-06
187,2.9009,2.8812,2908866.84030469,3.0244,2.77,2.8872,14891,2022-03-07
188,2.8812,2.9021,2800901.24476556,3.1,2.82,2.9624,14111,2022-03-08
189,2.9,3.19,2997086.89032796,3.24,2.89,3.1104,13032,2022-03-09
190,3.1886,2.984,2519126.51881131,3.19,2.87,2.9797,9931,2022-03-10
191,2.9876,2.89,1571656.62378184,3.0044,2.85,2.9249,7444,2022-03-11
192,2.894,2.9075,1321820.85325714,2.99,2.894,2.9412,5843,2022-03-12
193,2.9038,2.7863,1344381.55490918,2.97,2.7593,2.8799,6326,2022-03-13
194,2.7888,2.9,1484174.39077589,2.9,2.7626,2.8378,7077,2022-03-14
195,2.89,2.9245,1777968.45090358,2.95,2.7691,2.8618,8064,2022-03-15
196,2.9274,3.12,2654862.74018148,3.172,2.89,3.0076,11636,2022-03-16
197,3.1166,3.17,2703980.15017994,3.2648,3.0978,3.1811,11943,2022-03-17
198,3.17,3.31,2209584.99532221,3.36,3.07,3.2179,10781,2022-03-18
199,3.3066,3.3541,1852993.56927276,3.44,3.27,3.3488,9481,2022-03-19
200,3.3533,3.239,2338242.34534693,3.51,3.16,3.3199,11393,2022-03-20
201,3.24,3.31,2257439.76577055,3.4064,3.1699,3.3091,10438,2022-03-21
202,3.3048,3.45,3459705.59201502,3.57,3.28,3.4659,13992,2022-03-22
203,3.45,3.683,3618091.36334606,3.7,3.43,3.5505,15970,2022-03-23
204,3.68,3.67,2866317.89004557,3.72,3.55,3.6184,12623,2022-03-24
205,3.6625,3.6133,4173697.21850429,3.81,3.51,3.6478,18333,2022-03-25
206,3.62,3.64,1877068.29964424,3.7031,3.53,3.6089,8766,2022-03-26
207,3.64,3.99,3796161.9940922,4,3.54,3.7999,17808,2022-03-27
208,3.991,3.81,5537365.43247462,4.16,3.74,4.017,29753,2022-03-28
209,3.8086,4.215,6482911.90221581,4.27,3.7971,4.0992,31742,2022-03-29
210,4.2097,4.4745,5952403.49725364,4.51,4,4.2795,31360,2022-03-30
211,4.4745,4.41,7575150.35030188,5.09,4.34,4.7475,43687,2022-03-31
212,4.4007,4.51,3889412.12817372,4.78,4.16,4.4546,22580,2022-04-01
213,4.51,4.35,3956524.67937801,4.8,4.33,4.5885,22105,2022-04-02
214,4.3514,4.4449,2743237.10362128,4.53,4.28,4.4085,14298,2022-04-03
215,4.45,4.35,2652496.60159099,4.48,4.0702,4.3167,15194,2022-04-04
216,4.3426,4.09,1308782.64475043,4.42,4.08,4.2555,9667,2022-04-05
217,4.09,3.57,2156409.58236766,4.09,3.55,3.7776,15891,2022-04-06
218,3.5658,3.6407,1246308.39656558,3.71,3.4735,3.6029,8443,2022-04-07
219,3.64,3.3864,1106246.4614171,3.67,3.3583,3.5255,7883,2022-04-08
220,3.38,3.5623,742751.991998748,3.58,3.38,3.4828,6036,2022-04-09
221,3.5649,3.4,632008.39341494,3.63,3.3872,3.5239,5028,2022-04-10
222,3.3931,3.1,1504642.85071283,3.43,3.0773,3.2342,9984,2022-04-11
223,3.11,3.22,989484.042232705,3.29,3.09,3.1974,7349,2022-04-12
224,3.2252,3.34,829215.016621954,3.35,3.17,3.2744,6002,2022-04-13
225,3.34,3.21,1670966.42097923,3.53,3.18,3.3665,10277,2022-04-14
226,3.21,3.3,592588.991939858,3.37,3.2,3.2821,4792,2022-04-15
227,3.29,3.33,458274.290741879,3.37,3.24,3.2934,3933,2022-04-16
228,3.34,3.196,658787.330493245,3.4,3.16,3.324,5274,2022-04-17
229,3.19,3.29,1521607.79325658,3.32,3.02,3.1534,8623,2022-04-18
230,3.29,3.3626,921937.247498769,3.38,3.24,3.3161,5928,2022-04-19
231,3.36,3.51,2665580.16900115,3.7,3.24,3.4567,17437,2022-04-20
232,3.5159,3.4506,2437797.41931605,3.67,3.37,3.5275,17161,2022-04-21
233,3.46,3.5288,2972635.69657333,3.7233,3.42,3.5611,16627,2022-04-22
234,3.5286,3.4172,1034636.37402335,3.55,3.37,3.4395,9779,2022-04-23
235,3.4185,3.36,1119668.27667115,3.5669,3.35,3.4538,8214,2022-04-24
236,3.3682,3.28,1522476.68684441,3.38,3.08,3.2118,12187,2022-04-25
237,3.28,2.9129,1923453.03927164,3.3129,2.8591,3.0941,15210,2022-04-26
238,2.9068,2.99,1323043.50192406,3.03,2.9,2.9657,8893,2022-04-27
239,2.9976,2.9891,1584867.18986706,3.05,2.91,2.9857,9547,2022-04-28
240,2.98,2.7043,2207827.1477701,3.02,2.66,2.836,13332,2022-04-29
241,2.7,2.2934,2768313.46010992,2.7533,2.24,2.5396,14825,2022-04-30
242,2.2962,2.39,2468082.13546151,2.46,2.2651,2.3445,13834,2022-05-01
243,2.39,2.3625,1583830.45094371,2.44,2.26,2.3593,10969,2022-05-02
244,2.36,2.327,1263883.48252059,2.46,2.29,2.3899,8226,2022-05-03
245,2.32,2.6188,1436789.18779418,2.6497,2.31,2.459,9191,2022-05-04
246,2.617,2.28,2466762.51992909,2.6332,2.2087,2.3714,15043,2022-05-05
247,2.27,2.2451,2039963.82985287,2.33,2.17,2.249,14499,2022-05-06
248,2.2463,2.1434,1071383.4108364,2.2606,2.07,2.1913,9994,2022-05-07
249,2.14,2.11,1279189.01158327,2.19,2.06,2.1258,11994,2022-05-08
250,2.1132,1.73,4262617.3646193,2.16,1.7,1.8989,25955,2022-05-09
251,1.7302,1.7926,5000114.04694761,2.0148,1.6798,1.8445,25778,2022-05-10
252,1.7844,1.32,5762887.12762467,1.85,1.22,1.5132,29489,2022-05-11
253,1.3279,1.1435,3088854.08612341,1.41,1.04,1.2291,19233,2022-05-12
254,1.1466,1.39,3629716.69795803,1.68,1.1,1.3864,20169,2022-05-13
255,1.3948,1.3186,2777278.78759625,1.4219,1.16,1.2617,14139,2022-05-14
256,1.3188,1.3976,2262883.21567434,1.41,1.26,1.3204,11745,2022-05-15
257,1.4,1.2664,2357728.83990021,1.4,1.2263,1.2894,12126,2022-05-16
258,1.2681,1.43,2577514.70902684,1.49,1.26,1.377,14027,2022-05-17
259,1.43,1.26,1576641.66754392,1.49,1.25,1.3567,8632,2022-05-18
260,1.2579,1.36,1331206.36901185,1.3852,1.2,1.2824,8077,2022-05-19
261,1.3556,1.2963,1292930.94767959,1.3905,1.25,1.3202,8051,2022-05-20
262,1.2976,1.45,1191198.88115694,1.48,1.27,1.3736,7666,2022-05-21
263,1.45,1.4507,1481572.66340341,1.52,1.4,1.4518,9703,2022-05-22
264,1.4483,1.5363,3211843.99862837,1.7027,1.44,1.6043,17842,2022-05-23
265,1.5342,1.6655,2091341.79056733,1.69,1.5,1.6093,13217,2022-05-24
266,1.67,1.6518,1801168.13920683,1.761,1.59,1.6785,12317,2022-05-25
267,1.65,1.4762,1819722.34703706,1.71,1.42,1.5364,11229,2022-05-26
268,1.4734,1.43,1214279.23323704,1.55,1.38,1.4589,10071,2022-05-27
269,1.4223,1.52,702889.161429096,1.5416,1.4087,1.481,5764,2022-05-28
270,1.5269,1.4984,679269.210126401,1.56,1.45,1.4825,5483,2022-05-29
271,1.4984,1.6927,1234865.40690993,1.72,1.48,1.6069,7503,2022-05-30
272,1.6957,1.8766,1747621.34902877,1.92,1.6068,1.7812,11196,2022-05-31
273,1.8748,1.6273,1468123.50866047,1.8748,1.59,1.7331,9445,2022-06-01
274,1.62,1.68,806250.572171137,1.7,1.57,1.631,12358,2022-06-02
275,1.68,1.53,606387.402735227,1.6907,1.52,1.569,6374,2022-06-03
276,1.53,1.58,1140497.66753447,1.6,1.5,1.549,6678,2022-06-04
277,1.5811,1.5499,608655.729036661,1.6039,1.51,1.5474,3817,2022-06-05
278,1.5488,1.62,898361.935088069,1.6925,1.5429,1.6275,5680,2022-06-06
279,1.6147,1.56,831721.28344469,1.6147,1.47,1.5261,5605,2022-06-07
280,1.5517,1.5,495882.18553118,1.58,1.47,1.5216,3721,2022-06-08
281,1.4996,1.4838,572915.837345631,1.5431,1.45,1.4931,3527,2022-06-09
282,1.4848,1.3752,745043.61916608,1.5053,1.35,1.4258,4759,2022-06-10
283,1.3752,1.1937,1942369.68401824,1.4057,1.16,1.2913,12255,2022-06-11
284,1.1936,1.1297,1308284.36837168,1.234,1.09,1.1565,8125,2022-06-12
285,1.1292,0.9789,2366292.85058235,1.1508,0.9,0.9955,13200,2022-06-13
286,0.98016,1.0036,1333340.35344008,1.03,0.88,0.9813,9215,2022-06-14
287,1.006,1.11,1534633.00962617,1.13,0.87,0.9747,9092,2022-06-15
288,1.11,0.95653,994316.457061478,1.14,0.92,1.023,6766,2022-06-16
289,0.9553,1.01,1587020.87200036,1.05,0.94,0.9949,7101,2022-06-17
290,1.0157,0.93,1618108.03267942,1.06,0.85,0.9536,7759,2022-06-18
291,0.92913,1.0429,1078359.20158191,1.05,0.8892,0.9691,6363,2022-06-19
292,1.043,1.1055,1421729.87515892,1.2,1,1.0948,8695,2022-06-20
293,1.1056,1.23,2350544.01260692,1.2935,1.0774,1.1999,11683,2022-06-21
294,1.24,1.19,1702424.82137481,1.3228,1.13,1.2139,8759,2022-06-22
295,1.1864,1.2477,1352071.36296543,1.29,1.17,1.2311,7119,2022-06-23
296,1.2464,1.28,1082363.11686546,1.34,1.22,1.2809,6371,2022-06-24
297,1.2879,1.25,883973.360436577,1.32,1.1983,1.2571,5151,2022-06-25
298,1.2493,1.14,924066.871480367,1.29,1.13,1.2277,5585,2022-06-26
299,1.1455,1.1478,740299.455447898,1.22,1.12,1.1621,4707,2022-06-27
300,1.14,1.0829,691526.83111494,1.2,1.07,1.133,5227,2022-06-28
301,1.09,1.0521,812411.683163471,1.12,1.03,1.0739,5689,2022-06-29
302,1.0523,0.99089,1387955.95515211,1.06,0.92464,0.9762,7881,2022-06-30
303,0.98754,0.97824,1122907.79067792,1.04,0.94917,0.9862,6687,2022-07-01
304,0.97905,0.97,991630.742083582,1,0.94,0.9715,4270,2022-07-02
305,0.97867,1.0181,911987.993452753,1.04,0.94,0.9825,4487,2022-07-03
306,1.0196,1.0929,1389086.78261784,1.1,0.98,1.0466,6928,2022-07-04
307,1.0929,1.0872,1017485.04839395,1.13,1.02,1.0724,6143,2022-07-05
308,1.09,1.15,1117962.45012107,1.1623,1.07,1.1152,6179,2022-07-06
309,1.1481,1.1801,1216379.77852728,1.2126,1.13,1.1671,5679,2022-07-07
310,1.1785,1.1562,1075950.03122746,1.23,1.13,1.1754,5462,2022-07-08
311,1.1534,1.238,1107653.65378772,1.26,1.1534,1.2028,4964,2022-07-09
312,1.24,1.3163,2682255.59541634,1.32,1.2,1.2573,9082,2022-07-10
313,1.3187,1.15,1631341.06881626,1.3201,1.13,1.223,6545,2022-07-11
314,1.14,1.12,819482.74100762,1.1739,1.1,1.143,3487,2022-07-12
315,1.1183,1.24,1735603.69700418,1.243,1.1,1.1614,5323,2022-07-13
316,1.24,1.39,1589738.09028113,1.41,1.203,1.2843,5701,2022-07-14
317,1.38,1.4,1897659.08393113,1.44,1.35,1.3986,6548,2022-07-15
318,1.4,1.45,1479204.59243061,1.47,1.34,1.4017,5757,2022-07-16
319,1.46,1.4,796435.44464786,1.49,1.3495,1.4016,4199,2022-07-17
320,1.4022,1.5,1518019.02397904,1.5877,1.4,1.512,8114,2022-07-18
321,1.5,1.42,1765647.62308216,1.53,1.39,1.4553,9639,2022-07-19
322,1.42,1.3239,1477000.25073251,1.47,1.3058,1.3948,7850,2022-07-20
323,1.32,1.42,1482399.57288702,1.44,1.2771,1.3631,6046,2022-07-21
324,1.4159,1.32,1244980.3792663,1.46,1.3,1.3894,5358,2022-07-22
325,1.323,1.34,762229.36813155,1.39,1.28,1.3323,3960,2022-07-23
326,1.35,1.3526,680986.803806478,1.39,1.32,1.3526,3555,2022-07-24
327,1.3509,1.36,1867878.04881587,1.44,1.26,1.34,8114,2022-07-25
328,1.36,1.27,1285534.26135145,1.38,1.21,1.2799,6084,2022-07-26
329,1.2764,1.38,1185362.36603284,1.3906,1.25,1.309,5673,2022-07-27
330,1.3853,1.5715,2879425.39395115,1.67,1.35,1.5186,12134,2022-07-28
331,1.58,1.4931,1645094.67959237,1.59,1.45,1.518,8386,2022-07-29
332,1.4957,1.4927,1464755.340453,1.59,1.45,1.5158,8719,2022-07-30
333,1.4921,1.44,1192856.9394942,1.59,1.42,1.5137,5937,2022-07-31
334,1.4396,1.42,785533.735364548,1.5,1.39,1.4369,3880,2022-08-01
335,1.42,1.36,719755.83435969,1.44,1.32,1.3696,3931,2022-08-02
336,1.3625,1.4296,1390971.73331875,1.52,1.3186,1.4507,5831,2022-08-03
337,1.44,1.47,1402352.09345586,1.53,1.41,1.4656,5893,2022-08-04
338,1.4643,1.5139,1057612.55105641,1.55,1.45,1.502,4743,2022-08-05
