AAPL,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
32,54.515,54.8275,132308304,55.315,54.3575,54.8459,290875,2018-10-19 04:00:00
33,54.9475,55.1625,115084328,55.84,54.735,55.3197,263533,2018-10-22 04:00:00
34,53.9575,55.6825,155071384,55.8125,53.675,54.7125,382393,2018-10-23 04:00:00
35,55.65,53.7725,163700652,56.0575,53.635,54.8292,388910,2018-10-24 04:00:00
36,54.4275,54.95,119423072,55.345,54.1875,54.8501,278369,2018-10-25 04:00:00
37,53.975,54.075,189033500,55.0475,53.1675,54.0619,438788,2018-10-26 04:00:00
38,54.7975,53.06,183742080,54.9225,51.5225,53.649,385844,2018-10-29 04:00:00
39,52.7875,53.325,146639960,53.795,52.3175,53.2018,351259,2018-10-30 04:00:00
40,54.22,54.715,153435732,55.1125,54.155,54.7189,301126,2018-10-31 04:00:00
41,54.7625,55.555,233292720,55.59,54.2025,54.3946,505923,2018-11-01 04:00:00
42,52.3875,51.87,365314616,53.4125,51.3575,52.0234,756683,2018-11-02 04:00:00
43,51.075,50.3975,264654676,51.0975,49.5425,50.2271,569626,2018-11-05 05:00:00
44,50.48,50.9425,127531524,51.18,50.4225,50.8125,253888,2018-11-06 05:00:00
45,51.4925,52.4875,133697736,52.515,51.0325,51.8229,259449,2018-11-07 05:00:00
46,52.495,52.1225,101450544,52.53,51.6875,52.0297,187585,2018-11-08 05:00:00
47,51.3875,51.1175,137463000,51.5025,50.5625,51.027,237773,2018-11-09 05:00:00
48,49.75,48.5425,204542072,49.9625,48.4475,48.9112,419162,2018-11-12 05:00:00
49,47.9075,48.0575,187531744,49.295,47.8625,48.4446,356240,2018-11-13 05:00:00
50,48.475,46.7,243203828,48.62,46.4825,47.166,453437,2018-11-14 05:00:00
51,47.0975,47.8525,185915204,47.9925,46.725,47.472,340097,2018-11-15 05:00:00
52,47.625,48.3825,147713012,48.7424,47.365,48.2946,269240,2018-11-16 05:00:00
53,47.5,46.465,167678432,47.675,46.2475,46.7418,320746,2018-11-19 05:00:00
54,44.5925,44.245,271287388,45.3675,43.8775,44.6213,534145,2018-11-20 05:00:00
55,44.9325,44.195,124496840,45.0675,44.1375,44.489,232593,2018-11-21 05:00:00
56,43.735,43.0725,94495888,44.1488,43.025,43.4821,162142,2018-11-23 05:00:00
57,43.56,43.655,179994080,43.7375,42.565,43.2659,286198,2018-11-26 05:00:00
58,42.8775,43.56,165549508,43.6925,42.72,43.3367,265554,2018-11-27 05:00:00
59,44.1825,45.235,184250156,45.3225,43.7325,44.5617,315252,2018-11-28 05:00:00
60,45.665,44.8875,167079968,45.7,44.425,44.8368,268590,2018-11-29 05:00:00
61,45.0725,44.645,158094196,45.0825,44.2575,44.5805,222912,2018-11-30 05:00:00
62,46.115,46.205,163192008,46.235,45.3025,45.7535,277051,2018-12-03 05:00:00
