AAPL,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
63,45.2375,44.1725,165377128,45.5975,44.0675,44.678,290086,2018-12-04 05:00:00
64,42.94,43.68,172352840,43.695,42.605,43.128,321495,2018-12-06 05:00:00
65,43.3725,42.1225,169126524,43.6225,42.075,42.5991,313155,2018-12-07 05:00:00
66,41.25,42.4,248103976,42.5225,40.8325,41.7421,414556,2018-12-10 05:00:00
67,42.915,42.1575,189126660,42.9475,41.75,42.2395,260245,2018-12-11 05:00:00
68,42.6,42.275,142510636,42.98,42.255,42.568,203709,2018-12-12 05:00:00
69,42.6225,42.7375,127591308,43.1425,42.3875,42.7426,191691,2018-12-13 05:00:00
70,42.25,41.37,162677640,42.27,41.32,41.6636,275805,2018-12-14 05:00:00
71,41.3625,40.985,176888088,42.0875,40.6825,41.3605,283929,2018-12-17 05:00:00
72,41.345,41.5175,135366072,41.8825,41.0975,41.4753,211722,2018-12-18 05:00:00
73,41.5,40.2225,196189188,41.8625,39.7725,40.812,313384,2018-12-19 05:00:00
74,40.1,39.2075,259091840,40.5275,38.825,39.6012,435880,2018-12-20 05:00:00
75,39.215,37.6825,382977536,39.54,37.4075,38.2507,423901,2018-12-21 05:00:00
76,37.0375,36.7075,148616928,37.8875,36.6475,37.1895,249063,2018-12-24 05:00:00
77,37.075,39.2925,234330176,39.3075,36.68,37.9164,355008,2018-12-26 05:00:00
78,38.96,39.0375,212468260,39.1925,37.5175,38.3376,333535,2018-12-27 05:00:00
79,39.375,39.0575,169165696,39.63,38.6375,39.0996,272910,2018-12-28 05:00:00
80,39.6325,39.435,140013864,39.84,39.12,39.4213,205428,2018-12-31 05:00:00
81,38.7225,39.48,148158948,39.7125,38.5575,38.8871,249129,2019-01-02 05:00:00
82,35.995,35.5475,365248780,36.43,35.5,35.895,663513,2019-01-03 05:00:00
83,36.1325,37.065,234284280,37.1375,35.95,36.7049,376070,2019-01-04 05:00:00
84,37.175,36.9825,219111056,37.2075,36.475,36.8423,348120,2019-01-07 05:00:00
85,37.39,37.6875,164101256,37.955,37.13,37.5382,272197,2019-01-08 05:00:00
86,37.8225,38.3275,180396324,38.6325,37.4075,38.2344,302931,2019-01-09 05:00:00
87,38.125,38.45,143122680,38.4925,37.715,38.1879,202210,2019-01-10 05:00:00
88,38.22,38.0725,108082828,38.425,37.8775,38.0991,174588,2019-01-11 05:00:00
89,37.7125,37.5,129756744,37.8175,37.305,37.5041,201651,2019-01-14 05:00:00
90,37.5675,38.2675,114841296,38.3475,37.5125,38.0894,178869,2019-01-15 05:00:00
91,38.27,38.735,122278824,38.97,38.25,38.7364,193215,2019-01-16 05:00:00
92,38.55,38.965,119284640,39.415,38.315,38.7477,194831,2019-01-17 05:00:00
93,39.375,39.205,135004092,39.47,38.9952,39.2336,196380,2019-01-18 05:00:00
94,39.1025,38.325,121575880,39.1825,38.155,38.5607,202666,2019-01-22 05:00:00
95,38.5375,38.48,92522280,38.785,37.925,38.3582,154692,2019-01-23 05:00:00
96,38.5275,38.175,101766196,38.62,37.935,38.1706,172118,2019-01-24 05:00:00
97,38.87,39.44,133635572,39.5325,38.58,39.2127,217279,2019-01-25 05:00:00
98,38.9475,39.075,104768232,39.0825,38.415,38.8396,178639,2019-01-28 05:00:00
99,39.0625,38.67,166348956,39.5325,38.5275,39.1956,283849,2019-01-29 05:00:00
100,40.8125,41.3125,244337120,41.5375,40.0575,40.8101,385270,2019-01-30 05:00:00
101,41.5275,41.61,162958596,42.25,41.14,41.7712,239804,2019-01-31 05:00:00
102,41.74,41.63,130447352,42.245,41.4825,41.7884,189769,2019-02-01 05:00:00
103,41.8525,42.8125,125982328,42.9138,41.82,42.609,202049,2019-02-04 05:00:00
104,43.215,43.545,144406512,43.77,43.0875,43.502,227187,2019-02-05 05:00:00
105,43.6625,43.56,111958364,43.8925,43.2133,43.5667,168576,2019-02-06 05:00:00
106,43.1,42.735,126966760,43.485,42.585,42.9095,211155,2019-02-07 05:00:00
107,42.2475,42.6025,95279864,42.665,42.105,42.451,157877,2019-02-08 05:00:00
108,42.7625,42.3575,83973700,42.8025,42.3125,42.4874,144611,2019-02-11 05:00:00
109,42.525,42.7225,89134092,42.75,42.425,42.5964,144386,2019-02-12 05:00:00
110,42.8475,42.545,89934932,43.12,42.48,42.7437,150232,2019-02-13 05:00:00
111,42.4275,42.7,87342988,42.8154,42.345,42.6649,152535,2019-02-14 05:00:00
112,42.8125,42.605,98507256,42.925,42.4375,42.6236,156758,2019-02-15 05:00:00
113,42.4275,42.7325,75891304,42.86,42.3725,42.6366,131206,2019-02-19 05:00:00
114,42.7975,43.0075,104457448,43.33,42.7475,43.0665,162648,2019-02-20 05:00:00
115,42.95,42.765,68998680,43.0925,42.575,42.7832,138105,2019-02-21 05:00:00
116,42.895,43.2425,75652616,43.25,42.845,43.091,124549,2019-02-22 05:00:00
117,43.54,43.5575,87493432,43.9675,43.4875,43.7151,158854,2019-02-25 05:00:00
118,43.4275,43.5825,68280844,43.825,43.2933,43.5947,119643,2019-02-26 05:00:00
119,43.3025,43.7175,111341556,43.75,43.1825,43.5158,125558,2019-02-27 05:00:00
120,43.58,43.2875,112861664,43.7275,43.23,43.4325,125783,2019-02-28 05:00:00
121,43.57,43.7425,103544668,43.7875,43.2225,43.5693,147230,2019-03-01 05:00:00
122,43.9225,43.9625,109744812,44.4375,43.4925,43.9892,189997,2019-03-04 05:00:00
123,43.985,43.8825,78949676,44,43.635,43.8465,127231,2019-03-05 05:00:00
124,43.6675,43.63,83241536,43.8725,43.485,43.6861,137662,2019-03-06 05:00:00
125,43.4675,43.125,99185496,43.61,43.005,43.2639,180597,2019-03-07 05:00:00
126,42.58,43.2275,95997432,43.2675,42.375,42.9599,167422,2019-03-08 05:00:00
127,43.8725,44.725,128044136,44.78,43.8375,44.545,211343,2019-03-11 04:00:00
128,45,45.2275,129870336,45.6675,44.8425,45.2804,215962,2019-03-12 04:00:00
129,45.5625,45.4275,124130096,45.825,45.23,45.4885,188079,2019-03-13 04:00:00
130,45.975,45.9325,94318032,46.025,45.64,45.8882,155808,2019-03-14 04:00:00
131,46.2125,46.53,156171648,46.8325,45.935,46.4607,202477,2019-03-15 04:00:00
132,46.45,47.005,104879328,47.0975,46.4475,46.9156,163740,2019-03-18 04:00:00
133,47.0875,46.6325,126585476,47.2475,46.48,46.8458,197350,2019-03-19 04:00:00
134,46.5575,47.04,124140924,47.3725,46.1825,46.8448,193683,2019-03-20 04:00:00
135,47.505,48.7725,204136948,49.0825,47.4525,48.5783,309643,2019-03-21 04:00:00
136,48.835,47.7625,169630664,49.4225,47.695,48.4674,298951,2019-03-22 04:00:00
137,47.8775,47.185,175381172,47.995,46.65,47.22,308859,2019-03-25 04:00:00
138,47.916,46.6975,199202152,48.22,46.145,47.347,344114,2019-03-26 04:00:00
139,47.1875,47.1175,119393708,47.44,46.6375,47.1266,196103,2019-03-27 04:00:00
140,47.2375,47.18,83121452,47.3898,46.8825,47.104,152290,2019-03-28 04:00:00
141,47.4575,47.4875,94255844,47.52,47.135,47.3815,149796,2019-03-29 04:00:00
142,47.91,47.81,111447856,47.92,47.095,47.5903,180998,2019-04-01 04:00:00
143,47.7725,48.505,91062900,48.615,47.7625,48.2881,169575,2019-04-02 04:00:00
144,48.3125,48.8375,93087320,49.125,48.2875,48.8239,164493,2019-04-03 04:00:00
145,48.6975,48.9225,76431900,49.0925,48.285,48.9187,134609,2019-04-04 04:00:00
146,49.1125,49.25,74106576,49.275,48.9825,49.1644,124211,2019-04-05 04:00:00
147,49.105,50.025,103374712,50.0575,49.085,49.7576,180911,2019-04-08 04:00:00
148,50.08,49.875,143072948,50.7125,49.8075,50.2263,232190,2019-04-09 04:00:00
149,49.67,50.155,86781152,50.185,49.545,49.8803,160818,2019-04-10 04:00:00
150,50.2125,49.7375,83582112,50.25,49.6108,49.928,142489,2019-04-11 04:00:00
151,49.8,49.7175,110658672,50.035,49.0525,49.5873,195426,2019-04-12 04:00:00
152,49.645,49.8075,70136984,49.9625,49.5025,49.75,140393,2019-04-15 04:00:00
153,49.865,49.8125,102785540,50.3425,49.64,49.978,201696,2019-04-16 04:00:00
154,49.885,50.7825,113627120,50.845,49.6525,50.4613,207247,2019-04-17 04:00:00
155,50.78,50.965,96783064,51.0375,50.63,50.8719,146302,2019-04-18 04:00:00
156,50.7075,51.1325,77758180,51.235,50.585,51.0634,116209,2019-04-22 04:00:00
157,51.1075,51.87,93291964,51.9375,50.975,51.6252,166047,2019-04-23 04:00:00
158,51.84,51.79,70162436,52.12,51.7625,51.9161,124532,2019-04-24 04:00:00
159,51.7075,51.32,74172824,51.94,51.28,51.5108,146857,2019-04-25 04:00:00
160,51.225,51.075,74596408,51.25,50.53,51.0253,141086,2019-04-26 04:00:00
161,51.1,51.1525,88818864,51.4925,50.965,51.2354,138969,2019-04-29 04:00:00
162,50.765,50.1675,186027504,50.85,49.7775,50.5785,332062,2019-04-30 04:00:00
163,52.47,52.63,259309312,53.8275,52.3075,53.1677,441442,2019-05-01 04:00:00
164,52.46,52.2875,127985296,53.1625,52.0325,52.5388,233406,2019-05-02 04:00:00
165,52.7225,52.9375,83569512,52.96,52.5575,52.7894,148448,2019-05-03 04:00:00
166,51.0725,52.12,129772452,52.21,50.875,51.8274,236168,2019-05-06 04:00:00
167,51.47,50.715,155054792,51.8544,50.2063,50.8923,294532,2019-05-07 04:00:00
168,50.475,50.725,105358016,51.335,50.4375,50.9267,202764,2019-05-08 04:00:00
169,50.1,50.18,139634428,50.42,49.165,49.8333,290609,2019-05-09 04:00:00
170,49.3548,49.295,164834848,49.7125,48.1925,49.0126,324318,2019-05-10 04:00:00
171,46.9275,46.43,229722492,47.37,45.7125,46.6878,458554,2019-05-13 04:00:00
172,46.6025,47.165,146118708,47.425,46.3525,46.9941,273844,2019-05-14 04:00:00
173,46.5675,47.73,106178872,47.9375,46.505,47.4348,214960,2019-05-15 04:00:00
174,47.4775,47.52,131765456,48.1172,47.21,47.6079,227813,2019-05-16 04:00:00
175,46.7325,47.25,131472860,47.725,46.69,47.2264,231407,2019-05-17 04:00:00
176,45.88,45.7725,154333760,46.0873,45.071,45.6834,290339,2019-05-20 04:00:00
177,46.305,46.65,113459392,47,46.175,46.685,191742,2019-05-21 04:00:00
178,46.165,45.695,118955852,46.4275,45.6375,45.925,213836,2019-05-22 04:00:00
179,44.95,44.915,145718944,45.135,44.4525,44.8336,266841,2019-05-23 04:00:00
180,45.05,44.7425,94858744,45.535,44.655,45.0317,182468,2019-05-24 04:00:00
181,44.73,44.5575,111792640,45.1475,44.4775,44.7178,190007,2019-05-28 04:00:00
182,44.105,44.345,113924660,44.8375,44,44.3896,212723,2019-05-29 04:00:00
183,44.4875,44.575,83953648,44.8075,44.1675,44.4919,165752,2019-05-30 04:00:00
184,44.0575,43.7675,108174336,44.4975,43.7475,44.0876,204344,2019-05-31 04:00:00
185,43.9,43.325,161584276,44.48,42.5675,43.5999,306917,2019-06-03 04:00:00
186,43.86,44.91,123871844,44.9575,43.63,44.5316,239718,2019-06-04 04:00:00
187,46.07,45.635,119093708,46.2475,45.285,45.7111,239331,2019-06-05 04:00:00
188,45.77,46.305,90105244,46.3675,45.5372,45.9951,160315,2019-06-06 04:00:00
189,46.6275,47.5375,122737572,47.98,46.4425,47.4457,236608,2019-06-07 04:00:00
190,47.9525,48.145,104883404,48.8425,47.905,48.3259,198722,2019-06-10 04:00:00
191,48.715,48.7025,107731528,49,48.4,48.6678,180619,2019-06-11 04:00:00
192,48.4875,48.5475,73012756,48.9925,48.3463,48.6468,129977,2019-06-12 04:00:00
193,48.675,48.5375,86598496,49.1975,48.4,48.7626,143183,2019-06-13 04:00:00
194,47.8862,48.185,75045896,48.3966,47.575,48.0462,144375,2019-06-14 04:00:00
195,48.225,48.4725,58676576,48.74,48.0425,48.5258,114807,2019-06-17 04:00:00
196,49.0125,49.6125,106204016,50.0725,48.8025,49.6892,213982,2019-06-18 04:00:00
197,49.92,49.4675,84496940,49.97,49.3275,49.5686,155701,2019-06-19 04:00:00
198,50.0925,49.865,85875952,50.1525,49.5075,49.8312,168119,2019-06-20 04:00:00
199,49.7,49.695,191202356,50.2125,49.5375,49.8109,182762,2019-06-21 04:00:00
200,49.635,49.645,72879684,50.04,49.5425,49.7904,132991,2019-06-24 04:00:00
201,49.6075,48.8925,80241336,49.815,48.8225,49.2731,176385,2019-06-25 04:00:00
202,49.4425,49.95,104270048,50.2475,49.3375,49.9958,203309,2019-06-26 04:00:00
203,50.0725,49.935,83598868,50.3925,49.8925,50.0388,148527,2019-06-27 04:00:00
204,49.67,49.48,124442568,49.8738,49.2625,49.4973,182093,2019-06-28 04:00:00
205,50.7925,50.3875,109266956,51.1225,50.1625,50.5824,236349,2019-07-01 04:00:00
206,50.3525,50.6825,67740868,50.7831,50.34,50.5816,155946,2019-07-02 04:00:00
207,50.82,51.1025,45448180,51.11,50.6725,50.9358,93206,2019-07-03 04:00:00
208,50.8375,51.0575,69062072,51.27,50.725,51.0592,161208,2019-07-05 04:00:00
209,50.2025,50.005,101354512,50.35,49.6025,49.9456,217561,2019-07-08 04:00:00
210,49.8,50.31,82312060,50.3775,49.7025,50.1446,170459,2019-07-09 04:00:00
211,50.4625,50.8075,71588552,50.9325,50.39,50.7679,148879,2019-07-10 04:00:00
212,50.8275,50.4375,80766768,51.0975,50.4275,50.7619,155454,2019-07-11 04:00:00
213,50.6125,50.825,70380848,51,50.55,50.8533,145618,2019-07-12 04:00:00
214,51.0225,51.3025,67789680,51.4675,51,51.2542,138130,2019-07-15 04:00:00
215,51.1475,51.125,67467264,51.5275,50.875,51.1838,137720,2019-07-16 04:00:00
216,51.0125,50.8375,56429800,51.2729,50.8175,51.0522,109617,2019-07-17 04:00:00
217,51,51.415,74328644,51.47,50.925,51.2703,143289,2019-07-18 04:00:00
218,51.4475,50.6475,83717228,51.625,50.59,51.0647,156565,2019-07-19 04:00:00
219,50.9125,51.805,89111460,51.8075,50.9025,51.5456,166038,2019-07-22 04:00:00
220,52.115,52.21,73420840,52.2275,51.8225,52.0334,138003,2019-07-23 04:00:00
221,51.9175,52.1675,59966268,52.2875,51.7925,52.0614,114744,2019-07-24 04:00:00
222,52.2225,51.755,55638248,52.31,51.6825,51.9397,123729,2019-07-25 04:00:00
223,51.87,51.935,69815496,52.4325,51.785,52.0493,136946,2019-07-26 04:00:00
224,52.115,52.42,86693556,52.66,52.11,52.462,176159,2019-07-29 04:00:00
225,52.19,52.195,135742872,52.54,51.8275,52.5065,267607,2019-07-30 04:00:00
226,54.105,53.26,277125444,55.3425,52.825,54.2863,528873,2019-07-31 04:00:00
227,53.475,52.1075,216071648,54.5075,51.6859,53.0459,452268,2019-08-01 04:00:00
228,51.3825,51.005,163448488,51.6075,50.4075,50.9767,344860,2019-08-02 04:00:00
229,49.4975,48.335,209571876,49.6623,48.145,48.6578,471602,2019-08-05 04:00:00
230,49.0775,49.25,143299148,49.5168,48.51,49.0696,282299,2019-08-06 04:00:00
231,48.8525,49.76,133457600,49.89,48.455,49.2889,277444,2019-08-07 04:00:00
232,50.05,50.8575,108038092,50.8825,49.8475,50.4796,245165,2019-08-08 04:00:00
233,50.325,50.2475,98478984,50.69,49.8225,50.3039,193223,2019-08-09 04:00:00
234,49.905,50.12,89927556,50.5129,49.7875,50.2032,181412,2019-08-12 04:00:00
235,50.255,52.2425,190159144,53.035,50.2075,52.1578,377969,2019-08-13 04:00:00
236,50.79,50.6875,146189772,51.61,50.6467,50.9787,292722,2019-08-14 04:00:00
237,50.865,50.435,111533452,51.285,49.9175,50.5156,246488,2019-08-15 04:00:00
238,51.07,51.625,115254496,51.79,50.96,51.4764,221213,2019-08-16 04:00:00
239,52.655,52.5875,97727660,53.1827,52.5063,52.8601,183023,2019-08-19 04:00:00
240,52.72,52.59,107678116,53.3375,52.58,52.8739,175160,2019-08-20 04:00:00
241,53.2475,53.16,86258988,53.4125,52.9008,53.2162,168033,2019-08-21 04:00:00
242,53.2975,53.115,89071276,53.6088,52.6875,53.1643,171708,2019-08-22 04:00:00
243,52.3575,50.66,187479372,53.0128,50.25,51.2925,388234,2019-08-23 04:00:00
244,51.465,51.6225,104264520,51.7975,51.2643,51.5434,201498,2019-08-26 04:00:00
245,51.965,51.04,103589376,52.1375,50.8825,51.2932,183064,2019-08-27 04:00:00
246,51.025,51.3825,63566528,51.43,50.83,51.2324,139861,2019-08-28 04:00:00
247,52.125,52.2525,84030608,52.33,51.6638,52.1302,168014,2019-08-29 04:00:00
248,52.54,52.185,84434244,52.6125,51.8,52.1128,159896,2019-08-30 04:00:00
249,51.6075,51.425,80238296,51.745,51.055,51.3551,169562,2019-09-03 04:00:00
250,52.0975,52.2975,76867280,52.37,51.83,52.1505,167047,2019-09-04 04:00:00
251,53,53.32,95787936,53.4925,52.8775,53.2207,202018,2019-09-05 04:00:00
252,53.5125,53.315,77449176,53.605,53.1275,53.3356,202795,2019-09-06 04:00:00
253,53.71,53.5425,109237604,54.11,52.7675,53.7299,298879,2019-09-09 04:00:00
254,53.465,54.175,127111724,54.195,52.9275,53.6098,349287,2019-09-10 04:00:00
255,54.5175,55.8975,177158584,55.9275,54.4325,55.3662,413158,2019-09-11 04:00:00
256,56.2,55.7713,128906676,56.605,55.715,56.1534,295048,2019-09-12 04:00:00
257,55,54.6875,159053184,55.1975,54.255,54.7267,481842,2019-09-13 04:00:00
258,54.4325,54.975,84632564,55.0325,54.39,54.8359,241282,2019-09-16 04:00:00
259,54.99,55.175,73545872,55.205,54.78,55.0205,154463,2019-09-17 04:00:00
260,55.265,55.6925,102572372,55.7125,54.86,55.4085,214153,2019-09-18 04:00:00
261,55.5025,55.24,88751504,55.94,55.0925,55.4778,197540,2019-09-19 04:00:00
262,55.345,54.4325,231510776,55.64,54.3683,54.7879,310364,2019-09-20 04:00:00
263,54.7375,54.68,77678592,54.96,54.4125,54.7102,211005,2019-09-23 04:00:00
264,55.2575,54.42,125737468,55.6225,54.2975,54.8171,357153,2019-09-24 04:00:00
265,54.6375,55.2575,89924024,55.375,54.2851,54.9921,270826,2019-09-25 04:00:00
266,55,54.9725,76353248,55.235,54.7075,54.97,236629,2019-09-26 04:00:00
267,55.135,54.705,101445140,55.24,54.3204,54.7613,312399,2019-09-27 04:00:00
268,55.225,55.9925,105274332,56.145,55.1975,55.7919,281988,2019-09-30 04:00:00
269,56.2675,56.1475,144748652,57.055,56.05,56.4821,416942,2019-10-01 04:00:00
270,55.765,54.74,143069028,55.895,54.4825,54.9467,450383,2019-10-02 04:00:00
271,54.6075,55.205,121410744,55.24,53.783,54.7258,363653,2019-10-03 04:00:00
272,56.41,56.7525,138562212,56.8725,55.9725,56.4728,312653,2019-10-04 04:00:00
273,56.5675,56.765,123557076,57.4825,56.46,57.0237,322409,2019-10-07 04:00:00
274,56.455,56.1,117130800,57.015,56.0825,56.475,351136,2019-10-08 04:00:00
275,56.7575,56.7575,76117696,56.9475,56.41,56.6916,206600,2019-10-09 04:00:00
276,56.9825,57.5225,115851936,57.61,56.825,57.405,308879,2019-10-10 04:00:00
277,58.2375,59.0525,167957480,59.41,58.0769,58.7868,400878,2019-10-11 04:00:00
278,58.725,58.9675,97653936,59.5336,58.6675,59.169,218853,2019-10-14 04:00:00
279,59.0975,58.83,92161932,59.4125,58.72,59.0056,205010,2019-10-15 04:00:00
280,58.3425,58.5925,77146776,58.81,58.3,58.545,196480,2019-10-16 04:00:00
281,58.7725,58.82,69091588,59.0375,58.38,58.7266,179986,2019-10-17 04:00:00
282,58.6475,59.1025,97508664,59.395,58.5725,58.961,205169,2019-10-18 04:00:00
283,59.38,60.1275,89469932,60.2475,59.33,60.0149,195954,2019-10-21 04:00:00
284,60.29,59.99,90736004,60.55,59.9055,60.2519,180732,2019-10-22 04:00:00
285,60.525,60.795,79730180,60.81,60.305,60.6161,156381,2019-10-23 04:00:00
286,61.1275,60.895,71665020,61.2,60.4513,60.7645,144675,2019-10-24 04:00:00
287,60.79,61.645,73477184,61.6825,60.72,61.3068,142574,2019-10-25 04:00:00
288,61.855,62.2625,96572964,62.3125,61.68,62.0886,190480,2019-10-28 04:00:00
289,62.2425,60.8225,142806828,62.4375,60.6425,61.201,280978,2019-10-29 04:00:00
290,61.19,60.815,124339688,61.325,60.3025,60.892,267208,2019-10-30 04:00:00
291,61.81,62.19,139162080,62.2925,59.315,61.962,272736,2019-10-31 04:00:00
292,62.385,63.955,151125336,63.9825,62.29,63.3147,279590,2019-11-01 04:00:00
293,64.3325,64.375,103271808,64.4613,63.845,64.2299,204389,2019-11-04 05:00:00
294,64.2625,64.2825,79897708,64.5475,64.08,64.3589,162280,2019-11-05 05:00:00
295,64.1925,64.31,75864496,64.3725,63.8413,64.1628,154820,2019-11-06 05:00:00
296,64.685,64.8575,94940332,65.0875,64.5275,64.8234,187661,2019-11-07 05:00:00
297,64.6725,65.035,70066380,65.11,64.2125,64.7375,139066,2019-11-08 05:00:00
298,64.575,65.55,82029836,65.6175,64.57,65.2057,154646,2019-11-11 05:00:00
299,65.3875,65.49,87388904,65.6975,65.23,65.4792,170371,2019-11-12 05:00:00
300,65.2825,66.1175,103259372,66.195,65.2675,65.8956,203747,2019-11-13 05:00:00
301,65.9375,65.66,89582224,66.22,65.525,65.8242,200430,2019-11-14 05:00:00
302,65.92,66.44,100374664,66.445,65.7525,66.1462,178689,2019-11-15 05:00:00
303,66.45,66.775,86803588,66.8575,66.0575,66.5452,172419,2019-11-18 05:00:00
304,66.975,66.5725,76278388,67,66.3482,66.6321,136075,2019-11-19 05:00:00
305,66.385,65.7975,106373676,66.5208,65.1,65.8052,206431,2019-11-20 05:00:00
306,65.9225,65.5025,119995112,66.0013,65.295,65.5687,162665,2019-11-21 05:00:00
307,65.6475,65.445,65325052,65.795,65.21,65.4791,133445,2019-11-22 05:00:00
308,65.6775,66.5925,84118068,66.61,65.63,66.3526,129647,2019-11-25 05:00:00
309,66.735,66.0725,105339528,66.79,65.625,66.3289,135753,2019-11-26 05:00:00
310,66.395,66.96,65544488,66.995,66.3275,66.6647,120479,2019-11-27 05:00:00
311,66.65,66.8125,46617452,67,66.475,66.8303,75130,2019-11-29 05:00:00
312,66.8175,66.04,94549800,67.0625,65.8625,66.2698,173135,2019-12-02 05:00:00
313,64.5775,64.8625,117509072,64.8825,64.0725,64.5239,245821,2019-12-03 05:00:00
314,65.2675,65.435,67241552,65.8275,65.17,65.5129,141699,2019-12-04 05:00:00
315,65.9475,66.395,74645372,66.4725,65.6825,66.154,142919,2019-12-05 05:00:00
316,66.87,67.6775,106189972,67.75,66.825,67.4681,192704,2019-12-06 05:00:00
317,67.5,66.73,128730580,67.7,66.2275,66.8076,220537,2019-12-09 05:00:00
318,67.15,67.12,90529532,67.5175,66.465,67.1673,180826,2019-12-10 05:00:00
319,67.2025,67.6925,78893564,67.775,67.125,67.5627,139866,2019-12-11 05:00:00
320,66.945,67.865,137748168,68.14,66.8303,67.5474,261547,2019-12-12 05:00:00
321,67.865,68.7875,133731224,68.825,67.7325,68.4777,253684,2019-12-13 05:00:00
322,69.25,69.965,128318920,70.1975,69.245,69.92,203140,2019-12-16 05:00:00
323,69.8925,70.1025,113645192,70.4425,69.7,70.1524,195565,2019-12-17 05:00:00
324,69.95,69.935,116093948,70.475,69.78,70.0699,181285,2019-12-18 05:00:00
325,69.875,70.005,98507788,70.295,69.7375,69.9697,161576,2019-12-19 05:00:00
326,70.5575,69.86,276130972,70.6625,69.64,70.0428,214243,2019-12-20 05:00:00
327,70.1325,71,98265932,71.0625,70.0934,70.7994,169949,2019-12-23 05:00:00
328,71.1725,71.0675,48478856,71.2225,70.7299,71.0203,82669,2019-12-24 05:00:00
329,71.205,72.4775,93336016,72.495,71.175,72.036,170217,2019-12-26 05:00:00
330,72.78,72.45,146371744,73.4925,72.03,72.6935,263594,2019-12-27 05:00:00
331,72.365,72.88,144238456,73.1725,71.305,72.4813,264186,2019-12-30 05:00:00
332,72.4825,73.4125,100990500,73.42,72.38,73.0982,185419,2019-12-31 05:00:00
333,74.06,75.0875,135647456,75.15,73.7975,74.6099,283480,2020-01-02 05:00:00
334,74.2875,74.3575,146535512,75.145,74.125,74.7026,280940,2020-01-03 05:00:00
335,73.4475,74.95,118518576,74.99,73.1875,74.4499,242860,2020-01-06 05:00:00
336,74.96,74.5975,111510620,75.225,74.37,74.7311,227868,2020-01-07 05:00:00
337,74.29,75.7975,132363784,76.11,74.289,75.2914,261770,2020-01-08 05:00:00
338,76.8088,77.4075,170486168,77.6075,76.55,77.161,328749,2020-01-09 05:00:00
339,77.65,77.5825,140869088,78.1675,77.0625,77.6729,294841,2020-01-10 05:00:00
340,77.91,79.24,122086888,79.2675,77.7875,78.4206,254950,2020-01-13 05:00:00
341,79.175,78.17,162613828,79.3925,78.0425,78.6921,342959,2020-01-14 05:00:00
342,77.9625,77.835,121923528,78.875,77.3875,78.2459,264903,2020-01-15 05:00:00
343,78.3975,78.81,107069016,78.925,78.0225,78.5424,207421,2020-01-16 05:00:00
344,79.0675,79.6825,137816468,79.685,78.75,79.2386,238615,2020-01-17 05:00:00
345,79.2975,79.1425,110643256,79.755,79,79.3365,208931,2020-01-21 05:00:00
346,79.645,79.425,101832460,79.9975,79.3275,79.6217,208306,2020-01-22 05:00:00
347,79.48,79.8075,104471972,79.89,78.9125,79.5524,197084,2020-01-23 05:00:00
348,80.0625,79.5775,146537520,80.8325,79.3797,80.1019,296490,2020-01-24 05:00:00
349,77.515,77.2375,161908020,77.9425,76.22,77.4235,380394,2020-01-27 05:00:00
350,78.15,79.4225,162233944,79.6,78.0475,79.2654,353618,2020-01-28 05:00:00
351,81.1125,81.085,216599620,81.9625,80.345,81.365,464161,2020-01-29 05:00:00
352,80.1359,80.9675,126551232,81.0225,79.6875,80.4192,280545,2020-01-30 05:00:00
353,80.2325,77.3775,199588384,80.67,77.0725,78.5039,484153,2020-01-31 05:00:00
354,76.075,77.165,173985604,78.3725,75.555,77.2738,405189,2020-02-03 05:00:00
355,78.8275,79.7125,136616536,79.91,78.4086,79.3666,288064,2020-02-04 05:00:00
356,80.88,80.3625,118746872,81.19,79.7375,80.3725,269725,2020-02-05 05:00:00
357,80.6425,81.3025,105392140,81.305,80.0662,80.8276,215446,2020-02-06 05:00:00
358,80.5925,80.0075,117684048,80.85,79.5,80.2554,261918,2020-02-07 05:00:00
359,78.545,80.3875,109346860,80.3875,78.4625,79.7929,234127,2020-02-10 05:00:00
360,80.9,79.9025,94323120,80.975,79.6775,80.3471,230343,2020-02-11 05:00:00
361,80.3675,81.8,113730292,81.805,80.3675,81.1997,244871,2020-02-12 05:00:00
362,81.0475,81.2175,94451512,81.555,80.8375,81.2497,216964,2020-02-13 05:00:00
363,81.185,81.2375,80113788,81.495,80.7125,81.1569,176169,2020-02-14 05:00:00
364,78.84,79.75,152762180,79.9375,78.6525,79.3387,365776,2020-02-18 05:00:00
365,80,80.905,93983964,81.1425,80,80.7971,205432,2020-02-19 05:00:00
366,80.6575,80.075,100565956,81.1625,79.5525,80.2818,243574,2020-02-20 05:00:00
367,79.655,78.2625,129705660,80.1125,77.625,78.6341,323163,2020-02-21 05:00:00
368,74.315,74.545,222149312,76.045,72.3075,74.8699,586879,2020-02-24 05:00:00
369,75.2375,72.02,230623456,75.6325,71.5325,73.3055,624788,2020-02-25 05:00:00
370,71.6325,73.1625,198153724,74.47,71.625,73.2211,494238,2020-02-26 05:00:00
371,70.275,68.38,318605524,71.5,68.24,69.9545,811075,2020-02-27 05:00:00
372,64.315,68.34,426884920,69.6025,64.0925,66.7569,1118286,2020-02-28 05:00:00
373,70.57,74.7025,341329356,75.36,69.43,72.1688,850990,2020-03-02 05:00:00
