NVDA,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
168,43,43.48,41916616,44.2875,42.88,43.7959,108189,2019-05-08 04:00:00
169,42.785,42.5475,66024656,42.8825,41.35,42.224,177987,2019-05-09 04:00:00
170,42.2375,42.205,56949804,42.8975,41,41.9144,183395,2019-05-10 04:00:00
171,40.875,39.6125,65691276,41.1075,39.4525,40.1835,207123,2019-05-13 04:00:00
172,40.0125,40.51,52487888,40.865,39.6226,40.41,137244,2019-05-14 04:00:00
173,39.95,39.895,50232004,40.2625,39.3525,39.9537,123035,2019-05-15 04:00:00
174,39.84,40.0475,78108816,40.4763,39.4125,40.3943,176215,2019-05-16 04:00:00
175,39.625,39.1325,102130792,40.9275,38.735,39.9132,199006,2019-05-17 04:00:00
176,38.1375,37.9375,57206536,38.6925,37.6875,38.1361,124527,2019-05-20 04:00:00
177,38.55,38.765,36141868,38.925,38.16,38.6443,73266,2019-05-21 04:00:00
178,38.375,38.05,32586960,38.6375,37.94,38.2021,72636,2019-05-22 04:00:00
179,37.4225,36.83,59184436,37.4225,36.2278,36.6902,141962,2019-05-23 04:00:00
180,37.02,36.2875,35758528,37.375,36.22,36.6838,86522,2019-05-24 04:00:00
181,36.465,35.8325,42835408,36.795,35.8125,36.1375,100324,2019-05-28 04:00:00
182,35.3525,35.085,55965148,35.705,34.735,35.1594,127152,2019-05-29 04:00:00
183,35.0775,34.7775,39429960,35.4375,34.3925,34.917,86152,2019-05-30 04:00:00
184,34.285,33.865,38971968,34.6123,33.8475,34.2064,82908,2019-05-31 04:00:00
185,33.9775,33.445,47744320,34.3675,33.15,33.7246,103140,2019-06-03 04:00:00
186,34.09,35.75,64183540,35.8025,33.8669,35.1414,118428,2019-06-04 04:00:00
187,36.4925,35.32,51161540,36.5475,34.955,35.4016,100071,2019-06-05 04:00:00
188,35.3625,35.945,40813848,36.1925,35.3375,35.762,78007,2019-06-06 04:00:00
189,36.005,36.375,34885752,36.72,35.8125,36.4053,68343,2019-06-07 04:00:00
190,36.94,37.1075,40278088,37.7975,36.94,37.379,81985,2019-06-10 04:00:00
191,37.71,37.6875,38387004,38.09,37.29,37.6966,71171,2019-06-11 04:00:00
192,37.25,36.55,35889192,37.3125,36.3975,36.6863,67834,2019-06-12 04:00:00
193,36.7725,37.065,30808108,37.25,36.595,36.945,55021,2019-06-13 04:00:00
194,36.1275,36.16,39090624,36.3725,35.709,36.0217,76790,2019-06-14 04:00:00
195,36.1425,36.2575,27563348,36.6302,35.9125,36.378,51829,2019-06-17 04:00:00
196,36.875,38.22,58191800,38.7775,36.765,38.184,113944,2019-06-18 04:00:00
197,38.575,38.28,33164396,38.6892,38.0185,38.2722,66554,2019-06-19 04:00:00
198,39.1925,38.525,35016728,39.3325,38.3795,38.7349,68666,2019-06-20 04:00:00
199,38.375,37.94,43442688,38.87,37.875,38.2102,68676,2019-06-21 04:00:00
200,38.155,38.165,28294872,38.4625,37.68,38.1719,51868,2019-06-24 04:00:00
201,38.215,37.87,31186644,38.97,37.8425,38.3549,62513,2019-06-25 04:00:00
202,39.1525,39.815,58407300,40.43,39.0225,39.9551,125813,2019-06-26 04:00:00
203,40.6775,40.8075,44544152,41,40.315,40.7125,83543,2019-06-27 04:00:00
204,41.25,41.0575,39766636,41.3425,40.5875,41.0022,65882,2019-06-28 04:00:00
205,43.1425,41.5425,71153308,43.4875,41.165,42.0237,129523,2019-07-01 04:00:00
206,41.375,40.5575,40022752,41.5873,40.425,40.8618,77145,2019-07-02 04:00:00
207,40.7925,40.6875,24663424,40.85,40.0854,40.4525,50989,2019-07-03 04:00:00
208,40.1,40.0575,39655388,40.145,39.42,39.8529,74699,2019-07-05 04:00:00
209,39.4575,39.3025,32978676,39.6475,39,39.2814,66058,2019-07-08 04:00:00
210,38.8775,39.3275,34286048,39.61,38.75,39.2579,64364,2019-07-09 04:00:00
211,39.765,40.015,45207596,40.5922,39.625,40.1021,83670,2019-07-10 04:00:00
212,40.75,41.57,68255856,41.98,40.375,41.3866,117970,2019-07-11 04:00:00
213,41.85,41.9025,50639264,42.6175,41.85,42.1532,93539,2019-07-12 04:00:00
214,42.115,41.8175,28983972,42.2764,41.5325,41.786,54329,2019-07-15 04:00:00
215,41.6675,41.77,34144392,42.0425,41.2106,41.6925,70201,2019-07-16 04:00:00
216,41.7875,42.4275,34820428,42.4975,41.4935,42.2346,61831,2019-07-17 04:00:00
217,42.5313,42.545,44317896,43.1775,41.9625,42.4355,75810,2019-07-18 04:00:00
218,42.93,42.11,34489580,42.995,42.05,42.5678,64479,2019-07-19 04:00:00
219,42.325,42.83,31593992,42.96,42.25,42.7017,60548,2019-07-22 04:00:00
220,43.225,43.915,42817656,43.935,43.0675,43.5677,77444,2019-07-23 04:00:00
221,44.35,44.665,36623748,44.7225,43.585,44.3025,81072,2019-07-24 04:00:00
222,44.2475,43.345,39269812,44.375,43.11,43.5873,73652,2019-07-25 04:00:00
223,43.6175,43.7675,27415988,44.2375,43.6175,43.9239,55230,2019-07-26 04:00:00
224,43.695,43.705,24811196,43.8674,42.8175,43.4827,48903,2019-07-29 04:00:00
225,43.2375,43.8625,19777044,43.985,43.0925,43.6032,43779,2019-07-30 04:00:00
226,43.545,42.18,35941564,43.5538,41.755,42.7382,80830,2019-07-31 04:00:00
227,42.285,41.23,42121256,43.195,40.7051,41.8274,100455,2019-08-01 04:00:00
228,40.2975,40.2975,42769328,40.995,39.82,40.2665,99472,2019-08-02 04:00:00
229,38.45,37.6975,58915744,38.4625,37.225,37.7912,139138,2019-08-05 04:00:00
230,38.45,38.0875,36127068,38.9075,37.6075,38.0837,79885,2019-08-06 04:00:00
231,37.475,38.4725,37256180,38.5925,37.3,38.1482,74943,2019-08-07 04:00:00
232,39.0525,39.565,30929888,39.5775,38.475,39.2219,69838,2019-08-08 04:00:00
233,39.1525,38.545,34181672,39.1875,38.0375,38.5095,75027,2019-08-09 04:00:00
234,38.02,37.8625,27919496,38.545,37.6425,38.0223,58084,2019-08-12 04:00:00
235,37.8475,39.0125,36051244,39.475,37.455,38.8929,81958,2019-08-13 04:00:00
236,38.1259,37.5175,41988132,38.2375,37.0778,37.6004,90246,2019-08-14 04:00:00
237,37.7075,37.1925,55446204,37.9075,36.8485,37.7147,129760,2019-08-15 04:00:00
238,39.8375,39.89,101538512,40.385,39.22,39.7845,183062,2019-08-16 04:00:00
239,41.03,42.695,81632244,42.855,40.8675,42.1841,156440,2019-08-19 04:00:00
240,42.64,41.9675,46082160,42.645,41.755,42.0438,91680,2019-08-20 04:00:00
241,42.6325,42.8075,42791092,43.3625,42.415,42.9631,88488,2019-08-21 04:00:00
242,42.905,42.87,30375672,43.3325,42.4761,42.9263,67842,2019-08-22 04:00:00
243,42.1,40.61,56949732,42.6475,40.41,41.1726,123128,2019-08-23 04:00:00
244,41.4025,41.3625,31859416,41.645,40.9775,41.3394,66871,2019-08-26 04:00:00
245,41.7475,40.45,28894956,41.775,40.155,40.7289,68002,2019-08-27 04:00:00
246,40.145,40.305,25582812,40.835,39.75,40.368,57015,2019-08-28 04:00:00
247,41.225,41.75,35837304,42.075,41.19,41.7559,75124,2019-08-29 04:00:00
248,42.215,41.8775,29090848,42.715,41.695,42.0953,65582,2019-08-30 04:00:00
249,41.145,41.0425,29651080,41.4775,40.813,41.0636,62147,2019-09-03 04:00:00
250,41.6525,42.19,22812036,42.265,41.6525,42.0563,57904,2019-09-04 04:00:00
251,43.2163,44.935,69648500,44.9975,43.2,44.5072,152781,2019-09-05 04:00:00
252,44.7,44.6625,37697676,45.2725,44.28,44.7137,81201,2019-09-06 04:00:00
253,44.975,45.125,41752532,45.995,44.96,45.3912,89655,2019-09-09 04:00:00
254,44.795,45.795,35281220,46.0625,44.6975,45.4791,86987,2019-09-10 04:00:00
255,45.9425,46.0825,36151128,46.5675,45.6501,46.1715,80637,2019-09-11 04:00:00
256,46.55,46.0675,32784100,47.1,45.9875,46.5245,73601,2019-09-12 04:00:00
257,45.3975,45.485,32459148,45.77,45.045,45.4364,82472,2019-09-13 04:00:00
258,44.73,45.0525,23183184,45.4,44.625,45.0969,62799,2019-09-16 04:00:00
259,45.12,45.2675,22847312,45.3089,44.6525,45.0306,63878,2019-09-17 04:00:00
260,45.1975,44.995,26403768,45.355,44.125,44.8383,72581,2019-09-18 04:00:00
261,45.055,44.235,25634276,45.24,44.1275,44.5911,57770,2019-09-19 04:00:00
262,44.225,43.1725,35725180,44.4625,43.07,43.6389,79103,2019-09-20 04:00:00
263,43.175,43.71,25561788,44.1675,43.1375,43.786,85298,2019-09-23 04:00:00
264,44.025,43.1325,32124180,44.3225,42.775,43.3826,89737,2019-09-24 04:00:00
265,43.1275,44.5575,31227488,44.755,42.6775,44.0327,85595,2019-09-25 04:00:00
266,44.46,44.335,23782592,44.5475,43.8225,44.2032,62246,2019-09-26 04:00:00
267,43.915,42.94,36595896,44.425,42.33,43.3043,97345,2019-09-27 04:00:00
268,43.2,43.5175,19319908,43.62,42.885,43.3496,60080,2019-09-30 04:00:00
269,43.75,43.5,36756600,45.25,43.4525,44.2371,104499,2019-10-01 04:00:00
270,43.28,43.26,29566176,43.4,42.5325,42.9837,88154,2019-10-02 04:00:00
271,43.305,45.3275,46273060,45.39,43,44.5112,135981,2019-10-03 04:00:00
272,45.35,45.4925,26796020,45.7875,44.695,45.349,86183,2019-10-04 04:00:00
273,46.145,46.0825,48831356,47.085,46.0575,46.5453,121781,2019-10-07 04:00:00
274,45.16,44.3075,44934264,45.16,44.125,44.5448,110821,2019-10-08 04:00:00
275,45.08,45.1775,30788328,45.675,44.79,45.2133,78574,2019-10-09 04:00:00
276,45.155,45.7575,32751556,46.27,45.1025,45.7933,79304,2019-10-10 04:00:00
277,46.6025,46.4975,45086672,47.335,46.4125,46.9154,113322,2019-10-11 04:00:00
278,46.41,46.6325,21033576,46.8425,46.0963,46.4997,50957,2019-10-14 04:00:00
279,47.54,49.0925,66798532,49.8225,47.4,48.9041,158154,2019-10-15 04:00:00
280,48.75,48.5525,43275312,49.805,48.4375,49.0555,104524,2019-10-16 04:00:00
281,49,48.5725,26431696,49.4536,48.025,48.5744,69065,2019-10-17 04:00:00
282,48.5775,47.6225,30762420,48.905,46.875,47.8158,81018,2019-10-18 04:00:00
283,48.24,49.0025,26696684,49.1375,48.05,48.7806,60461,2019-10-21 04:00:00
284,49.575,48.9025,33736912,50.6325,48.825,49.4143,87216,2019-10-22 04:00:00
285,48.0775,48.7725,28577000,48.915,47.7575,48.5183,63517,2019-10-23 04:00:00
286,49.1875,49.215,23903732,49.5525,48.845,49.2761,57845,2019-10-24 04:00:00
287,50.025,51.135,42309152,51.3451,49.9475,50.8592,109434,2019-10-25 04:00:00
288,51.575,51.6975,33079164,52.225,51.2792,51.7546,81367,2019-10-28 04:00:00
289,51.5575,50.73,21123680,51.6225,50.535,50.9112,57121,2019-10-29 04:00:00
290,51,50.75,20596152,51.0575,50.065,50.5739,55456,2019-10-30 04:00:00
291,50.54,50.255,20973260,50.75,49.4525,50.0604,58690,2019-10-31 04:00:00
292,49.9,50.6475,28363824,50.9725,49.6481,50.5543,71245,2019-11-01 04:00:00
293,51.4625,52.625,37671620,52.75,51.2301,51.9979,92240,2019-11-04 05:00:00
294,52.6225,52.4025,30086848,52.885,51.92,52.5417,77152,2019-11-05 05:00:00
295,52.16,51.9075,26901340,52.4175,51.0275,51.6755,67156,2019-11-06 05:00:00
296,52.7765,52.085,28033952,52.925,51.635,52.3989,77396,2019-11-07 05:00:00
297,51.915,51.945,18940748,52.2625,51.5375,51.9061,52197,2019-11-08 05:00:00
298,51.9375,52.045,24378944,52.2775,51.07,51.8469,62299,2019-11-11 05:00:00
299,52.43,52.4025,28383884,52.965,52.0775,52.5325,73307,2019-11-12 05:00:00
300,52.0875,52.1425,30236496,52.365,51.475,51.9343,74297,2019-11-13 05:00:00
301,52.2325,52.4475,52686540,52.47,51.629,52.241,149066,2019-11-14 05:00:00
302,52.425,51.0475,105364636,52.945,50.1594,51.2594,240723,2019-11-15 05:00:00
303,50.9725,53.07,57531852,53.3375,50.9425,52.6416,156698,2019-11-18 05:00:00
304,52.758,51.9975,41538024,52.995,51.4125,52.0402,111742,2019-11-19 05:00:00
305,51.7675,52.795,47301752,53.6375,51.6411,52.7188,125296,2019-11-20 05:00:00
306,52.75,52.545,28838920,53.31,52.3275,52.7597,76537,2019-11-21 05:00:00
307,52.7725,52.7225,22398380,53.2408,52.485,52.8103,60264,2019-11-22 05:00:00
308,54.01,55.3025,50734744,55.3525,53.88,54.9893,135665,2019-11-25 05:00:00
309,55.125,54.25,38568092,55.1724,54.185,54.4827,88848,2019-11-26 05:00:00
310,54.6675,54.56,21642872,55.0125,54.295,54.5532,58856,2019-11-27 05:00:00
311,54.25,54.185,14155696,54.535,53.945,54.2164,40028,2019-11-29 05:00:00
312,54.115,52.3125,37386968,54.25,52.16,52.7448,110156,2019-12-02 05:00:00
313,50.4675,51.915,47414612,51.955,50.0925,51.0995,131314,2019-12-03 05:00:00
314,52.755,52.355,27361836,52.98,52.0675,52.5121,76000,2019-12-04 05:00:00
315,52.575,52.185,18513776,52.7325,51.8771,52.2444,57101,2019-12-05 05:00:00
316,52.88,53.0425,23241828,53.3725,52.78,53.0814,67657,2019-12-06 05:00:00
317,52.8125,53.0425,21513280,53.5925,52.725,53.2134,63830,2019-12-09 05:00:00
318,53.345,53.495,25428912,54.015,52.815,53.5984,68543,2019-12-10 05:00:00
319,53.6,54.335,23376988,54.39,53.575,54.0899,61139,2019-12-11 05:00:00
320,54.045,56.0175,40608336,56.2,53.955,55.449,115212,2019-12-12 05:00:00
321,56.0475,55.9975,45496732,57.245,55.455,56.2335,122516,2019-12-13 05:00:00
322,56.475,56.2875,32130736,57.0161,56.1925,56.5703,74057,2019-12-16 05:00:00
323,56.475,57.0725,32326392,57.3,56.38,56.9635,85876,2019-12-17 05:00:00
324,57.4225,57.3775,34427876,57.985,57.3375,57.6473,92444,2019-12-18 05:00:00
325,57.725,58.865,45310696,59,57.675,58.65,121824,2019-12-19 05:00:00
326,59.5325,59.8425,60338428,60.0975,59.3388,59.7831,116747,2019-12-20 05:00:00
327,60.13,59.705,35473500,60.4525,59.5975,59.9147,86947,2019-12-23 05:00:00
328,59.55,59.655,13886388,59.8275,59.205,59.5053,36181,2019-12-24 05:00:00
329,59.69,59.7975,18321804,60.08,59.5,59.788,47502,2019-12-26 05:00:00
330,59.95,59.2175,25465004,60.085,58.9525,59.3147,63152,2019-12-27 05:00:00
331,58.9975,58.08,25824712,59.05,57.765,58.1781,72280,2019-12-30 05:00:00
332,57.725,58.825,23121132,58.9188,57.5325,58.6215,58663,2019-12-31 05:00:00
333,59.6875,59.9775,23767876,59.9775,59.18,59.6808,67912,2020-01-02 05:00:00
334,58.775,59.0175,20567872,59.4575,58.525,59.0961,63604,2020-01-03 05:00:00
335,58.08,59.265,26291248,59.3175,57.8275,58.8672,73912,2020-01-06 05:00:00
336,59.55,59.9825,31920576,60.4425,59.0975,59.9638,81624,2020-01-07 05:00:00
337,59.94,60.095,27724068,60.51,59.5373,60.0783,70240,2020-01-08 05:00:00
338,60.9625,60.755,25544212,61.4824,60.2138,60.9001,74146,2020-01-09 05:00:00
339,61.8325,61.08,31646240,62.1375,60.9375,61.5329,88189,2020-01-10 05:00:00
340,61.915,62.995,32033804,63.2471,61.6875,62.6724,94771,2020-01-13 05:00:00
341,62.565,61.82,35957932,62.82,61.6875,62.1112,100708,2020-01-14 05:00:00
342,61.9475,61.3925,26291544,62.1723,61.1325,61.5568,84672,2020-01-15 05:00:00
343,61.93,62.2325,28419164,62.2925,61.6938,62.0025,70540,2020-01-16 05:00:00
344,62.425,62.32,25376896,62.5,61.8425,62.1975,66857,2020-01-17 05:00:00
345,61.9513,61.985,21791700,62.3225,61.6426,62.0224,59103,2020-01-21 05:00:00
346,62.44,62.5125,23923868,63.3975,62.25,62.8473,76132,2020-01-22 05:00:00
347,62.93,63.215,24451444,63.3,62.0375,62.8502,70145,2020-01-23 05:00:00
348,64.375,62.62,37351356,64.875,62.075,63.2694,102729,2020-01-24 05:00:00
349,59.56,60.05,47053376,60.5625,58.0575,59.9144,127191,2020-01-27 05:00:00
350,60.7125,61.9925,31097604,62.3175,60.1786,61.4535,80343,2020-01-28 05:00:00
351,61.8475,61.385,25945116,62.21,60.985,61.5002,70764,2020-01-29 05:00:00
352,60.4025,61.4525,29050360,61.5875,59.85,60.7886,80282,2020-01-30 05:00:00
353,60.9925,59.1075,37041972,61.1125,58.6875,59.5259,108600,2020-01-31 05:00:00
354,58.925,60.0825,25592820,60.2778,58.8625,59.9151,73518,2020-02-03 05:00:00
355,61.5075,61.7825,27154356,61.975,61.005,61.5528,86750,2020-02-04 05:00:00
356,62.9975,62.69,20822008,63.1,61.8525,62.5252,75461,2020-02-05 05:00:00
357,63.035,63.5613,21828204,63.5625,62.22,63.0668,65483,2020-02-06 05:00:00
358,63.16,62.8975,18975212,63.3825,62.643,62.9864,57213,2020-02-07 05:00:00
359,63.125,65.7425,52960776,65.75,63.075,64.8963,138957,2020-02-10 05:00:00
360,66.83,66.9725,63855688,68.125,66.2075,67.3011,167142,2020-02-11 05:00:00
361,67.5025,68.135,37464472,68.2,67.1119,67.7806,113755,2020-02-12 05:00:00
362,67.5525,67.695,52724012,68.37,67.2775,68.6844,160103,2020-02-13 05:00:00
363,71.815,72.4475,104192372,73.7425,71.5,72.5455,289382,2020-02-14 05:00:00
364,71.4109,74.1425,62188100,74.3275,71.215,73.095,164870,2020-02-18 05:00:00
365,75.3725,78.675,69426124,78.8525,75.3714,77.5812,204299,2020-02-19 05:00:00
366,78.1913,77.175,81005036,79.08,74.0875,77.1314,216245,2020-02-20 05:00:00
367,76.0475,73.5175,76929324,76.3,72.665,74.1014,221330,2020-02-21 05:00:00
368,67.5475,68.32,85691132,70.4681,67,68.9624,284113,2020-02-24 05:00:00
369,69.0759,65.5125,105549768,69.6975,64.49,66.1359,301960,2020-02-25 05:00:00
370,65.515,66.9125,74654144,68.8625,65.5,67.3775,210168,2020-02-26 05:00:00
371,63.725,63.15,90641492,66.75,62.2225,64.4323,268430,2020-02-27 05:00:00
372,60.6138,67.5175,113467528,68.115,60.4475,64.9108,346145,2020-02-28 05:00:00
373,69.225,69.1075,89074556,69.3975,65.25,67.713,256780,2020-03-02 05:00:00
374,69.6666,66.4725,64963312,70.2675,65.615,67.842,201045,2020-03-03 05:00:00
375,67.55,71.1275,59740736,71.2225,66.8,69.2165,157582,2020-03-04 05:00:00
376,69.125,68.3225,53990748,70.8,67.875,69.0474,151150,2020-03-05 05:00:00
377,66.52,66.51,51519276,67.0975,64.5,65.8108,167821,2020-03-06 05:00:00
378,59.975,61.36,61415840,64.85,59.545,62.3294,202729,2020-03-09 04:00:00
379,64.135,65.27,57896872,65.27,61.4975,63.6765,170330,2020-03-10 04:00:00
380,63.8638,61.6175,50206772,64.15,60.6425,62.4889,158640,2020-03-11 04:00:00
381,56.365,54.0775,81654140,59.0298,53.95,56.2535,254309,2020-03-12 04:00:00
382,57.625,60.21,63483772,60.255,54.9025,57.2502,202928,2020-03-13 04:00:00
383,53.1025,49.1,72697212,56.525,48.5,52.8915,226369,2020-03-16 04:00:00
384,50.2275,54.3175,83363196,55.215,47.75,52.472,265490,2020-03-17 04:00:00
385,50.0238,50.705,87426628,52.485,45.1702,49.0445,263397,2020-03-18 04:00:00
386,50.49,53.2425,76520388,54.1825,48.3475,51.9944,206906,2020-03-19 04:00:00
387,54.75,51.4375,80463416,57.58,51.2825,54.4319,219531,2020-03-20 04:00:00
388,51.4275,53.1725,64387464,54.12,49.63,52.2397,185001,2020-03-23 04:00:00
389,57.25,62.295,110164380,63.165,57.0125,61.2085,317558,2020-03-24 04:00:00
390,63.45,61.405,79343068,65.455,60.915,63.503,232153,2020-03-25 04:00:00
391,63.485,64.31,69758768,65.555,62.5,64.0048,196883,2020-03-26 04:00:00
392,62.5,63.1825,63882976,65.7794,62.17,63.8306,176081,2020-03-27 04:00:00
393,63.84,66.3975,60225012,66.49,63.3975,65.5545,174110,2020-03-30 04:00:00
394,66.8,65.9,94996056,68.85,64.4375,66.633,239233,2020-03-31 04:00:00
395,63.9125,60.7675,65691312,65.3825,60.32,62.8363,185913,2020-04-01 04:00:00
