LTCUSD,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
343,59.17,61.61,355593.933579585,62.35,57.456,60.2361,53287,2022-08-10
344,61.58,61.89,244503.605947849,63.55,61.461,62.4374,41564,2022-08-11
345,61.89,62.95,197539.741782347,63.11,60.62,61.8646,45014,2022-08-12
346,62.93,63.86,232035.487773564,65.71,62.634,64.0595,43653,2022-08-13
347,63.86,63.17,225861.595782277,65.83,62.39,64.3479,43684,2022-08-14
348,63.16,60.69,331938.829337736,65.348,59.653,61.9504,50310,2022-08-15
349,60.68,61.33,243150.553085948,61.77,59.945,60.9462,44014,2022-08-16
350,61.31,60.49,364156.381894397,64.72,59.7,61.8114,56086,2022-08-17
351,60.46,60.01,234524.63890651,61.7,59.35,60.7648,42855,2022-08-18
352,60.02,54.02,466147.814396169,60.17,53.24,55.9745,73250,2022-08-19
353,54.02,54.1,298346.115724587,55.621,52.611,54.5839,49823,2022-08-20
354,54.12,55.68,174753.428991787,56.01,53.8,54.8376,38453,2022-08-21
355,55.653,57.22,347161.450712479,57.455,52.3,55.2044,57528,2022-08-22
356,57.203,57.1,243424.431964417,57.785,53.92,56.4278,46374,2022-08-23
357,57.12,56.46,299877.697478709,57.716,55.55,56.6589,48297,2022-08-24
358,56.47,56.62,205097.030374328,57.549,55.82,56.7217,43850,2022-08-25
359,56.61,52.71,288475.474044315,58.31,52.11,55.3006,60834,2022-08-26
360,52.69,53.03,342654.218987757,53.47,51.69,52.5454,45848,2022-08-27
361,53.03,53.39,319202.611414224,56.09,52.451,54.3267,47007,2022-08-28
362,53.4,55.79,288611.454793051,56.769,52.503,55.0167,51336,2022-08-29
363,55.79,53.044,268523.82486331,56.268,51.85,53.9544,49357,2022-08-30
364,52.975,53.83,254421.38972474,55.27,52.975,54.3141,47742,2022-08-31
365,53.84,57.56,409015.399726064,57.85,53.2,55.7832,66401,2022-09-01
366,57.58,61.02,478203.318730521,62.46,56.48,59.8324,83419,2022-09-02
367,61.049,60.19,296777.942307075,62.264,59.54,60.7867,59849,2022-09-03
368,60.127,60.93,233418.136472426,61.039,58.6,59.6813,50059,2022-09-04
369,60.92,60.36,271550.775476238,61.66,59.26,60.1742,53220,2022-09-05
370,60.41,54.12,576482.683106352,62.776,54,58.0701,74785,2022-09-06
371,54.09,57.3,411168.161151384,58.3,52.919,55.0825,62760,2022-09-07
372,57.29,57.99,311173.94054308,58.65,56.054,57.2164,63219,2022-09-08
373,57.938,61.15,320362.70985395,61.97,57.7,60.379,63673,2022-09-09
374,61.16,63.32,337437.552518114,64.761,60.561,62.7783,61302,2022-09-10
375,63.32,62.18,203717.88365357,64.48,61.283,62.903,46418,2022-09-11
376,62.17,61.4,279889.65627398,63.24,60.09,61.4838,57485,2022-09-12
377,61.38,59.1,577369.874524334,67.48,58.31,62.6399,82781,2022-09-13
378,59.08,60.2,304912.701634058,61.24,58.2,59.7356,51060,2022-09-14
379,60.2,56.34,401799.792922287,60.879,55.83,58.368,62012,2022-09-15
380,56.34,55.93,332729.609468253,56.988,54.62,55.7158,51834,2022-09-16
381,55.961,57.82,170297.88027737,58.723,55.8,57.1933,36650,2022-09-17
382,57.82,52.65,250493.071979029,57.85,52.072,55.4754,45753,2022-09-18
383,52.666,52.89,361898.140318395,53.732,50,51.7234,53208,2022-09-19
384,52.89,52.34,431801.814664603,53.89,50.86,52.2183,58392,2022-09-20
385,52.321,51.08,537788.055276809,55.55,50.23,52.9087,68886,2022-09-21
386,51.08,53.58,227930.699803878,54.15,50.63,52.76,42045,2022-09-22
387,53.56,55.23,352563.288904211,55.34,51.39,53.3545,49652,2022-09-23
388,55.266,53.43,244524.153828635,56,53.16,54.9032,38837,2022-09-24
389,53.42,52.55,193805.709129486,54.453,52.27,53.6581,34028,2022-09-25
390,52.53,53.45,233049.759257201,53.768,51.88,52.9163,43229,2022-09-26
391,53.42,52.67,268693.929163828,55.808,51.81,53.9145,40899,2022-09-27
392,52.68,53.28,233210.759520156,53.865,51.01,52.774,39136,2022-09-28
393,53.29,53.98,220893.92353949,54.237,52.24,53.4299,36783,2022-09-29
394,53.98,53.48,222172.631140638,55.14,52.85,53.7871,38833,2022-09-30
395,53.48,52.93,158698.86667869,53.845,52.437,53.2456,34098,2022-10-01
396,52.92,51.82,176840.971314068,53.47,51.66,52.6868,37263,2022-10-02
397,51.81,54.18,222542.824125499,54.361,51.48,53.1906,41997,2022-10-03
398,54.17,55.32,194858.808475849,55.75,53.87,54.8106,43952,2022-10-04
399,55.3,54.64,204832.44999988,55.33,53.31,54.3535,42493,2022-10-05
400,54.65,53.56,227052.433068388,55.07,53.343,54.3579,43478,2022-10-06
401,53.55,52.86,191733.53184329,53.86,52.28,53.0295,42491,2022-10-07
402,52.845,52.82,152813.098662089,53.55,52.397,53.1276,37629,2022-10-08
403,52.8,53.93,131170.210716131,54.02,52.7,53.4365,28168,2022-10-09
404,53.91,52.63,230484.078965359,54.48,52.4,53.3558,39674,2022-10-10
405,52.64,52.01,188058.339177191,52.66,51.11,51.9187,35749,2022-10-11
406,52.01,52.23,221180.913732087,63.529,51.58,52.599,35420,2022-10-12
407,52.23,51.09,310130.193595433,52.523,48.33,50.4344,53516,2022-10-13
408,51.084,51.32,176105.520193828,52.65,50.91,51.7481,41110,2022-10-14
409,51.31,50.4,109038.81710082,51.68,50.25,51.2037,31801,2022-10-15
410,50.39,51.447,106088.80768349,51.852,50.3,51.0223,29232,2022-10-16
411,51.45,51.84,126652.101479511,52.196,51.04,51.6302,29384,2022-10-17
412,51.86,51.88,152280.014593308,52.242,50.76,51.6349,33757,2022-10-18
413,51.86,50.92,139133.224931708,52.013,50.75,51.3998,35295,2022-10-19
414,50.92,51.22,142735.36030456,52.12,50.56,51.3409,39779,2022-10-20
415,51.23,51.644,156370.569273089,51.849,49.55,50.9902,42986,2022-10-21
416,51.65,52.19,112073.12714132,52.5,51.37,52.034,34317,2022-10-22
417,52.234,54.03,131914.013790391,54.076,51.83,52.7235,29010,2022-10-23
418,54.064,52.55,187187.534312679,54.239,52.11,52.9994,34086,2022-10-24
419,52.55,55.96,279686.152569009,56.84,52.27,54.5482,42933,2022-10-25
420,55.97,56.42,237941.526512551,57.645,55.69,56.5363,44616,2022-10-26
421,56.42,54.76,227349.9707592,57.37,54.51,55.7615,43189,2022-10-27
422,54.77,54.92,201180.334273471,55.631,53.5,54.6433,40374,2022-10-28
423,54.93,56.65,228369.485155516,57.659,54.67,56.0221,41610,2022-10-29
424,56.61,55.39,195350.289194678,57.539,54.76,56.0543,39600,2022-10-30
425,55.39,55.01,351382.085430549,56.6,54,55.0469,55839,2022-10-31
426,55.02,55.11,214434.33697384,55.937,54.49,55.0929,39541,2022-11-01
427,55.1,60.94,748419.725074586,62.903,54.67,59.6224,109139,2022-11-02
428,60.95,61.933,680413.071767568,64.77,60.1,62.4765,98146,2022-11-03
429,61.86,67.61,628295.95547639,70.47,61.65,66.1035,94716,2022-11-04
430,67.59,69.28,473609.095545999,72.317,67.09,69.6199,79428,2022-11-05
431,69.27,68.29,300072.438103035,71,67.5,69.2388,54035,2022-11-06
432,68.351,67.44,564803.620731491,73.3,66.22,69.9813,85109,2022-11-07
433,67.45,57.86,864666.665629658,68.902,53.743,62.8296,129118,2022-11-08
434,57.8,50.67,784100.084540551,59.92,47.5,55.1101,123750,2022-11-09
435,50.59,60.38,621310.151114329,61.187,49.53,55.9228,107519,2022-11-10
436,60.39,61.32,469350.06620194,64.335,58.33,61.2288,92552,2022-11-11
437,61.408,59.86,358835.948530633,63.76,58.03,59.9566,62908,2022-11-12
438,59.88,57.28,205169.854005011,60.359,56.17,58.0824,47407,2022-11-13
439,57.26,56.62,352800.04814201,59.204,53.4,56.3945,69844,2022-11-14
440,56.59,57.9,219887.622491617,59.546,56.42,58.1485,53724,2022-11-15
441,57.92,57.45,251524.452655588,60.11,56.66,57.8697,46506,2022-11-16
442,57.447,62.495,404158.624305388,63.24,56.95,59.9546,68927,2022-11-17
443,62.54,62.55,294592.796133725,63.88,61.45,62.5177,67923,2022-11-18
444,62.55,63.9,168363.466997355,64.6,61.23,63.0439,61514,2022-11-19
445,63.9,61.99,230539.476832421,64.812,60.31,62.3919,51921,2022-11-20
446,61.99,61.24,457046.589461987,63.492,59.11,61.0746,78729,2022-11-21
447,61.23,70.55,608054.166402253,71.24,61,66.9289,98474,2022-11-22
448,70.54,78.9,925391.195156011,83.75,69.5,78.0297,147960,2022-11-23
449,78.9,78.6,515602.774956075,79.437,74.98,77.563,91012,2022-11-24
450,78.61,74.095,448975.916655666,79.819,72.88,75.6946,80396,2022-11-25
451,74.06,76.43,369373.011783277,79.6,73.84,76.7596,66116,2022-11-26
452,76.46,74.88,288569.381437525,79.294,74.08,76.634,58983,2022-11-27
453,74.86,73.91,518684.275142045,75.369,70.5,72.6364,86181,2022-11-28
454,73.92,75.77,350122.03429867,77.959,73.39,76.0621,70174,2022-11-29
455,75.78,79.23,392672.590981615,80.749,75.42,78.2998,70013,2022-11-30
456,79.2,77.59,348568.782121446,80.629,76.21,77.4749,58979,2022-12-01
457,77.58,77.94,247903.031968547,78.13,75.363,76.5828,46886,2022-12-02
458,77.899,76.48,163883.622918009,78.13,75.46,76.6284,38650,2022-12-03
459,76.43,77.09,152589.089721988,77.547,75.78,76.6388,34696,2022-12-04
460,77.07,80.21,512585.279752337,85.08,76.8,81.6375,82089,2022-12-05
461,80.21,79.88,303830.430764874,81.79,77.68,79.5212,55235,2022-12-06
462,79.91,76.91,355426.924912871,80.38,75.56,77.4399,55509,2022-12-07
463,76.92,78.29,380026.718891676,78.76,74.48,76.2556,65787,2022-12-08
464,78.25,76.32,215817.943647184,78.856,75.83,77.3677,54660,2022-12-09
465,76.377,76.37,157872.258994217,77.49,75.64,76.4313,43810,2022-12-10
466,76.35,76.51,151071.149793969,78.463,76.3,77.3688,45642,2022-12-11
467,76.5,76.23,261638.539554556,76.782,73.52,75.088,61942,2022-12-12
468,76.23,77.39,403265.267946022,80.295,74.33,77.2598,71223,2022-12-13
469,77.37,75.36,322415.98966753,79.201,74.177,77.1938,59957,2022-12-14
470,75.34,72.44,286508.767829937,75.519,71.75,73.7701,50744,2022-12-15
471,72.471,66.25,539385.805498235,73.605,65,68.7629,89495,2022-12-16
472,66.23,64.9,382134.228213196,67.745,62.626,64.743,88608,2022-12-17
473,64.91,64.43,239196.226354246,65.97,63.05,64.3683,54703,2022-12-18
474,64.42,63.36,394618.442661186,65.099,61,62.8959,72956,2022-12-19
475,63.34,65.58,372418.37532344,66.9,63.1,64.9843,66219,2022-12-20
476,65.57,65.39,245678.060075169,66.859,64.62,65.5746,59753,2022-12-21
477,65.39,66.18,221174.051516284,66.73,64.25,65.469,53597,2022-12-22
478,66.16,65.73,174721.850188068,66.811,64.96,65.8344,38890,2022-12-23
479,65.75,65.76,89825.6283553885,66.084,65.02,65.6376,30260,2022-12-24
480,65.75,69.16,188255.842953118,69.778,65.31,67.1387,41000,2022-12-25
481,69.199,70.76,230197.072903765,71.65,68.59,69.9576,45464,2022-12-26
482,70.868,68.66,216234.430158741,71.179,67.75,69.4713,44528,2022-12-27
483,68.768,66.3,363340.118514861,69.496,65.65,67.4174,56268,2022-12-28
484,66.28,66.65,216686.234123588,67.326,65.53,66.4954,38760,2022-12-29
485,66.62,67.93,238750.380175382,68.77,66.03,67.2363,42363,2022-12-30
486,67.91,70.07,224775.203630229,71.17,67.56,69.3907,39231,2022-12-31
487,70.238,70.89,206903.204796437,71.602,68.88,70.1969,35714,2023-01-01
488,71.05,74.882,381190.929633645,78.469,70.03,74.1509,55322,2023-01-02
489,74.71,75.51,297204.20918457,76.5,73.5,75.1248,45492,2023-01-03
490,75.653,75.41,401701.576444423,78.16,74.25,76.0727,66067,2023-01-04
491,75.4,74.23,278538.972905214,76.315,73.59,74.8169,47862,2023-01-05
492,74.2,75.89,429583.725435765,76.658,72.2,74.4412,70054,2023-01-06
493,75.9,76.36,160543.94517625,76.862,75.45,76.0704,37198,2023-01-07
494,76.411,78.6,217725.775485923,78.9,75.09,76.312,42100,2023-01-08
495,78.874,81.6,534203.355255346,83.72,78.09,81.7465,76313,2023-01-09
496,81.6,80.89,340898.747146094,82.85,79.44,81.11,56941,2023-01-10
497,80.86,84.07,326487.356916897,85.102,79.91,82.1606,52139,2023-01-11
498,84.147,86.1,434708.21850945,88.495,80.671,84.4759,68994,2023-01-12
499,86.08,86.26,309065.945189629,87.99,83.6,85.0798,54172,2023-01-13
500,86.27,87.87,641882.435952868,91.457,85.99,88.4075,94060,2023-01-14
501,87.84,87.37,278462.636876617,88.768,85.12,87.2484,49250,2023-01-15
502,87.37,85.91,364284.102271447,89.223,83.85,86.5473,56842,2023-01-16
503,85.91,87.01,315773.154425269,89.486,84.531,86.7369,53728,2023-01-17
504,87.01,82.64,391768.159423092,88.479,81.92,85.0579,66645,2023-01-18
505,82.65,84.23,205575.749987551,84.59,81.67,83.1445,41980,2023-01-19
506,84.23,90.29,259136.434664649,91.35,82.99,86.7606,55503,2023-01-20
507,90.332,87.93,295488.581564594,92.09,87.6,89.6782,62307,2023-01-21
508,87.93,87.6,201525.062614461,90.04,86.46,88.4629,41079,2023-01-22
509,87.58,89.94,227837.445790948,93.18,87.47,89.8963,46201,2023-01-23
510,89.96,87.24,184680.389718662,91.474,86.06,89.4514,37779,2023-01-24
511,87.24,89.41,192810.50342704,91.98,85.54,88.1991,40322,2023-01-25
512,89.44,87.54,142553.86912084,89.97,86.827,88.4704,42378,2023-01-26
513,87.53,88.93,169115.701415176,89.24,85.781,87.81,50762,2023-01-27
514,88.9,89.7,115702.58610592,89.98,86.912,88.5536,42720,2023-01-28
515,89.7,94.85,376283.311966086,97.79,89.677,95.0722,92599,2023-01-29
516,94.87,91.3,275706.73309224,96.15,88.2,92.3295,61235,2023-01-30
517,91.4,94.13,305689.189532483,96.27,91.32,94.2547,54852,2023-01-31
518,94.12,100.33,417909.386778684,102.65,93.72,96.996,75702,2023-02-01
519,100.33,98.6,237707.824672638,102.28,97.94,100.2352,55654,2023-02-02
520,98.64,99.87,197172.629721919,100.82,97.48,99.1463,45707,2023-02-03
521,99.89,98.52,123712.497067812,101.38,98.161,99.3889,34739,2023-02-04
522,98.49,96.7,149684.877160228,98.88,94.81,96.9248,38147,2023-02-05
523,96.69,95.93,155875.19089224,97.97,94.78,96.491,36412,2023-02-06
524,95.9,100.9,239964.782964072,101.62,95.88,99.3214,49708,2023-02-07
525,100.91,99.21,248245.24492647,102.38,96.84,99.8506,46766,2023-02-08
526,99.23,92.07,379428.504874282,99.49,89.969,94.6238,67389,2023-02-09
527,92.11,93.39,237536.987913276,94.18,91.063,92.5032,44816,2023-02-10
528,93.35,94.31,130599.528981901,94.874,92.646,93.8208,30816,2023-02-11
529,94.3,92.46,118733.16086724,94.599,90.98,93.3134,31367,2023-02-12
530,92.52,91.13,297800.167173154,95,88.22,91.0332,53529,2023-02-13
531,91.14,95.86,218856.113035357,95.99,88.98,93.2088,42853,2023-02-14
532,95.87,102.86,268095.926616807,104.06,95.04,98.8469,50317,2023-02-15
533,102.88,98.58,269435.481284366,105.72,98.42,102.0676,57670,2023-02-16
534,98.572,100.16,178210.799591687,101.74,98.207,99.9231,44755,2023-02-17
535,100.14,99.75,134783.933898962,101.93,98.94,100.3061,36534,2023-02-18
536,99.73,97.48,176468.803669129,101.63,96.76,98.9908,43712,2023-02-19
537,97.43,95.87,218564.057534389,98.739,94.459,96.5181,45301,2023-02-20
538,95.88,93.82,270125.702045468,96.81,91.55,94.1885,50480,2023-02-21
539,93.82,95.24,251949.161014379,95.56,91.58,93.9225,56199,2023-02-22
540,95.288,94.621,149966.946122189,96.285,93.31,94.9068,35791,2023-02-23
541,94.62,91.58,187249.59585869,95.298,89.98,92.6242,47996,2023-02-24
542,91.59,93.209,129318.165999651,93.517,90.31,91.8305,37208,2023-02-25
543,93.15,95.24,130934.771418761,95.52,92.76,94.2448,38805,2023-02-26
544,95.24,94.06,181003.878227889,96.065,92.421,94.4295,43212,2023-02-27
545,94.06,93.772,169936.091706751,96.049,93.03,94.4232,41633,2023-02-28
546,93.8,97.77,207209.980537299,98.351,93.56,96.6608,45670,2023-03-01
547,97.75,95.4,168457.295023757,98.34,93.92,96.0394,40558,2023-03-02
548,95.4,90.606,295877.845802214,95.499,84.824,89.6611,60290,2023-03-03
549,90.58,89.33,70969.1638169912,90.86,87.421,89.7005,23513,2023-03-04
550,89.35,89.94,168044.989967668,91.81,89.18,90.6522,47705,2023-03-05
551,89.94,87.38,284678.536770335,90.65,86.55,88.2981,55786,2023-03-06
552,87.36,86.28,267554.050705399,88.97,83.9,86.2409,43932,2023-03-07
553,86.27,82.76,241921.029016875,86.699,81.31,84.1114,46354,2023-03-08
554,82.72,76.68,305369.852743504,84.939,74.96,80.0752,52760,2023-03-09
555,76.73,71.68,481449.326775427,76.859,67.96,71.7488,73066,2023-03-10
556,71.67,69.76,470698.293652664,74.93,65.28,69.7043,68490,2023-03-11
557,69.74,76.508,328550.348956881,76.95,67.622,71.2363,54559,2023-03-12
558,76.89,81.87,446752.416854265,83.68,74.075,79.404,70532,2023-03-13
559,81.84,84.3,539808.560944742,88.66,79.4,84.4377,78618,2023-03-14
560,84.122,76.77,395449.02748086,85.92,75.155,79.86,74536,2023-03-15
561,76.76,79.04,415642.121154423,80.13,75.804,78.4718,66784,2023-03-16
562,79.028,85.73,283559.929613836,85.79,78.34,82.5374,60477,2023-03-17
563,85.461,83.26,257484.152114915,88.09,81.989,85.782,57685,2023-03-18
564,83.22,84.11,169876.11142765,86.69,82.167,84.5444,42098,2023-03-19
565,84.25,78.34,249047.998742618,84.56,77.755,81.8177,52572,2023-03-20
566,78.32,82.77,219447.89534149,83.7,76.714,80.9762,45627,2023-03-21
567,82.74,87.194,496788.256018752,89.14,78.4,82.9575,81376,2023-03-22
568,87.235,93.88,537995.337545485,94.88,85.577,90.9221,85339,2023-03-23
569,93.88,93.74,456465.474040154,96.11,88.82,92.2215,75217,2023-03-24
570,93.73,91.6,180053.946592198,94.42,90,92.4943,40851,2023-03-25
571,91.6,93.41,227242.689340909,94.92,90.574,93.4127,44245,2023-03-26
572,93.41,89.27,270683.057884814,94.25,87.6,90.4029,54373,2023-03-27
573,89.3,89.14,317395.823388794,89.64,85.61,87.3414,54026,2023-03-28
574,89.16,91.33,260238.899824101,93.02,88.964,91.2552,49694,2023-03-29
575,91.33,89.1,345809.601807847,93.36,86.64,89.5775,61485,2023-03-30
576,89.09,89.59,185148.353085427,90.35,87.27,89.303,43597,2023-03-31
577,89.59,92.6,259258.589154518,94.3,89.36,92.768,50629,2023-04-01
578,92.59,92.806,172001.10591428,94.62,90.316,92.8253,43646,2023-04-02
579,92.807,92.98,269117.317341405,95.88,89.617,92.3077,55374,2023-04-03
580,92.99,92.61,194984.191518616,94.05,91.58,92.8966,43155,2023-04-04
581,92.63,92.67,231270.135141365,95.08,91,93.3644,48957,2023-04-05
582,92.63,91.04,154858.70387699,92.68,89.78,91.3455,37392,2023-04-06
583,91,90.69,98705.381337248,91.55,89.029,90.3633,30721,2023-04-07
584,90.66,89.96,67355.0584105598,91.51,89.11,90.4095,25530,2023-04-08
585,89.778,90.63,69686.3938218699,91.11,89.095,90.2181,24518,2023-04-09
586,90.65,93.83,143686.29955363,94.53,89.894,92.2697,34632,2023-04-10
587,93.84,94.29,231005.855470891,97.05,93.117,95.1566,51799,2023-04-11
588,94.146,92.16,209566.560391683,94.82,90.92,92.2435,51103,2023-04-12
589,92.16,94.27,136217.654009225,94.62,91.725,93.6459,45231,2023-04-13
590,94.26,96.41,315332.959634259,99.44,93.4,96.727,62864,2023-04-14
591,96.39,96.8,113370.65648478,97.43,94.77,96.1276,39522,2023-04-15
592,96.651,100.06,305084.183242435,102.21,95.066,99.4718,63642,2023-04-16
593,99.982,98.89,199450.189503119,100.37,97.301,98.8642,48667,2023-04-17
594,98.91,101.87,244929.310528075,103.42,97.61,101.285,68642,2023-04-18
595,101.92,90.51,460658.833621356,101.95,86.88,94.7193,96199,2023-04-19
596,90.496,90.26,346424.712879712,92.464,87.1,89.9032,71164,2023-04-20
597,90.246,85.34,313637.611325365,90.953,84.321,88.1511,68194,2023-04-21
598,85.34,87.05,118953.179984392,87.24,84.769,86.2593,32625,2023-04-22
599,87.07,86.78,132050.743694102,87.128,84.289,86.0781,34907,2023-04-23
600,86.79,88.32,213379.913470007,89.017,85.92,87.6218,40407,2023-04-24
601,88.357,91.03,253502.713438405,91.85,87.2,89.4944,44348,2023-04-25
602,91.05,88.17,526348.424943101,94.01,84.21,89.6253,78052,2023-04-26
603,88.147,89.76,343871.385274558,90.711,87.301,89.1439,56060,2023-04-27
604,89.75,89.71,204947.292784289,90.42,87.64,89.277,42910,2023-04-28
605,89.69,91.13,131798.367529411,91.77,89.29,90.4055,34260,2023-04-29
606,91.11,88.18,143801.002766331,91.525,87.8,89.9789,35404,2023-04-30
607,88.27,86.75,231926.007192857,88.92,85.13,86.9069,50339,2023-05-01
608,86.75,88.202,162759.80527631,89.16,86,87.9367,38950,2023-05-02
609,88.24,88.88,190138.243082739,89.906,85.43,87.3443,44965,2023-05-03
610,88.92,88.42,106808.980796562,89.189,87.44,88.2213,35332,2023-05-04
611,88.43,88.73,188003.628265112,90,86.13,88.2487,50759,2023-05-05
612,88.7,83.44,245183.524075948,89.43,80.67,84.7304,61533,2023-05-06
613,83.42,83.52,120592.737692438,84.8,83.002,83.8496,41927,2023-05-07
614,83.549,77.8,357602.867784019,85.37,75.26,79.7693,74496,2023-05-08
615,77.8,79.96,233472.27287423,80.14,77.36,78.788,58878,2023-05-09
616,79.95,81.01,357338.455748795,82.11,77.08,80.2899,83855,2023-05-10
617,80.97,80.93,282250.340672059,82.06,78.38,80.3273,76782,2023-05-11
618,80.93,80.49,284522.730910268,81.55,76.68,79.0498,79605,2023-05-12
619,80.48,80.27,111158.098969357,81.13,79.819,80.4582,48829,2023-05-13
620,80.29,83.54,173801.201277903,84.1,79.58,81.8975,57707,2023-05-14
621,83.54,86.94,343255.419098277,88.65,82.18,86.6849,85442,2023-05-15
622,86.93,90.01,429423.349401566,90.652,86.15,88.8958,86838,2023-05-16
623,90.122,93.9,496969.705297709,95.06,89.6,92.5515,81232,2023-05-17
624,93.88,90.38,329574.157974792,94.25,89.21,91.766,51863,2023-05-18
625,90.41,91.8,262251.062386098,93.396,90.26,91.9396,50390,2023-05-19
626,91.895,92.46,106506.880351841,92.864,90.48,91.6266,33801,2023-05-20
627,92.458,92.2,142184.53303933,93.59,91.17,92.2599,35776,2023-05-21
628,92.2,90.86,170092.05250264,92.82,89.85,91.1649,40628,2023-05-22
629,90.86,91.7,154295.011203058,93.221,90.38,91.6063,38976,2023-05-23
630,91.7,85.84,377291.587125336,91.98,84.38,86.7024,63601,2023-05-24
631,85.81,86.61,260008.906950092,86.833,82.52,84.5804,51454,2023-05-25
632,86.659,87.1,222360.145497384,88.25,86.08,87.2416,50356,2023-05-26
633,87.1,88.59,110394.6696361,88.938,86.94,88.0279,35282,2023-05-27
634,88.59,91.49,207674.782171291,92.409,88.17,90.0635,44400,2023-05-28
635,91.53,90.9,172737.244548832,92.332,90.14,91.1002,41844,2023-05-29
636,90.9,92.29,191614.52083645,93.37,90.53,92.0267,46942,2023-05-30
637,92.29,90.44,324753.664486758,92.766,87.67,89.5723,59542,2023-05-31
638,90.44,94.23,419214.786752607,95.971,89.12,93.1884,79267,2023-06-01
639,94.25,95.49,236313.507013597,95.7,92.5,94.5915,54752,2023-06-02
640,95.5,96.04,153748.47629176,97.6,94.142,96.0399,41390,2023-06-03
641,96.031,94.21,170291.3100017,96.52,93.69,95.4852,39115,2023-06-04
642,94.19,87.75,464319.836801864,94.59,83.27,88.9282,73467,2023-06-05
643,87.74,90.94,354615.174281245,91.464,85.61,88.6414,64413,2023-06-06
644,90.94,88.84,265116.716096579,91.36,87.45,89.2447,51450,2023-06-07
645,88.87,88.53,138060.448064071,89.611,87.21,88.3464,38744,2023-06-08
646,88.53,89.3,231030.854746447,90.08,86.58,88.7358,49600,2023-06-09
647,89.29,77.2,644039.067971559,89.409,71.737,78.8118,104363,2023-06-10
648,77.24,77.72,199027.299933037,79.095,76.21,77.7421,44982,2023-06-11
649,77.75,77.51,250333.578848352,77.946,74.99,76.6386,48520,2023-06-12
650,77.543,77.51,256605.285346666,79.824,76.27,77.8347,46057,2023-06-13
651,77.5,73.15,283434.738042113,78.169,71.032,75.2172,53246,2023-06-14
652,73.16,74.54,209939.09741703,75.176,71.92,73.4926,49378,2023-06-15
653,74.54,76.08,171633.097833301,76.954,74.05,75.5014,38373,2023-06-16
654,76.08,76.86,123956.957843522,77.902,75.65,76.9444,34829,2023-06-17
655,76.87,77.17,109829.00755552,78.563,76.21,77.406,33079,2023-06-18
656,77.15,77.44,151528.710572449,77.858,76.02,76.9319,37002,2023-06-19
657,77.43,80.39,282250.310995481,80.963,75.55,78.3393,53784,2023-06-20
658,80.38,85.05,461406.428168902,87.45,80.04,84.3759,78166,2023-06-21
659,85.09,86.07,285439.116462817,88.934,84.35,86.4164,55839,2023-06-22
660,86.08,91.32,413309.700348302,93.119,85.02,88.9866,80597,2023-06-23
661,91.3,89.79,272097.256328637,93.884,83.32,89.8761,55945,2023-06-24
662,89.79,88.25,166115.687249419,90.515,86.58,88.7033,41599,2023-06-25
663,88.27,87.22,253217.527003279,90.37,85.58,87.563,51732,2023-06-26
664,87.2,88.09,186210.20231082,89.5,86.94,88.2725,40739,2023-06-27
665,88.09,83.01,294396.604920713,88.12,81.641,84.7243,62559,2023-06-28
666,82.98,84.71,156262.055314909,85.793,82.91,84.4379,41046,2023-06-29
667,84.73,108.66,1510237.86766676,111.68,84.29,100.1419,247983,2023-06-30
668,108.7,107.12,614182.74082809,112.79,102.91,107.0002,126781,2023-07-01
669,107.1,113.62,688686.314211758,114.17,105.07,110.4103,132959,2023-07-02
670,113.61,107.3,525101.441391268,115.41,105.39,109.5361,95776,2023-07-03
671,107.27,104.28,397416.093566061,109.62,103.44,106.541,78858,2023-07-04
672,104.32,102.61,532961.82835969,106.73,97.48,102.3998,98682,2023-07-05
673,102.71,95.24,589082.367089079,106,95.13,100.5903,110777,2023-07-06
674,95.317,98.24,374854.507531033,98.713,94.14,96.7916,77268,2023-07-07
675,98.24,97.8,174098.648620774,98.57,96.47,97.6163,42148,2023-07-08
676,97.79,95.1,183018.230293932,98.46,94.51,96.7983,44937,2023-07-09
677,95.12,96.77,439254.318030404,97.88,91.71,94.9874,78192,2023-07-10
678,96.77,96.78,238224.899262445,98.41,95.51,97.01,51922,2023-07-11
679,96.79,96.21,194476.060888279,97.979,94.18,96.3417,47606,2023-07-12
680,96.2,101.92,637415.554475597,104.48,95.6,101.2201,120363,2023-07-13
681,101.93,95.2,746687.258967384,103.7,85.22,97.4691,116338,2023-07-14
682,95.18,94.77,159524.327011351,95.87,93.8,94.7611,44503,2023-07-15
683,94.865,92.97,146519.824589102,95.46,91.91,94.3196,42841,2023-07-16
684,92.91,92.22,246546.461885963,93.689,89.28,91.6431,56789,2023-07-17
685,92.22,91.55,174694.226764911,93.07,89.38,91.0938,43757,2023-07-18
686,91.58,92.01,188217.199218201,94.27,91.42,92.7141,42635,2023-07-19
687,91.99,92.36,235788.075773422,95.076,91.46,92.7777,50316,2023-07-20
688,92.38,94.219,237553.916342024,94.809,91.66,93.4835,48131,2023-07-21
689,94.08,92.06,204346.88594693,96.518,91.22,93.7904,47249,2023-07-22
690,92.173,93.17,165132.958410449,93.69,91.53,92.429,38483,2023-07-23
691,93.26,89.13,263940.541125121,93.469,87.11,89.7207,57255,2023-07-24
692,89.14,89.44,130489.955268389,90.266,88.56,89.297,39961,2023-07-25
