DOGEUSD,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
151,0.1431,0.1394,173207689.480476,0.14387,0.1381085,0.1411,50557,2022-01-30
152,0.1393,0.1417,291422939.694764,0.1449488,0.1363,0.1398,58816,2022-01-31
153,0.1416,0.1425,250507030.894324,0.14449,0.1408,0.1425,59740,2022-02-01
154,0.1425,0.1371,249843768.074705,0.14661,0.133079,0.1412,64245,2022-02-02
155,0.1372,0.1381,169445323.620841,0.139,0.1347,0.1369,49320,2022-02-03
156,0.1381,0.148,284683629.112008,0.14825,0.137,0.1421,66383,2022-02-04
157,0.1479,0.1470258,247702619.083413,0.1508,0.1447,0.1483,61681,2022-02-05
158,0.1470258,0.1541,295823240.551207,0.1559,0.1447,0.1508,69800,2022-02-06
159,0.1541,0.1654,918738794.526985,0.1735,0.1515,0.1634,164677,2022-02-07
160,0.16537,0.1584,459260196.441487,0.1701,0.153,0.1606,97879,2022-02-08
161,0.1583,0.1595,414148094.264232,0.1629187,0.1540181,0.1589,74586,2022-02-09
162,0.1594,0.1516,367924810.378856,0.161,0.15,0.1562,76156,2022-02-10
163,0.1516,0.14492,301674882.053213,0.15447,0.1422,0.149,66708,2022-02-11
164,0.14492,0.1445,203231965.938465,0.1476,0.1406,0.1437,50359,2022-02-12
165,0.1444,0.1482,614802337.67434,0.1585517,0.1437,0.1525,114256,2022-02-13
166,0.1481964,0.1458,337076624.452244,0.1508,0.1429,0.146,74182,2022-02-14
167,0.1458,0.1518,203878617.430549,0.15258,0.1448,0.1494,49774,2022-02-15
168,0.1518,0.1487375,158283093.667167,0.1518,0.1463,0.149,41614,2022-02-16
169,0.1488,0.1384,279910057.269339,0.15012,0.1369,0.1431,58766,2022-02-17
170,0.1385,0.1386,193596523.487864,0.14233,0.1361,0.1393,52839,2022-02-18
171,0.1386,0.14102,220614200.846072,0.1467,0.1384,0.1419,50225,2022-02-19
172,0.14112,0.1368,194740358.398492,0.1412,0.135,0.1375,43000,2022-02-20
173,0.1366,0.1284,355019671.354695,0.14203,0.1271,0.1344,67809,2022-02-21
174,0.1283,0.1314,262125352.522864,0.1321,0.12389,0.1285,61387,2022-02-22
175,0.1313,0.1274,164753279.885282,0.1358,0.1272,0.1315,43865,2022-02-23
176,0.1273,0.1241155,829134254.133575,0.1289441,0.1065,0.1167,132580,2022-02-24
177,0.1240614,0.1277,290532823.008893,0.12853,0.1205702,0.1245,58749,2022-02-25
178,0.1278,0.1277,213549421.63521,0.1307,0.1256,0.1281,42671,2022-02-26
179,0.1278,0.1229,227932655.591185,0.12861,0.12118,0.1247,45373,2022-02-27
180,0.12313,0.1334,312025473.530004,0.135,0.1213,0.1277,54491,2022-02-28
181,0.1334,0.1342,290563419.819396,0.1391,0.1297,0.134,62501,2022-03-01
182,0.1342,0.13312,170347479.064761,0.13758,0.1306,0.1336,48083,2022-03-02
183,0.1331,0.1297,139289437.961874,0.13399,0.12712,0.1305,37428,2022-03-03
184,0.1296,0.1227,257961191.845122,0.1302,0.12009,0.1254,47697,2022-03-04
185,0.1226,0.125,87966563.450303,0.12582,0.1208,0.1236,29314,2022-03-05
186,0.1251,0.1207,160910986.846323,0.12572,0.1193,0.1225,34910,2022-03-06
187,0.12065,0.1167,210291671.370862,0.1227,0.1132,0.1185,45210,2022-03-07
188,0.1167,0.11713,217328077.011488,0.12003,0.1152,0.1177,43731,2022-03-08
189,0.1171,0.12153,406464121.870641,0.12465,0.1164,0.1217,80737,2022-03-09
190,0.1216,0.1168,260257566.838391,0.12198,0.1147,0.117,43679,2022-03-10
191,0.1168,0.1154,146201877.840203,0.11864,0.11362,0.116,34603,2022-03-11
192,0.1154,0.1149,73385992.3309397,0.11735,0.1146,0.1161,22700,2022-03-12
193,0.1149,0.1115,193577760.379012,0.11644,0.10988,0.1134,34352,2022-03-13
194,0.1115,0.11391,387640489.637595,0.1224,0.11029,0.115,62858,2022-03-14
195,0.11401,0.1126,174905866.062191,0.11438,0.1101,0.1124,37193,2022-03-15
196,0.1127,0.117,291465256.61288,0.11718,0.1121,0.1145,47303,2022-03-16
197,0.1171,0.1164262,185913084.473963,0.11954,0.11589,0.1173,41429,2022-03-17
198,0.1164,0.1192,184681073.261939,0.11963,0.1142,0.1165,43631,2022-03-18
