WTER,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
34,53.7,51.75,24795.9333,53.85,51,52.293,1007,2019-01-30 05:00:00
35,51.3,51,16198.5333,51.9,50.7,51.327,732,2019-01-31 05:00:00
36,51.45,50.25,24196.8667,51.75,48.75,50.121,948,2019-02-01 05:00:00
37,51.15,57.45,188762.8,59.85,50.25,56.466,8334,2019-02-04 05:00:00
38,61.5,57.3,153845.2,62.7,54.45,58.836,6106,2019-02-05 05:00:00
39,57.3,57,41571.6667,57.75,54.15,55.791,1935,2019-02-06 05:00:00
40,56.1,57.6,28634.9333,57.6,54.1515,55.812,1287,2019-02-07 05:00:00
41,58.05,58.2,32543.2667,59.25,55.65,57.9375,1458,2019-02-08 05:00:00
42,58.5,56.85,27729,58.5,54.75,56.7525,1335,2019-02-11 05:00:00
43,56.4,55.5,32138.4667,56.5485,54.45,55.2015,1501,2019-02-12 05:00:00
44,55.5,54.3,28259.2,55.5,53.25,54.156,1253,2019-02-13 05:00:00
45,54,53.85,31204,54.75,52.5,53.655,1328,2019-02-14 05:00:00
46,55.5,52.2,40505.5333,55.95,51.6,53.199,2199,2019-02-15 05:00:00
47,52.35,51.3,40730.2,53.85,50.85,51.759,2081,2019-02-19 05:00:00
48,51.3,50.4,21637.1333,51.3,49.65,50.3685,1279,2019-02-20 05:00:00
49,50.85,50.7,52657.6667,52.35,47.25,49.395,2362,2019-02-21 05:00:00
50,51.45,52.2,21747.5333,53.85,51,52.1415,1119,2019-02-22 05:00:00
51,52.5,49.95,26895.2667,52.95,49.5,50.655,1349,2019-02-25 05:00:00
52,51.15,50.25,23617.2,51.15,48.15,49.2045,1373,2019-02-26 05:00:00
53,50.25,48.45,24237.1333,50.25,48,48.7275,1646,2019-02-27 05:00:00
54,48.75,51.15,32379.4667,51.45,48.156,50.124,1914,2019-02-28 05:00:00
55,51,50.25,14779.1333,51.75,49.95,50.532,927,2019-03-01 05:00:00
56,51,49.95,19689.8667,51,47.55,48.9345,1429,2019-03-04 05:00:00
57,50.7,51.75,56176.3333,52.35,48.456,50.832,2561,2019-03-05 05:00:00
58,51.75,50.4,19299.2,51.75,49.05,50.184,1048,2019-03-06 05:00:00
59,50.55,48,33842.8667,51.213,47.4,47.3985,2431,2019-03-07 05:00:00
60,40.2,41.25,193036.1333,44.55,38.25,40.3935,11345,2019-03-08 05:00:00
61,40.05,41.1,54844.6667,41.7,39.9,40.83,4918,2019-03-11 04:00:00
62,41.55,43.05,138218,47.1,41.55,44.0325,8525,2019-03-12 04:00:00
63,42.75,45,84991.9333,46.95,42.75,45.237,4908,2019-03-13 04:00:00
64,46.5,46.2,65364.6,47.85,45.45,46.4685,4675,2019-03-14 04:00:00
65,46.35,43.05,174947.6,47.25,42.3,43.4535,4969,2019-03-15 04:00:00
66,43.2,43.65,43505.6667,44.403,42,43.317,2350,2019-03-18 04:00:00
67,43.95,43.65,37855.5333,44.1,42.15,43.2105,1820,2019-03-19 04:00:00
68,43.35,42.9,31164,43.575,41.7,42.7635,1869,2019-03-20 04:00:00
69,42.45,42,53255.5333,42.6,40.95,41.4795,2878,2019-03-21 04:00:00
70,41.7,40.65,20748.2,42,40.65,41.0625,1222,2019-03-22 04:00:00
71,40.5,37.95,31388.3333,40.65,37.8,39.3675,2117,2019-03-25 04:00:00
72,38.25,39,41691.8,41.1,37.95,39.507,2311,2019-03-26 04:00:00
73,39,38.1,28329.7333,39.735,37.5,38.214,1637,2019-03-27 04:00:00
74,38.25,35.7,42449.8,38.4,34.8,36.3075,2351,2019-03-28 04:00:00
75,35.85,35.85,21254.8,37.05,35.1,35.751,1223,2019-03-29 04:00:00
76,36.45,36.15,36004.7333,37.5,35.55,36.342,2297,2019-04-01 04:00:00
77,36.15,33.9,61695.2,36.27,33,34.362,3059,2019-04-02 04:00:00
78,34.95,32.25,61926,34.95,31.2,32.478,2948,2019-04-03 04:00:00
79,32.55,32.85,29733.9333,33.576,32.1015,32.709,2161,2019-04-04 04:00:00
80,33.3,32.1,41724.9333,34.2,31.35,32.826,1922,2019-04-05 04:00:00
81,32.55,34.5,131097.8,38.7,32.25,35.2905,5371,2019-04-08 04:00:00
82,35.85,33.6,42247.8667,35.85,32.4,33.882,2030,2019-04-09 04:00:00
83,34.2,33.75,16907.7333,34.5,33,33.465,875,2019-04-10 04:00:00
84,34.8,37.05,131537.7333,38.496,34.3605,36.9405,5787,2019-04-11 04:00:00
85,39.3,38.85,127475.2,42,37.05,39.372,7054,2019-04-12 04:00:00
86,39.15,37.05,53252.4,39.75,34.3575,36.726,2175,2019-04-15 04:00:00
87,36.9,35.7,22387.2,37.35,35.25,35.8275,1354,2019-04-16 04:00:00
88,35.85,34.35,20371.8,35.85,34.2,34.6575,1465,2019-04-17 04:00:00
89,34.65,35.1,23718.7333,35.4,34.0785,35.031,1155,2019-04-18 04:00:00
90,35.1,34.5,16613.6,36,34.2,34.5375,830,2019-04-22 04:00:00
91,34.5,34.65,18767.8,34.6515,33.75,34.1445,873,2019-04-23 04:00:00
92,34.35,34.8,19229.6,35.25,33.9,34.533,856,2019-04-24 04:00:00
93,36,34.65,19707.2667,36,34.05,34.503,615,2019-04-25 04:00:00
94,35.1,34.5,16053.5333,35.25,33.675,34.497,936,2019-04-26 04:00:00
95,34.05,34.35,16195.2667,35.1,33.15,33.924,1101,2019-04-29 04:00:00
96,35.25,34.05,11100.2667,35.25,33.3,33.687,632,2019-04-30 04:00:00
97,34.35,33.15,17823.5333,34.35,32.55,33.156,956,2019-05-01 04:00:00
98,33,31.5,32832.8,33.15,30,31.059,1467,2019-05-02 04:00:00
99,31.65,31.2,21500.8667,32.4,30.6,31.5705,990,2019-05-03 04:00:00
100,30.75,30.9,14708.4,31.35,30,30.7875,679,2019-05-06 04:00:00
101,30.75,30.75,62429.9333,32.7,30.15,30.9315,1373,2019-05-07 04:00:00
102,31.05,31.35,21018.9333,32.1,30.6,31.146,802,2019-05-08 04:00:00
103,30.75,30.6,14513,31.947,30,30.462,667,2019-05-09 04:00:00
104,30.45,29.7,28380,30.45,28.95,29.814,925,2019-05-10 04:00:00
105,29.25,27.9,25137.5333,30.15,27.75,28.209,962,2019-05-13 04:00:00
106,28.05,29.85,13830.4,30,28.05,29.4075,620,2019-05-14 04:00:00
107,29.55,28.65,10989.2,29.691,28.05,28.752,526,2019-05-15 04:00:00
108,28.5,28.8,13044.2667,28.95,28.05,28.4205,602,2019-05-16 04:00:00
109,28.65,28.5,8047.5333,29.4,28.5,28.83,423,2019-05-17 04:00:00
110,28.5,28.5,9900.5333,29.1,27.9,28.632,716,2019-05-20 04:00:00
111,28.35,27.15,22521.6,28.8,27.15,27.7515,1262,2019-05-21 04:00:00
112,27.45,27.3,30160.2667,27.585,25.5,26.5275,968,2019-05-22 04:00:00
113,27,25.65,17453.9333,27.6,25.35,26.457,838,2019-05-23 04:00:00
114,26.4,26.25,10498.2,27,25.8,26.238,604,2019-05-24 04:00:00
115,26.55,27.3,26170,28.5,26.4,27.5895,1190,2019-05-28 04:00:00
116,26.7,26.4,8420.5333,27,26.25,26.5665,481,2019-05-29 04:00:00
117,26.7,26.1,5782,26.7,25.65,26.0415,417,2019-05-30 04:00:00
118,25.8,23.85,23443.1333,25.8015,23.85,24.879,811,2019-05-31 04:00:00
119,24.15,23.7,39711.3333,24.15,21.6,22.7115,1333,2019-06-03 04:00:00
120,23.7,26.1,36348.6,26.55,23.1,24.9465,1595,2019-06-04 04:00:00
121,26.55,25.05,18107.6667,27.75,24.75,26.1795,857,2019-06-05 04:00:00
122,24.75,23.7,14124.1333,25.377,23.1,23.862,621,2019-06-06 04:00:00
123,23.85,24.3,10949.9333,24.75,23.55,24.0195,602,2019-06-07 04:00:00
124,24.75,25.8,11114.8,26.25,24.45,25.296,667,2019-06-10 04:00:00
125,26.4,25.95,10991.2,26.568,24.75,25.644,529,2019-06-11 04:00:00
126,25.95,24.75,8931.7333,26.55,24,24.915,535,2019-06-12 04:00:00
127,25.2,25.05,7921.4667,25.65,24.6,24.981,546,2019-06-13 04:00:00
128,25.05,25.35,6702.6667,25.65,24.45,25.062,559,2019-06-14 04:00:00
129,25.5,25.2,9233.4667,25.65,24.75,25.281,621,2019-06-17 04:00:00
130,25.35,25.5,7305.8667,25.95,24.75,25.353,549,2019-06-18 04:00:00
131,25.8,25.2,6242.3333,25.8,24.75,25.212,381,2019-06-19 04:00:00
132,25.2,24.9,8661.2,25.8,24.3,25.116,580,2019-06-20 04:00:00
133,24.75,24.45,11605,25.5,24.15,24.8055,547,2019-06-21 04:00:00
134,24.45,24.9,13712.4,25.35,24,24.687,819,2019-06-24 04:00:00
135,24.6,24.45,6697.6,25.1745,24.405,24.6645,470,2019-06-25 04:00:00
136,24.9,28.5,30614.6,28.5,24.45,26.817,1603,2019-06-26 04:00:00
137,28.8,33,106083.3333,34.05,28.608,31.941,3942,2019-06-27 04:00:00
138,33.3,32.7,69323.8667,34.2,31.2,32.46,3317,2019-06-28 04:00:00
139,33.3,34.5,41691.2667,35.25,31.65,33.6855,2043,2019-07-01 04:00:00
140,36.3,32.4,76926.0667,36.75,30,32.916,4343,2019-07-02 04:00:00
141,31.5,32.4,14929.4667,33.6,31.2,32.64,944,2019-07-03 04:00:00
142,31.5,31.2,22902.2667,31.95,30.6,31.152,1117,2019-07-05 04:00:00
143,30,30.6,11093.2,31.35,30,30.4725,813,2019-07-08 04:00:00
144,30.6,30.45,13553.3333,30.6,29.25,29.811,721,2019-07-09 04:00:00
145,30.3,28.95,15137.3333,30.3,28.65,29.4165,817,2019-07-10 04:00:00
146,29.25,29.7,10044.8,30.3,28.95,29.4315,667,2019-07-11 04:00:00
147,29.4,28.35,16854.6667,30,27.75,28.752,876,2019-07-12 04:00:00
148,28.2,27.45,16864.8667,28.803,27,27.645,994,2019-07-15 04:00:00
149,27.45,27.6,11319.2667,28.3575,27,27.4095,870,2019-07-16 04:00:00
150,27.6,26.4,12001.3333,28.35,26.25,26.733,812,2019-07-17 04:00:00
151,26.25,25.8,15293.5333,26.7,25.2,25.9095,875,2019-07-18 04:00:00
152,25.8,27,30025.6,27.6,25.5,26.562,1261,2019-07-19 04:00:00
153,25.95,25.5,37233.1333,27,25.5,26.214,1320,2019-07-22 04:00:00
154,25.8,25.8,26103.8667,27,25.5675,26.2785,1289,2019-07-23 04:00:00
155,25.8,26.55,16750.7333,26.85,25.5,25.9485,894,2019-07-24 04:00:00
156,26.25,26.1,12067.4,26.7,25.65,26.19,467,2019-07-25 04:00:00
157,26.1,26.85,15151.8667,27,26.1,26.817,738,2019-07-26 04:00:00
158,27.6,27,18412.4,27.9,26.25,27.009,925,2019-07-29 04:00:00
159,26.85,27.15,13380.2,27.45,26.55,27.21,877,2019-07-30 04:00:00
160,27.45,27.75,18529.2,27.9,26.5515,27.3165,945,2019-07-31 04:00:00
161,27.75,26.25,20220.6,28.125,25.5,26.7,1041,2019-08-01 04:00:00
162,25.8,28.2,19509.7333,28.5,25.65,27.165,1038,2019-08-02 04:00:00
163,28.2,27,20311.6667,28.2,26.1,27.012,1197,2019-08-05 04:00:00
164,27,26.7,23916.7333,28.5,26.25,27.4125,1554,2019-08-06 04:00:00
165,26.85,28.5,43144.4667,28.5,25.65,27.45,2843,2019-08-07 04:00:00
166,28.5,26.1,46085,28.8,25.5,27.3285,2991,2019-08-08 04:00:00
167,26.25,25.95,19535.6,26.664,25.5,25.986,1651,2019-08-09 04:00:00
168,25.95,24.6,41601.4667,25.95,22.0545,23.6925,1815,2019-08-12 04:00:00
169,24.45,23.85,19533.4,25.191,23.7,24.1725,1074,2019-08-13 04:00:00
170,23.7,22.5,33135.2667,24.033,22.05,22.8105,1478,2019-08-14 04:00:00
171,22.5,23.7,28478.1333,24.15,22.05,23.3775,1707,2019-08-15 04:00:00
172,23.7,23.25,22506.7333,24.45,22.518,23.316,1311,2019-08-16 04:00:00
173,23.25,23.25,10016.1333,23.85,22.65,23.4915,1289,2019-08-19 04:00:00
174,23.25,22.2,18496.6667,23.7,22.05,22.707,1157,2019-08-20 04:00:00
175,22.35,22.65,27968.1333,23.1,21.75,22.3605,1508,2019-08-21 04:00:00
176,22.5,23.1,9917.9333,23.25,22.5,22.8375,416,2019-08-22 04:00:00
177,22.95,21.75,24673.2,23.7,21.75,22.425,1282,2019-08-23 04:00:00
178,22.05,20.85,27791.4667,22.95,20.55,21.6165,1414,2019-08-26 04:00:00
179,21,21.9,23113.9333,22.5,20.85,21.9465,1114,2019-08-27 04:00:00
180,22.2,27,78296,27.75,22.05,25.9155,2949,2019-08-28 04:00:00
181,27.6,27.3,25873,28.05,26.25,27.297,1512,2019-08-29 04:00:00
182,27.45,29.85,64419,30.75,27.45,29.4045,2494,2019-08-30 04:00:00
183,29.85,30,22709.4667,30.15,28.05,29.247,1255,2019-09-03 04:00:00
184,30.45,29.5575,18466.4,30.75,29.4,30.045,1339,2019-09-04 04:00:00
185,31.35,30.75,25422.5333,31.35,29.829,30.8025,966,2019-09-05 04:00:00
186,31.2,32.7,33234.6,33,31.2,32.082,1533,2019-09-06 04:00:00
187,33,34.5,53901.4,34.5,32.85,35.0205,2219,2019-09-09 04:00:00
188,38.4,31.2,210731.7333,42,30.9,35.9475,8763,2019-09-10 04:00:00
189,31.2,32.85,56416.4667,33.75,30.9,32.5545,2718,2019-09-11 04:00:00
190,33,30.9,48662.0667,33,29.85,30.759,2276,2019-09-12 04:00:00
191,31.35,28.8,40387.8,31.35,28.5,29.487,2451,2019-09-13 04:00:00
192,28.95,27.6,47663.2,29.7,26.55,27.4695,2223,2019-09-16 04:00:00
193,27.45,25.8,35409.2,27.45,25.65,26.256,2296,2019-09-17 04:00:00
194,25.8,25.05,33427.8,26.25,24.45,24.963,2172,2019-09-18 04:00:00
195,25.05,26.25,32647.7333,26.25,24.45,25.413,2319,2019-09-19 04:00:00
196,26.55,25.65,29175.1333,26.5515,25.05,25.5465,2132,2019-09-20 04:00:00
197,25.65,25.95,26419.6,27,25.2,25.9185,1813,2019-09-23 04:00:00
198,26.25,25.05,35023.6667,26.7,24.3,25.0395,2150,2019-09-24 04:00:00
199,25.65,23.55,21671.3333,25.65,23.1,24.105,1863,2019-09-25 04:00:00
200,23.4,23.25,17824.8,23.55,22.95,23.2215,1189,2019-09-26 04:00:00
201,23.25,22.65,22108.5333,23.25,22.2,22.758,1200,2019-09-27 04:00:00
202,22.65,22.05,25453.7333,23.2425,21.75,22.3215,1123,2019-09-30 04:00:00
203,22.5,23.1,22732.0667,23.7,21.75,22.5765,966,2019-10-01 04:00:00
204,23.25,22.35,22745.6667,23.25,21,22.0845,909,2019-10-02 04:00:00
205,22.35,22.8,12521.2667,23.1,22.35,22.6785,612,2019-10-03 04:00:00
206,23.55,22.5,19385.5333,23.55,21.9,22.551,611,2019-10-04 04:00:00
207,22.5,22.65,11717.6,23.25,22.35,22.6935,765,2019-10-07 04:00:00
208,22.65,22.65,5717.8,22.95,22.2,22.494,472,2019-10-08 04:00:00
209,23.1,22.8,9490.0667,23.1,22.2,22.656,567,2019-10-09 04:00:00
210,22.8,22.2,12811.2667,22.8,22.05,22.473,623,2019-10-10 04:00:00
211,22.5,22.35,10822.6,22.8,22.2,22.5015,593,2019-10-11 04:00:00
212,22.65,22.8,24254.6667,24.9,22.5,23.688,1316,2019-10-14 04:00:00
213,22.35,22.5,14471.4,23.8215,21.9,22.5795,865,2019-10-15 04:00:00
214,22.65,23.6415,36484.2667,24.75,22.35,23.6055,1940,2019-10-16 04:00:00
215,24.75,23.25,17541.0667,24.75,23.25,23.8005,876,2019-10-17 04:00:00
216,23.55,22.65,17560.1333,23.562,22.2,22.596,1030,2019-10-18 04:00:00
217,22.95,21.6,26932.9333,22.95,21.15,21.879,1513,2019-10-21 04:00:00
218,22.2,21.6,23091.0667,22.5,21,21.4035,1269,2019-10-22 04:00:00
219,21.45,21,15141.1333,21.6,21,21.228,986,2019-10-23 04:00:00
220,21.75,21,25349.1333,21.75,20.55,20.9805,1327,2019-10-24 04:00:00
221,21.15,21.3,20197.9333,21.45,20.5815,21.084,992,2019-10-25 04:00:00
222,21.3,20.55,24042.7333,21.4935,20.25,20.676,1289,2019-10-28 04:00:00
223,20.55,20.55,13536.8667,21,20.4,20.625,708,2019-10-29 04:00:00
224,20.55,20.1,28847.3333,20.55,19.2,19.7175,1358,2019-10-30 04:00:00
225,19.8,19.5,16794,20.25,18.9,19.2945,845,2019-10-31 04:00:00
226,18.9,19.2,18998.6667,20.1,18.3045,19.095,842,2019-11-01 04:00:00
227,19.35,20.4,20140,20.7,19.2,20.1075,1013,2019-11-04 05:00:00
228,20.25,21.15,57353.3333,23.1,20.25,21.8775,2209,2019-11-05 05:00:00
229,22.8,21.75,32254.0667,22.8,21,21.975,1525,2019-11-06 05:00:00
230,21.9,20.7,27217.8667,22.8,20.4,21.3825,1182,2019-11-07 05:00:00
231,20.85,20.7,13683.1333,21.15,20.4,20.691,721,2019-11-08 05:00:00
232,21,21,9472.1333,21.45,20.25,20.5995,656,2019-11-11 05:00:00
233,21,21.297,13881.1333,21.6,20.7,20.9115,619,2019-11-12 05:00:00
234,20.85,20.25,28042.8667,21.3,18.75,20.379,901,2019-11-13 05:00:00
235,19.65,19.65,10844.5333,20.25,19.3695,19.833,506,2019-11-14 05:00:00
236,19.5,19.5,15810.2,19.65,18.75,19.137,706,2019-11-15 05:00:00
237,18.3,18.864,18981.3333,19.4295,18.15,18.8295,708,2019-11-18 05:00:00
238,18.45,17.4,29020.1333,18.75,16.95,17.6925,1077,2019-11-19 05:00:00
239,17.1,17.25,19521.1333,18.3,17.1,17.6145,905,2019-11-20 05:00:00
240,17.55,18.9,38113.2,18.9,17.4,18.1755,1513,2019-11-21 05:00:00
241,18.75,17.4,21660.6667,19.134,17.4,18.0315,805,2019-11-22 05:00:00
242,17.85,17.4,13022.6,18.4365,17.25,17.544,561,2019-11-25 05:00:00
243,17.25,16.65,26540.8,17.4,16.35,16.7655,861,2019-11-26 05:00:00
244,16.8,16.95,15812,17.4,16.5,16.89,734,2019-11-27 05:00:00
245,17.25,17.55,7026.1333,17.55,16.8,17.232,438,2019-11-29 05:00:00
246,17.55,16.8,8959.4,17.7,16.65,17.0835,508,2019-12-02 05:00:00
247,16.8,16.35,15439.9333,17.1,16.35,16.608,648,2019-12-03 05:00:00
248,16.65,16.8,10621.1333,17.25,16.5,16.887,599,2019-12-04 05:00:00
249,16.35,16.8,5796.8667,17.0985,16.35,16.782,444,2019-12-05 05:00:00
250,16.65,16.65,13019.7333,16.95,16.4985,16.6995,504,2019-12-06 05:00:00
251,16.8,18,18857.2,18,16.5,17.3175,925,2019-12-09 05:00:00
252,17.85,17.25,4073.1333,17.85,16.95,17.292,399,2019-12-10 05:00:00
253,16.8,16.65,9292.7333,17.25,16.65,16.872,480,2019-12-11 05:00:00
254,16.8,16.5,11832.0667,17.4,16.5,16.7865,581,2019-12-12 05:00:00
255,16.8,16.35,18091.3333,16.8,16.2,16.4205,775,2019-12-13 05:00:00
256,16.2,15.75,30093.4,16.5,15.45,15.861,1388,2019-12-16 05:00:00
257,15.75,16.8,23335.3333,17.1,15.75,16.668,713,2019-12-17 05:00:00
258,17.1,16.95,37129,18.6,16.8,17.655,1527,2019-12-18 05:00:00
259,17.55,17.4,47155.5333,18.75,17.25,18.0585,1790,2019-12-19 05:00:00
260,18.45,19.05,48512.6,20.1,18,18.906,2079,2019-12-20 05:00:00
261,18.75,19.2,13762.8667,19.65,18.75,19.095,918,2019-12-23 05:00:00
262,18.9,18.9,9172.9333,19.5,18.75,19.014,432,2019-12-24 05:00:00
263,19.2,16.95,36593.6667,19.2,16.65,17.514,1297,2019-12-26 05:00:00
264,16.95,18.75,63529.8667,19.2,16.95,18.3915,2171,2019-12-27 05:00:00
265,18.75,18.9,43883,19.35,18.3,18.924,2145,2019-12-30 05:00:00
266,18.75,19.05,14620.4667,19.35,18.75,19.095,654,2019-12-31 05:00:00
267,19.2,20.55,27508.1333,20.85,19.05,19.923,1116,2020-01-02 05:00:00
268,22.05,19.95,26415.6667,22.05,19.65,20.8905,1083,2020-01-03 05:00:00
269,20.1,20.4,12881.4,20.745,19.95,20.271,739,2020-01-06 05:00:00
270,21.15,20.7,11245.3333,21.3,20.25,20.694,574,2020-01-07 05:00:00
271,20.55,19.5,16812,20.7,19.2,19.7175,779,2020-01-08 05:00:00
272,19.65,19.8,11879.2667,20.1,19.2,19.689,572,2020-01-09 05:00:00
273,19.8,19.8,9540.4667,19.8,19.5,19.6665,520,2020-01-10 05:00:00
274,19.95,21.3,53421.6,21.75,19.5,20.7645,1581,2020-01-13 05:00:00
275,21.75,24.6,79560,25.95,21,23.4525,2619,2020-01-14 05:00:00
276,24.75,25.05,77015.8,26.25,22.65,25.0575,3023,2020-01-15 05:00:00
277,25.5,25.05,24997.5333,26.0985,24,24.933,1089,2020-01-16 05:00:00
278,25.05,23.7,23702.6,25.05,23.25,23.9115,1032,2020-01-17 05:00:00
279,23.7,24.15,15838.4667,24.9,23.4,24.1095,841,2020-01-21 05:00:00
280,24,22.65,17055.8,24.15,22.35,22.9935,922,2020-01-22 05:00:00
281,22.65,22.5,12959.4,22.95,21.9,22.452,778,2020-01-23 05:00:00
282,22.8,21.75,15211.5333,22.8,21.75,21.9225,844,2020-01-24 05:00:00
283,21.75,20.25,23509.2,21.75,19.65,20.661,786,2020-01-27 05:00:00
284,20.55,22.65,17804.5333,22.65,20.55,21.7155,918,2020-01-28 05:00:00
285,22.8,22.05,15459.3333,22.8,21.3,22.23,509,2020-01-29 05:00:00
286,22.05,21.45,9015.6,22.2,21.3,21.552,493,2020-01-30 05:00:00
287,21.3,21,11464.8,21.6,20.85,21.2145,755,2020-01-31 05:00:00
288,21,21.3,13673,22.65,21,21.852,903,2020-02-03 05:00:00
289,21.6,22.2,10046.4667,22.65,21.6,22.2225,755,2020-02-04 05:00:00
290,22.2,21.45,18045.8667,22.56,21.15,21.6315,937,2020-02-05 05:00:00
291,21.6,21.6,7218.8,21.96,21,21.504,519,2020-02-06 05:00:00
292,21.75,22.2,20478.6667,22.5,21.15,21.6615,907,2020-02-07 05:00:00
293,22.95,22.2,33111,23.1,22.2,22.3185,1574,2020-02-10 05:00:00
294,19.8,15,252268.2667,20.7,13.833,16.7655,6124,2020-02-11 05:00:00
295,15.6,16.8,73872.2,16.8,15.3,16.0335,2291,2020-02-12 05:00:00
296,16.8,15.9,50512.6667,17.1,15.6,16.2075,1852,2020-02-13 05:00:00
297,16.5,15.6,27128.4,16.5,15.3,15.6675,1016,2020-02-14 05:00:00
298,15.9,15.45,24632.2,16.05,15,15.426,1351,2020-02-18 05:00:00
299,15.6,15.45,35373.6667,15.75,15,15.105,1299,2020-02-19 05:00:00
300,15.3,14.91,38668.7333,15.45,14.25,14.799,1255,2020-02-20 05:00:00
301,15,14.7735,20832.1333,15.15,14.7,14.9625,865,2020-02-21 05:00:00
302,14.4225,14.1615,38689.6,14.55,13.8,14.1015,1510,2020-02-24 05:00:00
303,13.8015,12.951,50168.4,14.55,11.8575,13.128,2107,2020-02-25 05:00:00
304,13.8,13.485,26788.8,14.1,12.825,13.554,1233,2020-02-26 05:00:00
305,12.45,12.3,51892.6667,13.35,11.301,12.036,2145,2020-02-27 05:00:00
306,11.4,13.65,34915.0667,13.9425,11.4,12.3105,1445,2020-02-28 05:00:00
307,13.35,13.7475,21332.6667,15,12.675,13.6065,998,2020-03-02 05:00:00
308,14.25,13.4865,10255.2667,14.25,13.2015,13.8105,659,2020-03-03 05:00:00
309,14.1,14.1,10278.4667,14.1,13.65,13.869,635,2020-03-04 05:00:00
310,13.95,13.062,13720.9333,14.1,13.05,13.6635,656,2020-03-05 05:00:00
311,13.062,12.75,13930.4,13.2,12.75,12.942,765,2020-03-06 05:00:00
312,12.6,10.6665,32611.8667,12.7185,10.503,11.586,1316,2020-03-09 04:00:00
313,10.8,11.5365,18672.1333,12.564,10.8,11.4795,837,2020-03-10 04:00:00
314,11.469,11.025,16834.7333,12.1485,10.5015,10.9815,721,2020-03-11 04:00:00
315,10.35,10.2,28026.9333,10.5,9.75,9.957,982,2020-03-12 04:00:00
316,11.8575,9.45,34160.4,11.8575,8.55,9.588,1225,2020-03-13 04:00:00
317,9,7.5,105768.3333,9.3,6.5325,8.0625,2374,2020-03-16 04:00:00
318,8.55,7.593,37642.5333,8.55,6.9015,7.515,1661,2020-03-17 04:00:00
319,7.9005,6.45,49052.6667,7.9298,6.15,6.705,1503,2020-03-18 04:00:00
320,6.45,7.05,41422.4667,7.1985,6,6.678,1382,2020-03-19 04:00:00
321,8.1,7.4985,49511.4667,8.25,7.2,7.6455,1848,2020-03-20 04:00:00
322,8.1525,6.8415,32877.6667,8.25,6.6165,7.0995,1148,2020-03-23 04:00:00
323,7.35,8.1,26083.3333,8.25,7.1835,7.761,1127,2020-03-24 04:00:00
324,8.25,8.0985,53430.2,10.149,7.95,8.4945,2524,2020-03-25 04:00:00
325,7.95,9.27,35593.2,9.375,7.833,8.3505,1536,2020-03-26 04:00:00
326,7.95,9.4515,25735.9333,9.6,7.95,8.844,961,2020-03-27 04:00:00
327,9.63,9.3,23353.0667,10.149,9,9.5865,838,2020-03-30 04:00:00
328,9.45,9,10482.4,9.6555,9,9.105,543,2020-03-31 04:00:00
329,8.55,8.475,13308.2667,9,8.1,8.4435,541,2020-04-01 04:00:00
330,8.25,8.0055,22210.9333,9,7.68,8.067,807,2020-04-02 04:00:00
331,7.8,8.3445,9548.5333,8.4,7.8,8.085,683,2020-04-03 04:00:00
332,8.7615,8.2005,16466.8667,8.814,7.95,8.3325,925,2020-04-06 04:00:00
333,8.25,8.61,14958.0667,8.7,8.205,8.433,626,2020-04-07 04:00:00
334,9,8.85,13808,9,8.43,8.724,683,2020-04-08 04:00:00
335,9.3,10.2,37194.5333,10.3485,8.85,9.738,1082,2020-04-09 04:00:00
336,11.4,11.25,22177.0667,11.7,10.2,10.6395,1095,2020-04-13 04:00:00
337,11.655,13.035,49694.2667,14.2215,11.655,12.8805,2082,2020-04-14 04:00:00
338,13.4625,13.35,31935.2667,13.5,11.43,12.243,1531,2020-04-15 04:00:00
339,13.2,12.3225,16891.4,13.3485,12,12.5295,1188,2020-04-16 04:00:00
340,12.6,13.2435,21426.6,13.245,11.4,12.3825,1204,2020-04-17 04:00:00
341,13.986,16.8,304590.7333,20.1,13.5,16.7205,9646,2020-04-20 04:00:00
342,16.65,15.6,54139,16.797,15,15.6675,2118,2020-04-21 04:00:00
343,15.6,16.8,279258.5333,18.75,15.3,17.421,8149,2020-04-22 04:00:00
344,16.65,16.2,62153.2667,17.55,16.05,16.8375,2115,2020-04-23 04:00:00
345,16.5,16.2,20713.4,16.5,15.9,16.0455,958,2020-04-24 04:00:00
346,15.3,15.15,145083.3333,16.05,13.5,14.625,2966,2020-04-27 04:00:00
347,16.5,14.7405,73181.1333,16.65,13.35,14.8635,1921,2020-04-28 04:00:00
348,14.94,15,20421.0667,15.45,14.4,14.8155,1110,2020-04-29 04:00:00
349,15.9,15,50064.3333,15.9,15,15.393,1334,2020-04-30 04:00:00
350,15.6,14.328,31290.9333,15.6,14.328,14.634,1259,2020-05-01 04:00:00
351,13.5,13.755,28777.8,14.25,13.5,13.815,840,2020-05-04 04:00:00
352,14.1,13.6575,16386.1333,14.25,13.65,14.001,908,2020-05-05 04:00:00
353,13.9335,13.65,17363.4667,13.95,13.35,13.599,691,2020-05-06 04:00:00
354,13.74,13.725,18351.0667,14.025,13.509,13.857,738,2020-05-07 04:00:00
355,13.5,14.427,25627.2,14.85,13.5,14.451,1391,2020-05-08 04:00:00
356,14.55,13.65,19784.7333,14.658,13.425,13.836,1079,2020-05-11 04:00:00
