TSLA,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
373,165.31,172.79,71030810,172.92,162.31,167.7688,599577,2020-03-02 05:00:00
374,173.8,164.51,71677019,175,162.26,167.7047,646145,2020-03-03 05:00:00
375,168.485,170.55,49789383,170.7,165.62,168.4006,401790,2020-03-04 05:00:00
376,166.045,166.27,47817251,170.87,165.69,167.2764,416251,2020-03-05 05:00:00
377,162.61,161.57,72821057,163.11,156,160.15,682138,2020-03-06 05:00:00
378,151,150.62,70419274,157.75,150,153.6008,635297,2020-03-09 04:00:00
379,158.16,160.92,65354385,161.03,152.58,157.2977,549194,2020-03-10 04:00:00
380,157.13,153.63,56504304,157.7,151.15,154.3216,502055,2020-03-11 04:00:00
381,145.3,139.06,93226366,153.47,138.58,143.6615,822935,2020-03-12 04:00:00
382,147.5,158.83,92727446,161.91,140.73,148.4942,824550,2020-03-13 04:00:00
383,140,135.42,87905868,149.35,135,141.4669,826770,2020-03-16 04:00:00
384,140,146.57,81059817,147.4998,135,143.1736,736489,2020-03-17 04:00:00
385,138,140.4,81523673,146,135.02,139.9698,755214,2020-03-18 04:00:00
386,142.77,142.71,85922661,150.15,139,144.9034,709133,2020-03-19 04:00:00
387,146,137.35,84855815,147.1,135.86,142.1316,711971,2020-03-20 04:00:00
388,137.01,135.98,78975176,140.57,132.52,136.3775,699898,2020-03-23 04:00:00
389,143.75,148.34,82516727,149.6,141.27,145.8862,690409,2020-03-24 04:00:00
390,148.91,146.92,75638224,154.33,144.44,149.3688,695838,2020-03-25 04:00:00
391,148.4,156.11,64694427,156.66,148.37,153.522,530888,2020-03-26 04:00:00
392,151.75,149.7,57042291,154.89,149.2,151.4188,483417,2020-03-27 04:00:00
393,152.44,160.23,63420326,160.6,150.01,158.3951,583392,2020-03-30 04:00:00
394,159.4,157.71,77927186,164.78,156.56,160.0192,663805,2020-03-31 04:00:00
395,153,152.11,57969926,157.75,150.82,153.7717,531817,2020-04-01 04:00:00
396,151.86,155.26,49630735,155.48,150.36,153.4202,434963,2020-04-02 04:00:00
397,155.1,153.83,41243284,157.38,152.19,154.4691,370332,2020-04-03 04:00:00
398,160.32,165.27,67111697,166.5,157.58,162.4059,485897,2020-04-06 04:00:00
399,169.585,163.49,62769038,170,163.26,166.0004,559569,2020-04-07 04:00:00
400,165.67,165.13,48318234,166.67,163.5,165.0244,411368,2020-04-08 04:00:00
401,166.36,165.14,51431775,167.37,163.33,164.9623,456124,2020-04-09 04:00:00
402,164.35,165.51,41905264,165.57,162.3,163.7979,336332,2020-04-13 04:00:00
403,169,173.7,52874338,173.75,168,171.866,431909,2020-04-14 04:00:00
404,171.2,171.88,40940833,173.57,169.24,171.8549,341685,2020-04-15 04:00:00
405,174.3,177.04,50479610,177.28,172.9,175.3928,404056,2020-04-16 04:00:00
406,179.5,178.6,52765625,180,175.87,177.9109,419339,2020-04-17 04:00:00
407,176.63,175.06,36669595,178.75,174.99,176.8374,307960,2020-04-20 04:00:00
408,173.5,167.82,56203749,173.6699,166.1102,169.0585,531390,2020-04-21 04:00:00
409,171.39,173.52,34651504,174,170.82,172.6061,266612,2020-04-22 04:00:00
410,174.11,171.42,32786684,175.06,170.91,172.941,287762,2020-04-23 04:00:00
411,172.06,174.55,34305320,174.56,170.71,172.9351,263911,2020-04-24 04:00:00
412,176.59,174.05,33194384,176.9,173.3,174.7931,303519,2020-04-27 04:00:00
413,175.59,169.81,34392694,175.67,169.39,171.6142,337983,2020-04-28 04:00:00
414,173.22,177.43,51286559,177.68,171.88,176.4028,433870,2020-04-29 04:00:00
415,180,179.21,53875857,180.4,176.23,178.6392,421047,2020-04-30 04:00:00
416,175.8,174.57,39370474,178.64,174.01,175.8458,326900,2020-05-01 04:00:00
417,174.49,178.84,30372862,179,173.8,177.313,259170,2020-05-04 04:00:00
418,180.62,180.76,36839168,183.65,179.9,181.7395,331178,2020-05-05 04:00:00
419,182.08,182.54,32139299,184.2,181.6306,183.1263,266730,2020-05-06 04:00:00
420,184.17,183.6,28294992,184.55,182.58,183.6486,239375,2020-05-07 04:00:00
421,184.9797,184.68,30912638,185,183.36,184.3557,235795,2020-05-08 04:00:00
422,183.15,186.74,30892660,187.51,182.85,185.7864,246566,2020-05-11 04:00:00
423,186.8,182.51,32038199,187.04,182.3,184.8976,273677,2020-05-12 04:00:00
424,182.55,179.75,44711488,184.05,176.54,179.9475,415440,2020-05-13 04:00:00
425,177.54,180.53,41870711,180.69,175.68,178.1964,336425,2020-05-14 04:00:00
426,179.06,183.16,46580982,187.06,177,180.7786,318622,2020-05-15 04:00:00
427,185.75,184.91,35306620,186.2,183.96,185.1707,284836,2020-05-18 04:00:00
428,185.03,183.63,26799116,186.6,183.49,185.2588,231088,2020-05-19 04:00:00
429,184.81,185.66,31261334,185.85,183.94,185.0199,241123,2020-05-20 04:00:00
430,185.4,183.43,29119513,186.67,183.29,184.564,246134,2020-05-21 04:00:00
431,183.19,183.51,20826898,184.46,182.54,183.374,192274,2020-05-22 04:00:00
432,186.34,181.57,36073609,186.5,181.1,183.0024,331207,2020-05-26 04:00:00
433,180.2,181.81,39517146,181.9877,176.6,179.4341,398879,2020-05-27 04:00:00
434,180.74,181.4,33820124,184.1474,180.38,182.1246,280191,2020-05-28 04:00:00
435,182.73,183.25,42146720,184.27,180.41,182.6736,294858,2020-05-29 04:00:00
436,182.54,182.83,22668821,183,181.46,182.3988,212797,2020-06-01 04:00:00
437,184.25,184.91,30794585,185,181.35,183.4267,244794,2020-06-02 04:00:00
438,184.815,185.36,27281016,185.94,183.58,184.6862,241309,2020-06-03 04:00:00
439,184.3,182.92,28742809,185.84,182.3,183.6869,251522,2020-06-04 04:00:00
440,182.62,187.2,39893643,187.73,182.01,185.9204,339318,2020-06-05 04:00:00
441,185.94,188.36,33211590,188.55,184.44,186.7424,270231,2020-06-08 04:00:00
442,188,189.8,29783916,190.7,187.2605,189.3095,258152,2020-06-09 04:00:00
443,191.125,196.84,43872329,198.52,191.01,195.3133,389026,2020-06-10 04:00:00
444,193.13,186.27,52854672,195.76,186.07,190.1712,510975,2020-06-11 04:00:00
445,190.54,187.74,43373587,191.72,185.18,188.3666,404362,2020-06-12 04:00:00
446,184.58,188.94,32738189,190.82,184.01,188.1047,295619,2020-06-15 04:00:00
447,192.89,193.57,42556656,195.58,191.46,193.4845,364139,2020-06-16 04:00:00
448,195.03,194.24,25687822,196.32,193.69,194.9653,222702,2020-06-17 04:00:00
449,194,196.32,23061648,196.49,194,195.6077,202978,2020-06-18 04:00:00
450,198.59,195.15,44441141,199.29,194.37,196.8801,318972,2020-06-19 04:00:00
451,195.79,200.57,32818929,200.76,195.2301,199.0119,281599,2020-06-22 04:00:00
452,202.09,201.91,30917447,203.95,201.425,202.595,286560,2020-06-23 04:00:00
453,201.6043,197.84,36740647,203.25,196.56,198.6688,382854,2020-06-24 04:00:00
454,197.8,200.34,27803933,200.61,195.4675,198.4563,266466,2020-06-25 04:00:00
455,199.73,196.33,54675780,199.89,194.88,196.9368,410681,2020-06-26 04:00:00
456,195.78,198.44,26701586,198.53,193.55,196.8609,273302,2020-06-29 04:00:00
457,197.8816,203.51,34306533,204.4,197.74,202.0308,268144,2020-06-30 04:00:00
458,203.14,204.7,32040206,206.35,201.77,204.5761,294019,2020-07-01 04:00:00
459,205.68,206.26,29315762,208.02,205,206.9513,272179,2020-07-02 04:00:00
460,208.8335,210.7,31897629,211.13,208.09,210.1369,310507,2020-07-06 04:00:00
461,210.45,208.25,33600708,214.67,207.99,211.293,335829,2020-07-07 04:00:00
462,210.07,212.83,33600025,213.26,208.69,211.5195,308100,2020-07-08 04:00:00
463,216.33,214.32,33113681,216.38,211.47,213.9775,361610,2020-07-09 04:00:00
464,213.62,213.67,26177633,214.08,211.08,212.8786,298001,2020-07-10 04:00:00
465,214.48,207.07,38135606,215.8,206.5,211.8741,448029,2020-07-13 04:00:00
466,206.13,208.35,37591820,208.85,202.03,206.1675,449500,2020-07-14 04:00:00
467,209.56,208.04,32131409,211.33,205.03,208.1239,374067,2020-07-15 04:00:00
468,205.4,203.92,29940653,205.7,202.31,203.9402,365924,2020-07-16 04:00:00
469,204.47,202.88,31551081,205.04,201.39,202.8588,314747,2020-07-17 04:00:00
470,205,211.6,36884836,212.3,203.01,208.6524,373542,2020-07-20 04:00:00
471,213.66,208.75,38075777,213.94,208.03,210.3773,384563,2020-07-21 04:00:00
472,209.2,211.75,49571192,212.3,208.39,210.0052,471004,2020-07-22 04:00:00
473,207.19,202.54,67457035,210.92,202.15,205.6419,740552,2020-07-23 04:00:00
474,200.42,201.3,39826989,202.86,197.51,200.9493,462874,2020-07-24 04:00:00
475,201.47,203.85,30160867,203.97,200.86,202.7479,312268,2020-07-27 04:00:00
476,203.61,202.02,23251388,204.7,201.74,203.0783,229471,2020-07-28 04:00:00
477,202.5,204.06,19532602,204.65,202.01,203.723,210832,2020-07-29 04:00:00
478,201,203.9,25079596,204.46,199.57,202.2838,289992,2020-07-30 04:00:00
479,204.4,205.01,51247969,205.1,199.01,202.441,490475,2020-07-31 04:00:00
480,211.52,216.54,78903009,217.64,210.44,214.4825,758497,2020-08-03 04:00:00
481,214.17,213.29,48644158,214.77,210.31,212.4496,473784,2020-08-04 04:00:00
482,214.9,212.94,28858621,215,211.57,213.105,301620,2020-08-05 04:00:00
483,212.34,216.35,32656843,216.3705,211.55,214.3912,315041,2020-08-06 04:00:00
484,214.85,212.48,27820421,215.7,210.93,213.0286,297381,2020-08-07 04:00:00
485,211.67,208.25,36704662,211.88,206.35,208.1038,387996,2020-08-10 04:00:00
486,207.155,203.38,36446459,207.65,203.14,205.3726,371722,2020-08-11 04:00:00
487,205.29,209.19,28041364,210.28,204.75,208.6064,298979,2020-08-12 04:00:00
488,209.44,208.7,22588870,211.35,208.15,209.7497,246464,2020-08-13 04:00:00
489,208.76,208.9,17930136,209.59,207.51,208.5552,185585,2020-08-14 04:00:00
490,209.6,210.28,20160757,211.1874,208.915,210.1064,187308,2020-08-17 04:00:00
491,210.53,211.49,21336167,212.36,209.21,211.0094,212557,2020-08-18 04:00:00
492,211.49,209.7,27627561,212.1,209.25,210.6102,229719,2020-08-19 04:00:00
493,209.54,214.58,26981478,215,208.91,213.0658,259097,2020-08-20 04:00:00
494,213.86,213.02,36249319,216.25,212.85,213.9434,282195,2020-08-21 04:00:00
495,214.79,213.69,25460147,215.52,212.43,213.7727,266339,2020-08-24 04:00:00
496,213.1,216.47,23043696,216.61,213.1,215.5607,231161,2020-08-25 04:00:00
497,217.88,221.15,39574983,222.09,217.36,220.2102,333742,2020-08-26 04:00:00
498,222.89,226.58,57602195,231.15,219.4,227.252,576400,2020-08-27 04:00:00
499,228.18,228.91,26292896,230.644,226.58,228.7277,298618,2020-08-28 04:00:00
500,227,225.53,28711156,228.7,224.31,226.0691,343597,2020-08-31 04:00:00
501,225.51,227.27,25791235,227.45,224.43,226.2117,290340,2020-09-01 04:00:00
502,227.97,231.65,34032089,232.86,227.35,230.7741,369393,2020-09-02 04:00:00
503,229.27,217.3,58386688,229.31,214.9602,219.6205,697774,2020-09-03 04:00:00
504,215.1,214.25,59264072,218.3599,205.19,212.3298,774406,2020-09-04 04:00:00
505,206.5,202.66,52774330,210.03,202.2,205.6027,641476,2020-09-08 04:00:00
506,207.6,211.29,45672786,214.8399,206.7,211.1946,487132,2020-09-09 04:00:00
507,213.4,205.37,35427164,214.74,204.11,208.58,408302,2020-09-10 04:00:00
508,207.2,204.03,33617623,208.63,201.24,204.5595,374774,2020-09-11 04:00:00
509,204.24,205.41,30375713,209.2,204.03,206.4337,324458,2020-09-14 04:00:00
510,208.42,208.78,21820942,209.78,206.93,208.5111,251529,2020-09-15 04:00:00
511,210.62,205.05,26371864,210.65,204.64,207.0659,289737,2020-09-16 04:00:00
512,200.05,202.91,34005257,204.33,199.96,202.1004,396439,2020-09-17 04:00:00
513,202.8,200.39,55225326,203.65,196.25,200.3407,465276,2020-09-18 04:00:00
514,197.19,202.54,39839657,202.71,196.38,199.4993,448842,2020-09-21 04:00:00
515,205.06,207.42,33517065,208.1,202.075,205.4506,335185,2020-09-22 04:00:00
516,207.9,200.59,30803780,208.1,200.03,203.1063,309915,2020-09-23 04:00:00
517,199.85,203.19,31202493,205.57,199.2,203.3038,312989,2020-09-24 04:00:00
518,203.55,207.82,29437312,209.04,202.54,206.5234,291003,2020-09-25 04:00:00
519,210.88,209.44,32004936,212.57,208.06,209.6154,296010,2020-09-28 04:00:00
520,209.35,207.26,24464472,210.07,206.81,208.0942,236988,2020-09-29 04:00:00
521,207.73,210.33,33829088,211.98,206.54,210.0916,284380,2020-09-30 04:00:00
522,213.49,212.46,27142418,213.99,211.32,212.5139,246304,2020-10-01 04:00:00
523,208,206.19,33134781,210.99,205.54,207.7122,363723,2020-10-02 04:00:00
524,207.22,210.38,21331561,210.41,206.98,209.2233,204818,2020-10-05 04:00:00
525,208.82,205.91,28554261,210.18,204.82,207.4603,302635,2020-10-06 04:00:00
526,207.06,209.83,25681054,210.11,206.72,208.8982,228591,2020-10-07 04:00:00
527,210.51,210.58,19925837,211.19,208.32,210.1118,202388,2020-10-08 04:00:00
528,211.23,215.81,26458047,215.86,211.23,214.3997,270136,2020-10-09 04:00:00
529,218.79,221.4,40456493,223.86,216.81,221.1056,391647,2020-10-12 04:00:00
530,222.72,222.86,28950843,225.21,220.43,223.1048,293244,2020-10-13 04:00:00
531,223,220.86,23451713,224.22,219.13,221.41,244243,2020-10-14 04:00:00
532,217.1,219.66,22733064,220.36,216.01,218.5767,226540,2020-10-15 04:00:00
533,220.15,219.66,25882732,222.29,219.32,220.4622,222213,2020-10-16 04:00:00
534,220.415,214.22,27625841,222.3,213.72,216.7103,283539,2020-10-19 04:00:00
535,215.8,214.65,22753511,217.37,213.0901,215.3232,245349,2020-10-20 04:00:00
536,213.12,214.8,22699906,216.92,213.12,215.1687,230446,2020-10-21 04:00:00
537,213.93,214.89,22351450,216.055,211.7,214.1883,218137,2020-10-22 04:00:00
538,215.03,216.23,18772608,216.28,213.16,215.2053,188454,2020-10-23 04:00:00
539,213.85,210.08,37111561,216.3399,208.1,210.9515,405587,2020-10-26 04:00:00
540,211.59,213.25,36685925,214.67,210.329,212.9825,359568,2020-10-27 04:00:00
541,207.67,202.68,51178393,208.84,202.1,204.9126,613378,2020-10-28 04:00:00
542,204.07,204.72,31372563,207.36,203.37,205.1144,350614,2020-10-29 04:00:00
543,203.5,202.47,36968111,204.29,199.62,201.4772,467253,2020-10-30 04:00:00
544,204.29,202.33,30842163,205.28,200.12,202.3706,339681,2020-11-02 05:00:00
545,203.89,206.43,27511636,208.12,203.12,206.487,277385,2020-11-03 05:00:00
546,214.02,216.39,42299777,218.32,212.4185,216.1049,460852,2020-11-04 05:00:00
547,222.04,223.29,36080137,224.12,221.15,222.9468,362014,2020-11-05 05:00:00
548,222.26,223.72,25231895,224.36,218.03,222.2102,264715,2020-11-06 05:00:00
549,224.435,218.39,44347950,228.12,217.88,222.4811,465495,2020-11-09 05:00:00
550,214.5,211.01,44022470,216.5,209.72,211.8445,504391,2020-11-10 05:00:00
551,212.39,216.55,29440788,218.04,212.2,215.6128,270700,2020-11-11 05:00:00
552,217.21,215.44,21616115,219.11,214.46,216.5288,245295,2020-11-12 05:00:00
553,216.36,216.51,18630307,217.42,214.16,216.001,191297,2020-11-13 05:00:00
554,214.87,217.23,24953344,217.74,214.52,216.489,234034,2020-11-16 05:00:00
555,216.1,214.46,24154112,217.68,214.08,215.3621,233158,2020-11-17 05:00:00
556,213.65,211.08,28372789,215.17,210.93,212.4425,273276,2020-11-18 05:00:00
557,211.38,212.42,24792746,213.03,209.93,211.7601,230817,2020-11-19 05:00:00
558,212.2,210.39,22843119,213.285,210,211.636,214089,2020-11-20 05:00:00
559,210.95,210.11,25683507,212.29,208.16,209.9553,260026,2020-11-23 05:00:00
560,209.59,213.86,33979731,214.25,208.86,211.9157,294859,2020-11-24 05:00:00
561,215.11,213.87,20938887,215.29,212.46,213.8127,228100,2020-11-25 05:00:00
562,214.85,215.23,14512213,216.27,214.04,215.2732,140034,2020-11-27 05:00:00
563,214.1,214.07,33064753,214.76,210.835,213.0843,303757,2020-11-30 05:00:00
564,214.51,216.21,30931318,217.32,213.35,215.3713,289366,2020-12-01 05:00:00
565,214.88,215.37,23724509,215.47,212.8,214.52,222825,2020-12-02 05:00:00
566,214.61,214.24,25120922,216.3757,213.65,214.6474,227067,2020-12-03 05:00:00
567,214.22,214.36,24144649,215.38,213.18,214.1772,218372,2020-12-04 05:00:00
568,214.37,214.29,24496997,215.54,212.99,214.0972,217373,2020-12-07 05:00:00
569,213.97,216.01,23284094,216.95,212.89,215.4765,230118,2020-12-08 05:00:00
570,215.16,211.8,32282603,215.225,211.214,212.9181,319612,2020-12-09 05:00:00
571,211.77,210.52,26467017,213.08,210.36,211.332,253160,2020-12-10 05:00:00
572,210.05,213.26,30786640,213.32,209.11,211.7619,259253,2020-12-11 05:00:00
573,213.1,214.2,28794179,216.21,212.88,214.6585,274315,2020-12-14 05:00:00
574,215.165,214.13,27018106,215.42,212.24,213.6235,228727,2020-12-15 05:00:00
575,214.75,219.28,35021923,220.11,214.72,218.4502,303982,2020-12-16 05:00:00
576,219.87,219.42,32442784,220.89,217.92,219.1113,250328,2020-12-17 05:00:00
577,218.59,218.59,63354922,219.69,216.02,218.2968,292060,2020-12-18 05:00:00
578,217.55,222.59,37181886,224,217.2801,221.1861,331598,2020-12-21 05:00:00
579,222.69,223.94,22643397,225.63,221.85,223.9544,240475,2020-12-22 05:00:00
580,223.11,221.02,18699638,223.5589,220.8,222.2573,188293,2020-12-23 05:00:00
581,221.42,222.75,10550572,223.61,221.2,222.4604,120864,2020-12-24 05:00:00
582,224.45,224.96,17933496,226.03,223.02,224.9729,205180,2020-12-28 05:00:00
583,226.31,224.15,17402513,227.18,223.58,224.9706,200622,2020-12-29 05:00:00
584,225.23,221.68,20272337,225.63,221.47,222.4642,203626,2020-12-30 05:00:00
585,221.7,222.42,20692132,223,219.68,221.503,181623,2020-12-31 05:00:00
586,222.53,217.69,37130139,223,214.81,217.817,390920,2021-01-04 05:00:00
587,217.26,217.9,23808703,218.52,215.7,217.4062,257709,2021-01-05 05:00:00
588,212.17,212.25,35930653,216.4899,211.94,213.8241,421013,2021-01-06 05:00:00
589,214.04,218.29,27694480,219.34,213.71,217.6921,268911,2021-01-07 05:00:00
590,218.68,219.62,22956136,220.58,217.0261,219.0003,255786,2021-01-08 05:00:00
591,218.47,217.49,23047029,218.91,216.73,217.7663,226361,2021-01-11 05:00:00
592,216.5,214.93,23249336,217.1,213.3202,215.0353,269901,2021-01-12 05:00:00
593,214.02,216.34,20087080,216.76,213.9266,215.7136,215173,2021-01-13 05:00:00
594,215.91,213.02,28846837,217.46,212.74,214.2465,295723,2021-01-14 05:00:00
595,213.52,212.65,31730012,214.51,212.03,213.257,268490,2021-01-15 05:00:00
596,213.75,216.44,30480859,216.98,212.63,215.3548,277437,2021-01-19 05:00:00
597,217.7,224.34,37777260,225.79,217.2908,223.5157,396266,2021-01-20 05:00:00
598,224.7,224.97,30746353,226.3,222.42,224.8931,298735,2021-01-21 05:00:00
599,227.08,225.95,30172663,230.07,225.8,227.8147,311529,2021-01-22 05:00:00
600,229.12,229.53,33152095,229.78,224.22,227.9923,396893,2021-01-25 05:00:00
601,231.86,232.33,49167001,234.18,230.08,234.1045,507659,2021-01-26 05:00:00
602,238,232.9,69789638,240.44,230.14,235.2498,793734,2021-01-27 05:00:00
603,235.61,238.93,49111159,242.64,235.09,239.3331,534419,2021-01-28 05:00:00
604,235.99,231.96,42503138,238.02,231.35,233.9235,526270,2021-01-29 05:00:00
605,235.06,239.65,33314193,242.5,232.43,238.7587,401530,2021-02-01 05:00:00
606,241.3,239.51,25916337,242.31,238.69,240.2685,299116,2021-02-02 05:00:00
607,239.57,243,27033104,245.09,239.26,242.769,289327,2021-02-03 05:00:00
608,242.66,242.01,25196100,243.2399,240.37,241.4567,269882,2021-02-04 05:00:00
609,242.23,242.2,18054752,243.28,240.42,241.7288,218266,2021-02-05 05:00:00
610,243.15,242.47,22211929,243.68,240.81,242.1367,219524,2021-02-08 05:00:00
611,241.87,243.77,23564953,244.76,241.38,243.3312,210433,2021-02-09 05:00:00
612,245,242.82,22186706,245.92,240.89,242.7461,262693,2021-02-10 05:00:00
613,244.78,244.49,15741059,245.15,242.15,243.6826,187496,2021-02-11 05:00:00
614,243.9332,244.99,16561079,245.3,242.73,244.1618,176508,2021-02-12 05:00:00
615,245.03,243.7,26578487,246.13,242.92,243.9244,242308,2021-02-16 05:00:00
616,241.32,244.2,20685609,244.31,240.94,242.6323,190806,2021-02-17 05:00:00
617,241.8,243.79,16925563,243.93,240.86,242.5452,191731,2021-02-18 05:00:00
618,243.75,240.97,25262600,243.86,240.18,241.5301,256308,2021-02-19 05:00:00
619,237.42,234.51,36310936,237.93,232.4,234.7145,395982,2021-02-22 05:00:00
620,230.325,233.27,30228704,234.83,228.73,232.0664,429053,2021-02-23 05:00:00
621,230.01,234.55,26339746,235.2,229,232.5896,303223,2021-02-24 05:00:00
622,232.08,228.99,39437555,234.5852,227.88,230.6303,506079,2021-02-25 05:00:00
623,231.525,232.38,37818227,235.37,229.54,232.7611,442933,2021-02-26 05:00:00
624,235.9,236.94,25332837,237.47,233.15,236.387,295565,2021-03-01 05:00:00
625,237.01,233.87,22812459,237.3,233.45,234.6764,310399,2021-03-02 05:00:00
626,232.155,227.56,33944526,233.5799,227.26,229.2909,513167,2021-03-03 05:00:00
627,226.735,226.73,44727785,232.49,224.26,227.5043,684212,2021-03-04 05:00:00
628,229.5165,231.6,41865120,233.27,226.46,230.322,645035,2021-03-05 05:00:00
629,231.37,227.39,35267440,233.365,227.13,229.9848,581643,2021-03-08 05:00:00
630,232.88,233.78,33080531,235.3839,231.67,233.8078,391046,2021-03-09 05:00:00
631,237,232.42,29715812,237,232.04,234.0674,473802,2021-03-10 05:00:00
632,234.96,237.13,29907586,239.17,234.31,237.2411,354196,2021-03-11 05:00:00
633,234.01,235.75,22653662,235.82,233.23,234.8259,300692,2021-03-12 05:00:00
634,234.96,234.81,25974669,235.185,231.81,233.6182,333447,2021-03-15 04:00:00
635,236.28,237.71,28092196,240.055,235.94,238.3783,367070,2021-03-16 04:00:00
636,236.15,237.04,29562100,238.55,233.23,235.8953,398845,2021-03-17 04:00:00
637,232.56,230.72,34852251,234.19,230.33,231.9027,457289,2021-03-18 04:00:00
638,231.02,230.35,46430730,232.474,229.3496,230.8355,386912,2021-03-19 04:00:00
639,230.27,235.99,30121755,236.9,230.14,235.3089,325313,2021-03-22 04:00:00
640,237.485,237.58,31638376,241.05,237.07,238.812,358868,2021-03-23 04:00:00
641,237.845,235.46,25620127,238,235.32,236.3442,383284,2021-03-24 04:00:00
642,235.3,232.34,34061853,236.94,231.57,233.0894,468546,2021-03-25 04:00:00
643,231.55,236.48,25470753,236.71,231.55,234.6441,310059,2021-03-26 04:00:00
644,236.59,235.24,25227455,236.8,231.88,234.4416,319201,2021-03-29 04:00:00
645,233.525,231.85,24792012,233.85,231.1,232.007,307223,2021-03-30 04:00:00
646,232.91,235.77,43614871,239.1,232.39,236.0499,408582,2021-03-31 04:00:00
647,238.47,242.35,30337982,242.84,238.0501,241.3165,369531,2021-04-01 04:00:00
648,242.76,249.07,36890609,249.96,242.7,248.2333,422755,2021-04-05 04:00:00
649,247.61,247.86,22816923,249.4,246.88,248.208,271870,2021-04-06 04:00:00
650,247.81,249.9,22713585,250.93,247.19,249.7597,263867,2021-04-07 04:00:00
651,252.77,253.25,23625197,254.139,252,253.0524,280008,2021-04-08 04:00:00
652,252.87,255.85,24326833,255.99,252.44,254.6528,268038,2021-04-09 04:00:00
653,254.71,255.91,27148668,257.67,254.62,256.1295,324848,2021-04-12 04:00:00
654,257.2573,258.49,23837469,259.19,256.83,257.9831,285551,2021-04-13 04:00:00
655,257.475,255.59,23070938,258.83,255.16,256.5377,323890,2021-04-14 04:00:00
656,257.931,259.5,25627481,259.93,257.73,259.0892,306428,2021-04-15 04:00:00
657,259.47,260.74,24878582,261,257.6014,260.0374,302985,2021-04-16 04:00:00
658,260.19,258.74,23209260,261.48,257.821,259.0721,293641,2021-04-19 04:00:00
659,257.82,258.26,19722875,260.2,256.84,258.2719,281309,2021-04-20 04:00:00
660,258.94,260.58,23990383,260.68,257.25,259.575,272767,2021-04-21 04:00:00
661,260.21,257.17,25593777,261.78,255.64,258.419,368851,2021-04-22 04:00:00
662,257.88,261.15,21499286,261.51,257.27,260.377,248124,2021-04-23 04:00:00
663,261.66,261.55,19763346,262.435,260.17,261.3754,261642,2021-04-26 04:00:00
664,261.585,261.97,30764213,263.19,260.12,260.0699,405196,2021-04-27 04:00:00
665,256.078,254.56,46903119,256.5399,252.95,254.5516,640658,2021-04-28 04:00:00
666,255.46,252.51,40589023,256.1,249,251.8285,556646,2021-04-29 04:00:00
667,249.74,252.18,30945098,253.08,249.6,251.6108,358913,2021-04-30 04:00:00
668,253.4,251.86,19426568,254.35,251.12,252.3653,300183,2021-05-03 04:00:00
669,250.97,247.79,32756052,251.21,245.76,247.5786,444266,2021-05-04 04:00:00
670,249.06,246.47,21888125,249.5,245.82,247.7274,276824,2021-05-05 04:00:00
671,246.45,249.73,26478085,249.86,244.69,247.6608,336494,2021-05-06 04:00:00
672,252.15,252.46,27032912,254.3,251.17,252.7538,303497,2021-05-07 04:00:00
673,250.87,247.18,29299890,251.73,247.12,248.6859,303212,2021-05-10 04:00:00
674,244.55,246.23,33641589,246.6,242.57,245.2323,389102,2021-05-11 04:00:00
675,242.165,239,36684370,244.38,238.07,240.0312,436656,2021-05-12 04:00:00
676,241.8,243.03,29585298,245.6,241.42,243.3712,367834,2021-05-13 04:00:00
677,245.575,248.15,23901081,249.18,245.49,247.9397,279555,2021-05-14 04:00:00
678,246.55,245.18,24970168,246.59,243.52,244.8521,292523,2021-05-17 04:00:00
679,246.27,243.08,20167975,246.41,242.9,244.6274,235575,2021-05-18 04:00:00
680,239.31,243.12,25739807,243.23,238.6,241.5888,340725,2021-05-19 04:00:00
681,243.96,246.48,21800716,247.95,243.86,246.5319,226710,2021-05-20 04:00:00
682,247.565,245.17,21830058,248.33,244.74,245.9809,233481,2021-05-21 04:00:00
683,247.785,250.78,21411547,251.16,247.51,250.3348,239776,2021-05-24 04:00:00
684,251.769,251.72,17700303,252.75,250.82,251.4842,212083,2021-05-25 04:00:00
685,251.43,251.49,17771600,252.94,250.75,251.3609,195777,2021-05-26 04:00:00
686,251.17,249.31,24426244,251.48,249.25,249.9316,223093,2021-05-27 04:00:00
687,250.995,249.68,18265642,252.08,249.56,250.6562,190179,2021-05-28 04:00:00
688,251.23,247.4,23213310,251.29,246.96,248.592,266678,2021-06-01 04:00:00
689,248.125,247.3,19406705,249.27,245.84,247.6484,231542,2021-06-02 04:00:00
690,245.22,245.71,25108111,246.34,243,245.0698,254084,2021-06-03 04:00:00
691,247.76,250.79,25281094,251.65,247.51,250.2145,246739,2021-06-04 04:00:00
692,249.98,253.81,23079167,254.09,249.81,252.6622,239409,2021-06-07 04:00:00
693,255.16,252.57,22454998,256.01,252.51,253.5686,239693,2021-06-08 04:00:00
694,253.81,253.59,17937634,255.53,253.21,254.2112,210570,2021-06-09 04:00:00
695,254.29,257.24,24563619,257.46,253.67,256.4281,264424,2021-06-10 04:00:00
696,257.985,257.89,18949731,258.4868,256.61,257.5993,220398,2021-06-11 04:00:00
697,257.9,259.89,19150507,259.95,256.8,258.7219,198533,2021-06-14 04:00:00
698,259.775,258.36,18016931,259.99,257.68,258.6822,209487,2021-06-15 04:00:00
