AMPUSD,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
66,0.0592,0.05911,608094396.076137,1.5362,0.05767,0.0607,144679,2021-11-06
67,0.05911,0.0649,839884451.476797,1.7197,0.05648,0.0621,166945,2021-11-07
68,0.06493,0.06181,658245889.224448,1.7488,0.05919,0.0618,170095,2021-11-08
69,0.06181,0.05974,506587405.461205,1.7243,0.05518,0.0606,144210,2021-11-09
70,0.05973,0.05823,613335092.75733,1.461,0.05542,0.0597,158969,2021-11-10
71,0.05812,0.06,352951036.934296,1.2234,0.0564,0.0625,119948,2021-11-11
72,0.06,0.05755,409972300.474974,1.1048,0.05585,0.0593,106043,2021-11-12
73,0.05717,0.05801,258033697.72855,1.0258,0.05618,0.0587,80481,2021-11-13
74,0.05804,0.05756,217349719.266727,0.95851,0.05701,0.0591,69875,2021-11-14
75,0.05758,0.0569,253188468.941568,0.92912,0.05581,0.0577,79870,2021-11-15
76,0.05686,0.05206,365926604.239356,0.87755,0.05049,0.0534,105701,2021-11-16
77,0.05206,0.05114,351510717.350946,0.85381,0.05,0.0521,101095,2021-11-17
78,0.05115,0.04888,381058183.606476,0.85799,0.04682,0.0504,98408,2021-11-18
79,0.04885,0.0508,269875249.245905,0.88395,0.04731,0.0508,81457,2021-11-19
80,0.0508,0.05211,184692335.043675,0.88395,0.0508,0.0535,67476,2021-11-20
81,0.05209,0.05014,174664708.649658,0.84968,0.05011,0.0523,65553,2021-11-21
82,0.05013,0.04956,312960528.519866,0.81423,0.04836,0.0514,84305,2021-11-22
83,0.04956,0.07048,4018680879.67587,0.81603,0.04933,0.069,696539,2021-11-23
84,0.07048,0.05961,1013985918.01219,1.0836,0.057,0.0623,226510,2021-11-24
85,0.0596,0.06129,668629775.224851,1.2277,0.05828,0.0616,162940,2021-11-25
86,0.06133,0.0572,477396280.146446,1.3117,0.05567,0.0593,118749,2021-11-26
87,0.0572,0.06173,575199642.268975,1.1786,0.05679,0.0617,130265,2021-11-27
88,0.06167,0.06358,2659763643.0559,1.1651,0.05976,0.0688,495045,2021-11-28
89,0.06358,0.06246,564312426.850161,1.2307,0.06225,0.0651,154114,2021-11-29
90,0.06246,0.06087,439287116.837197,1.4081,0.06,0.062,119834,2021-11-30
91,0.06087,0.06008,449099904.757939,1.3937,0.058,0.0602,109989,2021-12-01
92,0.06002,0.05742,288087108.186756,1.3101,0.05718,0.0589,83566,2021-12-02
93,0.05742,0.05417,298448864.847425,1.2914,0.05352,0.0574,88330,2021-12-03
94,0.05417,0.05258,477243444.580067,1.1446,0.0492,0.0532,122648,2021-12-04
95,0.05258,0.0506,244185449.044392,0.99251,0.04995,0.0527,77688,2021-12-05
96,0.05064,0.05232,369788356.055753,0.95385,0.04804,0.0521,94222,2021-12-06
97,0.05235,0.05096,234500370.174954,0.88683,0.05024,0.0532,72642,2021-12-07
98,0.05091,0.05487,722771021.226749,1.0759,0.05054,0.0572,159321,2021-12-08
99,0.05486,0.05283,343117345.477092,1.025,0.0525,0.0558,100875,2021-12-09
100,0.05282,0.87122,208097292.578574,0.95143,0.05,0.0525,67211,2021-12-10
101,0.0504,0.88333,140328856.757837,0.92295,0.05,0.0515,51433,2021-12-11
102,0.05179,0.05225,141932518.270552,0.96654,0.05105,0.0519,46229,2021-12-12
103,0.05225,0.04907,175176691.848908,0.94571,0.048,0.0503,59082,2021-12-13
104,0.04907,0.04973,174872538.640675,0.8895,0.04751,0.0491,55913,2021-12-14
105,0.04973,0.05031,160893476.420615,0.9924,0.04721,0.0493,62757,2021-12-15
106,0.05028,0.04847,155438327.597434,0.98102,0.04754,0.0496,47846,2021-12-16
107,0.04844,0.04847,147424809.246133,0.92461,0.04715,0.0485,44710,2021-12-17
108,0.04847,0.04863,118299103.285523,0.92772,0.04768,0.0498,93858,2021-12-18
109,0.04867,0.048,135441830.684191,0.92958,0.04764,0.0488,62004,2021-12-19
110,0.048,0.04664,148851055.054304,0.92654,0.046,0.0477,65726,2021-12-20
111,0.04666,0.04838,195088108.785236,0.97802,0.04591,0.0477,63278,2021-12-21
112,0.04836,0.05029,348098285.392934,1.0157,0.04815,0.0497,77242,2021-12-22
113,0.05029,0.05048,210902062.553609,1.0114,0.04832,0.0504,64985,2021-12-23
114,0.05048,0.04944,160792104.488169,0.98869,0.04924,0.0519,59985,2021-12-24
115,0.04945,0.04956,100217207.933207,1.0016,0.04925,0.0515,43176,2021-12-25
116,0.04957,0.05082,132080449.103061,0.95825,0.04892,0.0506,49432,2021-12-26
117,0.05082,0.0534,515795073.540172,0.98107,0.05036,0.0551,122426,2021-12-27
118,0.05338,0.05063,202219992.387953,0.95215,0.04954,0.052,64164,2021-12-28
119,0.05063,0.04918,147548244.402506,0.93565,0.04888,0.0512,48442,2021-12-29
120,0.04915,0.04892,111300716.881702,0.90849,0.04864,0.05,45231,2021-12-30
121,0.04889,0.04828,171881931.472798,0.92708,0.0478,0.0491,48337,2021-12-31
122,0.04828,0.04964,96788881.4676468,0.91592,0.04804,0.05,39189,2022-01-01
123,0.04965,0.04899,84873728.7833594,0.90897,0.04882,0.0498,40302,2022-01-02
124,0.04899,0.83815,282830161.827182,0.91124,0.0481,0.0508,69175,2022-01-03
125,0.83815,0.04929,757703879.793799,0.86855,0.049,0.0524,129835,2022-01-04
126,0.0493,0.04681,406116943.550178,0.89305,0.0447,0.0499,78005,2022-01-05
127,0.04681,0.046,236300181.296369,0.79,0.04443,0.0461,67500,2022-01-06
128,0.04601,0.04349,258576771.94911,0.79242,0.04263,0.044,64047,2022-01-07
129,0.04346,0.04346,255786506.357606,0.76968,0.0412,0.0437,56928,2022-01-08
130,0.04342,0.0428,171991660.761187,0.74924,0.04217,0.0447,49351,2022-01-09
131,0.0428,0.04207,212103984.117809,0.73056,0.04052,0.0428,51419,2022-01-10
132,0.04206,0.04184,230852718.580779,0.85845,0.04059,0.0422,49480,2022-01-11
133,0.04184,0.04277,279746399.011,0.97671,0.04118,0.0437,54821,2022-01-12
134,0.04277,0.04073,211517596.338964,0.96574,0.04031,0.0429,47395,2022-01-13
135,0.04069,0.04111,189536942.346816,0.96,0.04011,0.0414,46310,2022-01-14
136,0.04108,0.04139,91569369.3407982,0.97366,0.04108,0.0418,34484,2022-01-15
137,0.04136,0.04114,129386686.25527,1.0694,0.04049,0.0417,36120,2022-01-16
138,0.04114,0.04011,160948283.28195,1.3499,0.03984,0.0413,40693,2022-01-17
139,0.04015,0.03887,212065531.386879,1.322,0.03774,0.0394,47223,2022-01-18
140,0.03884,0.03718,203274728.496441,1.167,0.03665,0.0389,43141,2022-01-19
141,0.03718,0.03533,219744664.982559,1.2154,0.03528,0.0387,55028,2022-01-20
142,0.03528,0.0303,597787689.408237,1.0782,0.02826,0.0331,94642,2022-01-21
143,0.03031,0.02985,458834266.610401,0.86977,0.025,0.0324,90789,2022-01-22
144,0.02982,0.02905,324608442.674997,0.91581,0.02819,0.0301,59332,2022-01-23
145,0.02905,0.02733,432401543.913975,0.88015,0.02542,0.0277,65009,2022-01-24
146,0.02733,0.02893,346540139.656183,0.87165,0.02635,0.0287,58722,2022-01-25
147,0.02896,0.02988,441413562.649798,0.9428,0.02859,0.0318,77815,2022-01-26
148,0.87332,0.02909,212415123.586572,0.90287,0.0285,0.0296,43193,2022-01-27
149,0.02909,0.03024,171854929.614482,0.90699,0.02864,0.0302,44895,2022-01-28
150,0.03024,0.03035,147683106.681225,0.94823,0.02967,0.0306,32386,2022-01-29
151,0.03032,0.02962,107642939.09996,0.96254,0.02932,0.0309,26647,2022-01-30
152,0.02961,0.02978,143933345.494334,0.95903,0.02821,0.0297,31341,2022-01-31
153,0.02981,0.03008,181329259.126768,0.97678,0.02968,0.0313,38402,2022-02-01
154,0.03007,0.02927,138375226.218699,1.0255,0.02896,0.0311,34374,2022-02-02
155,0.02924,0.02918,134367931.128892,0.99565,0.02801,0.0292,31305,2022-02-03
156,0.02919,0.03121,231371457.984794,1.2399,0.02877,0.0314,46496,2022-02-04
157,0.03121,0.03104,154517268.474659,1.2673,0.0295,0.032,37474,2022-02-05
158,0.03102,0.03208,162860387.370991,1.2229,0.03097,0.0327,35645,2022-02-06
159,0.03208,0.03323,190550430.912155,1.1551,0.03123,0.0336,44657,2022-02-07
160,0.03321,0.0314,215750049.74283,1.1384,0.03038,0.0321,43008,2022-02-08
161,0.03142,0.0312,149396055.170665,1.1159,0.03038,0.0318,36883,2022-02-09
162,0.03125,0.03045,142358501.062558,1.1054,0.03005,0.0313,29095,2022-02-10
163,0.03045,0.03298,772519845.145855,1.0283,0.03,0.034,91648,2022-02-11
164,0.03292,0.03125,365732467.747813,0.94646,0.03062,0.0327,57481,2022-02-12
165,0.03125,0.03005,101170170.610015,0.95036,0.03003,0.0309,26455,2022-02-13
166,0.03005,0.02945,137200555.394314,0.95269,0.0288,0.0299,31542,2022-02-14
167,0.0294,0.03092,123362215.728776,1.0552,0.02928,0.0308,28993,2022-02-15
168,0.03095,0.03216,284187825.01321,1.0552,0.03031,0.0322,44725,2022-02-16
169,0.03214,0.02995,130980880.741072,1.0257,0.0296,0.0312,27559,2022-02-17
170,0.02991,0.02928,82108365.275314,0.99878,0.02911,0.0306,22462,2022-02-18
171,0.02924,0.02878,99381032.8587862,0.98228,0.02839,0.0291,20919,2022-02-19
172,0.02876,0.02715,100015953.816687,0.98228,0.02692,0.0283,23039,2022-02-20
173,0.02715,0.02568,122311207.200166,0.951,0.02558,0.0279,25799,2022-02-21
174,0.02564,0.02671,158137475.550965,0.94258,0.02425,0.0257,28766,2022-02-22
175,0.02671,0.89608,67562466.0770571,1.0272,0.02578,0.0303,21269,2022-02-23
176,0.02593,0.02616,349941029.349978,0.93381,0.0214,0.0254,55250,2022-02-24
177,0.02614,0.02922,284618671.632277,0.97516,0.02597,0.0285,47903,2022-02-25
178,0.96753,0.02842,87264848.8701663,0.98077,0.02836,0.0297,22325,2022-02-26
179,0.0284,0.02689,98549103.5371598,0.98413,0.02663,0.0291,22388,2022-02-27
